po_id,rfq_id,vendor_id,vendor_name,po_date,po_value_usd,promised_delivery,payment_terms,status
PO-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,2025-10-20,160694.64,2025-11-15,Net45,in_transit
PO-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,2026-01-20,166466.46,2026-02-17,Net60,in_transit
PO-RFQ-0049-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,2026-02-04,153946.74,2026-03-22,Net45,in_transit
PO-RFQ-0050-V004,RFQ-0050,V004,Strömberg Hydraulics AB,2026-03-05,63382.02,2026-03-18,Net45,cancelled
PO-RFQ-0050-V010,RFQ-0050,V010,Adriatic Fastenings d.o.o.,2025-09-12,55186.43,2025-09-29,Net45,in_transit
PO-RFQ-0050-V001,RFQ-0050,V001,Kovacs Precision GmbH,2026-01-25,60137.87,2026-02-19,Net30,cancelled
PO-RFQ-0050-V007,RFQ-0050,V007,Nakamura Tooling Co.,2025-08-23,64066.73,2025-10-17,Net60,delivered
PO-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,2025-10-18,56304.69,2025-12-03,Net45,pending
PO-RFQ-0051-V018,RFQ-0051,V018,Guangzhou Mech & Elec Co.,2025-09-07,118215.24,2025-10-09,Net30,cancelled
PO-RFQ-0051-V013,RFQ-0051,V013,Vantage Sensors GmbH,2026-05-08,138535.54,2026-06-14,Net30,pending
PO-RFQ-0051-V021,RFQ-0051,V021,Helios Micro Systems,2026-04-13,135074.94,2026-04-26,Net30,cancelled
PO-RFQ-0052-V011,RFQ-0052,V011,Solaris Power Components,2026-04-22,73987.2,2026-06-11,Net45,pending
PO-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,2026-02-12,93769.2,2026-03-05,Net60,pending
PO-RFQ-0052-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,2026-03-01,81942.0,2026-04-21,Net60,pending
PO-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,2026-03-27,89751.2,2026-04-07,Net60,delivered
PO-RFQ-0053-V011,RFQ-0053,V011,Solaris Power Components,2025-09-09,100953.72,2025-10-19,Net60,pending
PO-RFQ-0053-V016,RFQ-0053,V016,Precision Arc Systems,2026-04-12,123772.56,2026-05-18,Net30,cancelled
PO-RFQ-0053-V018,RFQ-0053,V018,Guangzhou Mech & Elec Co.,2025-12-22,102624.6,2026-02-10,Net30,cancelled
PO-RFQ-0053-V013,RFQ-0053,V013,Vantage Sensors GmbH,2025-09-09,112038.64,2025-10-25,Net45,in_transit
PO-RFQ-0053-V002,RFQ-0053,V002,Tanaka Electrical KK,2025-10-02,113331.92,2025-11-18,Net45,cancelled
PO-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,2026-02-28,16494.04,2026-03-12,Net45,delivered
PO-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,2025-10-01,15953.6,2025-11-13,Net30,delivered
PO-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,2026-04-19,34471.36,2026-04-30,Net30,cancelled
PO-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,2026-02-01,35900.48,2026-02-21,Net60,pending
PO-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,2025-10-15,30468.48,2025-11-21,Net45,cancelled
PO-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,2026-04-03,33810.56,2026-05-11,Net45,cancelled
PO-RFQ-0055-V016,RFQ-0055,V016,Precision Arc Systems,2025-12-24,36456.0,2026-02-14,Net45,cancelled
PO-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,2026-01-23,71762.88,2026-02-15,Net30,in_transit
PO-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,2025-09-03,75858.66,2025-10-03,Net60,pending
PO-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,2026-03-31,79894.26,2026-05-10,Net45,cancelled
PO-RFQ-0057-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,2026-04-22,102385.48,2026-05-03,Net60,pending
PO-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,2025-11-30,107279.16,2025-12-14,Net30,pending
PO-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,2026-01-23,110783.42,2026-02-15,Net30,cancelled
PO-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,2025-09-28,106508.92,2025-11-21,Net45,in_transit
PO-RFQ-0057-V024,RFQ-0057,V024,BalticTech UAB,2026-03-05,107099.88,2026-04-24,Net30,in_transit
PO-RFQ-0058-V016,RFQ-0058,V016,Precision Arc Systems,2025-12-29,71228.3,2026-01-09,Net45,delivered
PO-RFQ-0058-V006,RFQ-0058,V006,Bright Spark Electronics Ltd,2026-03-04,57442.66,2026-04-14,Net30,in_transit
PO-RFQ-0058-V011,RFQ-0058,V011,Solaris Power Components,2025-08-02,58927.44,2025-09-09,Net60,delivered
PO-RFQ-0058-V018,RFQ-0058,V018,Guangzhou Mech & Elec Co.,2026-03-17,63903.51,2026-04-22,Net45,pending
PO-RFQ-0058-V021,RFQ-0058,V021,Helios Micro Systems,2025-07-26,68776.73,2025-08-07,Net45,in_transit
PO-RFQ-0059-V010,RFQ-0059,V010,Adriatic Fastenings d.o.o.,2026-01-01,45980.8,2026-02-04,Net30,delivered
PO-RFQ-0059-V019,RFQ-0059,V019,Emerald Isle Castings Ltd,2026-04-02,52864.0,2026-05-07,Net30,cancelled
PO-RFQ-0059-V017,RFQ-0059,V017,Türk Makina A.Ş.,2025-09-28,48508.8,2025-11-02,Net60,in_transit
PO-RFQ-0059-V001,RFQ-0059,V001,Kovacs Precision GmbH,2026-02-28,52300.8,2026-04-14,Net30,pending
PO-RFQ-0059-V009,RFQ-0059,V009,Fischer & Söhne KG,2025-08-28,52652.8,2025-10-16,Net45,in_transit
PO-RFQ-0060-V022,RFQ-0060,V022,Andean Precision SRL,2026-02-16,17916.64,2026-03-03,Net45,cancelled
PO-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,2025-09-15,18200.88,2025-10-27,Net60,cancelled
PO-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2026-04-07,19322.88,2026-05-31,Net60,in_transit
PO-RFQ-0060-V017,RFQ-0060,V017,Türk Makina A.Ş.,2026-03-05,18675.52,2026-04-18,Net30,cancelled
PO-RFQ-0060-V004,RFQ-0060,V004,Strömberg Hydraulics AB,2025-08-13,19737.68,2025-10-07,Net60,cancelled
PO-RFQ-0061-V016,RFQ-0061,V016,Precision Arc Systems,2026-04-10,165782.85,2026-05-16,Net45,pending
PO-RFQ-0061-V018,RFQ-0061,V018,Guangzhou Mech & Elec Co.,2026-04-05,161522.1,2026-05-17,Net45,delivered
PO-RFQ-0061-V002,RFQ-0061,V002,Tanaka Electrical KK,2025-10-25,184713.0,2025-12-02,Net60,delivered
PO-RFQ-0061-V013,RFQ-0061,V013,Vantage Sensors GmbH,2026-01-27,186762.3,2026-03-14,Net60,pending
PO-RFQ-0062-V013,RFQ-0062,V013,Vantage Sensors GmbH,2025-11-01,164875.35,2025-11-21,Net45,pending
PO-RFQ-0062-V011,RFQ-0062,V011,Solaris Power Components,2025-09-12,143569.25,2025-11-05,Net60,pending
PO-RFQ-0062-V018,RFQ-0062,V018,Guangzhou Mech & Elec Co.,2025-10-21,149196.65,2025-12-14,Net30,pending
PO-RFQ-0062-V002,RFQ-0062,V002,Tanaka Electrical KK,2025-08-19,164755.0,2025-09-30,Net45,cancelled
PO-RFQ-0063-V019,RFQ-0063,V019,Emerald Isle Castings Ltd,2025-12-23,70680.7,2026-01-03,Net60,cancelled
PO-RFQ-0063-V010,RFQ-0063,V010,Adriatic Fastenings d.o.o.,2026-01-31,60130.75,2026-02-15,Net60,in_transit
PO-RFQ-0063-V004,RFQ-0063,V004,Strömberg Hydraulics AB,2026-05-08,69222.8,2026-05-30,Net60,cancelled
PO-RFQ-0063-V001,RFQ-0063,V001,Kovacs Precision GmbH,2026-02-20,66544.9,2026-04-03,Net30,cancelled
PO-RFQ-0063-V007,RFQ-0063,V007,Nakamura Tooling Co.,2026-03-09,69906.0,2026-04-17,Net30,delivered
PO-RFQ-0064-V018,RFQ-0064,V018,Guangzhou Mech & Elec Co.,2026-02-26,50979.81,2026-03-14,Net45,delivered
PO-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,2025-10-25,56119.98,2025-11-12,Net45,in_transit
PO-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,2026-05-06,54171.25,2026-05-27,Net30,cancelled
PO-RFQ-0064-V011,RFQ-0064,V011,Solaris Power Components,2025-11-25,53755.1,2026-01-06,Net45,pending
PO-RFQ-0064-V021,RFQ-0064,V021,Helios Micro Systems,2025-09-21,61354.86,2025-10-13,Net60,cancelled
PO-RFQ-0065-V018,RFQ-0065,V018,Guangzhou Mech & Elec Co.,2025-12-18,18525.0,2026-01-26,Net45,cancelled
PO-RFQ-0065-V006,RFQ-0065,V006,Bright Spark Electronics Ltd,2025-08-15,21387.54,2025-09-22,Net45,pending
PO-RFQ-0065-V013,RFQ-0065,V013,Vantage Sensors GmbH,2025-11-23,21558.54,2026-01-06,Net45,cancelled
PO-RFQ-0065-V021,RFQ-0065,V021,Helios Micro Systems,2025-11-10,21620.1,2025-12-21,Net30,in_transit
PO-RFQ-0066-V011,RFQ-0066,V011,Solaris Power Components,2025-12-30,31047.69,2026-01-14,Net45,cancelled
PO-RFQ-0066-V013,RFQ-0066,V013,Vantage Sensors GmbH,2025-12-20,36490.66,2026-01-09,Net30,delivered
PO-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,2026-04-13,30069.81,2026-05-21,Net45,cancelled
PO-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,2025-11-18,36350.16,2025-12-30,Net60,cancelled
PO-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,2025-08-11,36462.56,2025-09-19,Net30,pending
PO-RFQ-0067-V002,RFQ-0067,V002,Tanaka Electrical KK,2026-04-10,46766.52,2026-04-30,Net45,delivered
PO-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,2025-10-09,51879.92,2025-11-07,Net45,pending
PO-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,2025-12-30,42319.12,2026-02-16,Net45,delivered
PO-RFQ-0067-V018,RFQ-0067,V018,Guangzhou Mech & Elec Co.,2026-02-20,41410.4,2026-04-16,Net30,pending
PO-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,2025-12-06,48613.56,2026-01-13,Net45,delivered
PO-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,2025-08-20,27144.18,2025-10-02,Net60,cancelled
PO-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,2025-12-09,27092.58,2026-01-30,Net30,in_transit
PO-RFQ-0068-V021,RFQ-0068,V021,Helios Micro Systems,2026-01-26,29246.88,2026-02-08,Net30,cancelled
PO-RFQ-0068-V002,RFQ-0068,V002,Tanaka Electrical KK,2025-08-09,27906.57,2025-09-21,Net45,delivered
PO-RFQ-0069-V019,RFQ-0069,V019,Emerald Isle Castings Ltd,2025-08-20,15498.06,2025-08-30,Net30,pending
PO-RFQ-0069-V017,RFQ-0069,V017,Türk Makina A.Ş.,2025-09-11,14006.82,2025-10-10,Net30,delivered
PO-RFQ-0069-V009,RFQ-0069,V009,Fischer & Söhne KG,2025-09-20,14899.5,2025-11-08,Net30,in_transit
PO-RFQ-0069-V004,RFQ-0069,V004,Strömberg Hydraulics AB,2025-10-12,15869.58,2025-11-08,Net30,delivered
PO-RFQ-0069-V007,RFQ-0069,V007,Nakamura Tooling Co.,2025-12-08,15420.66,2026-01-24,Net45,in_transit
PO-RFQ-0070-V001,RFQ-0070,V001,Kovacs Precision GmbH,2026-01-21,57148.39,2026-03-01,Net60,cancelled
PO-RFQ-0070-V010,RFQ-0070,V010,Adriatic Fastenings d.o.o.,2026-04-08,53278.85,2026-05-14,Net30,delivered
PO-RFQ-0070-V009,RFQ-0070,V009,Fischer & Söhne KG,2025-11-20,59383.55,2025-12-29,Net60,delivered
PO-RFQ-0070-V024,RFQ-0070,V024,BalticTech UAB,2025-08-06,58792.46,2025-08-17,Net60,in_transit
PO-RFQ-0070-V004,RFQ-0070,V004,Strömberg Hydraulics AB,2026-04-24,58123.85,2026-06-18,Net60,pending
PO-RFQ-0071-V016,RFQ-0071,V016,Precision Arc Systems,2026-04-04,57509.06,2026-04-19,Net30,pending
PO-RFQ-0071-V011,RFQ-0071,V011,Solaris Power Components,2026-05-03,47681.12,2026-06-14,Net60,cancelled
PO-RFQ-0071-V018,RFQ-0071,V018,Guangzhou Mech & Elec Co.,2026-04-06,52671.98,2026-05-13,Net60,cancelled
PO-RFQ-0071-V002,RFQ-0071,V002,Tanaka Electrical KK,2025-09-03,58767.26,2025-10-04,Net60,cancelled
PO-RFQ-0071-V021,RFQ-0071,V021,Helios Micro Systems,2026-03-01,59920.61,2026-03-30,Net45,pending
PO-RFQ-0072-V005,RFQ-0072,V005,Cerro Negro Metals SA,2026-02-20,33894.28,2026-03-10,Net60,pending
PO-RFQ-0072-V008,RFQ-0072,V008,Delta Composites Inc.,2026-03-14,36832.32,2026-04-06,Net30,pending
PO-RFQ-0072-V014,RFQ-0072,V014,Coastal Alloys Pty Ltd,2025-10-22,36908.76,2025-11-14,Net60,pending
PO-RFQ-0072-V020,RFQ-0072,V020,Rajasthan Rare Earths Ltd,2025-08-13,39786.04,2025-09-01,Net30,pending
PO-RFQ-0072-V012,RFQ-0072,V012,Indra Copper Works,2025-11-28,40117.28,2025-12-28,Net30,cancelled
PO-RFQ-0073-V012,RFQ-0073,V012,Indra Copper Works,2026-01-25,16373.72,2026-02-12,Net45,cancelled
PO-RFQ-0073-V008,RFQ-0073,V008,Delta Composites Inc.,2025-08-31,15096.14,2025-10-15,Net45,delivered
PO-RFQ-0073-V005,RFQ-0073,V005,Cerro Negro Metals SA,2025-11-26,14962.81,2026-01-04,Net45,in_transit
PO-RFQ-0073-V015,RFQ-0073,V015,Nordic Steel AS,2026-01-01,16572.72,2026-02-16,Net60,delivered
PO-RFQ-0073-V020,RFQ-0073,V020,Rajasthan Rare Earths Ltd,2025-11-18,17066.24,2025-12-22,Net60,delivered
PO-RFQ-0074-V017,RFQ-0074,V017,Türk Makina A.Ş.,2026-02-27,29738.07,2026-03-28,Net60,cancelled
PO-RFQ-0074-V001,RFQ-0074,V001,Kovacs Precision GmbH,2026-05-09,32803.26,2026-06-21,Net30,pending
PO-RFQ-0074-V010,RFQ-0074,V010,Adriatic Fastenings d.o.o.,2025-12-22,31017.93,2026-02-02,Net30,delivered
PO-RFQ-0074-V022,RFQ-0074,V022,Andean Precision SRL,2026-01-10,31844.61,2026-01-30,Net30,pending
PO-RFQ-0074-V007,RFQ-0074,V007,Nakamura Tooling Co.,2025-08-11,35143.86,2025-10-05,Net60,in_transit
PO-RFQ-0075-V009,RFQ-0075,V009,Fischer & Söhne KG,2025-11-20,17518.2,2025-12-15,Net60,pending
PO-RFQ-0075-V017,RFQ-0075,V017,Türk Makina A.Ş.,2026-05-01,17084.76,2026-05-25,Net45,in_transit
PO-RFQ-0075-V001,RFQ-0075,V001,Kovacs Precision GmbH,2025-12-01,18547.62,2026-01-05,Net30,delivered
PO-RFQ-0075-V004,RFQ-0075,V004,Strömberg Hydraulics AB,2026-01-13,18328.32,2026-03-09,Net30,cancelled
PO-RFQ-0075-V007,RFQ-0075,V007,Nakamura Tooling Co.,2025-09-16,19453.2,2025-11-07,Net45,pending
PO-RFQ-0076-V011,RFQ-0076,V011,Solaris Power Components,2025-08-10,158166.9,2025-09-03,Net45,cancelled
PO-RFQ-0076-V006,RFQ-0076,V006,Bright Spark Electronics Ltd,2025-11-05,191132.52,2025-12-03,Net60,pending
PO-RFQ-0076-V018,RFQ-0076,V018,Guangzhou Mech & Elec Co.,2026-03-12,151205.58,2026-04-26,Net60,pending
PO-RFQ-0076-V002,RFQ-0076,V002,Tanaka Electrical KK,2026-04-05,169395.78,2026-05-13,Net60,cancelled
PO-RFQ-0076-V021,RFQ-0076,V021,Helios Micro Systems,2025-12-24,176170.44,2026-01-28,Net60,in_transit
PO-RFQ-0077-V016,RFQ-0077,V016,Precision Arc Systems,2026-01-26,128427.0,2026-03-10,Net30,in_transit
PO-RFQ-0077-V018,RFQ-0077,V018,Guangzhou Mech & Elec Co.,2025-11-27,113930.7,2026-01-20,Net60,cancelled
PO-RFQ-0077-V013,RFQ-0077,V013,Vantage Sensors GmbH,2025-08-19,131814.15,2025-10-03,Net45,delivered
PO-RFQ-0077-V021,RFQ-0077,V021,Helios Micro Systems,2025-10-06,135831.15,2025-11-07,Net30,in_transit
PO-RFQ-0078-V006,RFQ-0078,V006,Bright Spark Electronics Ltd,2026-01-17,90291.01,2026-02-15,Net30,cancelled
PO-RFQ-0078-V018,RFQ-0078,V018,Guangzhou Mech & Elec Co.,2026-04-24,85021.26,2026-06-05,Net60,pending
PO-RFQ-0078-V013,RFQ-0078,V013,Vantage Sensors GmbH,2025-08-02,95058.41,2025-09-22,Net45,pending
PO-RFQ-0079-V015,RFQ-0079,V015,Nordic Steel AS,2026-02-14,49918.44,2026-03-05,Net45,cancelled
PO-RFQ-0079-V008,RFQ-0079,V008,Delta Composites Inc.,2025-09-05,45389.63,2025-10-04,Net45,in_transit
PO-RFQ-0079-V012,RFQ-0079,V012,Indra Copper Works,2026-03-20,50290.24,2026-04-10,Net45,in_transit
PO-RFQ-0079-V014,RFQ-0079,V014,Coastal Alloys Pty Ltd,2026-05-08,49447.97,2026-06-20,Net45,cancelled
PO-RFQ-0079-V020,RFQ-0079,V020,Rajasthan Rare Earths Ltd,2026-02-05,50905.14,2026-03-18,Net60,in_transit
PO-RFQ-0080-V009,RFQ-0080,V009,Fischer & Söhne KG,2026-03-26,51763.25,2026-04-13,Net45,delivered
PO-RFQ-0080-V017,RFQ-0080,V017,Türk Makina A.Ş.,2025-08-11,45337.6,2025-09-08,Net30,cancelled
PO-RFQ-0080-V019,RFQ-0080,V019,Emerald Isle Castings Ltd,2025-08-06,51258.9,2025-09-06,Net60,in_transit
PO-RFQ-0080-V010,RFQ-0080,V010,Adriatic Fastenings d.o.o.,2025-12-10,49068.25,2026-02-01,Net30,cancelled
PO-RFQ-0080-V022,RFQ-0080,V022,Andean Precision SRL,2025-11-05,48987.4,2025-11-28,Net45,pending
PO-RFQ-0081-V009,RFQ-0081,V009,Fischer & Söhne KG,2025-10-09,35503.52,2025-11-16,Net60,delivered
PO-RFQ-0081-V001,RFQ-0081,V001,Kovacs Precision GmbH,2025-10-06,36862.28,2025-11-21,Net30,in_transit
PO-RFQ-0081-V004,RFQ-0081,V004,Strömberg Hydraulics AB,2026-03-02,36916.36,2026-04-09,Net45,in_transit
PO-RFQ-0081-V007,RFQ-0081,V007,Nakamura Tooling Co.,2026-01-17,37852.62,2026-02-19,Net60,cancelled
PO-RFQ-0081-V022,RFQ-0081,V022,Andean Precision SRL,2026-03-10,32944.86,2026-03-30,Net45,delivered
PO-RFQ-0082-V011,RFQ-0082,V011,Solaris Power Components,2026-02-21,1901.13,2026-03-09,Net30,in_transit
PO-RFQ-0082-V002,RFQ-0082,V002,Tanaka Electrical KK,2025-09-10,1958.22,2025-10-03,Net60,delivered
PO-RFQ-0082-V006,RFQ-0082,V006,Bright Spark Electronics Ltd,2026-04-21,2041.71,2026-05-18,Net60,cancelled
PO-RFQ-0082-V016,RFQ-0082,V016,Precision Arc Systems,2025-11-29,1679.7,2026-01-17,Net45,cancelled
PO-RFQ-0082-V013,RFQ-0082,V013,Vantage Sensors GmbH,2026-04-11,1955.25,2026-05-19,Net60,pending
PO-RFQ-0083-V002,RFQ-0083,V002,Tanaka Electrical KK,2025-09-13,65745.89,2025-09-24,Net45,pending
PO-RFQ-0083-V018,RFQ-0083,V018,Guangzhou Mech & Elec Co.,2025-12-28,62351.73,2026-01-26,Net30,cancelled
PO-RFQ-0083-V006,RFQ-0083,V006,Bright Spark Electronics Ltd,2025-10-06,71632.47,2025-11-16,Net45,pending
PO-RFQ-0084-V009,RFQ-0084,V009,Fischer & Söhne KG,2025-11-30,18038.46,2025-12-12,Net30,delivered
PO-RFQ-0084-V019,RFQ-0084,V019,Emerald Isle Castings Ltd,2025-08-04,18355.56,2025-08-23,Net60,delivered
PO-RFQ-0084-V004,RFQ-0084,V004,Strömberg Hydraulics AB,2025-09-20,19146.8,2025-10-11,Net60,in_transit
PO-RFQ-0084-V007,RFQ-0084,V007,Nakamura Tooling Co.,2025-09-15,19702.48,2025-10-03,Net60,delivered
PO-RFQ-0084-V010,RFQ-0084,V010,Adriatic Fastenings d.o.o.,2025-11-10,16845.56,2025-12-19,Net60,delivered
PO-RFQ-0085-V019,RFQ-0085,V019,Emerald Isle Castings Ltd,2025-11-26,13626.36,2025-12-23,Net45,delivered
PO-RFQ-0085-V001,RFQ-0085,V001,Kovacs Precision GmbH,2025-07-28,12785.85,2025-09-03,Net60,pending
PO-RFQ-0085-V017,RFQ-0085,V017,Türk Makina A.Ş.,2025-11-01,11176.11,2025-12-08,Net60,cancelled
PO-RFQ-0085-V009,RFQ-0085,V009,Fischer & Söhne KG,2026-02-13,12309.66,2026-03-29,Net45,in_transit
PO-RFQ-0085-V010,RFQ-0085,V010,Adriatic Fastenings d.o.o.,2025-08-24,11587.95,2025-10-13,Net45,cancelled
PO-RFQ-0086-V011,RFQ-0086,V011,Solaris Power Components,2025-10-11,54901.11,2025-11-04,Net30,delivered
PO-RFQ-0086-V006,RFQ-0086,V006,Bright Spark Electronics Ltd,2026-02-19,50010.29,2026-03-28,Net30,cancelled
PO-RFQ-0086-V021,RFQ-0086,V021,Helios Micro Systems,2025-10-17,58978.37,2025-10-28,Net30,in_transit
PO-RFQ-0086-V013,RFQ-0086,V013,Vantage Sensors GmbH,2026-01-08,59238.52,2026-03-04,Net60,cancelled
PO-RFQ-0087-V009,RFQ-0087,V009,Fischer & Söhne KG,2026-03-15,25469.99,2026-03-25,Net30,delivered
PO-RFQ-0087-V017,RFQ-0087,V017,Türk Makina A.Ş.,2026-04-25,22269.52,2026-05-09,Net60,pending
PO-RFQ-0087-V001,RFQ-0087,V001,Kovacs Precision GmbH,2026-03-25,24656.45,2026-04-28,Net60,delivered
PO-RFQ-0087-V010,RFQ-0087,V010,Adriatic Fastenings d.o.o.,2026-02-19,23848.37,2026-03-29,Net60,cancelled
PO-RFQ-0087-V004,RFQ-0087,V004,Strömberg Hydraulics AB,2026-03-20,25664.73,2026-05-08,Net60,in_transit
PO-RFQ-0088-V006,RFQ-0088,V006,Bright Spark Electronics Ltd,2026-04-26,17716.34,2026-05-06,Net60,cancelled
PO-RFQ-0088-V011,RFQ-0088,V011,Solaris Power Components,2026-05-06,19427.81,2026-05-19,Net45,cancelled
PO-RFQ-0088-V013,RFQ-0088,V013,Vantage Sensors GmbH,2026-04-21,17170.77,2026-05-09,Net30,delivered
PO-RFQ-0088-V016,RFQ-0088,V016,Precision Arc Systems,2025-09-19,14484.75,2025-10-31,Net60,in_transit
PO-RFQ-0088-V002,RFQ-0088,V002,Tanaka Electrical KK,2026-01-17,18390.96,2026-02-28,Net45,in_transit
PO-RFQ-0089-V013,RFQ-0089,V013,Vantage Sensors GmbH,2025-07-29,92529.72,2025-08-08,Net30,cancelled
PO-RFQ-0089-V021,RFQ-0089,V021,Helios Micro Systems,2025-07-30,93156.12,2025-09-04,Net60,in_transit
PO-RFQ-0090-V011,RFQ-0090,V011,Solaris Power Components,2026-01-15,103787.25,2026-01-27,Net45,cancelled
PO-RFQ-0090-V018,RFQ-0090,V018,Guangzhou Mech & Elec Co.,2025-12-05,107245.5,2025-12-23,Net60,cancelled
PO-RFQ-0090-V006,RFQ-0090,V006,Bright Spark Electronics Ltd,2026-04-16,103294.35,2026-05-08,Net30,pending
PO-RFQ-0090-V016,RFQ-0090,V016,Precision Arc Systems,2026-04-17,127483.55,2026-05-05,Net45,cancelled
PO-RFQ-0090-V002,RFQ-0090,V002,Tanaka Electrical KK,2025-11-23,121923.85,2025-12-17,Net45,cancelled
PO-RFQ-0091-V010,RFQ-0091,V010,Adriatic Fastenings d.o.o.,2025-08-17,74720.07,2025-08-28,Net60,in_transit
PO-RFQ-0091-V017,RFQ-0091,V017,Türk Makina A.Ş.,2026-02-01,75628.89,2026-02-12,Net45,pending
PO-RFQ-0091-V001,RFQ-0091,V001,Kovacs Precision GmbH,2025-09-23,86585.76,2025-10-25,Net30,cancelled
PO-RFQ-0091-V009,RFQ-0091,V009,Fischer & Söhne KG,2025-09-25,84209.22,2025-11-02,Net30,delivered
PO-RFQ-0091-V024,RFQ-0091,V024,BalticTech UAB,2026-02-11,86369.49,2026-02-21,Net60,in_transit
PO-RFQ-0092-V008,RFQ-0092,V008,Delta Composites Inc.,2026-03-19,3764.73,2026-03-30,Net45,pending
PO-RFQ-0092-V005,RFQ-0092,V005,Cerro Negro Metals SA,2025-11-16,3672.27,2025-12-04,Net60,delivered
PO-RFQ-0092-V012,RFQ-0092,V012,Indra Copper Works,2025-11-28,3965.73,2025-12-16,Net45,delivered
PO-RFQ-0092-V003,RFQ-0092,V003,Patel Alloys Pvt Ltd,2025-11-07,4048.14,2025-11-27,Net30,delivered
PO-RFQ-0092-V020,RFQ-0092,V020,Rajasthan Rare Earths Ltd,2025-08-14,4090.35,2025-09-07,Net45,in_transit
PO-RFQ-0093-V011,RFQ-0093,V011,Solaris Power Components,2025-08-18,33521.16,2025-08-30,Net45,pending
PO-RFQ-0093-V018,RFQ-0093,V018,Guangzhou Mech & Elec Co.,2025-12-26,29315.26,2026-01-13,Net30,pending
PO-RFQ-0093-V002,RFQ-0093,V002,Tanaka Electrical KK,2025-11-02,33392.38,2025-12-26,Net60,in_transit
PO-RFQ-0093-V021,RFQ-0093,V021,Helios Micro Systems,2026-03-17,33734.88,2026-04-22,Net30,pending
PO-RFQ-0094-V004,RFQ-0094,V004,Strömberg Hydraulics AB,2026-04-07,21345.72,2026-05-03,Net45,cancelled
PO-RFQ-0094-V010,RFQ-0094,V010,Adriatic Fastenings d.o.o.,2026-04-13,19669.91,2026-05-16,Net60,delivered
PO-RFQ-0094-V007,RFQ-0094,V007,Nakamura Tooling Co.,2026-02-20,22215.04,2026-03-19,Net30,pending
PO-RFQ-0094-V001,RFQ-0094,V001,Kovacs Precision GmbH,2026-04-14,20779.22,2026-05-25,Net30,cancelled
PO-RFQ-0094-V024,RFQ-0094,V024,BalticTech UAB,2025-08-08,21635.15,2025-09-22,Net45,delivered
PO-RFQ-0095-V018,RFQ-0095,V018,Guangzhou Mech & Elec Co.,2025-11-24,117081.6,2025-12-21,Net60,cancelled
PO-RFQ-0095-V011,RFQ-0095,V011,Solaris Power Components,2025-08-09,109452.8,2025-09-26,Net60,delivered
PO-RFQ-0095-V016,RFQ-0095,V016,Precision Arc Systems,2026-04-20,119008.0,2026-06-04,Net60,cancelled
PO-RFQ-0095-V021,RFQ-0095,V021,Helios Micro Systems,2025-09-21,135360.0,2025-10-25,Net60,cancelled
PO-RFQ-0096-V016,RFQ-0096,V016,Precision Arc Systems,2025-08-07,54697.41,2025-08-29,Net30,in_transit
PO-RFQ-0096-V006,RFQ-0096,V006,Bright Spark Electronics Ltd,2026-01-11,44891.77,2026-02-17,Net60,pending
PO-RFQ-0096-V013,RFQ-0096,V013,Vantage Sensors GmbH,2025-12-24,48737.56,2026-01-30,Net45,cancelled
PO-RFQ-0096-V011,RFQ-0096,V011,Solaris Power Components,2025-08-20,52425.92,2025-09-29,Net45,pending
