delivery_id,po_id,vendor_id,promised_date,actual_date,days_late,on_time,condition,quality_issue,invoice_value_usd
DEL-PO-RFQ-0103-V017,PO-RFQ-0103-V017,V017,2025-09-03,2025-09-03,0,True,accepted,False,45146.62
DEL-PO-RFQ-0103-V010,PO-RFQ-0103-V010,V010,2025-11-01,2025-11-01,0,True,accepted,False,44648.25
DEL-PO-RFQ-0103-V009,PO-RFQ-0103-V009,V009,2026-01-04,2026-01-04,0,True,accepted_with_note,True,51437.7
DEL-PO-RFQ-0103-V004,PO-RFQ-0103-V004,V004,2025-12-15,2025-12-15,0,True,rejected,False,48397.66
DEL-PO-RFQ-0104-V013,PO-RFQ-0104-V013,V013,2026-01-19,2026-01-19,0,True,accepted,False,114388.89
DEL-PO-RFQ-0104-V018,PO-RFQ-0104-V018,V018,2026-06-17,2026-07-06,19,False,accepted,False,104186.97
DEL-PO-RFQ-0105-V012,PO-RFQ-0105-V012,V012,2025-12-30,2025-12-30,0,True,rejected,True,12658.77
DEL-PO-RFQ-0105-V008,PO-RFQ-0105-V008,V008,2026-02-23,2026-02-23,0,True,accepted,False,12466.53
DEL-PO-RFQ-0105-V014,PO-RFQ-0105-V014,V014,2026-03-08,2026-03-08,0,True,accepted,False,12644.68
DEL-PO-RFQ-0107-V011,PO-RFQ-0107-V011,V011,2026-04-23,2026-04-23,0,True,rejected,True,32367.26
DEL-PO-RFQ-0107-V018,PO-RFQ-0107-V018,V018,2026-02-07,2026-02-07,0,True,accepted,False,32427.31
DEL-PO-RFQ-0107-V021,PO-RFQ-0107-V021,V021,2026-05-17,2026-06-01,15,False,accepted,False,38518.46
DEL-PO-RFQ-0108-V015,PO-RFQ-0108-V015,V015,2026-03-13,2026-03-13,0,True,accepted_with_note,False,2461.07
DEL-PO-RFQ-0108-V005,PO-RFQ-0108-V005,V005,2026-01-10,2026-01-21,11,False,accepted,False,2316.94
DEL-PO-RFQ-0108-V008,PO-RFQ-0108-V008,V008,2025-11-06,2025-11-06,0,True,accepted,False,2187.62
DEL-PO-RFQ-0109-V016,PO-RFQ-0109-V016,V016,2025-10-09,2025-10-09,0,True,accepted_with_note,False,26195.65
DEL-PO-RFQ-0109-V013,PO-RFQ-0109-V013,V013,2026-02-10,2026-02-10,0,True,accepted,False,31720.09
DEL-PO-RFQ-0109-V021,PO-RFQ-0109-V021,V021,2026-01-01,2026-01-07,6,False,accepted,False,31135.61
DEL-PO-RFQ-0110-V013,PO-RFQ-0110-V013,V013,2026-03-10,2026-03-10,0,True,accepted,False,47552.95
DEL-PO-RFQ-0110-V006,PO-RFQ-0110-V006,V006,2025-11-23,2025-11-23,0,True,accepted,False,38838.31
DEL-PO-RFQ-0110-V021,PO-RFQ-0110-V021,V021,2025-11-19,2025-12-03,14,False,rejected,False,47571.22
DEL-PO-RFQ-0111-V010,PO-RFQ-0111-V010,V010,2025-08-13,2025-08-13,0,True,accepted,False,30393.54
DEL-PO-RFQ-0111-V004,PO-RFQ-0111-V004,V004,2025-12-08,2025-12-08,0,True,accepted_with_note,False,33095.36
DEL-PO-RFQ-0112-V014,PO-RFQ-0112-V014,V014,2025-12-06,2025-12-06,0,True,accepted,False,57855.62
DEL-PO-RFQ-0112-V015,PO-RFQ-0112-V015,V015,2026-01-20,2026-01-20,0,True,accepted,False,59320.16
DEL-PO-RFQ-0113-V016,PO-RFQ-0113-V016,V016,2025-12-01,2025-12-01,0,True,accepted,False,115220.09
DEL-PO-RFQ-0113-V013,PO-RFQ-0113-V013,V013,2026-04-15,2026-04-20,5,False,accepted_with_note,False,106546.44
DEL-PO-RFQ-0114-V009,PO-RFQ-0114-V009,V009,2026-01-19,2026-01-19,0,True,accepted,False,230516.07
DEL-PO-RFQ-0114-V004,PO-RFQ-0114-V004,V004,2025-11-15,2025-11-15,0,True,accepted,False,220498.41
DEL-PO-RFQ-0114-V019,PO-RFQ-0114-V019,V019,2026-01-14,2026-01-14,0,True,accepted,False,247308.22
DEL-PO-RFQ-0115-V019,PO-RFQ-0115-V019,V019,2026-03-10,2026-03-25,15,False,accepted,True,77015.68
DEL-PO-RFQ-0115-V001,PO-RFQ-0115-V001,V001,2026-01-11,2026-01-11,0,True,accepted,False,79533.8
DEL-PO-RFQ-0115-V022,PO-RFQ-0115-V022,V022,2026-04-12,2026-04-20,8,False,accepted_with_note,False,69719.76
DEL-PO-RFQ-0116-V003,PO-RFQ-0116-V003,V003,2025-11-21,2025-11-21,0,True,accepted,True,61308.07
DEL-PO-RFQ-0117-V018,PO-RFQ-0117-V018,V018,2025-09-04,2025-09-04,0,True,accepted,False,4695.09
DEL-PO-RFQ-0117-V016,PO-RFQ-0117-V016,V016,2026-03-17,2026-03-22,5,False,accepted_with_note,False,4992.73
DEL-PO-RFQ-0117-V002,PO-RFQ-0117-V002,V002,2026-01-07,2026-01-07,0,True,accepted,False,5472.58
DEL-PO-RFQ-0119-V007,PO-RFQ-0119-V007,V007,2026-02-26,2026-02-26,0,True,accepted,False,86268.57
DEL-PO-RFQ-0119-V009,PO-RFQ-0119-V009,V009,2026-05-30,2026-05-30,0,True,rejected,False,80804.82
DEL-PO-RFQ-0119-V001,PO-RFQ-0119-V001,V001,2025-09-04,2025-09-14,10,False,accepted,True,87178.21
DEL-PO-RFQ-0120-V005,PO-RFQ-0120-V005,V005,2025-09-04,2025-09-17,13,False,accepted,True,80233.43
DEL-PO-RFQ-0120-V008,PO-RFQ-0120-V008,V008,2026-04-15,2026-04-15,0,True,accepted,False,83781.22
DEL-PO-RFQ-0120-V003,PO-RFQ-0120-V003,V003,2026-02-14,2026-02-14,0,True,accepted,False,87649.85
DEL-PO-RFQ-0121-V002,PO-RFQ-0121-V002,V002,2025-11-12,2025-11-12,0,True,accepted,False,35877.82
DEL-PO-RFQ-0121-V018,PO-RFQ-0121-V018,V018,2026-06-07,2026-06-07,0,True,accepted,False,33663.65
DEL-PO-RFQ-0122-V016,PO-RFQ-0122-V016,V016,2026-02-12,2026-02-12,0,True,accepted_with_note,False,27870.18
DEL-PO-RFQ-0122-V018,PO-RFQ-0122-V018,V018,2025-12-28,2025-12-28,0,True,accepted,False,29790.2
DEL-PO-RFQ-0122-V013,PO-RFQ-0122-V013,V013,2026-01-09,2026-01-09,0,True,accepted,False,33030.69
DEL-PO-RFQ-0122-V006,PO-RFQ-0122-V006,V006,2026-01-23,2026-01-23,0,True,accepted,False,36171.86
DEL-PO-RFQ-0123-V011,PO-RFQ-0123-V011,V011,2026-04-09,2026-04-09,0,True,accepted,False,79244.95
DEL-PO-RFQ-0123-V016,PO-RFQ-0123-V016,V016,2025-10-23,2025-11-12,20,False,accepted,False,83556.11
DEL-PO-RFQ-0123-V013,PO-RFQ-0123-V013,V013,2026-01-18,2026-01-18,0,True,accepted_with_note,False,90033.38
DEL-PO-RFQ-0124-V008,PO-RFQ-0124-V008,V008,2025-10-30,2025-10-30,0,True,accepted,False,44884.11
DEL-PO-RFQ-0124-V005,PO-RFQ-0124-V005,V005,2025-09-19,2025-09-19,0,True,accepted,False,46402.16
DEL-PO-RFQ-0125-V006,PO-RFQ-0125-V006,V006,2026-02-05,2026-02-05,0,True,accepted,False,37094.9
DEL-PO-RFQ-0125-V018,PO-RFQ-0125-V018,V018,2026-03-17,2026-03-17,0,True,accepted,False,38906.34
DEL-PO-RFQ-0125-V021,PO-RFQ-0125-V021,V021,2026-03-20,2026-03-24,4,False,accepted,False,42899.1
DEL-PO-RFQ-0126-V018,PO-RFQ-0126-V018,V018,2026-04-04,2026-04-04,0,True,accepted,False,14578.25
DEL-PO-RFQ-0126-V002,PO-RFQ-0126-V002,V002,2026-04-18,2026-05-08,20,False,accepted_with_note,False,18195.59
DEL-PO-RFQ-0126-V016,PO-RFQ-0126-V016,V016,2026-03-09,2026-03-09,0,True,accepted,True,17041.35
DEL-PO-RFQ-0126-V013,PO-RFQ-0126-V013,V013,2026-03-11,2026-03-11,0,True,accepted,False,18124.29
DEL-PO-RFQ-0127-V005,PO-RFQ-0127-V005,V005,2026-04-17,2026-04-17,0,True,accepted,False,743.79
DEL-PO-RFQ-0127-V014,PO-RFQ-0127-V014,V014,2026-01-01,2026-01-01,0,True,rejected,False,850.0
DEL-PO-RFQ-0128-V001,PO-RFQ-0128-V001,V001,2025-11-16,2025-11-16,0,True,accepted,False,15440.33
DEL-PO-RFQ-0129-V018,PO-RFQ-0129-V018,V018,2026-03-23,2026-03-23,0,True,accepted,True,95106.17
DEL-PO-RFQ-0130-V015,PO-RFQ-0130-V015,V015,2026-04-29,2026-04-29,0,True,accepted,False,73879.35
DEL-PO-RFQ-0131-V011,PO-RFQ-0131-V011,V011,2025-12-02,2025-12-02,0,True,accepted,False,11644.17
DEL-PO-RFQ-0131-V006,PO-RFQ-0131-V006,V006,2026-03-23,2026-03-23,0,True,accepted,False,10972.27
DEL-PO-RFQ-0131-V018,PO-RFQ-0131-V018,V018,2025-11-18,2025-11-18,0,True,accepted_with_note,False,11714.93
DEL-PO-RFQ-0133-V001,PO-RFQ-0133-V001,V001,2026-01-24,2026-01-24,0,True,accepted,False,173453.07
DEL-PO-RFQ-0134-V011,PO-RFQ-0134-V011,V011,2025-09-13,2025-09-13,0,True,accepted,False,1540.19
DEL-PO-RFQ-0134-V021,PO-RFQ-0134-V021,V021,2025-09-24,2025-09-25,1,False,accepted,False,1497.51
DEL-PO-RFQ-0135-V009,PO-RFQ-0135-V009,V009,2026-03-16,2026-03-16,0,True,accepted,True,68393.88
DEL-PO-RFQ-0135-V024,PO-RFQ-0135-V024,V024,2025-12-08,2025-12-11,3,False,accepted_with_note,False,74588.17
DEL-PO-RFQ-0136-V003,PO-RFQ-0136-V003,V003,2026-01-23,2026-01-23,0,True,accepted,False,70332.63
DEL-PO-RFQ-0136-V020,PO-RFQ-0136-V020,V020,2025-08-17,2025-08-17,0,True,accepted,False,65547.4
DEL-PO-RFQ-0136-V005,PO-RFQ-0136-V005,V005,2025-09-22,2025-10-08,16,False,rejected,False,62163.6
DEL-PO-RFQ-0137-V018,PO-RFQ-0137-V018,V018,2026-02-07,2026-02-07,0,True,accepted,False,6774.14
DEL-PO-RFQ-0137-V002,PO-RFQ-0137-V002,V002,2026-04-20,2026-04-20,0,True,accepted,True,7451.21
DEL-PO-RFQ-0137-V013,PO-RFQ-0137-V013,V013,2025-11-04,2025-11-04,0,True,accepted,False,7685.54
DEL-PO-RFQ-0138-V002,PO-RFQ-0138-V002,V002,2026-02-04,2026-02-04,0,True,accepted,False,7916.03
DEL-PO-RFQ-0138-V013,PO-RFQ-0138-V013,V013,2026-03-13,2026-03-13,0,True,accepted_with_note,True,8577.83
DEL-PO-RFQ-0139-V013,PO-RFQ-0139-V013,V013,2025-09-15,2025-09-15,0,True,accepted,False,48633.9
DEL-PO-RFQ-0139-V016,PO-RFQ-0139-V016,V016,2026-02-04,2026-02-04,0,True,accepted,False,47687.88
DEL-PO-RFQ-0139-V006,PO-RFQ-0139-V006,V006,2026-04-25,2026-04-25,0,True,accepted,False,53442.7
DEL-PO-RFQ-0139-V021,PO-RFQ-0139-V021,V021,2026-01-03,2026-01-15,12,False,accepted,False,46519.13
DEL-PO-RFQ-0140-V011,PO-RFQ-0140-V011,V011,2026-04-18,2026-04-18,0,True,accepted,False,30564.45
DEL-PO-RFQ-0141-V016,PO-RFQ-0141-V016,V016,2025-12-20,2025-12-20,0,True,accepted,False,15929.42
DEL-PO-RFQ-0141-V011,PO-RFQ-0141-V011,V011,2026-03-08,2026-03-25,17,False,accepted,False,17387.68
DEL-PO-RFQ-0142-V015,PO-RFQ-0142-V015,V015,2026-01-22,2026-01-22,0,True,accepted,False,63548.11
DEL-PO-RFQ-0142-V020,PO-RFQ-0142-V020,V020,2025-09-04,2025-09-04,0,True,accepted,False,62883.92
DEL-PO-RFQ-0142-V023,PO-RFQ-0142-V023,V023,2025-11-06,2025-11-18,12,False,accepted,False,57761.1
DEL-PO-RFQ-0143-V013,PO-RFQ-0143-V013,V013,2025-10-21,2025-10-21,0,True,accepted_with_note,False,41654.51
DEL-PO-RFQ-0143-V018,PO-RFQ-0143-V018,V018,2026-02-02,2026-02-08,6,False,accepted,False,38613.05
DEL-PO-RFQ-0143-V016,PO-RFQ-0143-V016,V016,2026-03-31,2026-03-31,0,True,rejected,False,40987.93
DEL-PO-RFQ-0143-V002,PO-RFQ-0143-V002,V002,2025-11-12,2025-11-12,0,True,accepted,False,41527.9
DEL-PO-RFQ-0143-V006,PO-RFQ-0143-V006,V006,2025-12-27,2025-12-27,0,True,accepted,True,39933.96
DEL-PO-RFQ-0144-V019,PO-RFQ-0144-V019,V019,2026-04-03,2026-04-03,0,True,accepted,False,485.94
DEL-PO-RFQ-0144-V017,PO-RFQ-0144-V017,V017,2026-05-16,2026-05-16,0,True,accepted,False,426.48
DEL-PO-RFQ-0145-V006,PO-RFQ-0145-V006,V006,2025-10-26,2025-10-26,0,True,accepted,False,32210.97
DEL-PO-RFQ-0145-V011,PO-RFQ-0145-V011,V011,2026-01-12,2026-01-12,0,True,accepted_with_note,False,28986.14
DEL-PO-RFQ-0145-V013,PO-RFQ-0145-V013,V013,2026-04-28,2026-04-28,0,True,accepted,False,32432.33
DEL-PO-RFQ-0146-V007,PO-RFQ-0146-V007,V007,2026-02-02,2026-02-02,0,True,accepted,False,158326.5
DEL-PO-RFQ-0146-V009,PO-RFQ-0146-V009,V009,2026-01-24,2026-01-24,0,True,accepted,False,158475.81
DEL-PO-RFQ-0146-V001,PO-RFQ-0146-V001,V001,2026-04-21,2026-04-21,0,True,accepted,False,166149.51
DEL-PO-RFQ-0146-V010,PO-RFQ-0146-V010,V010,2026-02-06,2026-02-06,0,True,accepted,False,141301.83
DEL-PO-RFQ-0147-V018,PO-RFQ-0147-V018,V018,2026-03-05,2026-03-05,0,True,rejected,False,31750.14
DEL-PO-RFQ-0147-V002,PO-RFQ-0147-V002,V002,2025-09-07,2025-09-27,20,False,accepted,False,36820.78
DEL-PO-RFQ-0148-V006,PO-RFQ-0148-V006,V006,2026-03-10,2026-03-10,0,True,accepted,False,188038.67
DEL-PO-RFQ-0148-V011,PO-RFQ-0148-V011,V011,2026-04-07,2026-04-09,2,False,accepted,False,196448.7
DEL-PO-RFQ-0148-V021,PO-RFQ-0148-V021,V021,2026-01-04,2026-01-22,18,False,accepted,False,180857.31
DEL-PO-RFQ-0149-V009,PO-RFQ-0149-V009,V009,2025-08-28,2025-08-28,0,True,accepted,True,19872.4
DEL-PO-RFQ-0149-V001,PO-RFQ-0149-V001,V001,2025-10-28,2025-10-28,0,True,accepted,False,19890.81
DEL-PO-RFQ-0150-V006,PO-RFQ-0150-V006,V006,2025-10-05,2025-10-05,0,True,accepted_with_note,False,23386.51
DEL-PO-RFQ-0150-V013,PO-RFQ-0150-V013,V013,2025-10-06,2025-10-06,0,True,accepted,False,22685.35
DEL-PO-RFQ-0150-V021,PO-RFQ-0150-V021,V021,2026-03-24,2026-04-09,16,False,accepted_with_note,False,22266.83
DEL-PO-RFQ-0151-V008,PO-RFQ-0151-V008,V008,2025-12-16,2025-12-16,0,True,accepted,False,47936.74
DEL-PO-RFQ-0151-V014,PO-RFQ-0151-V014,V014,2025-12-21,2025-12-21,0,True,accepted,False,48523.18
DEL-PO-RFQ-0151-V005,PO-RFQ-0151-V005,V005,2026-03-12,2026-03-12,0,True,accepted,False,44309.76
DEL-PO-RFQ-0151-V015,PO-RFQ-0151-V015,V015,2026-01-29,2026-01-29,0,True,accepted,False,50314.27
DEL-PO-RFQ-0152-V010,PO-RFQ-0152-V010,V010,2025-12-24,2025-12-24,0,True,accepted,False,1067.93
DEL-PO-RFQ-0152-V004,PO-RFQ-0152-V004,V004,2025-09-18,2025-09-29,11,False,accepted,False,1243.29
DEL-PO-RFQ-0153-V018,PO-RFQ-0153-V018,V018,2026-02-12,2026-02-12,0,True,accepted,False,63035.39
DEL-PO-RFQ-0153-V013,PO-RFQ-0153-V013,V013,2026-01-21,2026-01-21,0,True,accepted,False,68124.87
DEL-PO-RFQ-0154-V017,PO-RFQ-0154-V017,V017,2025-12-28,2025-12-28,0,True,accepted,False,102730.99
DEL-PO-RFQ-0154-V019,PO-RFQ-0154-V019,V019,2026-03-29,2026-03-29,0,True,accepted_with_note,False,117552.4
DEL-PO-RFQ-0154-V022,PO-RFQ-0154-V022,V022,2026-05-29,2026-06-05,7,False,accepted,False,102109.6
DEL-PO-RFQ-0155-V019,PO-RFQ-0155-V019,V019,2026-04-21,2026-04-21,0,True,accepted,False,40450.31
DEL-PO-RFQ-0155-V017,PO-RFQ-0155-V017,V017,2025-11-09,2025-11-09,0,True,accepted,False,35972.78
DEL-PO-RFQ-0156-V014,PO-RFQ-0156-V014,V014,2026-01-02,2026-01-02,0,True,accepted,False,21244.96
DEL-PO-RFQ-0156-V003,PO-RFQ-0156-V003,V003,2026-01-23,2026-01-23,0,True,accepted,False,22555.75
DEL-PO-RFQ-0157-V021,PO-RFQ-0157-V021,V021,2025-09-03,2025-09-10,7,False,accepted,False,109960.49
DEL-PO-RFQ-0159-V013,PO-RFQ-0159-V013,V013,2026-04-10,2026-04-10,0,True,accepted,False,147202.45
DEL-PO-RFQ-0159-V016,PO-RFQ-0159-V016,V016,2025-11-21,2025-11-21,0,True,accepted_with_note,False,127292.85
DEL-PO-RFQ-0159-V011,PO-RFQ-0159-V011,V011,2026-06-29,2026-06-29,0,True,accepted,False,142224.96
DEL-PO-RFQ-0160-V003,PO-RFQ-0160-V003,V003,2026-01-06,2026-01-06,0,True,accepted,False,39054.66
DEL-PO-RFQ-0160-V005,PO-RFQ-0160-V005,V005,2026-03-13,2026-03-13,0,True,accepted_with_note,False,38590.35
DEL-PO-RFQ-0160-V014,PO-RFQ-0160-V014,V014,2025-09-20,2025-09-20,0,True,accepted,False,41224.3
DEL-PO-RFQ-0161-V005,PO-RFQ-0161-V005,V005,2025-11-05,2025-11-05,0,True,accepted,False,50596.06
DEL-PO-RFQ-0161-V015,PO-RFQ-0161-V015,V015,2026-03-31,2026-03-31,0,True,accepted_with_note,False,55207.97
DEL-PO-RFQ-0162-V018,PO-RFQ-0162-V018,V018,2026-03-08,2026-03-08,0,True,accepted,False,161054.2
DEL-PO-RFQ-0162-V006,PO-RFQ-0162-V006,V006,2026-04-01,2026-04-01,0,True,accepted,False,176510.2
DEL-PO-RFQ-0162-V013,PO-RFQ-0162-V013,V013,2026-03-24,2026-03-24,0,True,rejected,False,175376.23
DEL-PO-RFQ-0162-V002,PO-RFQ-0162-V002,V002,2025-08-27,2025-08-27,0,True,accepted,False,182677.56
DEL-PO-RFQ-0162-V011,PO-RFQ-0162-V011,V011,2026-03-31,2026-04-06,6,False,accepted,False,141635.63
DEL-PO-RFQ-0163-V005,PO-RFQ-0163-V005,V005,2025-09-25,2025-09-25,0,True,accepted,False,47904.46
DEL-PO-RFQ-0163-V003,PO-RFQ-0163-V003,V003,2026-01-06,2026-01-06,0,True,accepted_with_note,False,47838.08
DEL-PO-RFQ-0163-V020,PO-RFQ-0163-V020,V020,2026-01-16,2026-01-16,0,True,accepted,False,48318.76
DEL-PO-RFQ-0164-V001,PO-RFQ-0164-V001,V001,2026-05-02,2026-05-02,0,True,accepted,False,45204.56
DEL-PO-RFQ-0164-V017,PO-RFQ-0164-V017,V017,2026-02-17,2026-02-17,0,True,accepted,False,41662.59
DEL-PO-RFQ-0165-V011,PO-RFQ-0165-V011,V011,2025-11-05,2025-11-05,0,True,accepted,False,72989.26
DEL-PO-RFQ-0165-V013,PO-RFQ-0165-V013,V013,2025-09-09,2025-09-09,0,True,accepted,False,92770.23
DEL-PO-RFQ-0165-V002,PO-RFQ-0165-V002,V002,2025-10-09,2025-10-11,2,False,accepted,False,90005.86
DEL-PO-RFQ-0166-V003,PO-RFQ-0166-V003,V003,2025-10-02,2025-10-02,0,True,accepted,False,94898.99
DEL-PO-RFQ-0166-V008,PO-RFQ-0166-V008,V008,2026-05-30,2026-05-30,0,True,accepted,False,88834.82
DEL-PO-RFQ-0167-V007,PO-RFQ-0167-V007,V007,2026-04-01,2026-04-01,0,True,accepted,False,25467.34
DEL-PO-RFQ-0167-V022,PO-RFQ-0167-V022,V022,2026-02-01,2026-02-08,7,False,accepted_with_note,False,22982.96
DEL-PO-RFQ-0168-V006,PO-RFQ-0168-V006,V006,2025-08-23,2025-08-23,0,True,accepted,False,168681.95
DEL-PO-RFQ-0168-V013,PO-RFQ-0168-V013,V013,2026-04-14,2026-04-14,0,True,accepted_with_note,False,200352.18
DEL-PO-RFQ-0168-V002,PO-RFQ-0168-V002,V002,2026-05-19,2026-05-19,0,True,accepted,False,200595.02
DEL-PO-RFQ-0168-V021,PO-RFQ-0168-V021,V021,2025-12-10,2025-12-18,8,False,accepted,False,210878.73
DEL-PO-RFQ-0169-V002,PO-RFQ-0169-V002,V002,2026-01-24,2026-01-24,0,True,accepted,False,7522.53
DEL-PO-RFQ-0169-V013,PO-RFQ-0169-V013,V013,2026-03-09,2026-03-09,0,True,accepted_with_note,False,7373.94
DEL-PO-RFQ-0169-V006,PO-RFQ-0169-V006,V006,2025-10-28,2025-10-28,0,True,accepted,False,6159.27
DEL-PO-RFQ-0169-V021,PO-RFQ-0169-V021,V021,2025-11-24,2025-11-29,5,False,accepted,False,7552.17
DEL-PO-RFQ-0170-V013,PO-RFQ-0170-V013,V013,2026-01-09,2026-01-09,0,True,accepted,False,54867.3
DEL-PO-RFQ-0170-V002,PO-RFQ-0170-V002,V002,2025-09-25,2025-09-25,0,True,accepted,False,55517.53
DEL-PO-RFQ-0171-V013,PO-RFQ-0171-V013,V013,2025-08-02,2025-08-02,0,True,accepted,False,171244.11
DEL-PO-RFQ-0171-V006,PO-RFQ-0171-V006,V006,2026-01-08,2026-01-22,14,False,rejected,True,147635.74
DEL-PO-RFQ-0171-V002,PO-RFQ-0171-V002,V002,2026-05-26,2026-05-26,0,True,accepted,False,167821.16
DEL-PO-RFQ-0172-V020,PO-RFQ-0172-V020,V020,2025-10-29,2025-10-29,0,True,accepted,False,23235.3
DEL-PO-RFQ-0172-V008,PO-RFQ-0172-V008,V008,2025-12-08,2025-12-08,0,True,accepted,False,22733.81
DEL-PO-RFQ-0173-V020,PO-RFQ-0173-V020,V020,2025-08-25,2025-08-25,0,True,accepted,True,58722.71
DEL-PO-RFQ-0173-V023,PO-RFQ-0173-V023,V023,2025-11-23,2025-11-26,3,False,accepted,False,51303.86
DEL-PO-RFQ-0173-V003,PO-RFQ-0173-V003,V003,2025-10-03,2025-10-03,0,True,accepted,False,55734.39
DEL-PO-RFQ-0174-V009,PO-RFQ-0174-V009,V009,2025-10-31,2025-10-31,0,True,accepted,False,31826.45
DEL-PO-RFQ-0175-V006,PO-RFQ-0175-V006,V006,2026-02-23,2026-02-23,0,True,accepted,False,37807.45
DEL-PO-RFQ-0175-V018,PO-RFQ-0175-V018,V018,2026-02-02,2026-02-02,0,True,rejected,False,30318.23
DEL-PO-RFQ-0175-V013,PO-RFQ-0175-V013,V013,2026-01-05,2026-01-05,0,True,accepted,False,33576.32
DEL-PO-RFQ-0175-V021,PO-RFQ-0175-V021,V021,2026-05-28,2026-05-31,3,False,accepted,False,33913.67
DEL-PO-RFQ-0176-V009,PO-RFQ-0176-V009,V009,2025-09-29,2025-09-29,0,True,accepted,False,86334.7
DEL-PO-RFQ-0177-V018,PO-RFQ-0177-V018,V018,2026-05-21,2026-05-21,0,True,accepted,False,26740.7
DEL-PO-RFQ-0177-V021,PO-RFQ-0177-V021,V021,2026-05-28,2026-06-10,13,False,accepted,False,29352.33
DEL-PO-RFQ-0178-V008,PO-RFQ-0178-V008,V008,2026-01-27,2026-01-27,0,True,accepted,False,183.74
DEL-PO-RFQ-0178-V005,PO-RFQ-0178-V005,V005,2025-11-26,2025-11-26,0,True,accepted,False,172.07
DEL-PO-RFQ-0178-V015,PO-RFQ-0178-V015,V015,2026-04-14,2026-04-14,0,True,accepted_with_note,False,188.54
DEL-PO-RFQ-0178-V020,PO-RFQ-0178-V020,V020,2025-09-03,2025-09-12,9,False,accepted,False,187.4
DEL-PO-RFQ-0179-V016,PO-RFQ-0179-V016,V016,2026-05-10,2026-05-10,0,True,accepted,False,74614.68
DEL-PO-RFQ-0179-V018,PO-RFQ-0179-V018,V018,2025-11-29,2025-11-29,0,True,rejected,False,79453.47
DEL-PO-RFQ-0179-V002,PO-RFQ-0179-V002,V002,2025-10-26,2025-10-26,0,True,accepted,False,89102.94
DEL-PO-RFQ-0179-V021,PO-RFQ-0179-V021,V021,2025-09-30,2025-10-12,12,False,accepted,False,90577.62
DEL-PO-RFQ-0180-V019,PO-RFQ-0180-V019,V019,2026-03-11,2026-03-28,17,False,accepted,False,8897.1
DEL-PO-RFQ-0180-V017,PO-RFQ-0180-V017,V017,2025-10-19,2025-10-19,0,True,accepted_with_note,False,7930.35
DEL-PO-RFQ-0180-V009,PO-RFQ-0180-V009,V009,2026-04-16,2026-04-16,0,True,accepted,False,9019.74
DEL-PO-RFQ-0181-V021,PO-RFQ-0181-V021,V021,2026-02-01,2026-02-12,11,False,accepted,False,207094.84
DEL-PO-RFQ-0181-V011,PO-RFQ-0181-V011,V011,2025-11-17,2025-11-17,0,True,accepted,False,221408.97
DEL-PO-RFQ-0181-V016,PO-RFQ-0181-V016,V016,2025-12-29,2025-12-29,0,True,accepted,True,217146.29
DEL-PO-RFQ-0182-V004,PO-RFQ-0182-V004,V004,2026-03-20,2026-03-20,0,True,accepted,False,7767.67
DEL-PO-RFQ-0182-V009,PO-RFQ-0182-V009,V009,2025-09-15,2025-09-15,0,True,accepted,False,7344.08
DEL-PO-RFQ-0182-V010,PO-RFQ-0182-V010,V010,2026-03-18,2026-03-18,0,True,accepted,False,6812.11
DEL-PO-RFQ-0182-V019,PO-RFQ-0182-V019,V019,2025-11-18,2025-11-18,0,True,accepted,False,7928.15
DEL-PO-RFQ-0183-V018,PO-RFQ-0183-V018,V018,2026-03-26,2026-03-26,0,True,accepted,False,7133.27
DEL-PO-RFQ-0183-V016,PO-RFQ-0183-V016,V016,2026-05-09,2026-05-09,0,True,accepted_with_note,False,7350.04
DEL-PO-RFQ-0183-V002,PO-RFQ-0183-V002,V002,2026-06-10,2026-06-10,0,True,accepted,False,7892.76
