invite_id,rfq_id,vendor_id,vendor_name,invited_date,responded
RFQ-0042-INV-V006,RFQ-0042,V006,Bright Spark Electronics Ltd,2025-01-23,False
RFQ-0042-INV-V016,RFQ-0042,V016,Precision Arc Systems,2025-01-23,True
RFQ-0042-INV-V021,RFQ-0042,V021,Helios Micro Systems,2025-01-23,True
RFQ-0042-INV-V011,RFQ-0042,V011,Solaris Power Components,2025-01-23,True
RFQ-0042-INV-V013,RFQ-0042,V013,Vantage Sensors GmbH,2025-01-23,True
RFQ-0042-INV-V018,RFQ-0042,V018,Guangzhou Mech & Elec Co.,2025-01-23,True
RFQ-0043-INV-V024,RFQ-0043,V024,BalticTech UAB,2025-01-31,True
RFQ-0043-INV-V010,RFQ-0043,V010,Adriatic Fastenings d.o.o.,2025-01-31,True
RFQ-0043-INV-V017,RFQ-0043,V017,Türk Makina A.Ş.,2025-01-31,True
RFQ-0043-INV-V022,RFQ-0043,V022,Andean Precision SRL,2025-01-31,True
RFQ-0043-INV-V001,RFQ-0043,V001,Kovacs Precision GmbH,2025-01-31,True
RFQ-0043-INV-V009,RFQ-0043,V009,Fischer & Söhne KG,2025-01-31,False
RFQ-0043-INV-V007,RFQ-0043,V007,Nakamura Tooling Co.,2025-01-31,True
RFQ-0043-INV-V004,RFQ-0043,V004,Strömberg Hydraulics AB,2025-01-31,True
RFQ-0044-INV-V004,RFQ-0044,V004,Strömberg Hydraulics AB,2024-06-02,True
RFQ-0044-INV-V024,RFQ-0044,V024,BalticTech UAB,2024-06-02,True
RFQ-0044-INV-V009,RFQ-0044,V009,Fischer & Söhne KG,2024-06-02,True
RFQ-0044-INV-V001,RFQ-0044,V001,Kovacs Precision GmbH,2024-06-02,False
RFQ-0044-INV-V022,RFQ-0044,V022,Andean Precision SRL,2024-06-02,True
RFQ-0044-INV-V017,RFQ-0044,V017,Türk Makina A.Ş.,2024-06-02,True
RFQ-0044-INV-V007,RFQ-0044,V007,Nakamura Tooling Co.,2024-06-02,True
RFQ-0044-INV-V019,RFQ-0044,V019,Emerald Isle Castings Ltd,2024-06-02,True
RFQ-0045-INV-V007,RFQ-0045,V007,Nakamura Tooling Co.,2024-07-08,True
RFQ-0045-INV-V024,RFQ-0045,V024,BalticTech UAB,2024-07-08,True
RFQ-0045-INV-V022,RFQ-0045,V022,Andean Precision SRL,2024-07-08,True
RFQ-0045-INV-V009,RFQ-0045,V009,Fischer & Söhne KG,2024-07-08,True
RFQ-0045-INV-V004,RFQ-0045,V004,Strömberg Hydraulics AB,2024-07-08,True
RFQ-0045-INV-V001,RFQ-0045,V001,Kovacs Precision GmbH,2024-07-08,True
RFQ-0045-INV-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,2024-07-08,True
RFQ-0045-INV-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,2024-07-08,True
RFQ-0046-INV-V001,RFQ-0046,V001,Kovacs Precision GmbH,2024-03-31,True
RFQ-0046-INV-V010,RFQ-0046,V010,Adriatic Fastenings d.o.o.,2024-03-31,True
RFQ-0046-INV-V004,RFQ-0046,V004,Strömberg Hydraulics AB,2024-03-31,False
RFQ-0046-INV-V007,RFQ-0046,V007,Nakamura Tooling Co.,2024-03-31,True
RFQ-0046-INV-V017,RFQ-0046,V017,Türk Makina A.Ş.,2024-03-31,True
RFQ-0046-INV-V019,RFQ-0046,V019,Emerald Isle Castings Ltd,2024-03-31,True
RFQ-0046-INV-V024,RFQ-0046,V024,BalticTech UAB,2024-03-31,True
RFQ-0046-INV-V009,RFQ-0046,V009,Fischer & Söhne KG,2024-03-31,True
RFQ-0047-INV-V008,RFQ-0047,V008,Delta Composites Inc.,2024-07-06,False
RFQ-0047-INV-V014,RFQ-0047,V014,Coastal Alloys Pty Ltd,2024-07-06,True
RFQ-0047-INV-V003,RFQ-0047,V003,Patel Alloys Pvt Ltd,2024-07-06,True
RFQ-0047-INV-V020,RFQ-0047,V020,Rajasthan Rare Earths Ltd,2024-07-06,True
RFQ-0047-INV-V015,RFQ-0047,V015,Nordic Steel AS,2024-07-06,True
RFQ-0047-INV-V012,RFQ-0047,V012,Indra Copper Works,2024-07-06,False
RFQ-0047-INV-V023,RFQ-0047,V023,Sahara Industrial FZE,2024-07-06,True
RFQ-0047-INV-V005,RFQ-0047,V005,Cerro Negro Metals SA,2024-07-06,False
RFQ-0048-INV-V016,RFQ-0048,V016,Precision Arc Systems,2024-11-16,False
RFQ-0048-INV-V018,RFQ-0048,V018,Guangzhou Mech & Elec Co.,2024-11-16,True
RFQ-0048-INV-V006,RFQ-0048,V006,Bright Spark Electronics Ltd,2024-11-16,False
RFQ-0048-INV-V011,RFQ-0048,V011,Solaris Power Components,2024-11-16,False
RFQ-0048-INV-V002,RFQ-0048,V002,Tanaka Electrical KK,2024-11-16,True
RFQ-0048-INV-V021,RFQ-0048,V021,Helios Micro Systems,2024-11-16,True
RFQ-0048-INV-V013,RFQ-0048,V013,Vantage Sensors GmbH,2024-11-16,True
RFQ-0049-INV-V016,RFQ-0049,V016,Precision Arc Systems,2024-05-31,False
RFQ-0049-INV-V013,RFQ-0049,V013,Vantage Sensors GmbH,2024-05-31,True
RFQ-0049-INV-V021,RFQ-0049,V021,Helios Micro Systems,2024-05-31,False
RFQ-0049-INV-V011,RFQ-0049,V011,Solaris Power Components,2024-05-31,False
RFQ-0049-INV-V006,RFQ-0049,V006,Bright Spark Electronics Ltd,2024-05-31,False
RFQ-0049-INV-V002,RFQ-0049,V002,Tanaka Electrical KK,2024-05-31,True
RFQ-0049-INV-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,2024-05-31,True
RFQ-0050-INV-V004,RFQ-0050,V004,Strömberg Hydraulics AB,2024-02-09,True
RFQ-0050-INV-V019,RFQ-0050,V019,Emerald Isle Castings Ltd,2024-02-09,False
RFQ-0050-INV-V010,RFQ-0050,V010,Adriatic Fastenings d.o.o.,2024-02-09,True
RFQ-0050-INV-V017,RFQ-0050,V017,Türk Makina A.Ş.,2024-02-09,False
RFQ-0050-INV-V022,RFQ-0050,V022,Andean Precision SRL,2024-02-09,True
RFQ-0050-INV-V001,RFQ-0050,V001,Kovacs Precision GmbH,2024-02-09,True
RFQ-0050-INV-V007,RFQ-0050,V007,Nakamura Tooling Co.,2024-02-09,True
RFQ-0050-INV-V024,RFQ-0050,V024,BalticTech UAB,2024-02-09,True
RFQ-0051-INV-V006,RFQ-0051,V006,Bright Spark Electronics Ltd,2024-01-24,False
RFQ-0051-INV-V021,RFQ-0051,V021,Helios Micro Systems,2024-01-24,True
RFQ-0051-INV-V016,RFQ-0051,V016,Precision Arc Systems,2024-01-24,False
RFQ-0051-INV-V018,RFQ-0051,V018,Guangzhou Mech & Elec Co.,2024-01-24,True
RFQ-0051-INV-V013,RFQ-0051,V013,Vantage Sensors GmbH,2024-01-24,True
RFQ-0051-INV-V002,RFQ-0051,V002,Tanaka Electrical KK,2024-01-24,False
RFQ-0051-INV-V011,RFQ-0051,V011,Solaris Power Components,2024-01-24,False
RFQ-0052-INV-V013,RFQ-0052,V013,Vantage Sensors GmbH,2024-09-22,False
RFQ-0052-INV-V016,RFQ-0052,V016,Precision Arc Systems,2024-09-22,False
RFQ-0052-INV-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,2024-09-22,True
RFQ-0052-INV-V011,RFQ-0052,V011,Solaris Power Components,2024-09-22,True
RFQ-0052-INV-V002,RFQ-0052,V002,Tanaka Electrical KK,2024-09-22,True
RFQ-0052-INV-V006,RFQ-0052,V006,Bright Spark Electronics Ltd,2024-09-22,False
RFQ-0052-INV-V021,RFQ-0052,V021,Helios Micro Systems,2024-09-22,True
RFQ-0053-INV-V011,RFQ-0053,V011,Solaris Power Components,2024-06-12,True
RFQ-0053-INV-V002,RFQ-0053,V002,Tanaka Electrical KK,2024-06-12,True
RFQ-0053-INV-V018,RFQ-0053,V018,Guangzhou Mech & Elec Co.,2024-06-12,True
RFQ-0053-INV-V013,RFQ-0053,V013,Vantage Sensors GmbH,2024-06-12,True
RFQ-0053-INV-V016,RFQ-0053,V016,Precision Arc Systems,2024-06-12,True
RFQ-0053-INV-V021,RFQ-0053,V021,Helios Micro Systems,2024-06-12,True
RFQ-0053-INV-V006,RFQ-0053,V006,Bright Spark Electronics Ltd,2024-06-12,False
RFQ-0054-INV-V011,RFQ-0054,V011,Solaris Power Components,2024-12-17,False
RFQ-0054-INV-V021,RFQ-0054,V021,Helios Micro Systems,2024-12-17,False
RFQ-0054-INV-V002,RFQ-0054,V002,Tanaka Electrical KK,2024-12-17,True
RFQ-0054-INV-V016,RFQ-0054,V016,Precision Arc Systems,2024-12-17,True
RFQ-0054-INV-V006,RFQ-0054,V006,Bright Spark Electronics Ltd,2024-12-17,False
RFQ-0054-INV-V018,RFQ-0054,V018,Guangzhou Mech & Elec Co.,2024-12-17,False
RFQ-0054-INV-V013,RFQ-0054,V013,Vantage Sensors GmbH,2024-12-17,False
RFQ-0055-INV-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,2024-11-27,True
RFQ-0055-INV-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,2024-11-27,True
RFQ-0055-INV-V021,RFQ-0055,V021,Helios Micro Systems,2024-11-27,True
RFQ-0055-INV-V002,RFQ-0055,V002,Tanaka Electrical KK,2024-11-27,True
RFQ-0055-INV-V013,RFQ-0055,V013,Vantage Sensors GmbH,2024-11-27,True
RFQ-0055-INV-V011,RFQ-0055,V011,Solaris Power Components,2024-11-27,True
RFQ-0055-INV-V016,RFQ-0055,V016,Precision Arc Systems,2024-11-27,True
RFQ-0056-INV-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,2024-06-18,True
RFQ-0056-INV-V016,RFQ-0056,V016,Precision Arc Systems,2024-06-18,True
RFQ-0056-INV-V013,RFQ-0056,V013,Vantage Sensors GmbH,2024-06-18,False
RFQ-0056-INV-V021,RFQ-0056,V021,Helios Micro Systems,2024-06-18,False
RFQ-0056-INV-V011,RFQ-0056,V011,Solaris Power Components,2024-06-18,False
RFQ-0056-INV-V002,RFQ-0056,V002,Tanaka Electrical KK,2024-06-18,False
RFQ-0056-INV-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,2024-06-18,True
RFQ-0057-INV-V022,RFQ-0057,V022,Andean Precision SRL,2024-06-05,False
RFQ-0057-INV-V024,RFQ-0057,V024,BalticTech UAB,2024-06-05,True
RFQ-0057-INV-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,2024-06-05,True
RFQ-0057-INV-V009,RFQ-0057,V009,Fischer & Söhne KG,2024-06-05,False
RFQ-0057-INV-V004,RFQ-0057,V004,Strömberg Hydraulics AB,2024-06-05,False
RFQ-0057-INV-V001,RFQ-0057,V001,Kovacs Precision GmbH,2024-06-05,True
RFQ-0057-INV-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,2024-06-05,True
RFQ-0057-INV-V007,RFQ-0057,V007,Nakamura Tooling Co.,2024-06-05,True
RFQ-0058-INV-V002,RFQ-0058,V002,Tanaka Electrical KK,2024-07-18,False
RFQ-0058-INV-V018,RFQ-0058,V018,Guangzhou Mech & Elec Co.,2024-07-18,True
RFQ-0058-INV-V016,RFQ-0058,V016,Precision Arc Systems,2024-07-18,True
RFQ-0058-INV-V006,RFQ-0058,V006,Bright Spark Electronics Ltd,2024-07-18,True
RFQ-0058-INV-V021,RFQ-0058,V021,Helios Micro Systems,2024-07-18,True
RFQ-0058-INV-V013,RFQ-0058,V013,Vantage Sensors GmbH,2024-07-18,True
RFQ-0058-INV-V011,RFQ-0058,V011,Solaris Power Components,2024-07-18,True
RFQ-0059-INV-V007,RFQ-0059,V007,Nakamura Tooling Co.,2024-08-21,True
RFQ-0059-INV-V022,RFQ-0059,V022,Andean Precision SRL,2024-08-21,True
RFQ-0059-INV-V004,RFQ-0059,V004,Strömberg Hydraulics AB,2024-08-21,True
RFQ-0059-INV-V017,RFQ-0059,V017,Türk Makina A.Ş.,2024-08-21,True
RFQ-0059-INV-V010,RFQ-0059,V010,Adriatic Fastenings d.o.o.,2024-08-21,True
RFQ-0059-INV-V009,RFQ-0059,V009,Fischer & Söhne KG,2024-08-21,True
RFQ-0059-INV-V019,RFQ-0059,V019,Emerald Isle Castings Ltd,2024-08-21,True
RFQ-0059-INV-V001,RFQ-0059,V001,Kovacs Precision GmbH,2024-08-21,True
RFQ-0060-INV-V024,RFQ-0060,V024,BalticTech UAB,2024-02-15,True
RFQ-0060-INV-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2024-02-15,True
RFQ-0060-INV-V017,RFQ-0060,V017,Türk Makina A.Ş.,2024-02-15,True
RFQ-0060-INV-V007,RFQ-0060,V007,Nakamura Tooling Co.,2024-02-15,True
RFQ-0060-INV-V004,RFQ-0060,V004,Strömberg Hydraulics AB,2024-02-15,True
RFQ-0060-INV-V001,RFQ-0060,V001,Kovacs Precision GmbH,2024-02-15,False
RFQ-0060-INV-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,2024-02-15,True
RFQ-0060-INV-V022,RFQ-0060,V022,Andean Precision SRL,2024-02-15,True
RFQ-0061-INV-V011,RFQ-0061,V011,Solaris Power Components,2024-02-29,False
RFQ-0061-INV-V016,RFQ-0061,V016,Precision Arc Systems,2024-02-29,True
RFQ-0061-INV-V002,RFQ-0061,V002,Tanaka Electrical KK,2024-02-29,True
RFQ-0061-INV-V006,RFQ-0061,V006,Bright Spark Electronics Ltd,2024-02-29,False
RFQ-0061-INV-V018,RFQ-0061,V018,Guangzhou Mech & Elec Co.,2024-02-29,True
RFQ-0061-INV-V021,RFQ-0061,V021,Helios Micro Systems,2024-02-29,False
RFQ-0061-INV-V013,RFQ-0061,V013,Vantage Sensors GmbH,2024-02-29,True
RFQ-0062-INV-V018,RFQ-0062,V018,Guangzhou Mech & Elec Co.,2024-06-03,True
RFQ-0062-INV-V002,RFQ-0062,V002,Tanaka Electrical KK,2024-06-03,True
RFQ-0062-INV-V011,RFQ-0062,V011,Solaris Power Components,2024-06-03,True
RFQ-0062-INV-V021,RFQ-0062,V021,Helios Micro Systems,2024-06-03,False
RFQ-0062-INV-V013,RFQ-0062,V013,Vantage Sensors GmbH,2024-06-03,True
RFQ-0062-INV-V006,RFQ-0062,V006,Bright Spark Electronics Ltd,2024-06-03,False
RFQ-0062-INV-V016,RFQ-0062,V016,Precision Arc Systems,2024-06-03,False
RFQ-0063-INV-V007,RFQ-0063,V007,Nakamura Tooling Co.,2024-10-23,True
RFQ-0063-INV-V009,RFQ-0063,V009,Fischer & Söhne KG,2024-10-23,False
RFQ-0063-INV-V019,RFQ-0063,V019,Emerald Isle Castings Ltd,2024-10-23,True
RFQ-0063-INV-V004,RFQ-0063,V004,Strömberg Hydraulics AB,2024-10-23,True
RFQ-0063-INV-V022,RFQ-0063,V022,Andean Precision SRL,2024-10-23,True
RFQ-0063-INV-V001,RFQ-0063,V001,Kovacs Precision GmbH,2024-10-23,True
RFQ-0063-INV-V024,RFQ-0063,V024,BalticTech UAB,2024-10-23,True
RFQ-0063-INV-V010,RFQ-0063,V010,Adriatic Fastenings d.o.o.,2024-10-23,True
RFQ-0064-INV-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,2024-05-21,True
RFQ-0064-INV-V016,RFQ-0064,V016,Precision Arc Systems,2024-05-21,True
RFQ-0064-INV-V018,RFQ-0064,V018,Guangzhou Mech & Elec Co.,2024-05-21,True
RFQ-0064-INV-V013,RFQ-0064,V013,Vantage Sensors GmbH,2024-05-21,False
RFQ-0064-INV-V021,RFQ-0064,V021,Helios Micro Systems,2024-05-21,True
RFQ-0064-INV-V002,RFQ-0064,V002,Tanaka Electrical KK,2024-05-21,False
RFQ-0064-INV-V011,RFQ-0064,V011,Solaris Power Components,2024-05-21,True
RFQ-0065-INV-V018,RFQ-0065,V018,Guangzhou Mech & Elec Co.,2024-08-27,True
RFQ-0065-INV-V011,RFQ-0065,V011,Solaris Power Components,2024-08-27,False
RFQ-0065-INV-V021,RFQ-0065,V021,Helios Micro Systems,2024-08-27,True
RFQ-0065-INV-V002,RFQ-0065,V002,Tanaka Electrical KK,2024-08-27,False
RFQ-0065-INV-V006,RFQ-0065,V006,Bright Spark Electronics Ltd,2024-08-27,True
RFQ-0065-INV-V013,RFQ-0065,V013,Vantage Sensors GmbH,2024-08-27,True
RFQ-0065-INV-V016,RFQ-0065,V016,Precision Arc Systems,2024-08-27,False
RFQ-0066-INV-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,2025-03-04,True
RFQ-0066-INV-V021,RFQ-0066,V021,Helios Micro Systems,2025-03-04,True
RFQ-0066-INV-V002,RFQ-0066,V002,Tanaka Electrical KK,2025-03-04,False
RFQ-0066-INV-V011,RFQ-0066,V011,Solaris Power Components,2025-03-04,True
RFQ-0066-INV-V016,RFQ-0066,V016,Precision Arc Systems,2025-03-04,False
RFQ-0066-INV-V013,RFQ-0066,V013,Vantage Sensors GmbH,2025-03-04,True
RFQ-0066-INV-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,2025-03-04,True
RFQ-0067-INV-V016,RFQ-0067,V016,Precision Arc Systems,2024-07-24,True
RFQ-0067-INV-V018,RFQ-0067,V018,Guangzhou Mech & Elec Co.,2024-07-24,True
RFQ-0067-INV-V002,RFQ-0067,V002,Tanaka Electrical KK,2024-07-24,True
RFQ-0067-INV-V011,RFQ-0067,V011,Solaris Power Components,2024-07-24,False
RFQ-0067-INV-V021,RFQ-0067,V021,Helios Micro Systems,2024-07-24,False
RFQ-0067-INV-V013,RFQ-0067,V013,Vantage Sensors GmbH,2024-07-24,True
RFQ-0067-INV-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,2024-07-24,True
RFQ-0068-INV-V018,RFQ-0068,V018,Guangzhou Mech & Elec Co.,2025-02-04,False
RFQ-0068-INV-V013,RFQ-0068,V013,Vantage Sensors GmbH,2025-02-04,True
RFQ-0068-INV-V011,RFQ-0068,V011,Solaris Power Components,2025-02-04,False
RFQ-0068-INV-V006,RFQ-0068,V006,Bright Spark Electronics Ltd,2025-02-04,False
RFQ-0068-INV-V016,RFQ-0068,V016,Precision Arc Systems,2025-02-04,True
RFQ-0068-INV-V002,RFQ-0068,V002,Tanaka Electrical KK,2025-02-04,True
RFQ-0068-INV-V021,RFQ-0068,V021,Helios Micro Systems,2025-02-04,True
RFQ-0069-INV-V010,RFQ-0069,V010,Adriatic Fastenings d.o.o.,2024-08-01,False
RFQ-0069-INV-V007,RFQ-0069,V007,Nakamura Tooling Co.,2024-08-01,True
RFQ-0069-INV-V017,RFQ-0069,V017,Türk Makina A.Ş.,2024-08-01,True
RFQ-0069-INV-V019,RFQ-0069,V019,Emerald Isle Castings Ltd,2024-08-01,True
RFQ-0069-INV-V004,RFQ-0069,V004,Strömberg Hydraulics AB,2024-08-01,True
RFQ-0069-INV-V024,RFQ-0069,V024,BalticTech UAB,2024-08-01,True
RFQ-0069-INV-V022,RFQ-0069,V022,Andean Precision SRL,2024-08-01,False
RFQ-0069-INV-V009,RFQ-0069,V009,Fischer & Söhne KG,2024-08-01,True
RFQ-0070-INV-V007,RFQ-0070,V007,Nakamura Tooling Co.,2024-04-18,True
RFQ-0070-INV-V009,RFQ-0070,V009,Fischer & Söhne KG,2024-04-18,True
RFQ-0070-INV-V019,RFQ-0070,V019,Emerald Isle Castings Ltd,2024-04-18,False
RFQ-0070-INV-V022,RFQ-0070,V022,Andean Precision SRL,2024-04-18,True
RFQ-0070-INV-V004,RFQ-0070,V004,Strömberg Hydraulics AB,2024-04-18,True
RFQ-0070-INV-V010,RFQ-0070,V010,Adriatic Fastenings d.o.o.,2024-04-18,True
RFQ-0070-INV-V024,RFQ-0070,V024,BalticTech UAB,2024-04-18,True
RFQ-0070-INV-V001,RFQ-0070,V001,Kovacs Precision GmbH,2024-04-18,True
RFQ-0071-INV-V011,RFQ-0071,V011,Solaris Power Components,2025-03-20,True
RFQ-0071-INV-V016,RFQ-0071,V016,Precision Arc Systems,2025-03-20,True
RFQ-0071-INV-V002,RFQ-0071,V002,Tanaka Electrical KK,2025-03-20,True
RFQ-0071-INV-V006,RFQ-0071,V006,Bright Spark Electronics Ltd,2025-03-20,False
RFQ-0071-INV-V018,RFQ-0071,V018,Guangzhou Mech & Elec Co.,2025-03-20,True
RFQ-0071-INV-V013,RFQ-0071,V013,Vantage Sensors GmbH,2025-03-20,False
RFQ-0071-INV-V021,RFQ-0071,V021,Helios Micro Systems,2025-03-20,True
RFQ-0072-INV-V008,RFQ-0072,V008,Delta Composites Inc.,2024-11-21,True
RFQ-0072-INV-V014,RFQ-0072,V014,Coastal Alloys Pty Ltd,2024-11-21,True
RFQ-0072-INV-V023,RFQ-0072,V023,Sahara Industrial FZE,2024-11-21,False
RFQ-0072-INV-V003,RFQ-0072,V003,Patel Alloys Pvt Ltd,2024-11-21,True
RFQ-0072-INV-V015,RFQ-0072,V015,Nordic Steel AS,2024-11-21,True
RFQ-0072-INV-V005,RFQ-0072,V005,Cerro Negro Metals SA,2024-11-21,True
RFQ-0072-INV-V020,RFQ-0072,V020,Rajasthan Rare Earths Ltd,2024-11-21,True
RFQ-0072-INV-V012,RFQ-0072,V012,Indra Copper Works,2024-11-21,True
RFQ-0073-INV-V003,RFQ-0073,V003,Patel Alloys Pvt Ltd,2025-01-27,True
RFQ-0073-INV-V012,RFQ-0073,V012,Indra Copper Works,2025-01-27,True
RFQ-0073-INV-V023,RFQ-0073,V023,Sahara Industrial FZE,2025-01-27,False
RFQ-0073-INV-V005,RFQ-0073,V005,Cerro Negro Metals SA,2025-01-27,True
RFQ-0073-INV-V020,RFQ-0073,V020,Rajasthan Rare Earths Ltd,2025-01-27,True
RFQ-0073-INV-V015,RFQ-0073,V015,Nordic Steel AS,2025-01-27,True
RFQ-0073-INV-V014,RFQ-0073,V014,Coastal Alloys Pty Ltd,2025-01-27,False
RFQ-0073-INV-V008,RFQ-0073,V008,Delta Composites Inc.,2025-01-27,True
RFQ-0074-INV-V024,RFQ-0074,V024,BalticTech UAB,2024-03-04,False
RFQ-0074-INV-V010,RFQ-0074,V010,Adriatic Fastenings d.o.o.,2024-03-04,True
RFQ-0074-INV-V001,RFQ-0074,V001,Kovacs Precision GmbH,2024-03-04,True
RFQ-0074-INV-V007,RFQ-0074,V007,Nakamura Tooling Co.,2024-03-04,True
RFQ-0074-INV-V009,RFQ-0074,V009,Fischer & Söhne KG,2024-03-04,False
RFQ-0074-INV-V019,RFQ-0074,V019,Emerald Isle Castings Ltd,2024-03-04,False
RFQ-0074-INV-V017,RFQ-0074,V017,Türk Makina A.Ş.,2024-03-04,True
RFQ-0074-INV-V022,RFQ-0074,V022,Andean Precision SRL,2024-03-04,True
RFQ-0075-INV-V017,RFQ-0075,V017,Türk Makina A.Ş.,2025-01-20,True
RFQ-0075-INV-V004,RFQ-0075,V004,Strömberg Hydraulics AB,2025-01-20,True
RFQ-0075-INV-V022,RFQ-0075,V022,Andean Precision SRL,2025-01-20,True
RFQ-0075-INV-V007,RFQ-0075,V007,Nakamura Tooling Co.,2025-01-20,True
RFQ-0075-INV-V019,RFQ-0075,V019,Emerald Isle Castings Ltd,2025-01-20,False
RFQ-0075-INV-V009,RFQ-0075,V009,Fischer & Söhne KG,2025-01-20,True
RFQ-0075-INV-V001,RFQ-0075,V001,Kovacs Precision GmbH,2025-01-20,True
RFQ-0075-INV-V024,RFQ-0075,V024,BalticTech UAB,2025-01-20,False
RFQ-0076-INV-V018,RFQ-0076,V018,Guangzhou Mech & Elec Co.,2024-10-26,True
RFQ-0076-INV-V011,RFQ-0076,V011,Solaris Power Components,2024-10-26,True
RFQ-0076-INV-V002,RFQ-0076,V002,Tanaka Electrical KK,2024-10-26,True
RFQ-0076-INV-V021,RFQ-0076,V021,Helios Micro Systems,2024-10-26,True
RFQ-0076-INV-V006,RFQ-0076,V006,Bright Spark Electronics Ltd,2024-10-26,True
RFQ-0076-INV-V016,RFQ-0076,V016,Precision Arc Systems,2024-10-26,False
RFQ-0076-INV-V013,RFQ-0076,V013,Vantage Sensors GmbH,2024-10-26,False
RFQ-0077-INV-V016,RFQ-0077,V016,Precision Arc Systems,2025-03-17,True
RFQ-0077-INV-V006,RFQ-0077,V006,Bright Spark Electronics Ltd,2025-03-17,False
RFQ-0077-INV-V011,RFQ-0077,V011,Solaris Power Components,2025-03-17,False
RFQ-0077-INV-V002,RFQ-0077,V002,Tanaka Electrical KK,2025-03-17,False
RFQ-0077-INV-V018,RFQ-0077,V018,Guangzhou Mech & Elec Co.,2025-03-17,True
RFQ-0077-INV-V013,RFQ-0077,V013,Vantage Sensors GmbH,2025-03-17,True
RFQ-0077-INV-V021,RFQ-0077,V021,Helios Micro Systems,2025-03-17,True
RFQ-0078-INV-V018,RFQ-0078,V018,Guangzhou Mech & Elec Co.,2024-08-04,True
RFQ-0078-INV-V011,RFQ-0078,V011,Solaris Power Components,2024-08-04,False
RFQ-0078-INV-V002,RFQ-0078,V002,Tanaka Electrical KK,2024-08-04,False
RFQ-0078-INV-V021,RFQ-0078,V021,Helios Micro Systems,2024-08-04,False
RFQ-0078-INV-V013,RFQ-0078,V013,Vantage Sensors GmbH,2024-08-04,True
RFQ-0078-INV-V006,RFQ-0078,V006,Bright Spark Electronics Ltd,2024-08-04,True
RFQ-0078-INV-V016,RFQ-0078,V016,Precision Arc Systems,2024-08-04,False
RFQ-0079-INV-V008,RFQ-0079,V008,Delta Composites Inc.,2024-07-27,True
RFQ-0079-INV-V023,RFQ-0079,V023,Sahara Industrial FZE,2024-07-27,False
RFQ-0079-INV-V012,RFQ-0079,V012,Indra Copper Works,2024-07-27,True
RFQ-0079-INV-V005,RFQ-0079,V005,Cerro Negro Metals SA,2024-07-27,False
RFQ-0079-INV-V014,RFQ-0079,V014,Coastal Alloys Pty Ltd,2024-07-27,True
RFQ-0079-INV-V015,RFQ-0079,V015,Nordic Steel AS,2024-07-27,True
RFQ-0079-INV-V003,RFQ-0079,V003,Patel Alloys Pvt Ltd,2024-07-27,True
RFQ-0079-INV-V020,RFQ-0079,V020,Rajasthan Rare Earths Ltd,2024-07-27,True
RFQ-0080-INV-V010,RFQ-0080,V010,Adriatic Fastenings d.o.o.,2025-02-03,True
RFQ-0080-INV-V022,RFQ-0080,V022,Andean Precision SRL,2025-02-03,True
RFQ-0080-INV-V019,RFQ-0080,V019,Emerald Isle Castings Ltd,2025-02-03,True
RFQ-0080-INV-V007,RFQ-0080,V007,Nakamura Tooling Co.,2025-02-03,False
RFQ-0080-INV-V001,RFQ-0080,V001,Kovacs Precision GmbH,2025-02-03,False
RFQ-0080-INV-V024,RFQ-0080,V024,BalticTech UAB,2025-02-03,True
RFQ-0080-INV-V009,RFQ-0080,V009,Fischer & Söhne KG,2025-02-03,True
RFQ-0080-INV-V017,RFQ-0080,V017,Türk Makina A.Ş.,2025-02-03,True
RFQ-0081-INV-V004,RFQ-0081,V004,Strömberg Hydraulics AB,2024-05-05,True
RFQ-0081-INV-V024,RFQ-0081,V024,BalticTech UAB,2024-05-05,True
RFQ-0081-INV-V009,RFQ-0081,V009,Fischer & Söhne KG,2024-05-05,True
RFQ-0081-INV-V022,RFQ-0081,V022,Andean Precision SRL,2024-05-05,True
RFQ-0081-INV-V001,RFQ-0081,V001,Kovacs Precision GmbH,2024-05-05,True
RFQ-0081-INV-V019,RFQ-0081,V019,Emerald Isle Castings Ltd,2024-05-05,True
RFQ-0081-INV-V010,RFQ-0081,V010,Adriatic Fastenings d.o.o.,2024-05-05,False
RFQ-0081-INV-V007,RFQ-0081,V007,Nakamura Tooling Co.,2024-05-05,True
RFQ-0082-INV-V002,RFQ-0082,V002,Tanaka Electrical KK,2024-11-26,True
