week_start,commodity,unit,price,yoy_change_pct,shock_flag
2025-06-02,HDPE Granules,USD/MT,1176.52,,0
2025-06-09,HDPE Granules,USD/MT,1184.559,,0
2025-06-16,HDPE Granules,USD/MT,1161.272,,0
2025-06-23,HDPE Granules,USD/MT,1164.215,,0
2025-06-30,HDPE Granules,USD/MT,1102.697,,0
2024-01-01,Titanium Sponge,USD/KG,11.454,,0
2024-01-08,Titanium Sponge,USD/KG,10.829,,0
2024-01-15,Titanium Sponge,USD/KG,11.313,,0
2024-01-22,Titanium Sponge,USD/KG,11.649,,0
2024-01-29,Titanium Sponge,USD/KG,11.868,,0
2024-02-05,Titanium Sponge,USD/KG,12.53,,0
2024-02-12,Titanium Sponge,USD/KG,12.145,,0
2024-02-19,Titanium Sponge,USD/KG,12.918,,0
2024-02-26,Titanium Sponge,USD/KG,13.372,,0
2024-03-04,Titanium Sponge,USD/KG,13.294,,0
2024-03-11,Titanium Sponge,USD/KG,13.856,,0
2024-03-18,Titanium Sponge,USD/KG,13.354,,0
2024-03-25,Titanium Sponge,USD/KG,13.002,,0
2024-04-01,Titanium Sponge,USD/KG,12.758,,0
2024-04-08,Titanium Sponge,USD/KG,12.553,,0
2024-04-15,Titanium Sponge,USD/KG,12.121,,0
2024-04-22,Titanium Sponge,USD/KG,12.67,,0
2024-04-29,Titanium Sponge,USD/KG,12.587,,0
2024-05-06,Titanium Sponge,USD/KG,12.773,,0
2024-05-13,Titanium Sponge,USD/KG,12.55,,0
2024-05-20,Titanium Sponge,USD/KG,11.782,,0
2024-05-27,Titanium Sponge,USD/KG,11.923,,0
2024-06-03,Titanium Sponge,USD/KG,11.155,,0
2024-06-10,Titanium Sponge,USD/KG,11.156,,0
2024-06-17,Titanium Sponge,USD/KG,10.649,,0
2024-06-24,Titanium Sponge,USD/KG,11.417,,0
2024-07-01,Titanium Sponge,USD/KG,11.809,,0
2024-07-08,Titanium Sponge,USD/KG,11.883,,0
2024-07-15,Titanium Sponge,USD/KG,12.438,,0
2024-07-22,Titanium Sponge,USD/KG,12.101,,0
2024-07-29,Titanium Sponge,USD/KG,12.361,,0
2024-08-05,Titanium Sponge,USD/KG,12.478,,0
2024-08-12,Titanium Sponge,USD/KG,12.625,,0
2024-08-19,Titanium Sponge,USD/KG,13.219,,0
2024-08-26,Titanium Sponge,USD/KG,13.591,,0
2024-09-02,Titanium Sponge,USD/KG,13.762,,0
2024-09-09,Titanium Sponge,USD/KG,12.999,,0
2024-09-16,Titanium Sponge,USD/KG,12.595,,0
2024-09-23,Titanium Sponge,USD/KG,12.572,,0
2024-09-30,Titanium Sponge,USD/KG,12.645,,0
2024-10-07,Titanium Sponge,USD/KG,12.176,,0
2024-10-14,Titanium Sponge,USD/KG,13.234,,0
2024-10-21,Titanium Sponge,USD/KG,13.97,,0
2024-10-28,Titanium Sponge,USD/KG,14.299,,0
2024-11-04,Titanium Sponge,USD/KG,14.371,,0
2024-11-11,Titanium Sponge,USD/KG,14.3,,0
2024-11-18,Titanium Sponge,USD/KG,13.86,,0
2024-11-25,Titanium Sponge,USD/KG,13.932,,0
2024-12-02,Titanium Sponge,USD/KG,14.092,,0
2024-12-09,Titanium Sponge,USD/KG,13.515,,0
2024-12-16,Titanium Sponge,USD/KG,13.707,,0
2024-12-23,Titanium Sponge,USD/KG,13.667,,0
2024-12-30,Titanium Sponge,USD/KG,12.788,,0
2025-01-06,Titanium Sponge,USD/KG,12.435,,0
2025-01-13,Titanium Sponge,USD/KG,12.286,,0
2025-01-20,Titanium Sponge,USD/KG,13.129,,0
2025-01-27,Titanium Sponge,USD/KG,13.417,,0
2025-02-03,Titanium Sponge,USD/KG,12.824,,0
2025-02-10,Titanium Sponge,USD/KG,13.074,,0
2025-02-17,Titanium Sponge,USD/KG,12.399,,0
2025-02-24,Titanium Sponge,USD/KG,12.899,,0
2025-03-03,Titanium Sponge,USD/KG,12.719,,0
2025-03-10,Titanium Sponge,USD/KG,12.709,,0
2025-03-17,Titanium Sponge,USD/KG,13.331,,0
2025-03-24,Titanium Sponge,USD/KG,12.763,,0
2025-03-31,Titanium Sponge,USD/KG,12.171,,0
2025-04-07,Titanium Sponge,USD/KG,11.953,,0
2025-04-14,Titanium Sponge,USD/KG,12.417,,0
2025-04-21,Titanium Sponge,USD/KG,11.788,,0
2025-04-28,Titanium Sponge,USD/KG,10.649,,0
2025-05-05,Titanium Sponge,USD/KG,10.507,,0
2025-05-12,Titanium Sponge,USD/KG,10.737,,0
2025-05-19,Titanium Sponge,USD/KG,11.214,,0
2025-05-26,Titanium Sponge,USD/KG,11.061,,0
2025-06-02,Titanium Sponge,USD/KG,10.929,,0
2025-06-09,Titanium Sponge,USD/KG,11.398,,0
2025-06-16,Titanium Sponge,USD/KG,10.68,,0
2025-06-23,Titanium Sponge,USD/KG,10.562,,0
2025-06-30,Titanium Sponge,USD/KG,10.659,,0
2024-01-01,PCB FR4 Laminate,USD/SQM,4.232,,0
2024-01-08,PCB FR4 Laminate,USD/SQM,4.203,,0
2024-01-15,PCB FR4 Laminate,USD/SQM,4.208,,0
2024-01-22,PCB FR4 Laminate,USD/SQM,4.055,,0
2024-01-29,PCB FR4 Laminate,USD/SQM,4.018,,0
2024-02-05,PCB FR4 Laminate,USD/SQM,4.048,,0
2024-02-12,PCB FR4 Laminate,USD/SQM,3.992,,0
2024-02-19,PCB FR4 Laminate,USD/SQM,3.999,,0
2024-02-26,PCB FR4 Laminate,USD/SQM,4.029,,0
2024-03-04,PCB FR4 Laminate,USD/SQM,4.011,,0
2024-03-11,PCB FR4 Laminate,USD/SQM,4.025,,0
2024-03-18,PCB FR4 Laminate,USD/SQM,3.97,,0
2024-03-25,PCB FR4 Laminate,USD/SQM,3.961,,0
2024-04-01,PCB FR4 Laminate,USD/SQM,4.0,,0
2024-04-08,PCB FR4 Laminate,USD/SQM,4.013,,0
2024-04-15,PCB FR4 Laminate,USD/SQM,3.98,,0
2024-04-22,PCB FR4 Laminate,USD/SQM,3.997,,0
2024-04-29,PCB FR4 Laminate,USD/SQM,4.043,,0
2024-05-06,PCB FR4 Laminate,USD/SQM,3.922,,0
2024-05-13,PCB FR4 Laminate,USD/SQM,3.993,,0
2024-05-20,PCB FR4 Laminate,USD/SQM,3.976,,0
2024-05-27,PCB FR4 Laminate,USD/SQM,4.005,,0
2024-06-03,PCB FR4 Laminate,USD/SQM,4.08,,0
2024-06-10,PCB FR4 Laminate,USD/SQM,3.999,,0
2024-06-17,PCB FR4 Laminate,USD/SQM,3.96,,0
2024-06-24,PCB FR4 Laminate,USD/SQM,3.946,,0
2024-07-01,PCB FR4 Laminate,USD/SQM,3.903,,0
2024-07-08,PCB FR4 Laminate,USD/SQM,4.008,,0
2024-07-15,PCB FR4 Laminate,USD/SQM,3.959,,0
2024-07-22,PCB FR4 Laminate,USD/SQM,3.929,,0
2024-07-29,PCB FR4 Laminate,USD/SQM,3.945,,0
2024-08-05,PCB FR4 Laminate,USD/SQM,3.877,,0
2024-08-12,PCB FR4 Laminate,USD/SQM,3.857,,0
2024-08-19,PCB FR4 Laminate,USD/SQM,3.878,,0
2024-08-26,PCB FR4 Laminate,USD/SQM,3.862,,0
2024-09-02,PCB FR4 Laminate,USD/SQM,3.86,,0
2024-09-09,PCB FR4 Laminate,USD/SQM,3.832,,0
2024-09-16,PCB FR4 Laminate,USD/SQM,3.748,,0
2024-09-23,PCB FR4 Laminate,USD/SQM,3.769,,0
2024-09-30,PCB FR4 Laminate,USD/SQM,3.871,,0
2024-10-07,PCB FR4 Laminate,USD/SQM,3.876,,0
2024-10-14,PCB FR4 Laminate,USD/SQM,3.892,,0
2024-10-21,PCB FR4 Laminate,USD/SQM,3.935,,0
2024-10-28,PCB FR4 Laminate,USD/SQM,3.863,,0
2024-11-04,PCB FR4 Laminate,USD/SQM,3.965,,0
2024-11-11,PCB FR4 Laminate,USD/SQM,3.98,,0
2024-11-18,PCB FR4 Laminate,USD/SQM,4.081,,0
2024-11-25,PCB FR4 Laminate,USD/SQM,4.039,,0
2024-12-02,PCB FR4 Laminate,USD/SQM,4.153,,0
2024-12-09,PCB FR4 Laminate,USD/SQM,4.204,,0
2024-12-16,PCB FR4 Laminate,USD/SQM,4.243,,0
2024-12-23,PCB FR4 Laminate,USD/SQM,4.261,,0
2024-12-30,PCB FR4 Laminate,USD/SQM,4.249,,0
2025-01-06,PCB FR4 Laminate,USD/SQM,4.328,,0
2025-01-13,PCB FR4 Laminate,USD/SQM,4.341,,0
2025-01-20,PCB FR4 Laminate,USD/SQM,4.216,,0
2025-01-27,PCB FR4 Laminate,USD/SQM,4.149,,0
2025-02-03,PCB FR4 Laminate,USD/SQM,4.141,,0
2025-02-10,PCB FR4 Laminate,USD/SQM,4.163,,0
2025-02-17,PCB FR4 Laminate,USD/SQM,4.163,,0
2025-02-24,PCB FR4 Laminate,USD/SQM,4.243,,0
2025-03-03,PCB FR4 Laminate,USD/SQM,4.122,,0
2025-03-10,PCB FR4 Laminate,USD/SQM,4.134,,0
2025-03-17,PCB FR4 Laminate,USD/SQM,4.025,,0
2025-03-24,PCB FR4 Laminate,USD/SQM,4.074,,0
2025-03-31,PCB FR4 Laminate,USD/SQM,4.071,,0
2025-04-07,PCB FR4 Laminate,USD/SQM,4.1,,0
2025-04-14,PCB FR4 Laminate,USD/SQM,4.05,,0
2025-04-21,PCB FR4 Laminate,USD/SQM,4.131,,0
2025-04-28,PCB FR4 Laminate,USD/SQM,4.199,,0
2025-05-05,PCB FR4 Laminate,USD/SQM,4.239,,0
2025-05-12,PCB FR4 Laminate,USD/SQM,4.234,,0
2025-05-19,PCB FR4 Laminate,USD/SQM,4.275,,0
2025-05-26,PCB FR4 Laminate,USD/SQM,4.233,,0
2025-06-02,PCB FR4 Laminate,USD/SQM,4.29,,0
2025-06-09,PCB FR4 Laminate,USD/SQM,4.4,,0
2025-06-16,PCB FR4 Laminate,USD/SQM,4.474,,0
2025-06-23,PCB FR4 Laminate,USD/SQM,4.429,,0
2025-06-30,PCB FR4 Laminate,USD/SQM,4.456,,0
2024-01-01,Servo Motor 5kW,USD/unit,1822.217,,0
2024-01-08,Servo Motor 5kW,USD/unit,1835.645,,0
2024-01-15,Servo Motor 5kW,USD/unit,1846.488,,0
2024-01-22,Servo Motor 5kW,USD/unit,1805.98,,0
2024-01-29,Servo Motor 5kW,USD/unit,1781.705,,0
2024-02-05,Servo Motor 5kW,USD/unit,1776.543,,0
2024-02-12,Servo Motor 5kW,USD/unit,1771.017,,0
2024-02-19,Servo Motor 5kW,USD/unit,1746.198,,0
2024-02-26,Servo Motor 5kW,USD/unit,1755.222,,0
2024-03-04,Servo Motor 5kW,USD/unit,1761.397,,0
2024-03-11,Servo Motor 5kW,USD/unit,1758.171,,0
2024-03-18,Servo Motor 5kW,USD/unit,1743.105,,0
2024-03-25,Servo Motor 5kW,USD/unit,1765.912,,0
2024-04-01,Servo Motor 5kW,USD/unit,1801.875,,0
2024-04-08,Servo Motor 5kW,USD/unit,1792.32,,0
2024-04-15,Servo Motor 5kW,USD/unit,1780.05,,0
2024-04-22,Servo Motor 5kW,USD/unit,1791.432,,0
2024-04-29,Servo Motor 5kW,USD/unit,1784.631,,0
2024-05-06,Servo Motor 5kW,USD/unit,1782.538,,0
2024-05-13,Servo Motor 5kW,USD/unit,1799.251,,0
2024-05-20,Servo Motor 5kW,USD/unit,1758.926,,0
2024-05-27,Servo Motor 5kW,USD/unit,1787.631,,0
2024-06-03,Servo Motor 5kW,USD/unit,1790.084,,0
2024-06-10,Servo Motor 5kW,USD/unit,1782.139,,0
2024-06-17,Servo Motor 5kW,USD/unit,1781.122,,0
2024-06-24,Servo Motor 5kW,USD/unit,1781.21,,0
2024-07-01,Servo Motor 5kW,USD/unit,1745.097,,0
2024-07-08,Servo Motor 5kW,USD/unit,1777.275,,0
2024-07-15,Servo Motor 5kW,USD/unit,1779.045,,0
2024-07-22,Servo Motor 5kW,USD/unit,1789.392,,0
2024-07-29,Servo Motor 5kW,USD/unit,1810.719,,0
2024-08-05,Servo Motor 5kW,USD/unit,1789.436,,0
2024-08-12,Servo Motor 5kW,USD/unit,1800.498,,0
2024-08-19,Servo Motor 5kW,USD/unit,1795.615,,0
2024-08-26,Servo Motor 5kW,USD/unit,1814.759,,0
2024-09-02,Servo Motor 5kW,USD/unit,1769.341,,0
2024-09-09,Servo Motor 5kW,USD/unit,1768.122,,0
2024-09-16,Servo Motor 5kW,USD/unit,1756.216,,0
2024-09-23,Servo Motor 5kW,USD/unit,1766.204,,0
2024-09-30,Servo Motor 5kW,USD/unit,1777.049,,0
2024-10-07,Servo Motor 5kW,USD/unit,1762.848,,0
2024-10-14,Servo Motor 5kW,USD/unit,1748.664,,0
2024-10-21,Servo Motor 5kW,USD/unit,1747.216,,0
2024-10-28,Servo Motor 5kW,USD/unit,1729.29,,0
2024-11-04,Servo Motor 5kW,USD/unit,1747.627,,0
2024-11-11,Servo Motor 5kW,USD/unit,1740.758,,0
2024-11-18,Servo Motor 5kW,USD/unit,1680.904,,0
2024-11-25,Servo Motor 5kW,USD/unit,1674.184,,0
2024-12-02,Servo Motor 5kW,USD/unit,1654.156,,0
2024-12-09,Servo Motor 5kW,USD/unit,1622.603,,0
2024-12-16,Servo Motor 5kW,USD/unit,1599.32,,0
2024-12-23,Servo Motor 5kW,USD/unit,1602.219,,0
2024-12-30,Servo Motor 5kW,USD/unit,1628.566,,0
2025-01-06,Servo Motor 5kW,USD/unit,1635.501,,0
2025-01-13,Servo Motor 5kW,USD/unit,1624.415,,0
2025-01-20,Servo Motor 5kW,USD/unit,1634.114,,0
2025-01-27,Servo Motor 5kW,USD/unit,1625.929,,0
2025-02-03,Servo Motor 5kW,USD/unit,1613.189,,0
2025-02-10,Servo Motor 5kW,USD/unit,1591.649,,0
2025-02-17,Servo Motor 5kW,USD/unit,1558.986,,0
2025-02-24,Servo Motor 5kW,USD/unit,1552.471,,0
2025-03-03,Servo Motor 5kW,USD/unit,1556.191,,0
2025-03-10,Servo Motor 5kW,USD/unit,1555.165,,0
2025-03-17,Servo Motor 5kW,USD/unit,1548.18,,0
2025-03-24,Servo Motor 5kW,USD/unit,1531.384,,0
2025-03-31,Servo Motor 5kW,USD/unit,1543.327,,0
2025-04-07,Servo Motor 5kW,USD/unit,1519.705,,0
2025-04-14,Servo Motor 5kW,USD/unit,1534.617,,0
2025-04-21,Servo Motor 5kW,USD/unit,1516.928,,0
2025-04-28,Servo Motor 5kW,USD/unit,1503.99,,0
2025-05-05,Servo Motor 5kW,USD/unit,1478.27,,0
2025-05-12,Servo Motor 5kW,USD/unit,1470.114,,0
2025-05-19,Servo Motor 5kW,USD/unit,1488.055,,0
2025-05-26,Servo Motor 5kW,USD/unit,1498.007,,0
2025-06-02,Servo Motor 5kW,USD/unit,1516.344,,0
2025-06-09,Servo Motor 5kW,USD/unit,1526.603,,0
2025-06-16,Servo Motor 5kW,USD/unit,1507.148,,0
2025-06-23,Servo Motor 5kW,USD/unit,1501.919,,0
2025-06-30,Servo Motor 5kW,USD/unit,1488.608,,0
2024-01-01,Ball Bearing 6205,USD/unit,3.852,,0
2024-01-08,Ball Bearing 6205,USD/unit,3.807,,0
2024-01-15,Ball Bearing 6205,USD/unit,3.842,,0
2024-01-22,Ball Bearing 6205,USD/unit,3.877,,0
2024-01-29,Ball Bearing 6205,USD/unit,3.949,,0
2024-02-05,Ball Bearing 6205,USD/unit,3.934,,0
2024-02-12,Ball Bearing 6205,USD/unit,3.964,,0
2024-02-19,Ball Bearing 6205,USD/unit,4.055,,0
2024-02-26,Ball Bearing 6205,USD/unit,4.031,,0
2024-03-04,Ball Bearing 6205,USD/unit,3.971,,0
2024-03-11,Ball Bearing 6205,USD/unit,3.897,,0
2024-03-18,Ball Bearing 6205,USD/unit,3.926,,0
2024-03-25,Ball Bearing 6205,USD/unit,3.854,,0
2024-04-01,Ball Bearing 6205,USD/unit,3.84,,0
2024-04-08,Ball Bearing 6205,USD/unit,3.858,,0
2024-04-15,Ball Bearing 6205,USD/unit,3.867,,0
2024-04-22,Ball Bearing 6205,USD/unit,3.884,,0
2024-04-29,Ball Bearing 6205,USD/unit,3.894,,0
2024-05-06,Ball Bearing 6205,USD/unit,3.945,,0
2024-05-13,Ball Bearing 6205,USD/unit,3.909,,0
2024-05-20,Ball Bearing 6205,USD/unit,3.883,,0
2024-05-27,Ball Bearing 6205,USD/unit,3.854,,0
2024-06-03,Ball Bearing 6205,USD/unit,3.888,,0
2024-06-10,Ball Bearing 6205,USD/unit,3.924,,0
2024-06-17,Ball Bearing 6205,USD/unit,3.943,,0
2024-06-24,Ball Bearing 6205,USD/unit,3.991,,0
2024-07-01,Ball Bearing 6205,USD/unit,3.945,,0
2024-07-08,Ball Bearing 6205,USD/unit,4.012,,0
2024-07-15,Ball Bearing 6205,USD/unit,4.074,,0
2024-07-22,Ball Bearing 6205,USD/unit,4.105,,0
2024-07-29,Ball Bearing 6205,USD/unit,4.18,,0
2024-08-05,Ball Bearing 6205,USD/unit,4.112,,0
2024-08-12,Ball Bearing 6205,USD/unit,4.091,,0
2024-08-19,Ball Bearing 6205,USD/unit,4.062,,0
2024-08-26,Ball Bearing 6205,USD/unit,4.093,,0
2024-09-02,Ball Bearing 6205,USD/unit,4.051,,0
2024-09-09,Ball Bearing 6205,USD/unit,4.083,,0
2024-09-16,Ball Bearing 6205,USD/unit,4.14,,0
2024-09-23,Ball Bearing 6205,USD/unit,4.17,,0
2024-09-30,Ball Bearing 6205,USD/unit,4.183,,0
2024-10-07,Ball Bearing 6205,USD/unit,4.143,,0
2024-10-14,Ball Bearing 6205,USD/unit,4.109,,0
2024-10-21,Ball Bearing 6205,USD/unit,4.162,,0
2024-10-28,Ball Bearing 6205,USD/unit,4.196,,0
2024-11-04,Ball Bearing 6205,USD/unit,4.195,,0
2024-11-11,Ball Bearing 6205,USD/unit,4.179,,0
2024-11-18,Ball Bearing 6205,USD/unit,4.096,,0
2024-11-25,Ball Bearing 6205,USD/unit,4.053,,0
2024-12-02,Ball Bearing 6205,USD/unit,4.132,,0
2024-12-09,Ball Bearing 6205,USD/unit,4.08,,0
2024-12-16,Ball Bearing 6205,USD/unit,4.089,,0
2024-12-23,Ball Bearing 6205,USD/unit,4.131,,0
2024-12-30,Ball Bearing 6205,USD/unit,4.081,,0
2025-01-06,Ball Bearing 6205,USD/unit,4.09,,0
2025-01-13,Ball Bearing 6205,USD/unit,4.129,,0
2025-01-20,Ball Bearing 6205,USD/unit,4.131,,0
2025-01-27,Ball Bearing 6205,USD/unit,4.251,,0
2025-02-03,Ball Bearing 6205,USD/unit,4.181,,0
2025-02-10,Ball Bearing 6205,USD/unit,4.226,,0
2025-02-17,Ball Bearing 6205,USD/unit,4.22,,0
2025-02-24,Ball Bearing 6205,USD/unit,4.254,,0
2025-03-03,Ball Bearing 6205,USD/unit,4.274,,0
2025-03-10,Ball Bearing 6205,USD/unit,4.244,,0
2025-03-17,Ball Bearing 6205,USD/unit,4.255,,0
2025-03-24,Ball Bearing 6205,USD/unit,4.178,,0
2025-03-31,Ball Bearing 6205,USD/unit,4.204,,0
2025-04-07,Ball Bearing 6205,USD/unit,4.218,,0
2025-04-14,Ball Bearing 6205,USD/unit,4.246,,0
2025-04-21,Ball Bearing 6205,USD/unit,4.292,,0
2025-04-28,Ball Bearing 6205,USD/unit,4.309,,0
2025-05-05,Ball Bearing 6205,USD/unit,4.317,,0
2025-05-12,Ball Bearing 6205,USD/unit,4.28,,0
2025-05-19,Ball Bearing 6205,USD/unit,4.251,,0
2025-05-26,Ball Bearing 6205,USD/unit,4.303,,0
2025-06-02,Ball Bearing 6205,USD/unit,4.366,,0
2025-06-09,Ball Bearing 6205,USD/unit,4.357,,0
2025-06-16,Ball Bearing 6205,USD/unit,4.36,,0
2025-06-23,Ball Bearing 6205,USD/unit,4.322,,0
2025-06-30,Ball Bearing 6205,USD/unit,4.374,,0
