bid_id,rfq_id,vendor_id,vendor_name,bid_date,bid_unit_price,bid_total_usd,delivery_days,validity_days,price_delta_pct,archetype
BID-RFQ-0041-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,2024-06-03,493.58,215200.88,47,30,-0.37,conservative
BID-RFQ-0041-V022,RFQ-0041,V022,Andean Precision SRL,2024-06-02,434.37,189385.32,34,30,-12.32,aggressive_bidder
BID-RFQ-0041-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,2024-06-04,454.52,198170.72,16,30,-8.25,aggressive_bidder
BID-RFQ-0041-V017,RFQ-0041,V017,Türk Makina A.Ş.,2024-06-03,443.48,193357.28,14,30,-10.48,aggressive_bidder
BID-RFQ-0041-V004,RFQ-0041,V004,Strömberg Hydraulics AB,2024-06-02,494.69,215684.84,31,30,-0.15,reliable
BID-RFQ-0042-V002,RFQ-0042,V002,Tanaka Electrical KK,2025-02-06,174.29,18997.61,28,30,1.85,conservative
BID-RFQ-0042-V016,RFQ-0042,V016,Precision Arc Systems,2025-02-05,190.42,20755.78,47,30,11.28,volatile
BID-RFQ-0042-V021,RFQ-0042,V021,Helios Micro Systems,2025-02-04,173.8,18944.2,16,30,1.57,conservative
BID-RFQ-0042-V011,RFQ-0042,V011,Solaris Power Components,2025-02-07,163.46,17817.14,43,30,-4.48,volatile
BID-RFQ-0042-V013,RFQ-0042,V013,Vantage Sensors GmbH,2025-02-04,172.59,18812.31,30,30,0.86,conservative
BID-RFQ-0042-V018,RFQ-0042,V018,Guangzhou Mech & Elec Co.,2025-02-06,154.33,16821.97,48,30,-9.81,aggressive_bidder
BID-RFQ-0043-V024,RFQ-0043,V024,BalticTech UAB,2025-02-10,275.96,77544.76,46,30,-2.39,reliable
BID-RFQ-0043-V010,RFQ-0043,V010,Adriatic Fastenings d.o.o.,2025-02-10,246.46,69255.26,31,30,-12.82,aggressive_bidder
BID-RFQ-0043-V017,RFQ-0043,V017,Türk Makina A.Ş.,2025-02-10,251.2,70587.2,13,30,-11.15,aggressive_bidder
BID-RFQ-0043-V022,RFQ-0043,V022,Andean Precision SRL,2025-02-12,243.87,68527.47,54,30,-13.74,aggressive_bidder
BID-RFQ-0043-V001,RFQ-0043,V001,Kovacs Precision GmbH,2025-02-10,284.14,79843.34,12,30,0.51,reliable
BID-RFQ-0043-V007,RFQ-0043,V007,Nakamura Tooling Co.,2025-02-09,284.28,79882.68,36,30,0.55,conservative
BID-RFQ-0043-V004,RFQ-0043,V004,Strömberg Hydraulics AB,2025-02-10,285.9,80337.9,32,30,1.13,reliable
BID-RFQ-0044-V004,RFQ-0044,V004,Strömberg Hydraulics AB,2024-06-12,71.11,9173.19,18,30,-3.77,reliable
BID-RFQ-0044-V024,RFQ-0044,V024,BalticTech UAB,2024-06-13,71.17,9180.93,46,30,-3.69,reliable
BID-RFQ-0044-V009,RFQ-0044,V009,Fischer & Söhne KG,2024-06-13,72.25,9320.25,32,30,-2.22,relationship_focused
BID-RFQ-0044-V022,RFQ-0044,V022,Andean Precision SRL,2024-06-14,66.48,8575.92,22,30,-10.03,aggressive_bidder
BID-RFQ-0044-V017,RFQ-0044,V017,Türk Makina A.Ş.,2024-06-14,68.08,8782.32,12,30,-7.87,aggressive_bidder
BID-RFQ-0044-V007,RFQ-0044,V007,Nakamura Tooling Co.,2024-06-14,77.28,9969.12,23,30,4.59,conservative
BID-RFQ-0044-V019,RFQ-0044,V019,Emerald Isle Castings Ltd,2024-06-14,77.78,10033.62,54,30,5.26,conservative
BID-RFQ-0045-V007,RFQ-0045,V007,Nakamura Tooling Co.,2024-07-17,185.61,18561.0,41,30,4.82,conservative
BID-RFQ-0045-V024,RFQ-0045,V024,BalticTech UAB,2024-07-17,179.6,17960.0,41,30,1.43,reliable
BID-RFQ-0045-V022,RFQ-0045,V022,Andean Precision SRL,2024-07-16,157.08,15708.0,48,30,-11.29,aggressive_bidder
BID-RFQ-0045-V009,RFQ-0045,V009,Fischer & Söhne KG,2024-07-18,170.37,17037.0,11,30,-3.79,relationship_focused
BID-RFQ-0045-V004,RFQ-0045,V004,Strömberg Hydraulics AB,2024-07-15,177.83,17783.0,38,30,0.43,reliable
BID-RFQ-0045-V001,RFQ-0045,V001,Kovacs Precision GmbH,2024-07-15,170.92,17092.0,54,30,-3.48,reliable
BID-RFQ-0045-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,2024-07-16,187.26,18726.0,19,30,5.76,conservative
BID-RFQ-0045-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,2024-07-16,152.53,15253.0,29,30,-13.86,aggressive_bidder
BID-RFQ-0046-V001,RFQ-0046,V001,Kovacs Precision GmbH,2024-04-09,13.18,1212.56,16,30,0.1,reliable
BID-RFQ-0046-V010,RFQ-0046,V010,Adriatic Fastenings d.o.o.,2024-04-08,12.13,1115.96,15,30,-7.85,aggressive_bidder
BID-RFQ-0046-V007,RFQ-0046,V007,Nakamura Tooling Co.,2024-04-06,13.46,1238.32,32,30,2.21,conservative
BID-RFQ-0046-V017,RFQ-0046,V017,Türk Makina A.Ş.,2024-04-06,11.36,1045.12,49,30,-13.75,aggressive_bidder
BID-RFQ-0046-V019,RFQ-0046,V019,Emerald Isle Castings Ltd,2024-04-06,13.61,1252.12,13,30,3.36,conservative
BID-RFQ-0046-V024,RFQ-0046,V024,BalticTech UAB,2024-04-06,13.12,1207.04,55,30,-0.32,reliable
BID-RFQ-0046-V009,RFQ-0046,V009,Fischer & Söhne KG,2024-04-08,12.82,1179.44,54,30,-2.64,relationship_focused
BID-RFQ-0047-V014,RFQ-0047,V014,Coastal Alloys Pty Ltd,2024-07-15,218.58,40874.46,49,30,0.73,relationship_focused
BID-RFQ-0047-V003,RFQ-0047,V003,Patel Alloys Pvt Ltd,2024-07-15,211.43,39537.41,52,30,-2.56,relationship_focused
BID-RFQ-0047-V020,RFQ-0047,V020,Rajasthan Rare Earths Ltd,2024-07-14,214.4,40092.8,52,30,-1.19,relationship_focused
BID-RFQ-0047-V015,RFQ-0047,V015,Nordic Steel AS,2024-07-13,208.89,39062.43,42,30,-3.73,reliable
BID-RFQ-0047-V023,RFQ-0047,V023,Sahara Industrial FZE,2024-07-14,187.96,35148.52,35,30,-13.38,volatile
BID-RFQ-0048-V018,RFQ-0048,V018,Guangzhou Mech & Elec Co.,2024-12-02,584.98,155019.7,16,30,-11.09,aggressive_bidder
BID-RFQ-0048-V002,RFQ-0048,V002,Tanaka Electrical KK,2024-12-03,689.01,182587.65,34,30,4.73,conservative
BID-RFQ-0048-V021,RFQ-0048,V021,Helios Micro Systems,2024-12-03,683.83,181214.95,15,30,3.94,conservative
BID-RFQ-0048-V013,RFQ-0048,V013,Vantage Sensors GmbH,2024-12-02,690.27,182921.55,51,30,4.92,conservative
BID-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,2024-06-12,334.27,166466.46,28,30,1.99,conservative
BID-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,2024-06-12,322.68,160694.64,26,30,-1.55,conservative
BID-RFQ-0049-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,2024-06-12,309.13,153946.74,46,30,-5.68,aggressive_bidder
BID-RFQ-0050-V004,RFQ-0050,V004,Strömberg Hydraulics AB,2024-02-25,211.98,63382.02,13,30,2.77,reliable
BID-RFQ-0050-V010,RFQ-0050,V010,Adriatic Fastenings d.o.o.,2024-02-27,184.57,55186.43,17,30,-10.52,aggressive_bidder
BID-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,2024-02-27,188.31,56304.69,46,30,-8.7,aggressive_bidder
BID-RFQ-0050-V001,RFQ-0050,V001,Kovacs Precision GmbH,2024-02-27,201.13,60137.87,25,30,-2.49,reliable
BID-RFQ-0050-V007,RFQ-0050,V007,Nakamura Tooling Co.,2024-02-26,214.27,64066.73,55,30,3.88,conservative
BID-RFQ-0050-V024,RFQ-0050,V024,BalticTech UAB,2024-02-26,204.26,61073.74,36,30,-0.97,reliable
BID-RFQ-0051-V021,RFQ-0051,V021,Helios Micro Systems,2024-02-02,472.29,135074.94,13,30,0.16,conservative
BID-RFQ-0051-V018,RFQ-0051,V018,Guangzhou Mech & Elec Co.,2024-02-02,413.34,118215.24,32,30,-12.34,aggressive_bidder
BID-RFQ-0051-V013,RFQ-0051,V013,Vantage Sensors GmbH,2024-02-03,484.39,138535.54,37,30,2.73,conservative
BID-RFQ-0052-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,2024-10-08,292.65,81942.0,51,30,-8.86,aggressive_bidder
BID-RFQ-0052-V011,RFQ-0052,V011,Solaris Power Components,2024-10-09,264.24,73987.2,50,30,-17.71,volatile
BID-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,2024-10-09,334.89,93769.2,21,30,4.29,conservative
BID-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,2024-10-10,320.54,89751.2,11,30,-0.18,conservative
BID-RFQ-0053-V011,RFQ-0053,V011,Solaris Power Components,2024-06-26,427.77,100953.72,40,30,-6.95,volatile
BID-RFQ-0053-V002,RFQ-0053,V002,Tanaka Electrical KK,2024-06-26,480.22,113331.92,47,30,4.46,conservative
BID-RFQ-0053-V018,RFQ-0053,V018,Guangzhou Mech & Elec Co.,2024-06-26,434.85,102624.6,50,30,-5.4,aggressive_bidder
BID-RFQ-0053-V013,RFQ-0053,V013,Vantage Sensors GmbH,2024-06-26,474.74,112038.64,46,30,3.27,conservative
BID-RFQ-0053-V016,RFQ-0053,V016,Precision Arc Systems,2024-06-24,524.46,123772.56,36,30,14.09,volatile
BID-RFQ-0053-V021,RFQ-0053,V021,Helios Micro Systems,2024-06-25,465.9,109952.4,44,30,1.35,conservative
BID-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,2025-01-01,135.2,15953.6,43,30,-1.81,conservative
BID-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,2024-12-30,139.78,16494.04,12,30,1.52,volatile
BID-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,2024-12-15,136.02,30468.48,37,30,-9.56,aggressive_bidder
BID-RFQ-0055-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,2024-12-17,172.43,38624.32,46,30,14.64,volatile
BID-RFQ-0055-V021,RFQ-0055,V021,Helios Micro Systems,2024-12-14,149.43,33472.32,16,30,-0.65,conservative
BID-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,2024-12-17,153.89,34471.36,11,30,2.32,conservative
BID-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,2024-12-16,150.94,33810.56,38,30,0.36,conservative
BID-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,2024-12-17,160.27,35900.48,20,30,6.56,volatile
BID-RFQ-0055-V016,RFQ-0055,V016,Precision Arc Systems,2024-12-17,162.75,36456.0,52,30,8.21,volatile
BID-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,2024-06-30,202.72,71762.88,23,30,-15.07,volatile
BID-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,2024-07-02,225.69,79894.26,40,30,-5.45,volatile
BID-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,2024-06-30,214.29,75858.66,30,30,-10.22,aggressive_bidder
BID-RFQ-0057-V024,RFQ-0057,V024,BalticTech UAB,2024-06-15,645.18,107099.88,50,30,-1.12,reliable
BID-RFQ-0057-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,2024-06-18,616.78,102385.48,11,30,-5.47,aggressive_bidder
BID-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,2024-06-15,667.37,110783.42,23,30,2.29,reliable
BID-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,2024-06-15,641.62,106508.92,54,30,-1.66,conservative
BID-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,2024-06-15,646.26,107279.16,14,30,-0.95,conservative
BID-RFQ-0058-V018,RFQ-0058,V018,Guangzhou Mech & Elec Co.,2024-07-27,341.73,63903.51,36,30,-5.28,aggressive_bidder
BID-RFQ-0058-V016,RFQ-0058,V016,Precision Arc Systems,2024-07-26,380.9,71228.3,11,30,5.58,volatile
BID-RFQ-0058-V006,RFQ-0058,V006,Bright Spark Electronics Ltd,2024-07-28,307.18,57442.66,41,30,-14.85,volatile
BID-RFQ-0058-V021,RFQ-0058,V021,Helios Micro Systems,2024-07-28,367.79,68776.73,12,30,1.95,conservative
BID-RFQ-0058-V013,RFQ-0058,V013,Vantage Sensors GmbH,2024-07-27,375.34,70188.58,51,30,4.04,conservative
BID-RFQ-0058-V011,RFQ-0058,V011,Solaris Power Components,2024-07-29,315.12,58927.44,38,30,-12.65,volatile
BID-RFQ-0059-V007,RFQ-0059,V007,Nakamura Tooling Co.,2024-09-08,167.06,53459.2,43,30,2.92,conservative
BID-RFQ-0059-V022,RFQ-0059,V022,Andean Precision SRL,2024-09-09,153.27,49046.4,43,30,-5.57,aggressive_bidder
BID-RFQ-0059-V004,RFQ-0059,V004,Strömberg Hydraulics AB,2024-09-09,155.44,49740.8,48,30,-4.24,reliable
BID-RFQ-0059-V017,RFQ-0059,V017,Türk Makina A.Ş.,2024-09-08,151.59,48508.8,35,30,-6.61,aggressive_bidder
BID-RFQ-0059-V010,RFQ-0059,V010,Adriatic Fastenings d.o.o.,2024-09-09,143.69,45980.8,34,30,-11.48,aggressive_bidder
BID-RFQ-0059-V009,RFQ-0059,V009,Fischer & Söhne KG,2024-09-07,164.54,52652.8,49,30,1.37,relationship_focused
BID-RFQ-0059-V019,RFQ-0059,V019,Emerald Isle Castings Ltd,2024-09-07,165.2,52864.0,35,30,1.77,conservative
BID-RFQ-0059-V001,RFQ-0059,V001,Kovacs Precision GmbH,2024-09-09,163.44,52300.8,45,30,0.69,reliable
BID-RFQ-0060-V024,RFQ-0060,V024,BalticTech UAB,2024-02-26,141.53,19248.08,47,30,-2.11,reliable
BID-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2024-02-27,142.08,19322.88,54,30,-1.73,conservative
BID-RFQ-0060-V017,RFQ-0060,V017,Türk Makina A.Ş.,2024-02-24,137.32,18675.52,44,30,-5.02,aggressive_bidder
BID-RFQ-0060-V007,RFQ-0060,V007,Nakamura Tooling Co.,2024-02-26,143.21,19476.56,50,30,-0.95,conservative
BID-RFQ-0060-V004,RFQ-0060,V004,Strömberg Hydraulics AB,2024-02-26,145.13,19737.68,55,30,0.38,reliable
BID-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,2024-02-26,133.83,18200.88,42,30,-7.44,aggressive_bidder
BID-RFQ-0060-V022,RFQ-0060,V022,Andean Precision SRL,2024-02-24,131.74,17916.64,15,30,-8.89,aggressive_bidder
BID-RFQ-0061-V016,RFQ-0061,V016,Precision Arc Systems,2024-03-12,480.53,165782.85,36,30,-8.53,volatile
BID-RFQ-0061-V002,RFQ-0061,V002,Tanaka Electrical KK,2024-03-10,535.4,184713.0,38,30,1.92,conservative
BID-RFQ-0061-V018,RFQ-0061,V018,Guangzhou Mech & Elec Co.,2024-03-10,468.18,161522.1,42,30,-10.88,aggressive_bidder
BID-RFQ-0061-V013,RFQ-0061,V013,Vantage Sensors GmbH,2024-03-13,541.34,186762.3,46,30,3.05,conservative
BID-RFQ-0062-V018,RFQ-0062,V018,Guangzhou Mech & Elec Co.,2024-06-16,359.51,149196.65,54,30,-9.08,aggressive_bidder
BID-RFQ-0062-V002,RFQ-0062,V002,Tanaka Electrical KK,2024-06-16,397.0,164755.0,42,30,0.4,conservative
BID-RFQ-0062-V011,RFQ-0062,V011,Solaris Power Components,2024-06-16,345.95,143569.25,54,30,-12.51,volatile
BID-RFQ-0062-V013,RFQ-0062,V013,Vantage Sensors GmbH,2024-06-19,397.29,164875.35,20,30,0.47,conservative
BID-RFQ-0063-V007,RFQ-0063,V007,Nakamura Tooling Co.,2024-11-01,229.2,69906.0,39,30,1.15,conservative
BID-RFQ-0063-V019,RFQ-0063,V019,Emerald Isle Castings Ltd,2024-11-01,231.74,70680.7,11,30,2.27,conservative
BID-RFQ-0063-V004,RFQ-0063,V004,Strömberg Hydraulics AB,2024-11-04,226.96,69222.8,22,30,0.16,reliable
BID-RFQ-0063-V022,RFQ-0063,V022,Andean Precision SRL,2024-11-02,201.21,61369.05,21,30,-11.2,aggressive_bidder
BID-RFQ-0063-V001,RFQ-0063,V001,Kovacs Precision GmbH,2024-11-04,218.18,66544.9,42,30,-3.71,reliable
BID-RFQ-0063-V024,RFQ-0063,V024,BalticTech UAB,2024-11-04,226.2,68991.0,38,30,-0.17,reliable
BID-RFQ-0063-V010,RFQ-0063,V010,Adriatic Fastenings d.o.o.,2024-11-02,197.15,60130.75,15,30,-12.99,aggressive_bidder
BID-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,2024-06-03,188.75,54171.25,21,30,-8.23,volatile
BID-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,2024-06-03,195.54,56119.98,18,30,-4.92,volatile
BID-RFQ-0064-V018,RFQ-0064,V018,Guangzhou Mech & Elec Co.,2024-06-02,177.63,50979.81,16,30,-13.63,aggressive_bidder
BID-RFQ-0064-V021,RFQ-0064,V021,Helios Micro Systems,2024-06-03,213.78,61354.86,22,30,3.94,conservative
BID-RFQ-0064-V011,RFQ-0064,V011,Solaris Power Components,2024-06-02,187.3,53755.1,42,30,-8.93,volatile
BID-RFQ-0065-V018,RFQ-0065,V018,Guangzhou Mech & Elec Co.,2024-09-08,162.5,18525.0,39,30,-13.84,aggressive_bidder
BID-RFQ-0065-V021,RFQ-0065,V021,Helios Micro Systems,2024-09-09,189.65,21620.1,41,30,0.56,conservative
BID-RFQ-0065-V006,RFQ-0065,V006,Bright Spark Electronics Ltd,2024-09-07,187.61,21387.54,38,30,-0.52,volatile
BID-RFQ-0065-V013,RFQ-0065,V013,Vantage Sensors GmbH,2024-09-09,189.11,21558.54,44,30,0.27,conservative
BID-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,2025-03-19,129.36,36350.16,42,30,4.67,volatile
BID-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,2025-03-18,129.76,36462.56,39,30,4.99,conservative
BID-RFQ-0066-V011,RFQ-0066,V011,Solaris Power Components,2025-03-18,110.49,31047.69,15,30,-10.6,volatile
BID-RFQ-0066-V013,RFQ-0066,V013,Vantage Sensors GmbH,2025-03-21,129.86,36490.66,20,30,5.07,conservative
BID-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,2025-03-19,107.01,30069.81,38,30,-13.42,aggressive_bidder
BID-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,2024-08-10,285.94,42319.12,48,30,-9.42,volatile
BID-RFQ-0067-V018,RFQ-0067,V018,Guangzhou Mech & Elec Co.,2024-08-13,279.8,41410.4,55,30,-11.36,aggressive_bidder
BID-RFQ-0067-V002,RFQ-0067,V002,Tanaka Electrical KK,2024-08-13,315.99,46766.52,20,30,0.1,conservative
BID-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,2024-08-10,328.47,48613.56,38,30,4.06,conservative
BID-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,2024-08-12,350.54,51879.92,29,30,11.05,volatile
BID-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,2025-02-22,210.42,27144.18,43,30,-1.9,conservative
BID-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,2025-02-21,210.02,27092.58,52,30,-2.09,volatile
BID-RFQ-0068-V002,RFQ-0068,V002,Tanaka Electrical KK,2025-02-24,216.33,27906.57,43,30,0.85,conservative
BID-RFQ-0068-V021,RFQ-0068,V021,Helios Micro Systems,2025-02-24,226.72,29246.88,13,30,5.69,conservative
BID-RFQ-0069-V007,RFQ-0069,V007,Nakamura Tooling Co.,2024-08-15,59.77,15420.66,47,30,-0.94,conservative
BID-RFQ-0069-V017,RFQ-0069,V017,Türk Makina A.Ş.,2024-08-15,54.29,14006.82,29,30,-10.02,aggressive_bidder
BID-RFQ-0069-V019,RFQ-0069,V019,Emerald Isle Castings Ltd,2024-08-12,60.07,15498.06,10,30,-0.44,conservative
BID-RFQ-0069-V004,RFQ-0069,V004,Strömberg Hydraulics AB,2024-08-12,61.51,15869.58,27,30,1.94,reliable
BID-RFQ-0069-V024,RFQ-0069,V024,BalticTech UAB,2024-08-13,58.19,15013.02,53,30,-3.57,reliable
BID-RFQ-0069-V009,RFQ-0069,V009,Fischer & Söhne KG,2024-08-13,57.75,14899.5,49,30,-4.3,relationship_focused
BID-RFQ-0070-V007,RFQ-0070,V007,Nakamura Tooling Co.,2024-05-04,192.29,62109.67,32,30,4.85,conservative
BID-RFQ-0070-V009,RFQ-0070,V009,Fischer & Söhne KG,2024-05-06,183.85,59383.55,39,30,0.25,relationship_focused
BID-RFQ-0070-V022,RFQ-0070,V022,Andean Precision SRL,2024-05-03,170.77,55158.71,42,30,-6.88,aggressive_bidder
BID-RFQ-0070-V004,RFQ-0070,V004,Strömberg Hydraulics AB,2024-05-03,179.95,58123.85,55,30,-1.88,reliable
BID-RFQ-0070-V010,RFQ-0070,V010,Adriatic Fastenings d.o.o.,2024-05-04,164.95,53278.85,36,30,-10.06,aggressive_bidder
BID-RFQ-0070-V024,RFQ-0070,V024,BalticTech UAB,2024-05-04,182.02,58792.46,11,30,-0.75,reliable
BID-RFQ-0070-V001,RFQ-0070,V001,Kovacs Precision GmbH,2024-05-04,176.93,57148.39,39,30,-3.53,reliable
BID-RFQ-0071-V011,RFQ-0071,V011,Solaris Power Components,2025-04-04,204.64,47681.12,42,30,-17.47,volatile
BID-RFQ-0071-V016,RFQ-0071,V016,Precision Arc Systems,2025-04-04,246.82,57509.06,15,30,-0.45,volatile
BID-RFQ-0071-V002,RFQ-0071,V002,Tanaka Electrical KK,2025-04-01,252.22,58767.26,31,30,1.73,conservative
BID-RFQ-0071-V018,RFQ-0071,V018,Guangzhou Mech & Elec Co.,2025-04-01,226.06,52671.98,37,30,-8.83,aggressive_bidder
BID-RFQ-0071-V021,RFQ-0071,V021,Helios Micro Systems,2025-04-02,257.17,59920.61,29,30,3.72,conservative
BID-RFQ-0072-V008,RFQ-0072,V008,Delta Composites Inc.,2024-12-01,187.92,36832.32,23,30,-6.1,aggressive_bidder
BID-RFQ-0072-V014,RFQ-0072,V014,Coastal Alloys Pty Ltd,2024-12-02,188.31,36908.76,23,30,-5.9,relationship_focused
BID-RFQ-0072-V003,RFQ-0072,V003,Patel Alloys Pvt Ltd,2024-11-30,192.97,37822.12,36,30,-3.58,relationship_focused
BID-RFQ-0072-V015,RFQ-0072,V015,Nordic Steel AS,2024-12-02,206.13,40401.48,51,30,3.0,reliable
BID-RFQ-0072-V005,RFQ-0072,V005,Cerro Negro Metals SA,2024-11-30,172.93,33894.28,18,30,-13.59,aggressive_bidder
BID-RFQ-0072-V020,RFQ-0072,V020,Rajasthan Rare Earths Ltd,2024-11-30,202.99,39786.04,19,30,1.43,relationship_focused
BID-RFQ-0072-V012,RFQ-0072,V012,Indra Copper Works,2024-12-02,204.68,40117.28,30,30,2.27,reliable
BID-RFQ-0073-V003,RFQ-0073,V003,Patel Alloys Pvt Ltd,2025-02-09,83.86,16688.14,50,30,-1.57,relationship_focused
BID-RFQ-0073-V012,RFQ-0073,V012,Indra Copper Works,2025-02-12,82.28,16373.72,18,30,-3.43,reliable
BID-RFQ-0073-V005,RFQ-0073,V005,Cerro Negro Metals SA,2025-02-12,75.19,14962.81,39,30,-11.75,aggressive_bidder
BID-RFQ-0073-V020,RFQ-0073,V020,Rajasthan Rare Earths Ltd,2025-02-11,85.76,17066.24,34,30,0.66,relationship_focused
BID-RFQ-0073-V015,RFQ-0073,V015,Nordic Steel AS,2025-02-09,83.28,16572.72,46,30,-2.25,reliable
BID-RFQ-0073-V008,RFQ-0073,V008,Delta Composites Inc.,2025-02-10,75.86,15096.14,45,30,-10.96,aggressive_bidder
BID-RFQ-0074-V010,RFQ-0074,V010,Adriatic Fastenings d.o.o.,2024-03-17,124.57,31017.93,42,30,-9.02,aggressive_bidder
BID-RFQ-0074-V001,RFQ-0074,V001,Kovacs Precision GmbH,2024-03-19,131.74,32803.26,43,30,-3.79,reliable
BID-RFQ-0074-V007,RFQ-0074,V007,Nakamura Tooling Co.,2024-03-20,141.14,35143.86,55,30,3.08,conservative
BID-RFQ-0074-V017,RFQ-0074,V017,Türk Makina A.Ş.,2024-03-18,119.43,29738.07,29,30,-12.77,aggressive_bidder
BID-RFQ-0074-V022,RFQ-0074,V022,Andean Precision SRL,2024-03-17,127.89,31844.61,20,30,-6.6,aggressive_bidder
BID-RFQ-0075-V017,RFQ-0075,V017,Türk Makina A.Ş.,2025-02-03,198.66,17084.76,24,30,-8.27,aggressive_bidder
BID-RFQ-0075-V004,RFQ-0075,V004,Strömberg Hydraulics AB,2025-01-31,213.12,18328.32,55,30,-1.59,reliable
BID-RFQ-0075-V022,RFQ-0075,V022,Andean Precision SRL,2025-01-31,202.55,17419.3,27,30,-6.47,aggressive_bidder
BID-RFQ-0075-V007,RFQ-0075,V007,Nakamura Tooling Co.,2025-02-03,226.2,19453.2,52,30,4.45,conservative
BID-RFQ-0075-V009,RFQ-0075,V009,Fischer & Söhne KG,2025-02-03,203.7,17518.2,25,30,-5.94,relationship_focused
BID-RFQ-0075-V001,RFQ-0075,V001,Kovacs Precision GmbH,2025-02-03,215.67,18547.62,35,30,-0.41,reliable
BID-RFQ-0076-V018,RFQ-0076,V018,Guangzhou Mech & Elec Co.,2024-11-05,413.13,151205.58,45,30,-11.08,aggressive_bidder
BID-RFQ-0076-V011,RFQ-0076,V011,Solaris Power Components,2024-11-04,432.15,158166.9,24,30,-6.99,volatile
BID-RFQ-0076-V002,RFQ-0076,V002,Tanaka Electrical KK,2024-11-04,462.83,169395.78,38,30,-0.38,conservative
BID-RFQ-0076-V021,RFQ-0076,V021,Helios Micro Systems,2024-11-03,481.34,176170.44,35,30,3.6,conservative
BID-RFQ-0076-V006,RFQ-0076,V006,Bright Spark Electronics Ltd,2024-11-03,522.22,191132.52,28,30,12.4,volatile
BID-RFQ-0077-V016,RFQ-0077,V016,Precision Arc Systems,2025-03-28,658.6,128427.0,43,30,0.19,volatile
BID-RFQ-0077-V018,RFQ-0077,V018,Guangzhou Mech & Elec Co.,2025-03-30,584.26,113930.7,54,30,-11.12,aggressive_bidder
BID-RFQ-0077-V013,RFQ-0077,V013,Vantage Sensors GmbH,2025-03-31,675.97,131814.15,45,30,2.83,conservative
BID-RFQ-0077-V021,RFQ-0077,V021,Helios Micro Systems,2025-03-28,696.57,135831.15,32,30,5.97,conservative
BID-RFQ-0078-V018,RFQ-0078,V018,Guangzhou Mech & Elec Co.,2024-08-13,431.58,85021.26,42,30,-8.04,aggressive_bidder
BID-RFQ-0078-V013,RFQ-0078,V013,Vantage Sensors GmbH,2024-08-13,482.53,95058.41,51,30,2.81,conservative
BID-RFQ-0078-V006,RFQ-0078,V006,Bright Spark Electronics Ltd,2024-08-11,458.33,90291.01,29,30,-2.34,volatile
BID-RFQ-0079-V008,RFQ-0079,V008,Delta Composites Inc.,2024-08-05,317.41,45389.63,29,30,-13.14,aggressive_bidder
BID-RFQ-0079-V012,RFQ-0079,V012,Indra Copper Works,2024-08-06,351.68,50290.24,21,30,-3.76,reliable
BID-RFQ-0079-V014,RFQ-0079,V014,Coastal Alloys Pty Ltd,2024-08-07,345.79,49447.97,43,30,-5.38,relationship_focused
BID-RFQ-0079-V015,RFQ-0079,V015,Nordic Steel AS,2024-08-04,349.08,49918.44,19,30,-4.48,reliable
