snapshot_id,vendor_id,vendor_name,month,price_index,on_time_delivery_rate,response_rate,quality_score,bids_won,bids_lost,disputes_raised,capacity_utilization,lead_time_days_avg,defect_rate_ppm
VP-V012-202412,V012,Indra Copper Works,2024-12-01,1.192,0.79,0.87,8.3,2,5,0,65.6,14.6,319.0
VP-V012-202501,V012,Indra Copper Works,2025-01-01,1.21,0.79,0.93,8.3,4,2,0,61.2,41.7,284.0
VP-V012-202502,V012,Indra Copper Works,2025-02-01,1.193,0.8,0.88,8.0,1,2,0,53.4,42.9,381.0
VP-V012-202503,V012,Indra Copper Works,2025-03-01,1.174,0.75,0.94,9.1,2,5,0,60.7,37.6,355.0
VP-V012-202504,V012,Indra Copper Works,2025-04-01,1.191,0.78,0.97,8.3,3,0,0,61.8,43.7,341.0
VP-V012-202505,V012,Indra Copper Works,2025-05-01,1.185,0.8,0.91,8.2,3,6,0,62.8,20.9,200.0
VP-V012-202506,V012,Indra Copper Works,2025-06-01,1.196,0.78,0.97,8.5,3,0,0,60.6,11.7,388.0
VP-V013-202401,V013,Vantage Sensors GmbH,2024-01-01,0.827,0.94,0.89,9.1,2,5,0,54.7,17.0,232.0
VP-V013-202402,V013,Vantage Sensors GmbH,2024-02-01,0.829,0.96,0.94,9.3,3,6,0,57.4,21.1,5.0
VP-V013-202403,V013,Vantage Sensors GmbH,2024-03-01,0.818,0.95,0.88,9.4,1,3,1,63.2,40.6,382.0
VP-V013-202404,V013,Vantage Sensors GmbH,2024-04-01,0.828,0.97,0.95,9.1,4,2,0,54.6,15.4,218.0
VP-V013-202405,V013,Vantage Sensors GmbH,2024-05-01,0.826,0.95,0.95,9.2,0,5,0,58.8,41.6,391.0
VP-V013-202406,V013,Vantage Sensors GmbH,2024-06-01,0.844,0.94,0.81,9.5,2,5,0,51.6,12.3,203.0
VP-V013-202407,V013,Vantage Sensors GmbH,2024-07-01,0.819,0.94,0.97,9.4,0,2,0,54.8,11.4,0.0
VP-V013-202408,V013,Vantage Sensors GmbH,2024-08-01,0.828,0.96,0.87,9.3,1,4,0,57.0,24.2,312.0
VP-V013-202409,V013,Vantage Sensors GmbH,2024-09-01,0.837,0.94,1.0,9.2,4,3,0,57.0,34.6,136.0
VP-V013-202410,V013,Vantage Sensors GmbH,2024-10-01,0.831,0.95,0.93,9.7,3,5,0,51.6,25.6,24.0
VP-V013-202411,V013,Vantage Sensors GmbH,2024-11-01,0.855,0.95,0.91,9.5,3,2,1,54.7,21.1,449.0
VP-V013-202412,V013,Vantage Sensors GmbH,2024-12-01,0.846,0.95,1.0,9.0,3,3,0,60.1,39.5,296.0
VP-V013-202501,V013,Vantage Sensors GmbH,2025-01-01,0.855,0.97,0.94,9.0,0,5,0,58.9,41.3,179.0
VP-V013-202502,V013,Vantage Sensors GmbH,2025-02-01,0.865,0.96,0.92,9.3,2,0,0,51.7,14.2,125.0
VP-V013-202503,V013,Vantage Sensors GmbH,2025-03-01,0.856,0.95,0.89,9.4,0,6,0,61.8,10.5,322.0
VP-V013-202504,V013,Vantage Sensors GmbH,2025-04-01,0.854,0.95,0.87,9.7,1,5,0,55.8,43.9,188.0
VP-V013-202505,V013,Vantage Sensors GmbH,2025-05-01,0.859,0.96,0.96,9.8,0,6,0,54.5,44.6,323.0
VP-V013-202506,V013,Vantage Sensors GmbH,2025-06-01,0.845,0.96,1.0,9.4,4,1,0,59.3,36.1,365.0
VP-V014-202401,V014,Coastal Alloys Pty Ltd,2024-01-01,1.101,0.81,1.0,6.2,1,4,0,89.1,40.0,395.0
VP-V014-202402,V014,Coastal Alloys Pty Ltd,2024-02-01,1.116,0.87,1.0,6.3,2,6,0,89.3,41.2,456.0
VP-V014-202403,V014,Coastal Alloys Pty Ltd,2024-03-01,1.108,0.88,0.98,6.7,0,2,0,92.7,12.5,539.0
VP-V014-202404,V014,Coastal Alloys Pty Ltd,2024-04-01,1.112,0.82,0.98,6.3,1,4,0,87.9,13.6,492.0
VP-V014-202405,V014,Coastal Alloys Pty Ltd,2024-05-01,1.123,0.85,0.98,7.0,0,1,1,91.0,37.0,692.0
VP-V014-202406,V014,Coastal Alloys Pty Ltd,2024-06-01,1.114,0.81,1.0,6.6,1,4,0,95.2,13.6,485.0
VP-V014-202407,V014,Coastal Alloys Pty Ltd,2024-07-01,1.104,0.82,0.95,6.2,0,1,0,87.7,27.0,499.0
VP-V014-202408,V014,Coastal Alloys Pty Ltd,2024-08-01,1.125,0.86,0.9,6.6,0,3,0,94.8,20.8,331.0
VP-V014-202409,V014,Coastal Alloys Pty Ltd,2024-09-01,1.102,0.85,0.92,6.7,4,0,0,89.5,15.4,448.0
VP-V014-202410,V014,Coastal Alloys Pty Ltd,2024-10-01,1.091,0.84,1.0,6.4,4,0,0,96.9,41.5,368.0
VP-V014-202411,V014,Coastal Alloys Pty Ltd,2024-11-01,1.103,0.87,0.89,6.0,4,2,0,83.9,43.6,592.0
VP-V014-202412,V014,Coastal Alloys Pty Ltd,2024-12-01,1.092,0.9,0.93,6.6,0,3,0,96.2,23.2,645.0
VP-V014-202501,V014,Coastal Alloys Pty Ltd,2025-01-01,1.122,0.87,1.0,6.7,0,3,0,93.1,23.9,332.0
VP-V014-202502,V014,Coastal Alloys Pty Ltd,2025-02-01,1.087,0.85,0.95,6.4,0,2,0,92.8,9.5,531.0
VP-V014-202503,V014,Coastal Alloys Pty Ltd,2025-03-01,1.096,0.88,0.9,6.4,2,4,0,87.1,27.8,192.0
VP-V014-202504,V014,Coastal Alloys Pty Ltd,2025-04-01,1.093,0.84,1.0,6.7,2,3,0,85.9,27.2,620.0
VP-V014-202505,V014,Coastal Alloys Pty Ltd,2025-05-01,1.107,0.86,0.95,6.2,3,4,0,88.5,10.8,559.0
VP-V014-202506,V014,Coastal Alloys Pty Ltd,2025-06-01,1.114,0.88,0.94,6.2,0,6,0,90.6,40.4,216.0
VP-V015-202401,V015,Nordic Steel AS,2024-01-01,1.086,0.88,0.87,7.3,4,5,0,64.1,23.3,17.0
VP-V015-202402,V015,Nordic Steel AS,2024-02-01,1.091,0.93,0.92,7.4,1,3,0,66.4,24.2,412.0
VP-V015-202403,V015,Nordic Steel AS,2024-03-01,1.079,0.91,0.88,7.9,3,5,0,68.4,23.2,302.0
VP-V015-202404,V015,Nordic Steel AS,2024-04-01,1.08,0.89,0.83,7.6,2,2,0,72.5,33.1,248.0
VP-V015-202405,V015,Nordic Steel AS,2024-05-01,1.108,0.9,0.84,7.3,3,0,0,59.1,10.2,468.0
VP-V015-202406,V015,Nordic Steel AS,2024-06-01,1.098,0.9,0.84,7.7,3,0,0,62.5,21.2,275.0
VP-V015-202407,V015,Nordic Steel AS,2024-07-01,1.098,0.89,0.85,7.1,1,4,0,70.7,43.4,370.0
VP-V015-202408,V015,Nordic Steel AS,2024-08-01,1.069,0.92,0.8,7.3,4,2,0,69.6,22.6,500.0
VP-V015-202409,V015,Nordic Steel AS,2024-09-01,1.076,0.91,0.86,7.7,3,6,0,69.5,9.0,294.0
VP-V015-202410,V015,Nordic Steel AS,2024-10-01,1.078,0.91,0.79,6.6,2,4,0,70.5,10.9,512.0
VP-V015-202411,V015,Nordic Steel AS,2024-11-01,1.059,0.89,0.87,8.1,4,1,0,68.9,25.3,227.0
VP-V015-202412,V015,Nordic Steel AS,2024-12-01,1.084,0.93,0.81,7.3,0,2,0,66.9,21.0,248.0
VP-V015-202501,V015,Nordic Steel AS,2025-01-01,1.087,0.93,0.86,7.4,2,4,0,67.6,23.3,168.0
VP-V015-202502,V015,Nordic Steel AS,2025-02-01,1.096,0.91,0.83,8.5,4,6,0,70.0,30.3,200.0
VP-V015-202503,V015,Nordic Steel AS,2025-03-01,1.08,0.93,0.85,7.1,4,0,0,72.5,32.0,294.0
VP-V015-202504,V015,Nordic Steel AS,2025-04-01,1.107,0.93,0.82,7.9,2,0,0,69.1,33.7,428.0
VP-V015-202505,V015,Nordic Steel AS,2025-05-01,1.09,0.9,0.81,7.8,2,2,0,67.5,13.9,284.0
VP-V015-202506,V015,Nordic Steel AS,2025-06-01,1.072,0.92,0.94,7.2,1,4,0,68.9,9.6,537.0
VP-V016-202401,V016,Precision Arc Systems,2024-01-01,0.83,0.89,0.55,8.5,0,0,0,85.9,16.7,601.0
VP-V016-202402,V016,Precision Arc Systems,2024-02-01,0.853,0.88,0.57,8.1,3,3,0,82.6,23.2,279.0
VP-V016-202403,V016,Precision Arc Systems,2024-03-01,0.851,0.94,0.51,8.5,2,6,0,86.5,32.6,276.0
VP-V016-202404,V016,Precision Arc Systems,2024-04-01,0.826,0.82,0.62,8.2,0,1,0,77.2,33.5,247.0
VP-V016-202405,V016,Precision Arc Systems,2024-05-01,0.864,0.89,0.55,8.1,0,2,0,79.6,25.4,203.0
VP-V016-202406,V016,Precision Arc Systems,2024-06-01,0.877,0.84,0.62,8.7,4,3,0,85.2,16.7,226.0
VP-V016-202407,V016,Precision Arc Systems,2024-07-01,0.865,0.86,0.51,8.3,4,0,0,76.5,12.3,445.0
VP-V016-202408,V016,Precision Arc Systems,2024-08-01,0.857,0.87,0.57,8.1,4,3,0,83.5,20.6,257.0
VP-V016-202409,V016,Precision Arc Systems,2024-09-01,0.876,0.78,0.57,8.8,1,3,0,77.2,10.0,191.0
VP-V016-202410,V016,Precision Arc Systems,2024-10-01,0.875,0.87,0.58,8.3,1,2,0,83.7,39.8,435.0
VP-V016-202411,V016,Precision Arc Systems,2024-11-01,0.876,0.84,0.59,8.8,2,2,0,80.7,8.0,155.0
VP-V016-202412,V016,Precision Arc Systems,2024-12-01,0.887,0.85,0.45,8.5,3,1,0,79.1,30.0,279.0
VP-V016-202501,V016,Precision Arc Systems,2025-01-01,0.881,0.87,0.6,8.1,1,4,0,83.3,35.6,283.0
VP-V016-202502,V016,Precision Arc Systems,2025-02-01,0.889,0.89,0.51,8.5,2,0,0,79.1,38.7,387.0
VP-V016-202503,V016,Precision Arc Systems,2025-03-01,0.887,0.97,0.55,8.1,3,0,0,81.1,11.0,278.0
VP-V016-202504,V016,Precision Arc Systems,2025-04-01,0.895,0.76,0.51,7.9,2,4,0,85.0,24.6,531.0
VP-V016-202505,V016,Precision Arc Systems,2025-05-01,0.887,0.85,0.56,8.5,3,2,0,77.5,8.6,319.0
VP-V016-202506,V016,Precision Arc Systems,2025-06-01,0.903,0.89,0.57,8.5,2,1,0,70.4,33.5,371.0
VP-V017-202401,V017,Türk Makina A.Ş.,2024-01-01,0.852,0.94,0.64,7.1,2,0,0,96.0,11.0,532.0
VP-V017-202402,V017,Türk Makina A.Ş.,2024-02-01,0.865,0.92,0.65,6.3,3,4,0,88.6,10.0,321.0
VP-V017-202403,V017,Türk Makina A.Ş.,2024-03-01,0.871,0.88,0.66,7.0,2,5,0,89.8,19.7,583.0
VP-V017-202404,V017,Türk Makina A.Ş.,2024-04-01,0.837,0.9,0.61,6.4,1,0,0,87.2,11.3,412.0
VP-V017-202405,V017,Türk Makina A.Ş.,2024-05-01,0.839,0.86,0.58,6.8,4,1,0,83.6,20.3,483.0
VP-V017-202406,V017,Türk Makina A.Ş.,2024-06-01,0.845,0.83,0.63,6.6,1,1,0,90.9,16.7,565.0
VP-V017-202407,V017,Türk Makina A.Ş.,2024-07-01,0.821,0.89,0.64,7.0,1,4,0,90.5,35.8,290.0
VP-V017-202408,V017,Türk Makina A.Ş.,2024-08-01,0.839,0.86,0.7,6.8,0,1,0,97.2,30.9,385.0
VP-V017-202409,V017,Türk Makina A.Ş.,2024-09-01,0.834,0.83,0.56,6.3,3,6,0,90.7,29.0,483.0
VP-V017-202410,V017,Türk Makina A.Ş.,2024-10-01,0.823,0.92,0.63,6.8,4,5,0,96.0,30.7,500.0
VP-V017-202411,V017,Türk Makina A.Ş.,2024-11-01,0.839,0.85,0.54,6.6,2,1,0,88.8,24.8,286.0
VP-V017-202412,V017,Türk Makina A.Ş.,2024-12-01,0.84,0.89,0.64,6.6,2,6,0,90.3,9.1,457.0
VP-V017-202501,V017,Türk Makina A.Ş.,2025-01-01,0.828,0.94,0.65,6.8,4,0,0,92.4,24.2,420.0
VP-V017-202502,V017,Türk Makina A.Ş.,2025-02-01,0.852,0.9,0.62,6.9,0,2,0,85.0,9.9,399.0
VP-V017-202503,V017,Türk Makina A.Ş.,2025-03-01,0.84,0.88,0.64,6.2,0,4,0,87.4,21.6,439.0
VP-V017-202504,V017,Türk Makina A.Ş.,2025-04-01,0.842,0.85,0.71,6.5,4,4,0,93.5,35.1,461.0
VP-V017-202505,V017,Türk Makina A.Ş.,2025-05-01,0.832,0.96,0.59,7.1,0,3,0,93.6,28.7,294.0
VP-V017-202506,V017,Türk Makina A.Ş.,2025-06-01,0.856,0.88,0.66,6.9,1,2,0,89.1,26.1,483.0
VP-V018-202401,V018,Guangzhou Mech & Elec Co.,2024-01-01,0.905,0.75,0.64,7.9,0,3,0,77.6,41.2,277.0
VP-V018-202402,V018,Guangzhou Mech & Elec Co.,2024-02-01,0.875,0.81,0.57,7.8,2,5,0,87.2,31.6,499.0
VP-V018-202403,V018,Guangzhou Mech & Elec Co.,2024-03-01,0.881,0.81,0.51,7.4,0,1,0,85.9,44.7,550.0
VP-V018-202404,V018,Guangzhou Mech & Elec Co.,2024-04-01,0.873,0.8,0.59,7.7,4,4,0,78.8,20.8,389.0
VP-V018-202405,V018,Guangzhou Mech & Elec Co.,2024-05-01,0.882,0.82,0.62,7.6,2,3,0,80.3,19.9,331.0
VP-V018-202406,V018,Guangzhou Mech & Elec Co.,2024-06-01,0.886,0.81,0.58,8.1,4,0,0,84.2,31.6,279.0
VP-V018-202407,V018,Guangzhou Mech & Elec Co.,2024-07-01,0.895,0.81,0.65,7.7,0,2,0,81.6,32.8,392.0
VP-V018-202408,V018,Guangzhou Mech & Elec Co.,2024-08-01,0.867,0.78,0.53,7.6,2,2,0,88.9,31.9,612.0
VP-V018-202409,V018,Guangzhou Mech & Elec Co.,2024-09-01,0.893,0.84,0.5,7.4,4,6,0,78.8,10.1,281.0
VP-V018-202410,V018,Guangzhou Mech & Elec Co.,2024-10-01,0.883,0.8,0.49,7.8,1,2,0,77.7,31.9,361.0
VP-V018-202411,V018,Guangzhou Mech & Elec Co.,2024-11-01,0.91,0.78,0.46,7.5,3,1,0,86.4,42.6,585.0
VP-V018-202412,V018,Guangzhou Mech & Elec Co.,2024-12-01,0.87,0.84,0.57,7.6,2,4,0,92.6,37.1,164.0
VP-V018-202501,V018,Guangzhou Mech & Elec Co.,2025-01-01,0.887,0.84,0.64,7.6,1,5,0,83.2,43.0,297.0
VP-V018-202502,V018,Guangzhou Mech & Elec Co.,2025-02-01,0.887,0.81,0.62,7.5,4,0,0,83.5,23.1,346.0
VP-V018-202503,V018,Guangzhou Mech & Elec Co.,2025-03-01,0.897,0.82,0.5,8.0,2,0,0,78.4,13.8,242.0
VP-V018-202504,V018,Guangzhou Mech & Elec Co.,2025-04-01,0.876,0.88,0.48,8.5,1,2,0,86.2,25.5,317.0
VP-V018-202505,V018,Guangzhou Mech & Elec Co.,2025-05-01,0.882,0.83,0.62,7.8,1,1,0,84.2,18.2,343.0
VP-V018-202506,V018,Guangzhou Mech & Elec Co.,2025-06-01,0.88,0.82,0.58,7.9,0,4,0,84.4,38.7,0.0
VP-V019-202401,V019,Emerald Isle Castings Ltd,2024-01-01,1.108,0.75,0.66,8.3,4,0,0,58.7,40.3,351.0
VP-V019-202402,V019,Emerald Isle Castings Ltd,2024-02-01,1.097,0.74,0.57,8.3,4,1,0,65.6,12.9,364.0
VP-V019-202403,V019,Emerald Isle Castings Ltd,2024-03-01,1.119,0.76,0.57,8.1,1,6,0,65.0,30.7,405.0
VP-V019-202404,V019,Emerald Isle Castings Ltd,2024-04-01,1.126,0.76,0.62,8.3,1,5,0,61.7,22.6,196.0
VP-V019-202405,V019,Emerald Isle Castings Ltd,2024-05-01,1.111,0.75,0.57,8.0,1,3,0,58.6,35.6,283.0
VP-V019-202406,V019,Emerald Isle Castings Ltd,2024-06-01,1.091,0.76,0.6,7.8,3,1,0,64.4,18.8,445.0
VP-V019-202407,V019,Emerald Isle Castings Ltd,2024-07-01,1.096,0.75,0.56,7.7,3,6,0,65.1,32.8,315.0
VP-V019-202408,V019,Emerald Isle Castings Ltd,2024-08-01,1.113,0.74,0.63,7.6,4,3,0,62.0,17.7,377.0
VP-V019-202409,V019,Emerald Isle Castings Ltd,2024-09-01,1.133,0.74,0.45,8.1,3,4,0,69.0,43.7,463.0
VP-V019-202410,V019,Emerald Isle Castings Ltd,2024-10-01,1.121,0.75,0.64,7.7,1,6,0,63.7,40.2,399.0
VP-V019-202411,V019,Emerald Isle Castings Ltd,2024-11-01,1.132,0.79,0.62,7.8,0,5,0,61.7,21.1,120.0
VP-V019-202412,V019,Emerald Isle Castings Ltd,2024-12-01,1.112,0.76,0.57,8.0,0,5,0,58.5,39.3,455.0
VP-V019-202501,V019,Emerald Isle Castings Ltd,2025-01-01,1.122,0.76,0.58,8.0,2,0,0,65.1,17.4,216.0
VP-V019-202502,V019,Emerald Isle Castings Ltd,2025-02-01,1.115,0.76,0.53,7.8,4,1,0,59.9,10.5,437.0
VP-V019-202503,V019,Emerald Isle Castings Ltd,2025-03-01,1.127,0.76,0.64,8.0,1,6,0,63.4,20.3,308.0
VP-V019-202504,V019,Emerald Isle Castings Ltd,2025-04-01,1.128,0.76,0.48,8.0,0,3,0,67.5,26.1,431.0
VP-V019-202505,V019,Emerald Isle Castings Ltd,2025-05-01,1.138,0.78,0.6,8.1,1,3,0,59.3,21.2,276.0
VP-V019-202506,V019,Emerald Isle Castings Ltd,2025-06-01,1.135,0.78,0.59,7.9,0,2,0,61.8,38.9,398.0
VP-V020-202401,V020,Rajasthan Rare Earths Ltd,2024-01-01,0.848,0.83,0.79,6.1,2,6,0,81.1,8.5,608.0
VP-V020-202402,V020,Rajasthan Rare Earths Ltd,2024-02-01,0.859,0.86,0.85,5.8,3,5,0,87.1,35.8,443.0
VP-V020-202403,V020,Rajasthan Rare Earths Ltd,2024-03-01,0.863,0.83,0.74,6.3,3,3,0,84.4,41.4,314.0
VP-V020-202404,V020,Rajasthan Rare Earths Ltd,2024-04-01,0.845,0.87,0.76,6.6,0,2,0,79.3,12.7,481.0
VP-V020-202405,V020,Rajasthan Rare Earths Ltd,2024-05-01,0.852,0.86,0.79,6.1,4,4,0,83.1,36.5,314.0
VP-V020-202406,V020,Rajasthan Rare Earths Ltd,2024-06-01,0.865,0.84,0.81,5.8,1,2,0,72.7,16.1,429.0
VP-V020-202407,V020,Rajasthan Rare Earths Ltd,2024-07-01,0.885,0.87,0.82,6.0,4,3,0,83.0,38.8,506.0
VP-V020-202408,V020,Rajasthan Rare Earths Ltd,2024-08-01,0.842,0.87,0.86,6.3,3,4,0,84.7,31.0,424.0
VP-V020-202409,V020,Rajasthan Rare Earths Ltd,2024-09-01,0.864,0.86,0.8,5.9,4,1,0,83.3,18.1,632.0
VP-V020-202410,V020,Rajasthan Rare Earths Ltd,2024-10-01,0.842,0.82,0.83,6.1,0,4,0,83.6,28.7,463.0
VP-V020-202411,V020,Rajasthan Rare Earths Ltd,2024-11-01,0.854,0.88,0.74,5.9,1,5,0,82.5,26.9,249.0
VP-V020-202412,V020,Rajasthan Rare Earths Ltd,2024-12-01,0.855,0.88,0.82,6.2,2,0,0,77.9,27.7,354.0
VP-V020-202501,V020,Rajasthan Rare Earths Ltd,2025-01-01,0.852,0.84,0.88,6.3,4,4,1,78.5,40.2,452.0
VP-V020-202502,V020,Rajasthan Rare Earths Ltd,2025-02-01,0.863,0.87,0.9,5.8,0,5,0,79.7,21.2,301.0
VP-V020-202503,V020,Rajasthan Rare Earths Ltd,2025-03-01,0.854,0.86,0.87,6.1,0,2,0,81.6,20.1,452.0
VP-V020-202504,V020,Rajasthan Rare Earths Ltd,2025-04-01,0.847,0.89,0.74,6.2,0,6,0,91.0,35.8,429.0
VP-V020-202505,V020,Rajasthan Rare Earths Ltd,2025-05-01,0.855,0.84,0.81,6.5,1,0,0,74.1,19.9,594.0
VP-V020-202506,V020,Rajasthan Rare Earths Ltd,2025-06-01,0.841,0.84,0.8,6.3,1,6,0,76.5,24.7,477.0
VP-V021-202405,V021,Helios Micro Systems,2024-05-01,0.996,0.4,0.02,1.0,3,5,0,85.8,12.1,799.0
VP-V021-202406,V021,Helios Micro Systems,2024-06-01,1.016,0.4,0.04,1.0,3,0,0,84.6,8.7,797.0
VP-V021-202407,V021,Helios Micro Systems,2024-07-01,1.012,0.4,0.0,1.0,1,0,0,83.4,18.8,813.0
VP-V021-202408,V021,Helios Micro Systems,2024-08-01,1.005,0.4,0.0,1.0,3,6,0,86.7,16.6,732.0
VP-V021-202409,V021,Helios Micro Systems,2024-09-01,1.02,0.4,0.0,1.0,1,2,0,91.4,36.7,718.0
VP-V021-202410,V021,Helios Micro Systems,2024-10-01,0.987,0.4,0.07,1.0,2,2,0,80.9,21.0,861.0
VP-V021-202411,V021,Helios Micro Systems,2024-11-01,0.987,0.4,0.0,1.0,3,5,0,83.6,43.3,828.0
VP-V021-202412,V021,Helios Micro Systems,2024-12-01,0.995,0.4,0.0,1.0,2,1,0,88.8,25.9,810.0
VP-V021-202501,V021,Helios Micro Systems,2025-01-01,1.019,0.4,0.08,1.0,4,2,0,84.8,34.6,580.0
VP-V021-202502,V021,Helios Micro Systems,2025-02-01,0.993,0.4,0.0,1.0,0,3,0,82.6,38.2,739.0
VP-V021-202503,V021,Helios Micro Systems,2025-03-01,0.981,0.4,0.04,1.0,4,2,0,78.0,10.0,764.0
VP-V021-202504,V021,Helios Micro Systems,2025-04-01,1.001,0.4,0.06,1.0,2,2,0,91.1,34.3,883.0
VP-V021-202505,V021,Helios Micro Systems,2025-05-01,0.975,0.4,0.0,1.0,1,5,0,89.8,24.0,682.0
VP-V021-202506,V021,Helios Micro Systems,2025-06-01,0.988,0.4,0.0,1.0,2,4,0,91.1,17.4,602.0
VP-V022-202409,V022,Andean Precision SRL,2024-09-01,1.147,0.4,0.06,1.0,0,0,0,63.7,22.4,795.0
VP-V022-202410,V022,Andean Precision SRL,2024-10-01,1.179,0.4,0.0,1.0,4,6,0,72.6,13.1,857.0
VP-V022-202411,V022,Andean Precision SRL,2024-11-01,1.172,0.4,0.0,1.0,0,1,0,67.3,32.8,908.0
VP-V022-202412,V022,Andean Precision SRL,2024-12-01,1.181,0.4,0.05,1.0,3,0,0,64.1,16.0,770.0
VP-V022-202501,V022,Andean Precision SRL,2025-01-01,1.198,0.4,0.03,1.0,2,2,0,67.7,28.6,847.0
VP-V022-202502,V022,Andean Precision SRL,2025-02-01,1.172,0.4,0.01,1.0,4,1,0,68.3,43.1,791.0
VP-V022-202503,V022,Andean Precision SRL,2025-03-01,1.188,0.4,0.0,1.0,2,3,0,67.4,28.8,833.0
VP-V022-202504,V022,Andean Precision SRL,2025-04-01,1.185,0.4,0.0,1.0,4,2,0,61.2,31.7,694.0
VP-V022-202505,V022,Andean Precision SRL,2025-05-01,1.19,0.4,0.0,1.0,1,0,1,59.5,14.1,697.0
VP-V022-202506,V022,Andean Precision SRL,2025-06-01,1.194,0.4,0.03,1.0,4,3,0,65.6,11.5,661.0
VP-V023-202408,V023,Sahara Industrial FZE,2024-08-01,0.944,0.4,0.0,1.0,2,5,0,74.5,49.3,636.0
VP-V023-202409,V023,Sahara Industrial FZE,2024-09-01,0.948,0.4,0.05,1.0,2,5,0,79.1,28.2,576.0
VP-V023-202410,V023,Sahara Industrial FZE,2024-10-01,0.956,0.4,0.0,1.0,0,1,0,69.3,26.6,789.0
VP-V023-202411,V023,Sahara Industrial FZE,2024-11-01,0.931,0.4,0.0,1.0,3,0,0,73.9,48.1,924.0
VP-V023-202412,V023,Sahara Industrial FZE,2024-12-01,0.938,0.4,0.0,1.0,2,5,0,75.8,10.4,674.0
VP-V023-202501,V023,Sahara Industrial FZE,2025-01-01,0.948,0.4,0.06,1.0,4,2,0,75.0,43.3,581.0
VP-V023-202502,V023,Sahara Industrial FZE,2025-02-01,0.943,0.4,0.0,1.0,1,6,0,77.8,17.1,734.0
VP-V023-202503,V023,Sahara Industrial FZE,2025-03-01,0.95,0.4,0.0,1.0,1,6,0,80.0,40.7,864.0
VP-V023-202504,V023,Sahara Industrial FZE,2025-04-01,0.929,0.4,0.0,1.0,0,2,0,76.1,23.1,566.0
VP-V023-202505,V023,Sahara Industrial FZE,2025-05-01,0.941,0.4,0.01,1.0,4,1,0,73.5,11.3,761.0
VP-V023-202506,V023,Sahara Industrial FZE,2025-06-01,0.948,0.4,0.08,1.0,2,3,0,71.2,37.7,840.0
VP-V024-202408,V024,BalticTech UAB,2024-08-01,0.837,0.4,0.04,1.0,4,3,0,69.1,38.3,630.0
VP-V024-202409,V024,BalticTech UAB,2024-09-01,0.838,0.4,0.03,1.0,0,1,0,75.2,31.4,581.0
VP-V024-202410,V024,BalticTech UAB,2024-10-01,0.836,0.4,0.0,1.0,3,3,0,67.5,20.1,802.0
VP-V024-202411,V024,BalticTech UAB,2024-11-01,0.829,0.4,0.06,1.0,4,5,0,75.9,36.2,618.0
VP-V024-202412,V024,BalticTech UAB,2024-12-01,0.82,0.4,0.01,1.0,1,3,0,73.1,40.0,839.0
VP-V024-202501,V024,BalticTech UAB,2025-01-01,0.813,0.4,0.09,1.0,0,4,0,68.4,13.3,823.0
VP-V024-202502,V024,BalticTech UAB,2025-02-01,0.81,0.4,0.01,1.0,2,5,0,70.5,43.0,657.0
VP-V024-202503,V024,BalticTech UAB,2025-03-01,0.803,0.4,0.0,1.0,4,2,0,76.3,16.5,918.0
VP-V024-202504,V024,BalticTech UAB,2025-04-01,0.805,0.4,0.02,1.0,4,2,0,73.9,18.5,829.0
VP-V024-202505,V024,BalticTech UAB,2025-05-01,0.816,0.4,0.04,1.0,4,0,0,70.5,13.4,745.0
VP-V024-202506,V024,BalticTech UAB,2025-06-01,0.816,0.4,0.05,1.0,4,1,0,70.5,30.7,574.0
