eval_id,rfq_id,vendor_id,vendor_name,price_score,delivery_score,quality_score,relationship_score,composite_score,selected
EVAL-RFQ-0044-V009,RFQ-0044,V009,Fischer & Söhne KG,7.11,37.5,82.0,100.0,40.49,True
EVAL-RFQ-0044-V007,RFQ-0044,V007,Nakamura Tooling Co.,0.64,52.17,68.0,75.0,37.01,True
EVAL-RFQ-0044-V019,RFQ-0044,V019,Emerald Isle Castings Ltd,0.0,22.22,80.0,100.0,32.67,True
EVAL-RFQ-0044-V022,RFQ-0044,V022,Andean Precision SRL,14.53,54.55,0.0,40.0,26.17,False
EVAL-RFQ-0044-V024,RFQ-0044,V024,BalticTech UAB,8.5,26.09,0.0,40.0,15.23,False
EVAL-RFQ-0045-V009,RFQ-0045,V009,Fischer & Söhne KG,9.02,100.0,82.0,100.0,60.01,True
EVAL-RFQ-0045-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,0.0,57.89,80.0,100.0,43.37,True
EVAL-RFQ-0045-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,18.55,37.93,83.0,68.0,42.2,True
EVAL-RFQ-0045-V001,RFQ-0045,V001,Kovacs Precision GmbH,8.73,20.37,88.0,100.0,37.2,True
EVAL-RFQ-0045-V004,RFQ-0045,V004,Strömberg Hydraulics AB,5.04,28.95,71.0,89.0,33.8,True
EVAL-RFQ-0045-V007,RFQ-0045,V007,Nakamura Tooling Co.,0.88,26.83,68.0,75.0,29.5,False
EVAL-RFQ-0045-V022,RFQ-0045,V022,Andean Precision SRL,16.12,22.92,0.0,40.0,17.32,False
EVAL-RFQ-0045-V024,RFQ-0045,V024,BalticTech UAB,4.09,26.83,0.0,40.0,13.69,False
EVAL-RFQ-0046-V019,RFQ-0046,V019,Emerald Isle Castings Ltd,0.0,100.0,80.0,100.0,56.0,True
EVAL-RFQ-0046-V010,RFQ-0046,V010,Adriatic Fastenings d.o.o.,10.87,86.67,83.0,68.0,53.75,True
EVAL-RFQ-0046-V001,RFQ-0046,V001,Kovacs Precision GmbH,3.16,81.25,88.0,100.0,53.24,True
EVAL-RFQ-0046-V009,RFQ-0046,V009,Fischer & Söhne KG,5.8,24.07,82.0,100.0,35.94,True
EVAL-RFQ-0046-V017,RFQ-0046,V017,Türk Makina A.Ş.,16.53,26.53,68.0,75.0,35.67,True
EVAL-RFQ-0046-V007,RFQ-0046,V007,Nakamura Tooling Co.,1.1,40.62,68.0,75.0,33.73,False
EVAL-RFQ-0046-V024,RFQ-0046,V024,BalticTech UAB,3.6,23.64,0.0,40.0,12.53,False
EVAL-RFQ-0047-V015,RFQ-0047,V015,Nordic Steel AS,4.43,83.33,75.0,82.0,49.97,True
EVAL-RFQ-0047-V014,RFQ-0047,V014,Coastal Alloys Pty Ltd,0.0,71.43,65.0,100.0,44.43,True
EVAL-RFQ-0047-V003,RFQ-0047,V003,Patel Alloys Pvt Ltd,3.27,67.31,73.0,82.0,44.3,True
EVAL-RFQ-0047-V020,RFQ-0047,V020,Rajasthan Rare Earths Ltd,1.91,67.31,61.0,75.0,40.66,True
EVAL-RFQ-0047-V023,RFQ-0047,V023,Sahara Industrial FZE,14.01,100.0,0.0,40.0,39.6,True
EVAL-RFQ-0048-V018,RFQ-0048,V018,Guangzhou Mech & Elec Co.,15.25,93.75,76.0,100.0,59.43,True
EVAL-RFQ-0048-V002,RFQ-0048,V002,Tanaka Electrical KK,0.18,44.12,85.0,54.0,35.71,True
EVAL-RFQ-0048-V021,RFQ-0048,V021,Helios Micro Systems,0.93,100.0,0.0,40.0,34.37,True
EVAL-RFQ-0048-V013,RFQ-0048,V013,Vantage Sensors GmbH,0.0,29.41,92.0,68.0,34.02,True
EVAL-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,3.47,100.0,85.0,54.0,53.79,True
EVAL-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,0.0,92.86,92.0,68.0,53.06,True
EVAL-RFQ-0049-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,7.52,56.52,76.0,100.0,45.16,True
EVAL-RFQ-0050-V004,RFQ-0050,V004,Strömberg Hydraulics AB,1.07,100.0,71.0,89.0,53.53,True
EVAL-RFQ-0050-V010,RFQ-0050,V010,Adriatic Fastenings d.o.o.,13.86,76.47,83.0,68.0,51.89,True
EVAL-RFQ-0050-V001,RFQ-0050,V001,Kovacs Precision GmbH,6.13,52.0,88.0,100.0,45.65,True
EVAL-RFQ-0050-V007,RFQ-0050,V007,Nakamura Tooling Co.,0.0,23.64,68.0,75.0,28.19,True
EVAL-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,12.12,28.26,0.0,40.0,17.32,True
EVAL-RFQ-0050-V024,RFQ-0050,V024,BalticTech UAB,4.67,36.11,0.0,40.0,16.7,False
EVAL-RFQ-0051-V018,RFQ-0051,V018,Guangzhou Mech & Elec Co.,14.67,40.62,76.0,100.0,43.25,True
EVAL-RFQ-0051-V013,RFQ-0051,V013,Vantage Sensors GmbH,0.0,35.14,92.0,68.0,35.74,True
EVAL-RFQ-0051-V021,RFQ-0051,V021,Helios Micro Systems,2.5,100.0,0.0,40.0,35.0,True
EVAL-RFQ-0052-V011,RFQ-0052,V011,Solaris Power Components,21.1,22.0,84.0,100.0,41.84,True
EVAL-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,0.0,52.38,85.0,54.0,38.11,True
EVAL-RFQ-0052-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,12.61,21.57,76.0,100.0,36.72,True
EVAL-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,4.28,100.0,0.0,40.0,35.71,True
EVAL-RFQ-0053-V011,RFQ-0053,V011,Solaris Power Components,18.44,90.0,84.0,100.0,61.17,True
EVAL-RFQ-0053-V016,RFQ-0053,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0053-V018,RFQ-0053,V018,Guangzhou Mech & Elec Co.,17.09,72.0,76.0,100.0,53.63,True
EVAL-RFQ-0053-V013,RFQ-0053,V013,Vantage Sensors GmbH,9.48,78.26,92.0,68.0,52.47,True
EVAL-RFQ-0053-V002,RFQ-0053,V002,Tanaka Electrical KK,8.44,76.6,85.0,54.0,48.75,True
EVAL-RFQ-0053-V021,RFQ-0053,V021,Helios Micro Systems,11.17,81.82,0.0,40.0,33.01,False
EVAL-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,3.28,27.91,85.0,54.0,32.08,True
EVAL-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,10.75,100.0,85.0,54.0,56.7,True
EVAL-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,7.05,55.0,84.0,100.0,46.12,True
EVAL-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,21.12,29.73,76.0,100.0,42.57,True
EVAL-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,12.46,28.95,92.0,68.0,38.87,True
EVAL-RFQ-0055-V016,RFQ-0055,V016,Precision Arc Systems,5.61,21.15,82.0,100.0,34.99,True
EVAL-RFQ-0055-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,0.0,23.91,85.0,100.0,34.17,False
EVAL-RFQ-0055-V021,RFQ-0055,V021,Helios Micro Systems,13.34,68.75,0.0,40.0,29.96,False
EVAL-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,10.18,100.0,85.0,100.0,61.07,True
EVAL-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,5.05,76.67,76.0,100.0,50.22,True
EVAL-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,0.0,57.5,82.0,100.0,43.65,True
EVAL-RFQ-0057-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,7.58,100.0,83.0,68.0,56.43,True
EVAL-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,3.16,78.57,68.0,75.0,45.94,True
EVAL-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,0.0,47.83,88.0,100.0,41.95,True
EVAL-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,3.86,20.37,80.0,100.0,33.65,True
EVAL-RFQ-0057-V024,RFQ-0057,V024,BalticTech UAB,3.32,22.0,0.0,40.0,11.93,True
EVAL-RFQ-0058-V016,RFQ-0058,V016,Precision Arc Systems,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0058-V006,RFQ-0058,V006,Bright Spark Electronics Ltd,19.35,26.83,85.0,100.0,42.79,True
EVAL-RFQ-0058-V011,RFQ-0058,V011,Solaris Power Components,17.27,28.95,84.0,100.0,42.39,True
EVAL-RFQ-0058-V018,RFQ-0058,V018,Guangzhou Mech & Elec Co.,10.28,30.56,76.0,100.0,38.48,True
EVAL-RFQ-0058-V021,RFQ-0058,V021,Helios Micro Systems,3.44,91.67,0.0,40.0,32.88,True
EVAL-RFQ-0058-V013,RFQ-0058,V013,Vantage Sensors GmbH,1.46,21.57,92.0,68.0,32.25,False
EVAL-RFQ-0059-V010,RFQ-0059,V010,Adriatic Fastenings d.o.o.,13.99,100.0,83.0,68.0,59.0,True
EVAL-RFQ-0059-V019,RFQ-0059,V019,Emerald Isle Castings Ltd,1.11,97.14,80.0,100.0,55.59,True
EVAL-RFQ-0059-V017,RFQ-0059,V017,Türk Makina A.Ş.,9.26,97.14,68.0,75.0,53.95,True
EVAL-RFQ-0059-V001,RFQ-0059,V001,Kovacs Precision GmbH,2.17,75.56,88.0,100.0,51.13,True
EVAL-RFQ-0059-V009,RFQ-0059,V009,Fischer & Söhne KG,1.51,69.39,82.0,100.0,47.82,True
EVAL-RFQ-0059-V004,RFQ-0059,V004,Strömberg Hydraulics AB,6.96,70.83,71.0,89.0,47.13,False
EVAL-RFQ-0059-V007,RFQ-0059,V007,Nakamura Tooling Co.,0.0,79.07,68.0,75.0,44.82,False
EVAL-RFQ-0059-V022,RFQ-0059,V022,Andean Precision SRL,8.25,79.07,0.0,40.0,31.02,False
EVAL-RFQ-0060-V022,RFQ-0060,V022,Andean Precision SRL,9.23,100.0,0.0,40.0,37.69,True
EVAL-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,7.79,35.71,83.0,68.0,37.23,True
EVAL-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2.1,27.78,80.0,100.0,35.17,True
EVAL-RFQ-0060-V017,RFQ-0060,V017,Türk Makina A.Ş.,5.38,34.09,68.0,75.0,33.48,True
EVAL-RFQ-0060-V004,RFQ-0060,V004,Strömberg Hydraulics AB,0.0,27.27,71.0,89.0,31.28,True
EVAL-RFQ-0060-V007,RFQ-0060,V007,Nakamura Tooling Co.,1.32,30.0,68.0,75.0,30.63,False
EVAL-RFQ-0060-V024,RFQ-0060,V024,BalticTech UAB,2.48,31.91,0.0,40.0,14.57,False
EVAL-RFQ-0061-V016,RFQ-0061,V016,Precision Arc Systems,11.23,100.0,82.0,100.0,60.89,True
EVAL-RFQ-0061-V018,RFQ-0061,V018,Guangzhou Mech & Elec Co.,13.51,85.71,76.0,100.0,56.32,True
EVAL-RFQ-0061-V002,RFQ-0061,V002,Tanaka Electrical KK,1.1,94.74,85.0,54.0,51.26,True
EVAL-RFQ-0061-V013,RFQ-0061,V013,Vantage Sensors GmbH,0.0,78.26,92.0,68.0,48.68,True
EVAL-RFQ-0062-V013,RFQ-0062,V013,Vantage Sensors GmbH,0.0,100.0,92.0,68.0,55.2,True
EVAL-RFQ-0062-V011,RFQ-0062,V011,Solaris Power Components,12.92,37.04,84.0,100.0,43.08,True
EVAL-RFQ-0062-V018,RFQ-0062,V018,Guangzhou Mech & Elec Co.,9.51,37.04,76.0,100.0,40.11,True
EVAL-RFQ-0062-V002,RFQ-0062,V002,Tanaka Electrical KK,0.07,47.62,85.0,54.0,36.71,True
EVAL-RFQ-0063-V019,RFQ-0063,V019,Emerald Isle Castings Ltd,0.0,100.0,80.0,100.0,56.0,True
EVAL-RFQ-0063-V010,RFQ-0063,V010,Adriatic Fastenings d.o.o.,14.93,73.33,83.0,68.0,51.37,True
EVAL-RFQ-0063-V004,RFQ-0063,V004,Strömberg Hydraulics AB,2.06,50.0,71.0,89.0,38.93,True
EVAL-RFQ-0063-V001,RFQ-0063,V001,Kovacs Precision GmbH,5.85,26.19,88.0,100.0,37.8,True
EVAL-RFQ-0063-V007,RFQ-0063,V007,Nakamura Tooling Co.,1.1,28.21,68.0,75.0,30.0,True
EVAL-RFQ-0063-V022,RFQ-0063,V022,Andean Precision SRL,13.17,52.38,0.0,40.0,24.98,False
EVAL-RFQ-0063-V024,RFQ-0063,V024,BalticTech UAB,2.39,28.95,0.0,40.0,13.64,False
EVAL-RFQ-0064-V018,RFQ-0064,V018,Guangzhou Mech & Elec Co.,16.91,100.0,76.0,100.0,61.96,True
EVAL-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,8.53,88.89,82.0,100.0,56.48,True
EVAL-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,11.71,76.19,85.0,100.0,54.54,True
EVAL-RFQ-0064-V011,RFQ-0064,V011,Solaris Power Components,12.39,38.1,84.0,100.0,43.18,True
EVAL-RFQ-0064-V021,RFQ-0064,V021,Helios Micro Systems,0.0,72.73,0.0,40.0,25.82,True
EVAL-RFQ-0065-V018,RFQ-0065,V018,Guangzhou Mech & Elec Co.,14.32,97.44,76.0,100.0,60.16,True
EVAL-RFQ-0065-V006,RFQ-0065,V006,Bright Spark Electronics Ltd,1.08,100.0,85.0,100.0,57.43,True
EVAL-RFQ-0065-V013,RFQ-0065,V013,Vantage Sensors GmbH,0.28,86.36,92.0,68.0,51.22,True
EVAL-RFQ-0065-V021,RFQ-0065,V021,Helios Micro Systems,0.0,92.68,0.0,40.0,31.8,True
EVAL-RFQ-0066-V011,RFQ-0066,V011,Solaris Power Components,14.92,100.0,84.0,100.0,62.77,True
EVAL-RFQ-0066-V013,RFQ-0066,V013,Vantage Sensors GmbH,0.0,75.0,92.0,68.0,47.7,True
EVAL-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,17.6,39.47,76.0,100.0,44.08,True
EVAL-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,0.39,35.71,85.0,100.0,37.87,True
EVAL-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,0.08,38.46,0.0,40.0,15.57,True
EVAL-RFQ-0067-V002,RFQ-0067,V002,Tanaka Electrical KK,9.86,100.0,85.0,54.0,56.34,True
EVAL-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,0.0,68.97,85.0,100.0,47.69,True
EVAL-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,18.43,41.67,82.0,100.0,46.27,True
EVAL-RFQ-0067-V018,RFQ-0067,V018,Guangzhou Mech & Elec Co.,20.18,36.36,76.0,100.0,44.18,True
EVAL-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,6.3,52.63,92.0,68.0,43.51,True
EVAL-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,7.19,30.23,92.0,68.0,37.15,True
EVAL-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,7.37,25.0,82.0,100.0,36.85,True
EVAL-RFQ-0068-V021,RFQ-0068,V021,Helios Micro Systems,0.0,100.0,0.0,40.0,34.0,True
EVAL-RFQ-0068-V002,RFQ-0068,V002,Tanaka Electrical KK,4.58,30.23,85.0,54.0,33.3,True
EVAL-RFQ-0069-V019,RFQ-0069,V019,Emerald Isle Castings Ltd,2.34,100.0,80.0,100.0,56.94,True
EVAL-RFQ-0069-V017,RFQ-0069,V017,Türk Makina A.Ş.,11.74,34.48,68.0,75.0,36.14,True
EVAL-RFQ-0069-V009,RFQ-0069,V009,Fischer & Söhne KG,6.11,20.41,82.0,100.0,34.97,True
EVAL-RFQ-0069-V004,RFQ-0069,V004,Strömberg Hydraulics AB,0.0,37.04,71.0,89.0,34.21,True
EVAL-RFQ-0069-V007,RFQ-0069,V007,Nakamura Tooling Co.,2.83,21.28,68.0,75.0,28.61,True
EVAL-RFQ-0069-V024,RFQ-0069,V024,BalticTech UAB,5.4,18.87,0.0,40.0,11.82,False
EVAL-RFQ-0070-V001,RFQ-0070,V001,Kovacs Precision GmbH,7.99,28.21,88.0,100.0,39.26,True
EVAL-RFQ-0070-V010,RFQ-0070,V010,Adriatic Fastenings d.o.o.,14.22,30.56,83.0,68.0,38.25,True
EVAL-RFQ-0070-V009,RFQ-0070,V009,Fischer & Söhne KG,4.39,28.21,82.0,100.0,36.62,True
EVAL-RFQ-0070-V024,RFQ-0070,V024,BalticTech UAB,5.34,100.0,0.0,40.0,36.14,True
EVAL-RFQ-0070-V004,RFQ-0070,V004,Strömberg Hydraulics AB,6.42,20.0,71.0,89.0,31.67,True
EVAL-RFQ-0070-V007,RFQ-0070,V007,Nakamura Tooling Co.,0.0,34.38,68.0,75.0,31.41,False
EVAL-RFQ-0070-V022,RFQ-0070,V022,Andean Precision SRL,11.19,26.19,0.0,40.0,16.33,False
EVAL-RFQ-0071-V016,RFQ-0071,V016,Precision Arc Systems,4.02,100.0,82.0,100.0,58.01,True
EVAL-RFQ-0071-V011,RFQ-0071,V011,Solaris Power Components,20.43,35.71,84.0,100.0,45.68,True
EVAL-RFQ-0071-V018,RFQ-0071,V018,Guangzhou Mech & Elec Co.,12.1,40.54,76.0,100.0,42.2,True
EVAL-RFQ-0071-V002,RFQ-0071,V002,Tanaka Electrical KK,1.92,48.39,85.0,54.0,37.69,True
EVAL-RFQ-0071-V021,RFQ-0071,V021,Helios Micro Systems,0.0,51.72,0.0,40.0,19.52,True
EVAL-RFQ-0072-V005,RFQ-0072,V005,Cerro Negro Metals SA,16.11,100.0,63.0,100.0,59.04,True
EVAL-RFQ-0072-V008,RFQ-0072,V008,Delta Composites Inc.,8.83,78.26,93.0,75.0,53.11,True
EVAL-RFQ-0072-V014,RFQ-0072,V014,Coastal Alloys Pty Ltd,8.65,78.26,65.0,100.0,49.94,True
EVAL-RFQ-0072-V020,RFQ-0072,V020,Rajasthan Rare Earths Ltd,1.52,94.74,61.0,75.0,48.73,True
EVAL-RFQ-0072-V012,RFQ-0072,V012,Indra Copper Works,0.7,60.0,84.0,54.0,40.48,True
EVAL-RFQ-0072-V003,RFQ-0072,V003,Patel Alloys Pvt Ltd,6.38,50.0,73.0,82.0,40.35,False
EVAL-RFQ-0072-V015,RFQ-0072,V015,Nordic Steel AS,0.0,35.29,75.0,82.0,33.79,False
EVAL-RFQ-0073-V012,RFQ-0073,V012,Indra Copper Works,4.06,100.0,84.0,54.0,53.82,True
EVAL-RFQ-0073-V008,RFQ-0073,V008,Delta Composites Inc.,11.54,40.0,93.0,75.0,42.72,True
EVAL-RFQ-0073-V005,RFQ-0073,V005,Cerro Negro Metals SA,12.33,46.15,63.0,100.0,41.38,True
EVAL-RFQ-0073-V015,RFQ-0073,V015,Nordic Steel AS,2.89,39.13,75.0,82.0,36.1,True
EVAL-RFQ-0073-V020,RFQ-0073,V020,Rajasthan Rare Earths Ltd,0.0,52.94,61.0,75.0,35.58,True
EVAL-RFQ-0073-V003,RFQ-0073,V003,Patel Alloys Pvt Ltd,2.22,36.0,73.0,82.0,34.49,False
EVAL-RFQ-0074-V017,RFQ-0074,V017,Türk Makina A.Ş.,15.38,68.97,68.0,75.0,47.94,True
EVAL-RFQ-0074-V001,RFQ-0074,V001,Kovacs Precision GmbH,6.66,46.51,88.0,100.0,44.22,True
EVAL-RFQ-0074-V010,RFQ-0074,V010,Adriatic Fastenings d.o.o.,11.74,47.62,83.0,68.0,42.38,True
EVAL-RFQ-0074-V022,RFQ-0074,V022,Andean Precision SRL,9.39,100.0,0.0,40.0,37.76,True
EVAL-RFQ-0074-V007,RFQ-0074,V007,Nakamura Tooling Co.,0.0,36.36,68.0,75.0,32.01,True
EVAL-RFQ-0075-V009,RFQ-0075,V009,Fischer & Söhne KG,9.95,96.0,82.0,100.0,59.18,True
EVAL-RFQ-0075-V017,RFQ-0075,V017,Türk Makina A.Ş.,12.18,100.0,68.0,75.0,55.97,True
EVAL-RFQ-0075-V001,RFQ-0075,V001,Kovacs Precision GmbH,4.66,68.57,88.0,100.0,50.03,True
EVAL-RFQ-0075-V004,RFQ-0075,V004,Strömberg Hydraulics AB,5.78,43.64,71.0,89.0,38.5,True
EVAL-RFQ-0075-V007,RFQ-0075,V007,Nakamura Tooling Co.,0.0,46.15,68.0,75.0,34.95,True
EVAL-RFQ-0075-V022,RFQ-0075,V022,Andean Precision SRL,10.46,88.89,0.0,40.0,34.85,False
EVAL-RFQ-0076-V011,RFQ-0076,V011,Solaris Power Components,17.25,100.0,84.0,100.0,63.7,True
EVAL-RFQ-0076-V006,RFQ-0076,V006,Bright Spark Electronics Ltd,0.0,85.71,85.0,100.0,52.71,True
EVAL-RFQ-0076-V018,RFQ-0076,V018,Guangzhou Mech & Elec Co.,20.89,53.33,76.0,100.0,49.56,True
EVAL-RFQ-0076-V002,RFQ-0076,V002,Tanaka Electrical KK,11.37,63.16,85.0,54.0,45.9,True
EVAL-RFQ-0076-V021,RFQ-0076,V021,Helios Micro Systems,7.83,68.57,0.0,40.0,27.7,True
EVAL-RFQ-0077-V016,RFQ-0077,V016,Precision Arc Systems,5.45,74.42,82.0,100.0,50.91,True
EVAL-RFQ-0077-V018,RFQ-0077,V018,Guangzhou Mech & Elec Co.,16.12,59.26,76.0,100.0,49.43,True
EVAL-RFQ-0077-V013,RFQ-0077,V013,Vantage Sensors GmbH,2.96,71.11,92.0,68.0,47.72,True
EVAL-RFQ-0077-V021,RFQ-0077,V021,Helios Micro Systems,0.0,100.0,0.0,40.0,34.0,True
EVAL-RFQ-0078-V006,RFQ-0078,V006,Bright Spark Electronics Ltd,5.02,100.0,85.0,100.0,59.01,True
EVAL-RFQ-0078-V018,RFQ-0078,V018,Guangzhou Mech & Elec Co.,10.56,69.05,76.0,100.0,50.14,True
EVAL-RFQ-0078-V013,RFQ-0078,V013,Vantage Sensors GmbH,0.0,56.86,92.0,68.0,42.26,True
EVAL-RFQ-0079-V015,RFQ-0079,V015,Nordic Steel AS,2.59,100.0,75.0,82.0,54.24,True
EVAL-RFQ-0079-V008,RFQ-0079,V008,Delta Composites Inc.,11.43,65.52,93.0,75.0,50.33,True
EVAL-RFQ-0079-V012,RFQ-0079,V012,Indra Copper Works,1.87,90.48,84.0,54.0,50.09,True
EVAL-RFQ-0079-V014,RFQ-0079,V014,Coastal Alloys Pty Ltd,3.51,44.19,65.0,100.0,37.66,True
EVAL-RFQ-0079-V020,RFQ-0079,V020,Rajasthan Rare Earths Ltd,0.67,46.34,61.0,75.0,33.87,True
EVAL-RFQ-0079-V003,RFQ-0079,V003,Patel Alloys Pvt Ltd,0.0,35.19,73.0,82.0,33.36,False
EVAL-RFQ-0080-V009,RFQ-0080,V009,Fischer & Söhne KG,0.0,100.0,82.0,100.0,56.4,True
EVAL-RFQ-0080-V017,RFQ-0080,V017,Türk Makina A.Ş.,12.41,64.29,68.0,75.0,45.35,True
EVAL-RFQ-0080-V019,RFQ-0080,V019,Emerald Isle Castings Ltd,0.97,58.06,80.0,100.0,43.81,True
EVAL-RFQ-0080-V010,RFQ-0080,V010,Adriatic Fastenings d.o.o.,5.21,33.96,83.0,68.0,35.67,True
EVAL-RFQ-0080-V022,RFQ-0080,V022,Andean Precision SRL,5.36,78.26,0.0,40.0,29.62,True
EVAL-RFQ-0080-V024,RFQ-0080,V024,BalticTech UAB,2.73,50.0,0.0,40.0,20.09,False
EVAL-RFQ-0081-V009,RFQ-0081,V009,Fischer & Söhne KG,9.42,52.63,82.0,100.0,45.96,True
EVAL-RFQ-0081-V001,RFQ-0081,V001,Kovacs Precision GmbH,5.96,43.48,88.0,100.0,43.03,True
EVAL-RFQ-0081-V004,RFQ-0081,V004,Strömberg Hydraulics AB,5.82,52.63,71.0,89.0,41.22,True
EVAL-RFQ-0081-V007,RFQ-0081,V007,Nakamura Tooling Co.,3.43,60.61,68.0,75.0,40.65,True
EVAL-RFQ-0081-V022,RFQ-0081,V022,Andean Precision SRL,15.95,100.0,0.0,40.0,40.38,True
EVAL-RFQ-0081-V019,RFQ-0081,V019,Emerald Isle Castings Ltd,0.0,40.82,80.0,100.0,38.24,False
EVAL-RFQ-0081-V024,RFQ-0081,V024,BalticTech UAB,1.02,95.24,0.0,40.0,32.98,False
EVAL-RFQ-0082-V011,RFQ-0082,V011,Solaris Power Components,6.93,100.0,84.0,100.0,59.57,True
EVAL-RFQ-0082-V002,RFQ-0082,V002,Tanaka Electrical KK,4.14,69.57,85.0,54.0,44.92,True
EVAL-RFQ-0082-V006,RFQ-0082,V006,Bright Spark Electronics Ltd,0.05,59.26,85.0,100.0,44.8,True
EVAL-RFQ-0082-V016,RFQ-0082,V016,Precision Arc Systems,17.77,32.65,82.0,100.0,43.3,True
EVAL-RFQ-0082-V013,RFQ-0082,V013,Vantage Sensors GmbH,4.28,42.11,92.0,68.0,39.54,True
EVAL-RFQ-0082-V021,RFQ-0082,V021,Helios Micro Systems,0.0,50.0,0.0,40.0,19.0,False
EVAL-RFQ-0083-V002,RFQ-0083,V002,Tanaka Electrical KK,8.22,100.0,85.0,54.0,55.69,True
EVAL-RFQ-0083-V018,RFQ-0083,V018,Guangzhou Mech & Elec Co.,12.96,37.93,76.0,100.0,41.76,True
EVAL-RFQ-0083-V006,RFQ-0083,V006,Bright Spark Electronics Ltd,0.0,26.83,85.0,100.0,35.05,True
EVAL-RFQ-0084-V009,RFQ-0084,V009,Fischer & Söhne KG,8.45,100.0,82.0,100.0,59.78,True
EVAL-RFQ-0084-V019,RFQ-0084,V019,Emerald Isle Castings Ltd,6.84,63.16,80.0,100.0,47.68,True
EVAL-RFQ-0084-V004,RFQ-0084,V004,Strömberg Hydraulics AB,2.82,57.14,71.0,89.0,41.37,True
EVAL-RFQ-0084-V007,RFQ-0084,V007,Nakamura Tooling Co.,0.0,66.67,68.0,75.0,41.1,True
EVAL-RFQ-0084-V010,RFQ-0084,V010,Adriatic Fastenings d.o.o.,14.5,30.77,83.0,68.0,38.43,True
EVAL-RFQ-0084-V024,RFQ-0084,V024,BalticTech UAB,4.32,29.27,0.0,40.0,14.51,False
EVAL-RFQ-0085-V019,RFQ-0085,V019,Emerald Isle Castings Ltd,0.0,100.0,80.0,100.0,56.0,True
EVAL-RFQ-0085-V001,RFQ-0085,V001,Kovacs Precision GmbH,6.17,72.97,88.0,100.0,51.96,True
EVAL-RFQ-0085-V017,RFQ-0085,V017,Türk Makina A.Ş.,17.98,72.97,68.0,75.0,50.18,True
EVAL-RFQ-0085-V009,RFQ-0085,V009,Fischer & Söhne KG,9.66,61.36,82.0,100.0,48.67,True
EVAL-RFQ-0085-V010,RFQ-0085,V010,Adriatic Fastenings d.o.o.,14.96,54.0,83.0,68.0,45.58,True
EVAL-RFQ-0085-V022,RFQ-0085,V022,Andean Precision SRL,12.58,90.0,0.0,40.0,36.03,False
EVAL-RFQ-0085-V024,RFQ-0085,V024,BalticTech UAB,6.91,90.0,0.0,40.0,33.76,False
EVAL-RFQ-0086-V011,RFQ-0086,V011,Solaris Power Components,7.32,45.83,84.0,100.0,43.48,True
EVAL-RFQ-0086-V006,RFQ-0086,V006,Bright Spark Electronics Ltd,15.58,29.73,85.0,100.0,42.15,True
EVAL-RFQ-0086-V021,RFQ-0086,V021,Helios Micro Systems,0.44,100.0,0.0,40.0,34.18,True
