health_score_id,vendor_id,vendor_name,month,month_index,relationship_arc,payment_reliability_score,win_rate_score,admin_burden_score,forecast_accuracy_score,composite_health_score,trend_3mo,thin_data_flag,alert_flag,alert_reason
HS-V016-202410,V016,Precision Arc Systems,2024-10-01,9,stable,100.0,100.0,66.4,,90.1,improving,False,False,
HS-V017-202410,V017,Türk Makina A.Ş.,2024-10-01,9,stable,100.0,100.0,93.0,,97.9,stable,False,False,
HS-V018-202410,V018,Guangzhou Mech & Elec Co.,2024-10-01,9,collapse,100.0,96.2,92.1,,96.6,stable,False,False,
HS-V019-202410,V019,Emerald Isle Castings Ltd,2024-10-01,9,stable,85.0,100.0,74.3,100.0,88.3,improving,False,False,
HS-V020-202410,V020,Rajasthan Rare Earths Ltd,2024-10-01,9,improving,100.0,100.0,87.5,85.2,94.7,stable,False,False,
HS-V021-202410,V021,Helios Micro Systems,2024-10-01,9,new_proving,98.2,100.0,55.0,,86.0,improving,True,False,
HS-V022-202410,V022,Andean Precision SRL,2024-10-01,9,new_proving,75.0,27.8,75.0,,61.1,declining,True,True,declining_trend
HS-V023-202410,V023,Sahara Industrial FZE,2024-10-01,9,new_proving,91.0,17.9,50.8,,57.7,improving,True,False,
HS-V024-202410,V024,BalticTech UAB,2024-10-01,9,new_proving,100.0,100.0,72.5,,91.9,stable,True,False,
HS-V001-202411,V001,Kovacs Precision GmbH,2024-11-01,10,declining,68.2,100.0,90.0,100.0,86.4,declining,False,False,
HS-V002-202411,V002,Tanaka Electrical KK,2024-11-01,10,stable,60.4,100.0,100.0,100.0,86.1,improving,False,False,
HS-V003-202411,V003,Patel Alloys Pvt Ltd,2024-11-01,10,improving,51.4,100.0,97.1,98.0,82.0,declining,False,False,
HS-V004-202411,V004,Strömberg Hydraulics AB,2024-11-01,10,stable,100.0,100.0,96.1,97.4,98.6,improving,False,False,
HS-V005-202411,V005,Cerro Negro Metals SA,2024-11-01,10,stable,65.2,100.0,94.2,,84.0,stable,False,False,
HS-V006-202411,V006,Bright Spark Electronics Ltd,2024-11-01,10,stable,51.4,100.0,64.3,,69.5,stable,False,False,
HS-V007-202411,V007,Nakamura Tooling Co.,2024-11-01,10,stable,100.0,100.0,71.4,100.0,92.9,improving,False,False,
HS-V008-202411,V008,Delta Composites Inc.,2024-11-01,10,stable,89.8,100.0,100.0,,95.8,declining,False,False,
HS-V009-202411,V009,Fischer & Söhne KG,2024-11-01,10,stable,60.2,100.0,95.6,90.0,83.5,stable,False,False,
HS-V010-202411,V010,Adriatic Fastenings d.o.o.,2024-11-01,10,stable,92.2,100.0,86.1,,92.7,stable,False,False,
HS-V011-202411,V011,Solaris Power Components,2024-11-01,10,stable,100.0,100.0,64.0,,89.4,improving,False,False,
HS-V012-202411,V012,Indra Copper Works,2024-11-01,10,improving,54.4,100.0,87.5,100.0,80.9,declining,False,False,
HS-V013-202411,V013,Vantage Sensors GmbH,2024-11-01,10,stable,61.6,100.0,87.1,100.0,83.3,stable,False,False,
HS-V014-202411,V014,Coastal Alloys Pty Ltd,2024-11-01,10,stable,97.6,100.0,90.8,,96.3,stable,False,False,
HS-V015-202411,V015,Nordic Steel AS,2024-11-01,10,stable,70.6,100.0,85.0,97.6,85.6,declining,False,False,
HS-V016-202411,V016,Precision Arc Systems,2024-11-01,10,stable,100.0,100.0,64.2,,89.5,stable,False,False,
HS-V017-202411,V017,Türk Makina A.Ş.,2024-11-01,10,stable,86.8,100.0,91.2,,92.0,stable,False,False,
HS-V018-202411,V018,Guangzhou Mech & Elec Co.,2024-11-01,10,collapse,94.6,100.0,100.0,,97.8,improving,False,False,
HS-V019-202411,V019,Emerald Isle Castings Ltd,2024-11-01,10,stable,62.8,100.0,77.5,100.0,81.4,stable,False,False,
HS-V020-202411,V020,Rajasthan Rare Earths Ltd,2024-11-01,10,improving,100.0,100.0,89.6,85.2,95.2,improving,False,False,
HS-V021-202411,V021,Helios Micro Systems,2024-11-01,10,new_proving,94.6,100.0,58.8,,85.6,stable,False,False,
HS-V022-202411,V022,Andean Precision SRL,2024-11-01,10,new_proving,75.0,0.0,57.5,,47.8,declining,False,True,score_below_55
HS-V023-202411,V023,Sahara Industrial FZE,2024-11-01,10,new_proving,79.0,41.7,49.4,,59.3,improving,False,False,
HS-V024-202411,V024,BalticTech UAB,2024-11-01,10,new_proving,88.6,88.2,85.0,,87.4,improving,False,False,
HS-V001-202412,V001,Kovacs Precision GmbH,2024-12-01,11,declining,72.4,100.0,95.0,100.0,89.1,declining,False,False,
HS-V002-202412,V002,Tanaka Electrical KK,2024-12-01,11,stable,74.8,100.0,93.6,100.0,89.6,improving,False,False,
HS-V003-202412,V003,Patel Alloys Pvt Ltd,2024-12-01,11,improving,71.2,100.0,96.1,98.0,88.6,declining,False,False,
HS-V004-202412,V004,Strömberg Hydraulics AB,2024-12-01,11,stable,100.0,100.0,95.0,97.4,98.4,stable,False,False,
HS-V005-202412,V005,Cerro Negro Metals SA,2024-12-01,11,stable,92.2,100.0,91.2,,94.2,stable,False,False,
HS-V006-202412,V006,Bright Spark Electronics Ltd,2024-12-01,11,stable,47.8,100.0,67.5,,68.9,declining,False,True,declining_trend
HS-V007-202412,V007,Nakamura Tooling Co.,2024-12-01,11,stable,100.0,100.0,79.3,100.0,94.8,stable,False,False,
HS-V008-202412,V008,Delta Composites Inc.,2024-12-01,11,stable,99.4,100.0,90.8,,97.1,stable,False,False,
HS-V009-202412,V009,Fischer & Söhne KG,2024-12-01,11,stable,75.4,100.0,95.0,90.0,88.6,declining,False,False,
HS-V010-202412,V010,Adriatic Fastenings d.o.o.,2024-12-01,11,stable,81.4,100.0,87.1,,88.6,stable,False,False,
HS-V011-202412,V011,Solaris Power Components,2024-12-01,11,stable,87.4,100.0,72.7,,86.8,stable,False,False,
HS-V012-202412,V012,Indra Copper Works,2024-12-01,11,improving,52.6,100.0,83.9,100.0,79.4,declining,False,False,
HS-V013-202412,V013,Vantage Sensors GmbH,2024-12-01,11,stable,74.2,100.0,83.2,100.0,86.8,declining,False,False,
HS-V014-202412,V014,Coastal Alloys Pty Ltd,2024-12-01,11,stable,97.6,100.0,90.8,,96.3,declining,False,False,
HS-V015-202412,V015,Nordic Steel AS,2024-12-01,11,stable,76.0,100.0,73.9,97.6,84.7,declining,False,False,
HS-V016-202412,V016,Precision Arc Systems,2024-12-01,11,stable,57.4,100.0,69.2,,73.4,declining,False,False,
HS-V017-202412,V017,Türk Makina A.Ş.,2024-12-01,11,stable,95.8,100.0,93.0,,96.2,declining,False,False,
HS-V018-202412,V018,Guangzhou Mech & Elec Co.,2024-12-01,11,collapse,73.6,100.0,100.0,,89.1,stable,False,True,collapse_arc
HS-V019-202412,V019,Emerald Isle Castings Ltd,2024-12-01,11,stable,86.8,100.0,84.4,100.0,91.5,stable,False,False,
HS-V020-202412,V020,Rajasthan Rare Earths Ltd,2024-12-01,11,improving,100.0,100.0,100.0,85.2,97.8,improving,False,False,
HS-V021-202412,V021,Helios Micro Systems,2024-12-01,11,new_proving,100.0,100.0,86.2,,95.9,stable,False,False,
HS-V022-202412,V022,Andean Precision SRL,2024-12-01,11,new_proving,100.0,17.9,54.2,,62.4,declining,False,True,declining_trend
HS-V023-202412,V023,Sahara Industrial FZE,2024-12-01,11,new_proving,92.8,44.1,45.0,,64.4,improving,False,False,
HS-V024-202412,V024,BalticTech UAB,2024-12-01,11,new_proving,95.8,88.2,82.0,,89.5,stable,False,False,
HS-V001-202501,V001,Kovacs Precision GmbH,2025-01-01,12,declining,100.0,100.0,100.0,100.0,100.0,stable,False,False,
HS-V002-202501,V002,Tanaka Electrical KK,2025-01-01,12,stable,61.0,100.0,93.8,100.0,84.8,stable,False,False,
HS-V003-202501,V003,Patel Alloys Pvt Ltd,2025-01-01,12,improving,100.0,100.0,100.0,100.0,100.0,stable,False,False,
HS-V004-202501,V004,Strömberg Hydraulics AB,2025-01-01,12,stable,100.0,100.0,95.0,100.0,98.8,stable,False,False,
HS-V005-202501,V005,Cerro Negro Metals SA,2025-01-01,12,stable,90.4,100.0,94.2,,94.3,stable,False,False,
HS-V006-202501,V006,Bright Spark Electronics Ltd,2025-01-01,12,stable,38.2,100.0,64.6,,64.2,declining,False,True,declining_trend
HS-V007-202501,V007,Nakamura Tooling Co.,2025-01-01,12,stable,95.2,100.0,88.3,100.0,95.4,stable,False,False,
HS-V008-202501,V008,Delta Composites Inc.,2025-01-01,12,stable,100.0,100.0,90.8,,97.3,improving,False,False,
HS-V009-202501,V009,Fischer & Söhne KG,2025-01-01,12,stable,59.8,100.0,94.2,100.0,84.5,declining,False,False,
HS-V010-202501,V010,Adriatic Fastenings d.o.o.,2025-01-01,12,stable,83.8,100.0,92.1,,91.0,stable,False,False,
HS-V011-202501,V011,Solaris Power Components,2025-01-01,12,stable,80.8,100.0,72.1,,83.9,declining,False,False,
HS-V012-202501,V012,Indra Copper Works,2025-01-01,12,improving,71.8,100.0,87.1,100.0,86.9,declining,False,False,
HS-V013-202501,V013,Vantage Sensors GmbH,2025-01-01,12,stable,100.0,100.0,82.9,100.0,95.7,declining,False,False,
HS-V014-202501,V014,Coastal Alloys Pty Ltd,2025-01-01,12,stable,100.0,100.0,89.0,,96.8,stable,False,False,
HS-V015-202501,V015,Nordic Steel AS,2025-01-01,12,stable,75.4,100.0,71.4,75.1,80.5,declining,False,False,
HS-V016-202501,V016,Precision Arc Systems,2025-01-01,12,stable,89.8,100.0,68.0,,86.4,declining,False,False,
HS-V017-202501,V017,Türk Makina A.Ş.,2025-01-01,12,stable,98.8,100.0,100.0,,99.5,declining,False,False,
HS-V018-202501,V018,Guangzhou Mech & Elec Co.,2025-01-01,12,collapse,82.0,92.9,100.0,,90.5,declining,False,True,collapse_arc
HS-V019-202501,V019,Emerald Isle Castings Ltd,2025-01-01,12,stable,89.8,100.0,90.0,100.0,93.9,stable,False,False,
HS-V020-202501,V020,Rajasthan Rare Earths Ltd,2025-01-01,12,improving,100.0,100.0,100.0,97.5,99.6,improving,False,False,
HS-V021-202501,V021,Helios Micro Systems,2025-01-01,12,new_proving,90.4,100.0,85.2,,91.7,improving,False,False,
HS-V022-202501,V022,Andean Precision SRL,2025-01-01,12,new_proving,100.0,14.7,63.1,,64.1,declining,False,True,declining_trend
HS-V023-202501,V023,Sahara Industrial FZE,2025-01-01,12,new_proving,95.8,55.6,51.7,,71.0,improving,False,False,
HS-V024-202501,V024,BalticTech UAB,2025-01-01,12,new_proving,77.8,100.0,85.0,,86.4,stable,False,False,
HS-V001-202502,V001,Kovacs Precision GmbH,2025-02-01,13,declining,100.0,100.0,85.0,100.0,96.2,improving,False,False,
HS-V002-202502,V002,Tanaka Electrical KK,2025-02-01,13,stable,86.8,100.0,94.0,100.0,93.9,stable,False,False,
HS-V003-202502,V003,Patel Alloys Pvt Ltd,2025-02-01,13,improving,100.0,100.0,100.0,100.0,100.0,improving,False,False,
HS-V004-202502,V004,Strömberg Hydraulics AB,2025-02-01,13,stable,100.0,100.0,100.0,100.0,100.0,stable,False,False,
HS-V005-202502,V005,Cerro Negro Metals SA,2025-02-01,13,stable,100.0,100.0,88.3,,96.6,improving,False,False,
HS-V006-202502,V006,Bright Spark Electronics Ltd,2025-02-01,13,stable,83.8,100.0,68.0,,83.9,declining,False,False,
HS-V007-202502,V007,Nakamura Tooling Co.,2025-02-01,13,stable,84.4,100.0,94.2,100.0,93.1,stable,False,False,
HS-V008-202502,V008,Delta Composites Inc.,2025-02-01,13,stable,100.0,100.0,81.7,,94.6,improving,False,False,
HS-V009-202502,V009,Fischer & Söhne KG,2025-02-01,13,stable,98.8,100.0,93.0,100.0,97.8,stable,False,False,
HS-V010-202502,V010,Adriatic Fastenings d.o.o.,2025-02-01,13,stable,73.6,100.0,100.0,,89.1,declining,False,False,
HS-V011-202502,V011,Solaris Power Components,2025-02-01,13,stable,91.0,100.0,73.2,,88.4,declining,False,False,
HS-V012-202502,V012,Indra Copper Works,2025-02-01,13,improving,94.6,100.0,81.7,100.0,93.5,declining,False,False,
HS-V013-202502,V013,Vantage Sensors GmbH,2025-02-01,13,stable,100.0,100.0,87.7,100.0,96.9,improving,False,False,
HS-V014-202502,V014,Coastal Alloys Pty Ltd,2025-02-01,13,stable,100.0,100.0,100.0,,100.0,stable,False,False,
HS-V015-202502,V015,Nordic Steel AS,2025-02-01,13,stable,94.6,100.0,63.3,75.1,85.2,declining,False,False,
HS-V016-202502,V016,Precision Arc Systems,2025-02-01,13,stable,20.2,100.0,69.4,,58.1,declining,False,True,declining_trend
HS-V017-202502,V017,Türk Makina A.Ş.,2025-02-01,13,stable,100.0,100.0,100.0,,100.0,stable,False,False,
HS-V018-202502,V018,Guangzhou Mech & Elec Co.,2025-02-01,13,collapse,93.4,87.8,100.0,,93.7,declining,False,True,collapse_arc
HS-V019-202502,V019,Emerald Isle Castings Ltd,2025-02-01,13,stable,100.0,100.0,84.3,100.0,96.1,improving,False,False,
HS-V020-202502,V020,Rajasthan Rare Earths Ltd,2025-02-01,13,improving,75.0,100.0,100.0,97.5,90.9,stable,False,False,
HS-V021-202502,V021,Helios Micro Systems,2025-02-01,13,new_proving,89.8,100.0,82.3,,90.6,improving,False,False,
HS-V022-202502,V022,Andean Precision SRL,2025-02-01,13,new_proving,100.0,15.6,75.0,,67.8,improving,False,False,
HS-V023-202502,V023,Sahara Industrial FZE,2025-02-01,13,new_proving,100.0,62.5,60.0,,77.2,improving,False,False,
HS-V024-202502,V024,BalticTech UAB,2025-02-01,13,new_proving,92.8,83.3,78.0,,85.7,stable,False,False,
HS-V001-202503,V001,Kovacs Precision GmbH,2025-03-01,14,declining,100.0,100.0,77.5,100.0,94.4,improving,False,False,
HS-V002-202503,V002,Tanaka Electrical KK,2025-03-01,14,stable,100.0,100.0,95.9,100.0,99.0,stable,False,False,
HS-V003-202503,V003,Patel Alloys Pvt Ltd,2025-03-01,14,improving,100.0,100.0,88.3,100.0,97.1,improving,False,False,
HS-V004-202503,V004,Strömberg Hydraulics AB,2025-03-01,14,stable,100.0,100.0,92.1,100.0,98.0,stable,False,False,
HS-V005-202503,V005,Cerro Negro Metals SA,2025-03-01,14,stable,100.0,100.0,100.0,,100.0,improving,False,False,
HS-V006-202503,V006,Bright Spark Electronics Ltd,2025-03-01,14,stable,64.0,100.0,67.9,,75.7,stable,False,False,
HS-V007-202503,V007,Nakamura Tooling Co.,2025-03-01,14,stable,55.6,100.0,95.0,100.0,83.2,stable,False,False,
HS-V008-202503,V008,Delta Composites Inc.,2025-03-01,14,stable,86.8,100.0,100.0,,94.6,stable,False,False,
HS-V009-202503,V009,Fischer & Söhne KG,2025-03-01,14,stable,84.4,100.0,87.1,100.0,91.3,stable,False,False,
HS-V010-202503,V010,Adriatic Fastenings d.o.o.,2025-03-01,14,stable,90.4,100.0,96.1,,94.9,stable,False,False,
HS-V011-202503,V011,Solaris Power Components,2025-03-01,14,stable,86.2,100.0,67.7,,84.8,declining,False,False,
HS-V012-202503,V012,Indra Copper Works,2025-03-01,14,improving,73.6,100.0,88.3,100.0,87.8,improving,False,False,
HS-V013-202503,V013,Vantage Sensors GmbH,2025-03-01,14,stable,100.0,100.0,93.4,100.0,98.4,improving,False,False,
HS-V014-202503,V014,Coastal Alloys Pty Ltd,2025-03-01,14,stable,100.0,100.0,81.7,,94.6,stable,False,False,
HS-V015-202503,V015,Nordic Steel AS,2025-03-01,14,stable,95.8,100.0,81.7,75.1,90.2,stable,False,False,
HS-V016-202503,V016,Precision Arc Systems,2025-03-01,14,stable,64.0,100.0,67.7,,75.7,declining,False,False,
HS-V017-202503,V017,Türk Makina A.Ş.,2025-03-01,14,stable,100.0,97.2,95.6,,97.9,improving,False,False,
HS-V018-202503,V018,Guangzhou Mech & Elec Co.,2025-03-01,14,collapse,100.0,75.0,96.1,,91.5,stable,False,True,collapse_arc
HS-V019-202503,V019,Emerald Isle Castings Ltd,2025-03-01,14,stable,100.0,100.0,81.9,100.0,95.5,improving,False,False,
HS-V020-202503,V020,Rajasthan Rare Earths Ltd,2025-03-01,14,improving,75.0,83.3,100.0,97.5,86.7,declining,False,False,
HS-V021-202503,V021,Helios Micro Systems,2025-03-01,14,new_proving,62.8,100.0,76.2,,77.7,stable,False,False,
HS-V022-202503,V022,Andean Precision SRL,2025-03-01,14,new_proving,100.0,44.1,78.0,,77.1,improving,False,False,
HS-V023-202503,V023,Sahara Industrial FZE,2025-03-01,14,new_proving,100.0,62.5,61.7,,77.7,improving,False,False,
HS-V024-202503,V024,BalticTech UAB,2025-03-01,14,new_proving,82.0,100.0,89.3,,89.4,stable,False,False,
HS-V001-202504,V001,Kovacs Precision GmbH,2025-04-01,15,declining,98.2,100.0,64.0,100.0,90.4,stable,False,False,
HS-V002-202504,V002,Tanaka Electrical KK,2025-04-01,15,stable,91.6,100.0,92.6,95.9,94.6,improving,False,False,
HS-V003-202504,V003,Patel Alloys Pvt Ltd,2025-04-01,15,improving,100.0,100.0,65.0,100.0,91.2,improving,False,False,
HS-V004-202504,V004,Strömberg Hydraulics AB,2025-04-01,15,stable,100.0,100.0,90.8,100.0,97.7,stable,False,False,
HS-V005-202504,V005,Cerro Negro Metals SA,2025-04-01,15,stable,100.0,100.0,100.0,,100.0,improving,False,False,
HS-V006-202504,V006,Bright Spark Electronics Ltd,2025-04-01,15,stable,56.2,100.0,70.0,,73.1,improving,False,False,
HS-V007-202504,V007,Nakamura Tooling Co.,2025-04-01,15,stable,77.8,100.0,100.0,81.7,89.5,declining,False,False,
HS-V008-202504,V008,Delta Composites Inc.,2025-04-01,15,stable,91.0,100.0,100.0,,96.3,stable,False,False,
HS-V009-202504,V009,Fischer & Söhne KG,2025-04-01,15,stable,100.0,100.0,88.8,100.0,97.2,improving,False,False,
HS-V010-202504,V010,Adriatic Fastenings d.o.o.,2025-04-01,15,stable,79.6,100.0,95.6,,90.3,stable,False,False,
HS-V011-202504,V011,Solaris Power Components,2025-04-01,15,stable,83.2,100.0,65.8,,83.0,stable,False,False,
HS-V012-202504,V012,Indra Copper Works,2025-04-01,15,improving,82.0,100.0,65.0,100.0,85.0,improving,False,False,
HS-V013-202504,V013,Vantage Sensors GmbH,2025-04-01,15,stable,100.0,100.0,95.2,100.0,98.8,improving,False,False,
HS-V014-202504,V014,Coastal Alloys Pty Ltd,2025-04-01,15,stable,75.0,100.0,45.0,,73.5,declining,False,False,
HS-V015-202504,V015,Nordic Steel AS,2025-04-01,15,stable,100.0,100.0,100.0,84.9,97.7,improving,False,False,
HS-V016-202504,V016,Precision Arc Systems,2025-04-01,15,stable,7.6,100.0,66.3,,52.1,declining,False,True,score_below_55
HS-V017-202504,V017,Türk Makina A.Ş.,2025-04-01,15,stable,100.0,97.2,88.8,,95.9,stable,False,False,
HS-V018-202504,V018,Guangzhou Mech & Elec Co.,2025-04-01,15,collapse,66.4,81.5,91.2,,78.2,declining,False,True,collapse_arc
HS-V019-202504,V019,Emerald Isle Castings Ltd,2025-04-01,15,stable,100.0,100.0,79.2,100.0,94.8,improving,False,False,
HS-V020-202504,V020,Rajasthan Rare Earths Ltd,2025-04-01,15,improving,75.0,62.5,100.0,100.0,81.9,declining,False,False,
HS-V021-202504,V021,Helios Micro Systems,2025-04-01,15,new_proving,86.2,100.0,72.2,,86.2,declining,False,False,
HS-V022-202504,V022,Andean Precision SRL,2025-04-01,15,new_proving,100.0,73.5,75.6,,85.0,improving,False,False,
HS-V023-202504,V023,Sahara Industrial FZE,2025-04-01,15,new_proving,75.0,93.8,65.0,,77.6,improving,False,False,
HS-V024-202504,V024,BalticTech UAB,2025-04-01,15,new_proving,94.6,100.0,83.8,,93.0,stable,False,False,
HS-V001-202505,V001,Kovacs Precision GmbH,2025-05-01,16,declining,100.0,100.0,67.5,100.0,91.9,stable,False,False,
HS-V002-202505,V002,Tanaka Electrical KK,2025-05-01,16,stable,76.0,100.0,92.6,95.9,89.1,improving,False,False,
HS-V003-202505,V003,Patel Alloys Pvt Ltd,2025-05-01,16,improving,74.8,100.0,76.7,100.0,85.3,declining,False,False,
HS-V004-202505,V004,Strömberg Hydraulics AB,2025-05-01,16,stable,100.0,100.0,90.8,100.0,97.7,stable,False,False,
HS-V005-202505,V005,Cerro Negro Metals SA,2025-05-01,16,stable,100.0,100.0,100.0,,100.0,improving,False,False,
HS-V006-202505,V006,Bright Spark Electronics Ltd,2025-05-01,16,stable,70.0,100.0,67.1,,78.0,improving,False,False,
HS-V007-202505,V007,Nakamura Tooling Co.,2025-05-01,16,stable,74.8,100.0,90.0,81.7,85.9,declining,False,False,
HS-V008-202505,V008,Delta Composites Inc.,2025-05-01,16,stable,94.0,100.0,88.3,,94.1,stable,False,False,
HS-V009-202505,V009,Fischer & Söhne KG,2025-05-01,16,stable,100.0,100.0,86.1,100.0,96.5,improving,False,False,
HS-V010-202505,V010,Adriatic Fastenings d.o.o.,2025-05-01,16,stable,47.8,100.0,86.1,,74.4,declining,False,False,
HS-V011-202505,V011,Solaris Power Components,2025-05-01,16,stable,86.8,100.0,63.0,,83.7,stable,False,False,
HS-V012-202505,V012,Indra Copper Works,2025-05-01,16,improving,67.0,100.0,88.3,100.0,85.5,stable,False,False,
HS-V013-202505,V013,Vantage Sensors GmbH,2025-05-01,16,stable,100.0,100.0,98.3,100.0,99.6,improving,False,False,
HS-V014-202505,V014,Coastal Alloys Pty Ltd,2025-05-01,16,stable,100.0,100.0,81.7,,94.6,declining,False,False,
HS-V015-202505,V015,Nordic Steel AS,2025-05-01,16,stable,100.0,100.0,100.0,84.9,97.7,improving,False,False,
HS-V016-202505,V016,Precision Arc Systems,2025-05-01,16,stable,73.0,100.0,65.0,,78.6,declining,False,False,
HS-V017-202505,V017,Türk Makina A.Ş.,2025-05-01,16,stable,100.0,100.0,88.8,,96.7,stable,False,False,
HS-V018-202505,V018,Guangzhou Mech & Elec Co.,2025-05-01,16,collapse,87.4,78.1,91.2,,85.8,declining,False,True,collapse_arc
HS-V019-202505,V019,Emerald Isle Castings Ltd,2025-05-01,16,stable,96.4,100.0,92.2,100.0,96.8,stable,False,False,
HS-V020-202505,V020,Rajasthan Rare Earths Ltd,2025-05-01,16,improving,100.0,41.7,88.3,100.0,82.5,declining,False,False,
HS-V021-202505,V021,Helios Micro Systems,2025-05-01,16,new_proving,73.0,100.0,71.8,,80.6,declining,False,False,
HS-V022-202505,V022,Andean Precision SRL,2025-05-01,16,new_proving,100.0,73.5,71.1,,83.7,improving,False,False,
HS-V023-202505,V023,Sahara Industrial FZE,2025-05-01,16,new_proving,100.0,83.3,55.0,,81.9,improving,False,False,
HS-V024-202505,V024,BalticTech UAB,2025-05-01,16,new_proving,67.6,100.0,91.0,,84.0,stable,False,False,
HS-V001-202506,V001,Kovacs Precision GmbH,2025-06-01,17,declining,100.0,100.0,78.3,100.0,94.6,declining,False,False,
HS-V002-202506,V002,Tanaka Electrical KK,2025-06-01,17,stable,45.4,100.0,93.8,95.9,78.7,declining,False,False,
HS-V003-202506,V003,Patel Alloys Pvt Ltd,2025-06-01,17,improving,86.8,100.0,88.3,100.0,92.5,declining,False,False,
HS-V004-202506,V004,Strömberg Hydraulics AB,2025-06-01,17,stable,98.8,100.0,93.9,100.0,98.1,stable,False,False,
HS-V005-202506,V005,Cerro Negro Metals SA,2025-06-01,17,stable,75.0,83.3,100.0,,84.8,stable,False,False,
HS-V006-202506,V006,Bright Spark Electronics Ltd,2025-06-01,17,stable,98.8,100.0,66.7,,89.7,improving,False,False,
HS-V007-202506,V007,Nakamura Tooling Co.,2025-06-01,17,stable,100.0,100.0,89.6,81.7,94.7,stable,False,False,
HS-V008-202506,V008,Delta Composites Inc.,2025-06-01,17,stable,100.0,100.0,88.3,,96.6,stable,False,False,
HS-V009-202506,V009,Fischer & Söhne KG,2025-06-01,17,stable,35.8,100.0,87.3,100.0,74.3,stable,False,False,
HS-V010-202506,V010,Adriatic Fastenings d.o.o.,2025-06-01,17,stable,73.0,100.0,86.8,,85.0,declining,False,False,
HS-V011-202506,V011,Solaris Power Components,2025-06-01,17,stable,56.8,100.0,65.8,,72.1,declining,False,False,
HS-V012-202506,V012,Indra Copper Works,2025-06-01,17,improving,76.0,100.0,100.0,100.0,91.6,stable,False,False,
HS-V013-202506,V013,Vantage Sensors GmbH,2025-06-01,17,stable,100.0,100.0,96.7,100.0,99.2,stable,False,False,
HS-V014-202506,V014,Coastal Alloys Pty Ltd,2025-06-01,17,stable,88.6,100.0,100.0,,95.3,declining,False,False,
HS-V015-202506,V015,Nordic Steel AS,2025-06-01,17,stable,100.0,100.0,100.0,84.9,97.7,improving,False,False,
HS-V016-202506,V016,Precision Arc Systems,2025-06-01,17,stable,65.8,100.0,62.5,,74.9,declining,False,False,
HS-V017-202506,V017,Türk Makina A.Ş.,2025-06-01,17,stable,100.0,100.0,87.8,,96.4,stable,False,False,
HS-V018-202506,V018,Guangzhou Mech & Elec Co.,2025-06-01,17,collapse,67.0,61.1,93.0,,72.9,declining,False,True,collapse_arc
HS-V019-202506,V019,Emerald Isle Castings Ltd,2025-06-01,17,stable,89.2,100.0,96.8,100.0,95.4,stable,False,False,
HS-V020-202506,V020,Rajasthan Rare Earths Ltd,2025-06-01,17,improving,100.0,83.3,88.3,100.0,92.9,declining,False,False,
HS-V021-202506,V021,Helios Micro Systems,2025-06-01,17,new_proving,68.8,100.0,73.2,,79.3,declining,False,False,
HS-V022-202506,V022,Andean Precision SRL,2025-06-01,17,new_proving,100.0,65.8,53.8,,76.3,improving,False,False,
HS-V023-202506,V023,Sahara Industrial FZE,2025-06-01,17,new_proving,100.0,83.3,50.0,,80.4,improving,False,False,
HS-V024-202506,V024,BalticTech UAB,2025-06-01,17,new_proving,83.8,75.0,83.3,,81.1,stable,False,False,
