eval_id,rfq_id,vendor_id,vendor_name,bid_total_usd,delivery_days,price_score,delivery_score,quality_score,relationship_score,composite_score,selected,month_index
EVAL-RFQ-0039-V004,RFQ-0039,V004,Strömberg Hydraulics AB,33434.2,11,9.61,100.0,93.0,100.0,62.45,True,3
EVAL-RFQ-0039-V001,RFQ-0039,V001,Kovacs Precision GmbH,33064.26,15,10.61,73.33,91.0,100.0,54.45,True,3
EVAL-RFQ-0039-V009,RFQ-0039,V009,Fischer & Söhne KG,33769.24,46,8.71,23.91,89.0,100.0,38.46,True,3
EVAL-RFQ-0039-V017,RFQ-0039,V017,Türk Makina A.Ş.,31301.81,38,15.38,28.95,73.0,61.0,35.54,True,3
EVAL-RFQ-0039-V007,RFQ-0039,V007,Nakamura Tooling Co.,36990.51,50,0.0,22.0,92.0,96.0,34.6,True,3
EVAL-RFQ-0039-V019,RFQ-0039,V019,Emerald Isle Castings Ltd,36034.25,54,2.59,20.37,87.0,75.0,32.05,False,3
EVAL-RFQ-0040-V006,RFQ-0040,V006,Bright Spark Electronics Ltd,94659.84,18,23.0,100.0,72.0,61.0,59.7,True,3
EVAL-RFQ-0040-V013,RFQ-0040,V013,Vantage Sensors GmbH,115346.76,39,6.17,46.15,88.0,89.0,42.81,True,3
EVAL-RFQ-0040-V018,RFQ-0040,V018,Guangzhou Mech & Elec Co.,122928.81,25,0.0,72.0,65.0,54.0,40.0,True,3
EVAL-RFQ-0041-V022,RFQ-0041,V022,Andean Precision SRL,29201.1,13,17.41,100.0,70.0,40.0,54.96,True,4
EVAL-RFQ-0041-V004,RFQ-0041,V004,Strömberg Hydraulics AB,32012.64,20,9.46,65.0,93.0,100.0,51.88,True,4
EVAL-RFQ-0041-V009,RFQ-0041,V009,Fischer & Söhne KG,30506.76,33,13.72,39.39,89.0,100.0,45.11,True,4
EVAL-RFQ-0041-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,29996.34,26,15.16,50.0,74.0,61.0,41.96,True,4
EVAL-RFQ-0041-V001,RFQ-0041,V001,Kovacs Precision GmbH,30924.12,55,12.54,23.64,91.0,100.0,40.31,True,4
EVAL-RFQ-0041-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,35357.16,30,0.0,43.33,87.0,75.0,37.9,False,4
EVAL-RFQ-0041-V024,RFQ-0041,V024,BalticTech UAB,33648.24,47,4.83,27.66,80.0,40.0,30.23,False,4
EVAL-RFQ-0042-V001,RFQ-0042,V001,Kovacs Precision GmbH,25070.32,12,8.17,100.0,91.0,100.0,61.47,True,4
EVAL-RFQ-0042-V024,RFQ-0042,V024,BalticTech UAB,25219.12,13,7.62,92.31,80.0,40.0,50.74,True,4
EVAL-RFQ-0042-V017,RFQ-0042,V017,Türk Makina A.Ş.,22426.64,17,17.85,70.59,73.0,61.0,49.02,True,4
EVAL-RFQ-0042-V007,RFQ-0042,V007,Nakamura Tooling Co.,27287.44,30,0.05,40.0,92.0,96.0,40.02,True,4
EVAL-RFQ-0042-V004,RFQ-0042,V004,Strömberg Hydraulics AB,26168.96,50,4.14,24.0,93.0,100.0,37.46,True,4
EVAL-RFQ-0042-V019,RFQ-0042,V019,Emerald Isle Castings Ltd,27299.84,30,0.0,40.0,87.0,75.0,36.9,False,4
EVAL-RFQ-0042-V022,RFQ-0042,V022,Andean Precision SRL,24896.72,25,8.8,48.0,70.0,40.0,35.92,False,4
EVAL-RFQ-0042-V010,RFQ-0042,V010,Adriatic Fastenings d.o.o.,23091.28,46,15.42,26.09,74.0,61.0,34.89,False,4
EVAL-RFQ-0043-V009,RFQ-0043,V009,Fischer & Söhne KG,127143.54,15,8.52,100.0,89.0,100.0,61.21,True,4
EVAL-RFQ-0043-V019,RFQ-0043,V019,Emerald Isle Castings Ltd,138990.22,23,0.0,65.22,87.0,75.0,44.47,True,4
EVAL-RFQ-0043-V004,RFQ-0043,V004,Strömberg Hydraulics AB,131651.35,37,5.28,40.54,93.0,100.0,42.87,True,4
EVAL-RFQ-0043-V017,RFQ-0043,V017,Türk Makina A.Ş.,125371.48,38,9.8,39.47,73.0,61.0,36.46,True,4
EVAL-RFQ-0043-V010,RFQ-0043,V010,Adriatic Fastenings d.o.o.,117894.94,49,15.18,30.61,74.0,61.0,36.15,True,4
EVAL-RFQ-0043-V022,RFQ-0043,V022,Andean Precision SRL,119543.45,53,13.99,28.3,70.0,40.0,32.09,False,4
EVAL-RFQ-0044-V002,RFQ-0044,V002,Tanaka Electrical KK,100688.1,35,0.78,82.86,90.0,89.0,52.07,True,4
EVAL-RFQ-0044-V021,RFQ-0044,V021,Helios Micro Systems,101482.86,29,0.0,100.0,82.0,40.0,50.4,True,4
EVAL-RFQ-0044-V013,RFQ-0044,V013,Vantage Sensors GmbH,101289.72,49,0.19,59.18,88.0,89.0,44.33,True,4
EVAL-RFQ-0044-V006,RFQ-0044,V006,Bright Spark Electronics Ltd,91501.74,47,9.84,61.7,72.0,61.0,42.94,True,4
EVAL-RFQ-0044-V011,RFQ-0044,V011,Solaris Power Components,94740.72,42,6.64,69.05,70.0,54.0,42.77,True,4
EVAL-RFQ-0045-V004,RFQ-0045,V004,Strömberg Hydraulics AB,28921.9,13,8.84,100.0,93.0,100.0,62.14,True,4
EVAL-RFQ-0045-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,31727.98,18,0.0,72.22,87.0,75.0,46.57,True,4
EVAL-RFQ-0045-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,26668.82,29,15.95,44.83,74.0,61.0,40.73,True,4
EVAL-RFQ-0045-V001,RFQ-0045,V001,Kovacs Precision GmbH,28763.9,51,9.34,25.49,91.0,100.0,39.58,True,4
EVAL-RFQ-0045-V017,RFQ-0045,V017,Türk Makina A.Ş.,25101.46,40,20.89,32.5,73.0,61.0,38.8,True,4
EVAL-RFQ-0045-V022,RFQ-0045,V022,Andean Precision SRL,25321.08,37,20.19,35.14,70.0,40.0,36.62,False,4
EVAL-RFQ-0045-V024,RFQ-0045,V024,BalticTech UAB,27619.98,52,12.95,25.0,80.0,40.0,32.68,False,4
EVAL-RFQ-0046-V006,RFQ-0046,V006,Bright Spark Electronics Ltd,13062.8,18,7.05,100.0,72.0,61.0,53.32,True,4
EVAL-RFQ-0046-V021,RFQ-0046,V021,Helios Micro Systems,12742.01,22,9.34,81.82,82.0,40.0,48.68,True,4
EVAL-RFQ-0046-V002,RFQ-0046,V002,Tanaka Electrical KK,12825.82,41,8.74,43.9,90.0,89.0,43.57,True,4
EVAL-RFQ-0046-V011,RFQ-0046,V011,Solaris Power Components,12649.53,28,9.99,64.29,70.0,54.0,42.68,True,4
EVAL-RFQ-0046-V013,RFQ-0046,V013,Vantage Sensors GmbH,13189.96,40,6.15,45.0,88.0,89.0,42.46,True,4
EVAL-RFQ-0046-V018,RFQ-0046,V018,Guangzhou Mech & Elec Co.,14054.07,55,0.0,32.73,63.4,54.0,27.9,False,4
EVAL-RFQ-0047-V019,RFQ-0047,V019,Emerald Isle Castings Ltd,30855.42,16,0.0,100.0,87.0,75.0,54.9,True,4
EVAL-RFQ-0047-V007,RFQ-0047,V007,Nakamura Tooling Co.,29594.1,20,4.09,80.0,92.0,96.0,53.64,True,4
EVAL-RFQ-0047-V010,RFQ-0047,V010,Adriatic Fastenings d.o.o.,29058.66,17,5.82,94.12,74.0,61.0,51.46,True,4
EVAL-RFQ-0047-V024,RFQ-0047,V024,BalticTech UAB,29098.68,19,5.69,84.21,80.0,40.0,47.54,True,4
EVAL-RFQ-0047-V001,RFQ-0047,V001,Kovacs Precision GmbH,29167.68,32,5.47,50.0,91.0,100.0,45.39,True,4
EVAL-RFQ-0047-V009,RFQ-0047,V009,Fischer & Söhne KG,27612.42,41,10.51,39.02,89.0,100.0,43.71,False,4
EVAL-RFQ-0047-V017,RFQ-0047,V017,Türk Makina A.Ş.,26253.12,49,14.92,32.65,73.0,61.0,36.46,False,4
EVAL-RFQ-0048-V024,RFQ-0048,V024,BalticTech UAB,66977.16,10,3.05,100.0,80.0,40.0,51.22,True,4
EVAL-RFQ-0048-V017,RFQ-0048,V017,Türk Makina A.Ş.,60000.24,18,13.15,55.56,73.0,61.0,42.63,True,4
EVAL-RFQ-0048-V004,RFQ-0048,V004,Strömberg Hydraulics AB,63606.36,30,7.93,33.33,93.0,100.0,41.77,True,4
EVAL-RFQ-0048-V001,RFQ-0048,V001,Kovacs Precision GmbH,64471.32,33,6.68,30.3,91.0,100.0,39.96,True,4
EVAL-RFQ-0048-V009,RFQ-0048,V009,Fischer & Söhne KG,64992.84,32,5.92,31.25,89.0,100.0,39.54,True,4
EVAL-RFQ-0048-V007,RFQ-0048,V007,Nakamura Tooling Co.,69085.5,36,0.0,27.78,92.0,96.0,36.33,False,4
EVAL-RFQ-0048-V019,RFQ-0048,V019,Emerald Isle Castings Ltd,68083.8,38,1.45,26.32,87.0,75.0,33.37,False,4
EVAL-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,18024.6,23,11.46,100.0,90.0,89.0,61.48,True,4
EVAL-RFQ-0049-V016,RFQ-0049,V016,Precision Arc Systems,18889.2,29,7.21,79.31,68.0,54.0,45.68,True,4
EVAL-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,17899.2,51,12.08,45.1,88.0,89.0,44.86,True,4
EVAL-RFQ-0049-V011,RFQ-0049,V011,Solaris Power Components,20357.7,38,0.0,60.53,70.0,54.0,37.56,True,4
EVAL-RFQ-0050-V001,RFQ-0050,V001,Kovacs Precision GmbH,27098.82,16,9.34,100.0,91.0,100.0,61.93,True,4
EVAL-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,26390.48,19,11.71,84.21,70.0,40.0,47.95,True,4
EVAL-RFQ-0050-V004,RFQ-0050,V004,Strömberg Hydraulics AB,26805.64,38,10.32,42.11,93.0,100.0,45.36,True,4
EVAL-RFQ-0050-V009,RFQ-0050,V009,Fischer & Söhne KG,27462.62,39,8.12,41.03,89.0,100.0,43.36,True,4
EVAL-RFQ-0050-V019,RFQ-0050,V019,Emerald Isle Castings Ltd,29889.38,29,0.0,55.17,87.0,75.0,41.45,True,4
EVAL-RFQ-0050-V007,RFQ-0050,V007,Nakamura Tooling Co.,29196.02,47,2.32,34.04,92.0,96.0,39.14,False,4
EVAL-RFQ-0050-V017,RFQ-0050,V017,Türk Makina A.Ş.,25545.18,41,14.53,39.02,73.0,61.0,38.22,False,4
EVAL-RFQ-0051-V019,RFQ-0051,V019,Emerald Isle Castings Ltd,129629.74,13,0.86,100.0,87.0,75.0,55.25,True,4
EVAL-RFQ-0051-V017,RFQ-0051,V017,Türk Makina A.Ş.,121607.3,17,7.0,76.47,73.0,61.0,46.44,True,4
EVAL-RFQ-0051-V001,RFQ-0051,V001,Kovacs Precision GmbH,127612.34,33,2.41,39.39,91.0,100.0,40.98,True,4
EVAL-RFQ-0051-V004,RFQ-0051,V004,Strömberg Hydraulics AB,130758.96,46,0.0,28.26,93.0,100.0,37.08,True,4
EVAL-RFQ-0051-V024,RFQ-0051,V024,BalticTech UAB,130392.16,42,0.28,30.95,80.0,40.0,29.4,True,4
EVAL-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,81098.16,25,6.1,100.0,82.0,40.0,52.84,True,5
EVAL-RFQ-0052-V013,RFQ-0052,V013,Vantage Sensors GmbH,80929.68,34,6.29,73.53,88.0,89.0,51.08,True,5
EVAL-RFQ-0052-V011,RFQ-0052,V011,Solaris Power Components,71766.24,31,16.9,80.65,70.0,54.0,50.35,True,5
EVAL-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,78976.56,42,8.55,59.52,90.0,89.0,48.18,True,5
EVAL-RFQ-0052-V016,RFQ-0052,V016,Precision Arc Systems,75344.88,55,12.76,45.45,68.0,54.0,37.74,True,5
EVAL-RFQ-0052-V006,RFQ-0052,V006,Bright Spark Electronics Ltd,86364.72,49,0.0,51.02,72.0,61.0,35.81,False,5
EVAL-RFQ-0053-V009,RFQ-0053,V009,Fischer & Söhne KG,32932.37,30,8.14,100.0,89.0,100.0,61.06,True,5
EVAL-RFQ-0053-V004,RFQ-0053,V004,Strömberg Hydraulics AB,34853.88,38,2.78,78.95,93.0,100.0,53.4,True,5
EVAL-RFQ-0053-V001,RFQ-0053,V001,Kovacs Precision GmbH,33285.43,44,7.16,68.18,91.0,100.0,51.52,True,5
EVAL-RFQ-0053-V017,RFQ-0053,V017,Türk Makina A.Ş.,29954.22,48,16.45,62.5,73.0,61.0,46.03,True,5
EVAL-RFQ-0053-V024,RFQ-0053,V024,BalticTech UAB,33817.56,39,5.67,76.92,80.0,40.0,45.35,True,5
EVAL-RFQ-0053-V019,RFQ-0053,V019,Emerald Isle Castings Ltd,35850.83,45,0.0,66.67,87.0,75.0,44.9,False,5
EVAL-RFQ-0053-V022,RFQ-0053,V022,Andean Precision SRL,30057.09,53,16.16,56.6,70.0,40.0,41.45,False,5
EVAL-RFQ-0054-V013,RFQ-0054,V013,Vantage Sensors GmbH,33538.4,10,3.57,100.0,88.0,89.0,57.93,True,5
EVAL-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,30427.6,12,12.52,83.33,68.0,54.0,49.01,True,5
EVAL-RFQ-0054-V021,RFQ-0054,V021,Helios Micro Systems,34781.6,18,0.0,55.56,82.0,40.0,37.07,True,5
EVAL-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,33549.6,50,3.54,20.0,90.0,89.0,34.32,True,5
EVAL-RFQ-0054-V018,RFQ-0054,V018,Guangzhou Mech & Elec Co.,34664.0,45,0.34,22.22,61.8,54.0,24.56,True,5
EVAL-RFQ-0055-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,134961.68,11,32.31,100.0,72.0,61.0,63.42,True,5
EVAL-RFQ-0055-V016,RFQ-0055,V016,Precision Arc Systems,153181.84,17,23.17,64.71,68.0,54.0,47.68,True,5
EVAL-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,155365.28,45,22.07,24.44,70.0,54.0,35.56,True,5
EVAL-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,187285.84,50,6.06,22.0,88.0,89.0,35.53,True,5
EVAL-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,193079.6,53,3.16,20.75,90.0,89.0,34.39,True,5
EVAL-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,199375.12,33,0.0,33.33,61.8,54.0,27.76,False,5
EVAL-RFQ-0055-V021,RFQ-0055,V021,Helios Micro Systems,196882.0,53,1.25,20.75,82.0,40.0,27.13,False,5
EVAL-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,172088.28,13,11.0,100.0,68.0,54.0,53.4,True,5
EVAL-RFQ-0056-V011,RFQ-0056,V011,Solaris Power Components,148431.08,30,23.23,43.33,70.0,54.0,41.69,True,5
EVAL-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,179175.92,47,7.33,27.66,72.0,61.0,31.73,True,5
EVAL-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,193351.2,53,0.0,24.53,61.8,54.0,25.12,True,5
EVAL-RFQ-0057-V004,RFQ-0057,V004,Strömberg Hydraulics AB,35312.72,12,8.08,91.67,93.0,100.0,59.33,True,5
EVAL-RFQ-0057-V017,RFQ-0057,V017,Türk Makina A.Ş.,31461.52,11,18.1,100.0,73.0,61.0,57.94,True,5
EVAL-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,36915.84,13,3.91,84.62,87.0,75.0,51.85,True,5
EVAL-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,38416.88,24,0.0,45.83,92.0,96.0,41.75,True,5
EVAL-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,34874.24,48,9.22,22.92,91.0,100.0,38.76,True,5
EVAL-RFQ-0057-V022,RFQ-0057,V022,Andean Precision SRL,33398.72,35,13.06,31.43,70.0,40.0,32.65,False,5
EVAL-RFQ-0058-V012,RFQ-0058,V012,Indra Copper Works,44788.08,10,0.0,100.0,81.0,82.0,54.4,True,5
EVAL-RFQ-0058-V008,RFQ-0058,V008,Delta Composites Inc.,42878.25,21,4.26,47.62,76.0,68.0,37.99,True,5
EVAL-RFQ-0058-V015,RFQ-0058,V015,Nordic Steel AS,44074.77,34,1.59,29.41,90.0,100.0,37.46,True,5
EVAL-RFQ-0058-V003,RFQ-0058,V003,Patel Alloys Pvt Ltd,43191.54,29,3.56,34.48,78.0,75.0,34.87,True,5
EVAL-RFQ-0058-V014,RFQ-0058,V014,Coastal Alloys Pty Ltd,42857.01,37,4.31,27.03,79.0,68.0,32.43,True,5
EVAL-RFQ-0058-V020,RFQ-0058,V020,Rajasthan Rare Earths Ltd,42232.2,47,5.71,21.28,76.0,61.0,29.97,False,5
EVAL-RFQ-0058-V005,RFQ-0058,V005,Cerro Negro Metals SA,43196.85,46,3.55,21.74,75.0,68.0,29.74,False,5
EVAL-RFQ-0059-V006,RFQ-0059,V006,Bright Spark Electronics Ltd,42593.28,23,22.73,82.61,72.0,61.0,54.37,True,5
EVAL-RFQ-0059-V013,RFQ-0059,V013,Vantage Sensors GmbH,54376.96,22,1.35,86.36,88.0,89.0,52.95,True,5
EVAL-RFQ-0059-V018,RFQ-0059,V018,Guangzhou Mech & Elec Co.,55122.56,19,0.0,100.0,61.8,54.0,47.76,True,5
EVAL-RFQ-0059-V011,RFQ-0059,V011,Solaris Power Components,44233.6,47,19.75,40.43,70.0,54.0,39.43,True,5
EVAL-RFQ-0059-V021,RFQ-0059,V021,Helios Micro Systems,53387.52,41,3.15,46.34,82.0,40.0,35.56,True,5
EVAL-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,22827.98,15,15.27,100.0,74.0,61.0,57.01,True,5
EVAL-RFQ-0060-V001,RFQ-0060,V001,Kovacs Precision GmbH,24954.65,19,7.38,78.95,91.0,100.0,54.84,True,5
EVAL-RFQ-0060-V009,RFQ-0060,V009,Fischer & Söhne KG,26028.03,21,3.4,71.43,89.0,100.0,50.59,True,5
EVAL-RFQ-0060-V004,RFQ-0060,V004,Strömberg Hydraulics AB,25273.22,49,6.2,30.61,93.0,100.0,40.26,True,5
EVAL-RFQ-0060-V017,RFQ-0060,V017,Türk Makina A.Ş.,23577.05,34,12.49,44.12,73.0,61.0,38.93,True,5
EVAL-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,26943.56,52,0.0,28.85,87.0,75.0,33.55,False,5
EVAL-RFQ-0061-V005,RFQ-0061,V005,Cerro Negro Metals SA,2515.65,24,14.89,100.0,75.0,68.0,57.76,True,5
EVAL-RFQ-0061-V014,RFQ-0061,V014,Coastal Alloys Pty Ltd,2669.1,24,9.7,100.0,79.0,68.0,56.48,True,5
EVAL-RFQ-0061-V015,RFQ-0061,V015,Nordic Steel AS,2821.0,32,4.56,75.0,90.0,100.0,52.32,True,5
EVAL-RFQ-0061-V003,RFQ-0061,V003,Patel Alloys Pvt Ltd,2642.75,33,10.59,72.73,78.0,75.0,49.16,True,5
EVAL-RFQ-0061-V008,RFQ-0061,V008,Delta Composites Inc.,2484.65,46,15.94,52.17,76.0,68.0,44.03,True,5
EVAL-RFQ-0061-V020,RFQ-0061,V020,Rajasthan Rare Earths Ltd,2670.65,55,9.65,43.64,76.0,61.0,38.25,False,5
EVAL-RFQ-0061-V023,RFQ-0061,V023,Sahara Industrial FZE,2955.85,41,0.0,58.54,68.0,40.0,35.16,False,5
EVAL-RFQ-0062-V009,RFQ-0062,V009,Fischer & Söhne KG,10623.6,16,0.39,100.0,89.0,100.0,57.96,True,6
EVAL-RFQ-0062-V010,RFQ-0062,V010,Adriatic Fastenings d.o.o.,8360.82,24,21.61,66.67,74.0,61.0,49.54,True,6
EVAL-RFQ-0062-V001,RFQ-0062,V001,Kovacs Precision GmbH,10471.5,26,1.82,61.54,91.0,100.0,47.39,True,6
EVAL-RFQ-0062-V017,RFQ-0062,V017,Türk Makina A.Ş.,10052.64,31,5.75,51.61,73.0,61.0,38.48,True,6
EVAL-RFQ-0062-V004,RFQ-0062,V004,Strömberg Hydraulics AB,10665.72,55,0.0,29.09,93.0,100.0,37.33,True,6
EVAL-RFQ-0062-V022,RFQ-0062,V022,Andean Precision SRL,9839.7,45,7.74,35.56,70.0,40.0,31.76,False,6
EVAL-RFQ-0062-V024,RFQ-0062,V024,BalticTech UAB,10405.98,47,2.44,34.04,80.0,40.0,31.19,False,6
EVAL-RFQ-0063-V021,RFQ-0063,V021,Helios Micro Systems,162353.91,15,0.3,100.0,82.0,40.0,50.52,True,6
EVAL-RFQ-0063-V002,RFQ-0063,V002,Tanaka Electrical KK,162847.81,22,0.0,68.18,90.0,89.0,47.35,True,6
EVAL-RFQ-0063-V013,RFQ-0063,V013,Vantage Sensors GmbH,162614.33,30,0.14,50.0,88.0,89.0,41.56,True,6
EVAL-RFQ-0063-V006,RFQ-0063,V006,Bright Spark Electronics Ltd,154191.09,34,5.32,44.12,72.0,61.0,35.86,True,6
EVAL-RFQ-0063-V018,RFQ-0063,V018,Guangzhou Mech & Elec Co.,161208.96,31,1.01,48.39,60.2,54.0,32.36,True,6
EVAL-RFQ-0064-V013,RFQ-0064,V013,Vantage Sensors GmbH,5977.44,20,0.0,100.0,88.0,89.0,56.5,True,6
EVAL-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,4721.92,22,21.0,90.91,72.0,61.0,56.17,True,6
EVAL-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,4790.24,23,19.86,86.96,68.0,54.0,53.03,True,6
EVAL-RFQ-0065-V004,RFQ-0065,V004,Strömberg Hydraulics AB,43615.6,22,10.07,100.0,93.0,100.0,62.63,True,6
EVAL-RFQ-0065-V001,RFQ-0065,V001,Kovacs Precision GmbH,45766.0,34,5.63,64.71,91.0,100.0,49.87,True,6
EVAL-RFQ-0065-V009,RFQ-0065,V009,Fischer & Söhne KG,43878.8,39,9.53,56.41,89.0,100.0,48.53,True,6
EVAL-RFQ-0065-V010,RFQ-0065,V010,Adriatic Fastenings d.o.o.,45900.4,27,5.36,81.48,74.0,61.0,47.49,True,6
EVAL-RFQ-0065-V019,RFQ-0065,V019,Emerald Isle Castings Ltd,48498.8,35,0.0,62.86,87.0,75.0,43.76,True,6
EVAL-RFQ-0065-V007,RFQ-0065,V007,Nakamura Tooling Co.,48347.6,46,0.31,47.83,92.0,96.0,42.47,False,6
EVAL-RFQ-0065-V024,RFQ-0065,V024,BalticTech UAB,45864.0,33,5.43,66.67,80.0,40.0,42.17,False,6
EVAL-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,155394.4,13,3.06,100.0,72.0,61.0,51.72,True,6
EVAL-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,148702.4,20,7.23,65.0,82.0,40.0,42.79,True,6
EVAL-RFQ-0066-V002,RFQ-0066,V002,Tanaka Electrical KK,146568.8,53,8.57,24.53,90.0,89.0,37.68,True,6
EVAL-RFQ-0066-V016,RFQ-0066,V016,Precision Arc Systems,128388.4,39,19.91,33.33,68.0,54.0,36.96,True,6
EVAL-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,160300.0,54,0.0,24.07,60.2,54.0,24.66,True,6
EVAL-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,35473.9,12,7.92,100.0,88.0,89.0,59.67,True,6
EVAL-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,31932.46,12,17.11,100.0,72.0,61.0,57.34,True,6
EVAL-RFQ-0067-V021,RFQ-0067,V021,Helios Micro Systems,34341.02,37,10.86,32.43,82.0,40.0,34.47,True,6
EVAL-RFQ-0067-V011,RFQ-0067,V011,Solaris Power Components,33767.44,53,12.35,22.64,70.0,54.0,31.13,True,6
EVAL-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,38525.06,34,0.0,35.29,68.0,54.0,29.59,True,6
EVAL-RFQ-0068-V011,RFQ-0068,V011,Solaris Power Components,70651.2,14,12.32,100.0,70.0,54.0,54.33,True,6
EVAL-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,71272.27,18,11.55,77.78,68.0,54.0,46.95,True,6
EVAL-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,75813.62,26,5.91,53.85,88.0,89.0,45.02,True,6
EVAL-RFQ-0068-V021,RFQ-0068,V021,Helios Micro Systems,75770.54,24,5.97,58.33,82.0,40.0,40.29,True,6
EVAL-RFQ-0068-V002,RFQ-0068,V002,Tanaka Electrical KK,75626.94,48,6.14,29.17,90.0,89.0,38.11,True,6
EVAL-RFQ-0068-V018,RFQ-0068,V018,Guangzhou Mech & Elec Co.,80577.55,51,0.0,27.45,60.2,54.0,25.68,False,6
EVAL-RFQ-0069-V013,RFQ-0069,V013,Vantage Sensors GmbH,6408.6,43,11.18,65.12,88.0,89.0,50.51,True,6
EVAL-RFQ-0069-V011,RFQ-0069,V011,Solaris Power Components,7214.9,28,0.0,100.0,70.0,54.0,49.4,True,6
EVAL-RFQ-0069-V016,RFQ-0069,V016,Precision Arc Systems,5938.9,37,17.69,75.68,68.0,54.0,48.78,True,6
EVAL-RFQ-0069-V006,RFQ-0069,V006,Bright Spark Electronics Ltd,5936.7,50,17.72,56.0,72.0,61.0,44.39,True,6
EVAL-RFQ-0069-V021,RFQ-0069,V021,Helios Micro Systems,6459.2,52,10.47,53.85,82.0,40.0,40.74,True,6
EVAL-RFQ-0070-V003,RFQ-0070,V003,Patel Alloys Pvt Ltd,11418.24,19,10.91,100.0,78.0,75.0,57.47,True,6
EVAL-RFQ-0070-V008,RFQ-0070,V008,Delta Composites Inc.,11524.26,28,10.09,67.86,76.0,68.0,46.39,True,6
EVAL-RFQ-0070-V015,RFQ-0070,V015,Nordic Steel AS,12546.84,36,2.11,52.78,90.0,100.0,44.68,True,6
EVAL-RFQ-0070-V014,RFQ-0070,V014,Coastal Alloys Pty Ltd,12488.7,29,2.56,65.52,79.0,68.0,43.28,True,6
EVAL-RFQ-0070-V005,RFQ-0070,V005,Cerro Negro Metals SA,11662.2,42,9.01,45.24,75.0,68.0,38.98,True,6
EVAL-RFQ-0070-V020,RFQ-0070,V020,Rajasthan Rare Earths Ltd,12115.92,42,5.47,45.24,76.0,61.0,37.06,False,6
EVAL-RFQ-0070-V023,RFQ-0070,V023,Sahara Industrial FZE,12817.02,34,0.0,55.88,68.0,40.0,34.36,False,6
EVAL-RFQ-0071-V017,RFQ-0071,V017,Türk Makina A.Ş.,29893.97,16,12.65,100.0,73.0,61.0,55.76,True,7
EVAL-RFQ-0071-V007,RFQ-0071,V007,Nakamura Tooling Co.,34222.18,25,0.0,64.0,92.0,96.0,47.2,True,7
EVAL-RFQ-0071-V009,RFQ-0071,V009,Fischer & Söhne KG,30717.11,40,10.24,40.0,89.0,100.0,43.9,True,7
EVAL-RFQ-0071-V001,RFQ-0071,V001,Kovacs Precision GmbH,32809.93,43,4.13,37.21,91.0,100.0,41.01,True,7
EVAL-RFQ-0071-V010,RFQ-0071,V010,Adriatic Fastenings d.o.o.,29205.33,42,14.66,38.1,74.0,61.0,38.19,True,7
EVAL-RFQ-0072-V008,RFQ-0072,V008,Delta Composites Inc.,64739.4,10,7.57,100.0,76.0,68.0,55.03,True,7
EVAL-RFQ-0072-V005,RFQ-0072,V005,Cerro Negro Metals SA,64649.64,14,7.69,71.43,75.0,68.0,46.31,True,7
EVAL-RFQ-0072-V015,RFQ-0072,V015,Nordic Steel AS,69212.44,21,1.18,47.62,90.0,100.0,42.76,True,7
