wo_item_id,work_order_id,material_code,description,category,quantity,unit,target_unit_price_usd,required_by_date,preferred_vendor_category
WO-2024-0053-I02,WO-2024-0053,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,68,pcs,16.95,2024-07-02,Electrical Components
WO-2024-0053-I03,WO-2024-0053,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,81,kg,2.76,2024-07-02,Raw Materials
WO-2024-0053-I04,WO-2024-0053,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,60,kg,4.09,2024-07-01,Mechanical Parts
WO-2024-0053-I05,WO-2024-0053,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,82,pcs,90.47,2024-07-08,Electrical Components
WO-2024-0054-I01,WO-2024-0054,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,65,pcs,102.6,2024-07-04,Electrical Components
WO-2024-0054-I02,WO-2024-0054,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,61,pcs,366.88,2024-07-02,Mechanical Parts
WO-2024-0054-I03,WO-2024-0054,RAW-4403,Copper Busbar 40×4mm,Raw Materials,28,m,23.77,2024-07-01,Raw Materials
WO-2024-0054-I04,WO-2024-0054,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,60,pcs,36.99,2024-07-01,Mechanical Parts
WO-2024-0055-I01,WO-2024-0055,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,47,pcs,1602.14,2024-05-27,Electrical Components
WO-2024-0055-I02,WO-2024-0055,RAW-4405,HDPE Rod 50mm dia,Raw Materials,68,m,12.66,2024-05-31,Raw Materials
WO-2024-0055-I03,WO-2024-0055,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,56,MT,720.35,2024-05-27,Raw Materials
WO-2024-0055-I04,WO-2024-0055,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,75,pcs,140.94,2024-05-23,Mechanical Parts
WO-2024-0055-I05,WO-2024-0055,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,16,pcs,30.48,2024-05-26,Mechanical Parts
WO-2024-0056-I01,WO-2024-0056,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,11,kg,3.73,2024-08-16,Raw Materials
WO-2024-0056-I02,WO-2024-0056,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,51,pcs,365.67,2024-08-20,Mechanical Parts
WO-2024-0056-I03,WO-2024-0056,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,68,MT,658.73,2024-08-17,Raw Materials
WO-2024-0056-I04,WO-2024-0056,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,102,pcs,337.87,2024-08-20,Electrical Components
WO-2024-0056-I05,WO-2024-0056,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,39,pcs,16.73,2024-08-21,Electrical Components
WO-2024-0056-I06,WO-2024-0056,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,41,pcs,96.09,2024-08-23,Electrical Components
WO-2024-0057-I01,WO-2024-0057,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,75,kg,3.53,2024-07-16,Mechanical Parts
WO-2024-0057-I02,WO-2024-0057,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,33,pcs,405.64,2024-07-18,Electrical Components
WO-2024-0057-I03,WO-2024-0057,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,19,pcs,406.13,2024-07-17,Mechanical Parts
WO-2024-0058-I01,WO-2024-0058,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,111,pcs,355.26,2024-07-08,Electrical Components
WO-2024-0058-I02,WO-2024-0058,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,65,kg,2.8,2024-07-03,Raw Materials
WO-2024-0058-I03,WO-2024-0058,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,75,kg,3.25,2024-07-05,Mechanical Parts
WO-2024-0058-I04,WO-2024-0058,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,29,pcs,102.59,2024-07-07,Electrical Components
WO-2024-0059-I01,WO-2024-0059,RAW-4403,Copper Busbar 40×4mm,Raw Materials,105,m,21.46,2024-06-30,Raw Materials
WO-2024-0059-I02,WO-2024-0059,RAW-4405,HDPE Rod 50mm dia,Raw Materials,110,m,11.63,2024-06-27,Raw Materials
WO-2024-0059-I03,WO-2024-0059,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,97,pcs,86.38,2024-06-20,Electrical Components
WO-2024-0059-I04,WO-2024-0059,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,80,pcs,1735.74,2024-06-30,Electrical Components
WO-2024-0060-I01,WO-2024-0060,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,63,pcs,19.48,2024-07-30,Electrical Components
WO-2024-0060-I02,WO-2024-0060,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,116,pcs,1687.68,2024-08-03,Electrical Components
WO-2024-0060-I03,WO-2024-0060,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,94,kg,4.13,2024-07-29,Raw Materials
WO-2024-0060-I04,WO-2024-0060,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,54,pcs,350.96,2024-08-01,Electrical Components
WO-2024-0060-I05,WO-2024-0060,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,104,kg,2.95,2024-08-02,Raw Materials
WO-2024-0060-I06,WO-2024-0060,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,45,pcs,102.65,2024-07-29,Electrical Components
WO-2024-0061-I01,WO-2024-0061,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,69,pcs,21.16,2024-07-01,Electrical Components
WO-2024-0061-I02,WO-2024-0061,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,47,pcs,413.52,2024-06-30,Mechanical Parts
WO-2024-0061-I03,WO-2024-0061,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,116,pcs,37.81,2024-06-21,Mechanical Parts
WO-2024-0062-I01,WO-2024-0062,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,24,pcs,90.62,2024-08-05,Electrical Components
WO-2024-0062-I02,WO-2024-0062,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,105,kg,4.44,2024-07-27,Raw Materials
WO-2024-0062-I03,WO-2024-0062,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,48,MT,684.15,2024-08-02,Raw Materials
WO-2024-0064-I01,WO-2024-0064,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,12,pcs,1605.54,2024-07-21,Electrical Components
WO-2024-0064-I02,WO-2024-0064,RAW-4403,Copper Busbar 40×4mm,Raw Materials,52,m,19.22,2024-07-20,Raw Materials
WO-2024-0065-I01,WO-2024-0065,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,116,pcs,32.38,2024-08-03,Mechanical Parts
WO-2024-0065-I02,WO-2024-0065,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,92,pcs,142.7,2024-08-08,Mechanical Parts
WO-2024-0065-I03,WO-2024-0065,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,79,pcs,101.38,2024-08-06,Electrical Components
WO-2024-0066-I01,WO-2024-0066,RAW-4405,HDPE Rod 50mm dia,Raw Materials,64,m,15.77,2024-07-10,Raw Materials
WO-2024-0066-I02,WO-2024-0066,RAW-4403,Copper Busbar 40×4mm,Raw Materials,91,m,20.94,2024-07-09,Raw Materials
WO-2024-0067-I01,WO-2024-0067,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,54,kg,3.68,2024-08-30,Raw Materials
WO-2024-0067-I02,WO-2024-0067,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,18,kg,3.21,2024-09-07,Mechanical Parts
WO-2024-0067-I03,WO-2024-0067,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,78,pcs,16.56,2024-08-29,Electrical Components
WO-2024-0067-I04,WO-2024-0067,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,42,kg,4.37,2024-09-07,Raw Materials
WO-2024-0067-I05,WO-2024-0067,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,42,pcs,200.03,2024-08-31,Mechanical Parts
WO-2024-0068-I01,WO-2024-0068,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,33,kg,3.35,2024-08-16,Raw Materials
WO-2024-0068-I02,WO-2024-0068,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,84,pcs,16.06,2024-08-11,Electrical Components
WO-2024-0068-I03,WO-2024-0068,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,101,kg,4.42,2024-08-10,Mechanical Parts
WO-2024-0068-I04,WO-2024-0068,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,89,pcs,231.26,2024-08-19,Mechanical Parts
WO-2024-0068-I05,WO-2024-0068,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,22,pcs,104.8,2024-08-14,Electrical Components
WO-2024-0068-I06,WO-2024-0068,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,120,pcs,1731.06,2024-08-15,Electrical Components
WO-2024-0070-I01,WO-2024-0070,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,23,pcs,19.66,2024-07-16,Electrical Components
WO-2024-0070-I02,WO-2024-0070,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,33,pcs,178.06,2024-07-22,Mechanical Parts
WO-2024-0071-I01,WO-2024-0071,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,38,pcs,158.3,2024-08-05,Mechanical Parts
WO-2024-0071-I02,WO-2024-0071,RAW-4403,Copper Busbar 40×4mm,Raw Materials,63,m,20.38,2024-08-10,Raw Materials
WO-2024-0071-I03,WO-2024-0071,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,100,pcs,100.57,2024-08-13,Electrical Components
WO-2024-0071-I04,WO-2024-0071,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,79,pcs,385.23,2024-08-06,Mechanical Parts
WO-2024-0072-I01,WO-2024-0072,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,33,pcs,410.3,2024-07-07,Mechanical Parts
WO-2024-0072-I02,WO-2024-0072,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,86,pcs,123.69,2024-07-09,Electrical Components
WO-2024-0072-I03,WO-2024-0072,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,94,pcs,364.81,2024-07-10,Electrical Components
WO-2024-0072-I04,WO-2024-0072,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,57,pcs,1660.06,2024-07-16,Electrical Components
WO-2024-0072-I05,WO-2024-0072,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,10,kg,4.42,2024-07-12,Raw Materials
WO-2024-0073-I01,WO-2024-0073,RAW-4405,HDPE Rod 50mm dia,Raw Materials,54,m,13.73,2024-07-05,Raw Materials
WO-2024-0073-I02,WO-2024-0073,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,90,pcs,370.63,2024-07-12,Electrical Components
WO-2024-0073-I03,WO-2024-0073,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,94,pcs,40.92,2024-07-08,Mechanical Parts
WO-2024-0074-I01,WO-2024-0074,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,40,MT,682.08,2024-08-13,Raw Materials
WO-2024-0074-I02,WO-2024-0074,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,52,pcs,136.48,2024-08-20,Mechanical Parts
WO-2024-0074-I03,WO-2024-0074,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,61,pcs,19.12,2024-08-14,Electrical Components
WO-2024-0074-I04,WO-2024-0074,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,114,pcs,94.77,2024-08-12,Electrical Components
WO-2024-0074-I05,WO-2024-0074,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,92,pcs,97.02,2024-08-19,Electrical Components
WO-2024-0075-I01,WO-2024-0075,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,16,pcs,152.89,2024-09-01,Mechanical Parts
WO-2024-0075-I02,WO-2024-0075,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,87,kg,4.25,2024-08-30,Raw Materials
WO-2024-0075-I03,WO-2024-0075,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,7,pcs,13.4,2024-09-04,Electrical Components
WO-2024-0077-I01,WO-2024-0077,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,37,kg,4.51,2024-08-18,Raw Materials
WO-2024-0077-I02,WO-2024-0077,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,19,pcs,36.21,2024-08-16,Mechanical Parts
WO-2024-0077-I03,WO-2024-0077,RAW-4405,HDPE Rod 50mm dia,Raw Materials,8,m,12.07,2024-08-16,Raw Materials
WO-2024-0077-I04,WO-2024-0077,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,50,pcs,397.68,2024-08-26,Electrical Components
WO-2024-0078-I01,WO-2024-0078,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,72,pcs,367.89,2024-08-24,Mechanical Parts
WO-2024-0078-I02,WO-2024-0078,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,13,pcs,33.92,2024-08-23,Mechanical Parts
WO-2024-0078-I03,WO-2024-0078,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,104,kg,3.25,2024-08-28,Raw Materials
WO-2024-0078-I04,WO-2024-0078,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,80,pcs,81.82,2024-08-21,Electrical Components
WO-2024-0079-I01,WO-2024-0079,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,113,kg,3.48,2024-10-01,Mechanical Parts
WO-2024-0079-I02,WO-2024-0079,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,92,pcs,15.01,2024-10-09,Electrical Components
WO-2024-0079-I03,WO-2024-0079,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,96,MT,702.54,2024-10-04,Raw Materials
WO-2024-0079-I04,WO-2024-0079,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,14,pcs,407.8,2024-10-07,Mechanical Parts
WO-2024-0079-I05,WO-2024-0079,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,46,kg,3.4,2024-10-09,Raw Materials
WO-2024-0079-I06,WO-2024-0079,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,13,kg,3.98,2024-10-10,Raw Materials
WO-2024-0080-I01,WO-2024-0080,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,82,pcs,103.9,2024-09-10,Electrical Components
WO-2024-0080-I02,WO-2024-0080,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,106,pcs,401.63,2024-09-08,Electrical Components
WO-2024-0080-I03,WO-2024-0080,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,114,kg,4.31,2024-09-15,Mechanical Parts
WO-2024-0080-I04,WO-2024-0080,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,117,pcs,19.23,2024-09-17,Electrical Components
WO-2024-0080-I05,WO-2024-0080,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,97,kg,4.55,2024-09-17,Raw Materials
WO-2024-0081-I01,WO-2024-0081,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,98,kg,3.81,2024-10-06,Raw Materials
WO-2024-0081-I02,WO-2024-0081,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,59,pcs,16.21,2024-10-06,Electrical Components
WO-2024-0081-I03,WO-2024-0081,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,37,pcs,87.76,2024-10-06,Electrical Components
WO-2024-0081-I04,WO-2024-0081,RAW-4403,Copper Busbar 40×4mm,Raw Materials,24,m,22.65,2024-09-28,Raw Materials
WO-2024-0082-I01,WO-2024-0082,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,100,pcs,108.84,2024-10-09,Electrical Components
WO-2024-0082-I02,WO-2024-0082,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,108,pcs,137.33,2024-10-15,Mechanical Parts
WO-2024-0083-I01,WO-2024-0083,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,116,MT,703.23,2024-09-18,Raw Materials
WO-2024-0083-I02,WO-2024-0083,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,101,pcs,160.46,2024-09-09,Mechanical Parts
WO-2024-0083-I03,WO-2024-0083,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,97,pcs,82.4,2024-09-12,Electrical Components
WO-2024-0083-I04,WO-2024-0083,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,41,pcs,1750.86,2024-09-09,Electrical Components
WO-2024-0084-I01,WO-2024-0084,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,113,MT,636.32,2024-10-08,Raw Materials
WO-2024-0084-I02,WO-2024-0084,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,113,pcs,16.99,2024-09-30,Electrical Components
WO-2024-0084-I03,WO-2024-0084,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,19,pcs,250.35,2024-10-06,Mechanical Parts
WO-2024-0085-I01,WO-2024-0085,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,89,pcs,120.21,2024-10-05,Electrical Components
WO-2024-0085-I02,WO-2024-0085,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,39,MT,620.69,2024-10-05,Raw Materials
WO-2024-0085-I03,WO-2024-0085,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,39,kg,4.38,2024-10-11,Raw Materials
WO-2024-0085-I04,WO-2024-0085,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,44,pcs,397.13,2024-10-07,Electrical Components
WO-2024-0085-I05,WO-2024-0085,MECH-2201,Precision Ball Screw Assy 25mm,Mechanical Parts,49,pcs,372.41,2024-10-06,Mechanical Parts
WO-2024-0085-I06,WO-2024-0085,RAW-4405,HDPE Rod 50mm dia,Raw Materials,116,m,12.66,2024-10-06,Raw Materials
WO-2024-0086-I01,WO-2024-0086,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,32,kg,2.9,2024-09-17,Raw Materials
WO-2024-0086-I02,WO-2024-0086,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,63,pcs,330.67,2024-09-19,Electrical Components
WO-2024-0087-I01,WO-2024-0087,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,101,pcs,37.3,2024-09-30,Mechanical Parts
WO-2024-0087-I02,WO-2024-0087,RAW-4405,HDPE Rod 50mm dia,Raw Materials,91,m,11.43,2024-09-22,Raw Materials
WO-2024-0088-I01,WO-2024-0088,MECH-2205,Cast Iron Bed Section Grade 300,Mechanical Parts,49,kg,3.44,2024-09-11,Mechanical Parts
WO-2024-0088-I02,WO-2024-0088,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,41,pcs,218.14,2024-09-12,Mechanical Parts
WO-2024-0088-I03,WO-2024-0088,RAW-4403,Copper Busbar 40×4mm,Raw Materials,80,m,21.53,2024-09-09,Raw Materials
WO-2024-0088-I04,WO-2024-0088,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,90,pcs,358.81,2024-09-16,Electrical Components
WO-2024-0088-I05,WO-2024-0088,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,33,pcs,148.42,2024-09-11,Mechanical Parts
WO-2024-0089-I01,WO-2024-0089,RAW-4403,Copper Busbar 40×4mm,Raw Materials,37,m,20.52,2024-11-04,Raw Materials
WO-2024-0089-I02,WO-2024-0089,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,20,pcs,26.38,2024-10-29,Mechanical Parts
WO-2024-0089-I03,WO-2024-0089,RAW-4405,HDPE Rod 50mm dia,Raw Materials,100,m,13.47,2024-10-25,Raw Materials
WO-2024-0090-I01,WO-2024-0090,ELEC-3304,PLC I/O Module 32-channel DI,Electrical Components,115,pcs,397.84,2024-11-11,Electrical Components
WO-2024-0090-I02,WO-2024-0090,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,60,kg,3.74,2024-11-08,Raw Materials
WO-2024-0090-I03,WO-2024-0090,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,14,MT,715.0,2024-11-08,Raw Materials
WO-2024-0090-I04,WO-2024-0090,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,78,pcs,1701.46,2024-11-09,Electrical Components
WO-2024-0090-I05,WO-2024-0090,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,56,pcs,154.12,2024-11-09,Mechanical Parts
WO-2024-0090-I06,WO-2024-0090,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,58,pcs,97.26,2024-11-07,Electrical Components
WO-2024-0091-I01,WO-2024-0091,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,113,pcs,14.6,2024-11-03,Electrical Components
WO-2024-0091-I02,WO-2024-0091,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,60,kg,4.15,2024-11-04,Raw Materials
WO-2024-0091-I03,WO-2024-0091,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,72,kg,2.73,2024-10-30,Raw Materials
WO-2024-0091-I04,WO-2024-0091,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,116,pcs,1565.65,2024-11-01,Electrical Components
WO-2024-0091-I05,WO-2024-0091,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,48,pcs,152.52,2024-10-27,Mechanical Parts
WO-2024-0091-I06,WO-2024-0091,ELEC-3302,Encoder 2500 PPR Differential,Electrical Components,104,pcs,85.72,2024-11-05,Electrical Components
WO-2024-0092-I01,WO-2024-0092,RAW-4405,HDPE Rod 50mm dia,Raw Materials,49,m,15.76,2024-10-17,Raw Materials
WO-2024-0092-I02,WO-2024-0092,RAW-4403,Copper Busbar 40×4mm,Raw Materials,109,m,22.38,2024-10-12,Raw Materials
WO-2024-0092-I03,WO-2024-0092,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,23,pcs,1586.93,2024-10-12,Electrical Components
WO-2024-0093-I01,WO-2024-0093,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,85,pcs,32.28,2024-10-20,Mechanical Parts
WO-2024-0093-I02,WO-2024-0093,RAW-4403,Copper Busbar 40×4mm,Raw Materials,101,m,22.82,2024-10-28,Raw Materials
WO-2024-0094-I01,WO-2024-0094,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,61,pcs,34.5,2024-11-19,Mechanical Parts
WO-2024-0094-I02,WO-2024-0094,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,106,pcs,14.76,2024-11-22,Electrical Components
WO-2024-0094-I03,WO-2024-0094,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,12,pcs,153.05,2024-11-24,Mechanical Parts
WO-2024-0094-I04,WO-2024-0094,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,14,kg,3.85,2024-11-22,Raw Materials
WO-2024-0095-I01,WO-2024-0095,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,114,MT,694.86,2024-10-31,Raw Materials
WO-2024-0095-I02,WO-2024-0095,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,81,kg,3.84,2024-10-29,Raw Materials
WO-2024-0096-I01,WO-2024-0096,RAW-4405,HDPE Rod 50mm dia,Raw Materials,46,m,15.76,2024-10-12,Raw Materials
WO-2024-0096-I02,WO-2024-0096,RAW-4403,Copper Busbar 40×4mm,Raw Materials,69,m,19.48,2024-10-18,Raw Materials
WO-2024-0096-I03,WO-2024-0096,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,12,pcs,111.21,2024-10-11,Electrical Components
WO-2024-0096-I04,WO-2024-0096,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,108,MT,777.27,2024-10-15,Raw Materials
WO-2024-0096-I05,WO-2024-0096,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,48,pcs,242.02,2024-10-20,Mechanical Parts
WO-2024-0097-I01,WO-2024-0097,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,72,kg,3.21,2024-10-24,Raw Materials
WO-2024-0097-I02,WO-2024-0097,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,25,pcs,15.94,2024-10-21,Electrical Components
WO-2024-0097-I03,WO-2024-0097,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,41,kg,3.9,2024-10-29,Raw Materials
WO-2024-0098-I01,WO-2024-0098,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,76,pcs,1674.53,2024-10-01,Electrical Components
WO-2024-0098-I02,WO-2024-0098,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,41,pcs,146.84,2024-09-24,Mechanical Parts
WO-2024-0099-I01,WO-2024-0099,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,49,pcs,155.39,2024-09-26,Mechanical Parts
WO-2024-0099-I02,WO-2024-0099,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,88,pcs,114.11,2024-09-29,Electrical Components
WO-2024-0099-I03,WO-2024-0099,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,55,MT,703.72,2024-09-21,Raw Materials
WO-2024-0099-I04,WO-2024-0099,MECH-2203,Servo Coupling 14/19mm,Mechanical Parts,95,pcs,40.66,2024-09-21,Mechanical Parts
WO-2024-0100-I01,WO-2024-0100,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,92,MT,715.32,2024-11-09,Raw Materials
WO-2024-0100-I02,WO-2024-0100,RAW-4402,Aluminium Extrusion 6061-T6,Raw Materials,16,kg,3.1,2024-11-19,Raw Materials
WO-2024-0100-I03,WO-2024-0100,RAW-4404,Stainless 316L Sheet 2mm,Raw Materials,59,kg,4.32,2024-11-18,Raw Materials
WO-2024-0101-I01,WO-2024-0101,RAW-4403,Copper Busbar 40×4mm,Raw Materials,22,m,17.98,2024-11-23,Raw Materials
WO-2024-0101-I02,WO-2024-0101,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,42,pcs,19.44,2024-11-19,Electrical Components
WO-2024-0101-I03,WO-2024-0101,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,17,pcs,207.69,2024-11-24,Mechanical Parts
WO-2024-0101-I04,WO-2024-0101,RAW-4405,HDPE Rod 50mm dia,Raw Materials,74,m,15.25,2024-11-19,Raw Materials
WO-2024-0103-I01,WO-2024-0103,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,61,pcs,1663.44,2024-12-25,Electrical Components
WO-2024-0103-I02,WO-2024-0103,RAW-4401,Steel HR Coil 3mm S235,Raw Materials,41,MT,680.12,2024-12-18,Raw Materials
WO-2024-0103-I03,WO-2024-0103,ELEC-3305,Power Supply 24VDC 20A DIN,Electrical Components,69,pcs,104.63,2024-12-16,Electrical Components
WO-2024-0105-I01,WO-2024-0105,MECH-2202,Linear Guide Rail 1500mm,Mechanical Parts,58,pcs,129.87,2024-12-01,Mechanical Parts
WO-2024-0105-I02,WO-2024-0105,MECH-2204,Spindle Bearing Set NSK 7210,Mechanical Parts,69,pcs,218.34,2024-12-09,Mechanical Parts
WO-2024-0105-I03,WO-2024-0105,ELEC-3303,Limit Switch IP67 Stainless,Electrical Components,54,pcs,21.62,2024-12-09,Electrical Components
WO-2024-0105-I04,WO-2024-0105,ELEC-3301,Servo Drive 5.5kW Siemens-compat,Electrical Components,52,pcs,1582.2,2024-12-03,Electrical Components
