invite_id,rfq_id,vendor_id,vendor_name,invited_date,category,month_index,responded,response_type
RFQ-0032-INV-V009,RFQ-0032,V009,Fischer & Söhne KG,2024-05-01,Mechanical Parts,3,True,bid
RFQ-0032-INV-V019,RFQ-0032,V019,Emerald Isle Castings Ltd,2024-05-01,Mechanical Parts,3,True,bid
RFQ-0032-INV-V004,RFQ-0032,V004,Strömberg Hydraulics AB,2024-05-01,Mechanical Parts,3,True,bid
RFQ-0032-INV-V010,RFQ-0032,V010,Adriatic Fastenings d.o.o.,2024-05-01,Mechanical Parts,3,True,bid
RFQ-0032-INV-V024,RFQ-0032,V024,BalticTech UAB,2024-05-01,Mechanical Parts,3,False,no_response
RFQ-0033-INV-V013,RFQ-0033,V013,Vantage Sensors GmbH,2024-04-06,Electrical Components,3,True,bid
RFQ-0033-INV-V011,RFQ-0033,V011,Solaris Power Components,2024-04-06,Electrical Components,3,False,no_response
RFQ-0033-INV-V002,RFQ-0033,V002,Tanaka Electrical KK,2024-04-06,Electrical Components,3,True,bid
RFQ-0033-INV-V016,RFQ-0033,V016,Precision Arc Systems,2024-04-06,Electrical Components,3,True,bid
RFQ-0033-INV-V018,RFQ-0033,V018,Guangzhou Mech & Elec Co.,2024-04-06,Electrical Components,3,True,bid
RFQ-0033-INV-V006,RFQ-0033,V006,Bright Spark Electronics Ltd,2024-04-06,Electrical Components,3,True,bid
RFQ-0033-INV-V021,RFQ-0033,V021,Helios Micro Systems,2024-04-06,Electrical Components,3,False,no_response
RFQ-0034-INV-V001,RFQ-0034,V001,Kovacs Precision GmbH,2024-04-25,Mechanical Parts,3,True,bid
RFQ-0034-INV-V007,RFQ-0034,V007,Nakamura Tooling Co.,2024-04-25,Mechanical Parts,3,True,bid
RFQ-0034-INV-V019,RFQ-0034,V019,Emerald Isle Castings Ltd,2024-04-25,Mechanical Parts,3,False,no_response
RFQ-0034-INV-V010,RFQ-0034,V010,Adriatic Fastenings d.o.o.,2024-04-25,Mechanical Parts,3,True,bid
RFQ-0034-INV-V004,RFQ-0034,V004,Strömberg Hydraulics AB,2024-04-25,Mechanical Parts,3,True,bid
RFQ-0034-INV-V017,RFQ-0034,V017,Türk Makina A.Ş.,2024-04-25,Mechanical Parts,3,True,bid
RFQ-0034-INV-V009,RFQ-0034,V009,Fischer & Söhne KG,2024-04-25,Mechanical Parts,3,True,bid
RFQ-0034-INV-V022,RFQ-0034,V022,Andean Precision SRL,2024-04-25,Mechanical Parts,3,False,no_response
RFQ-0035-INV-V009,RFQ-0035,V009,Fischer & Söhne KG,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V019,RFQ-0035,V019,Emerald Isle Castings Ltd,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V007,RFQ-0035,V007,Nakamura Tooling Co.,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V017,RFQ-0035,V017,Türk Makina A.Ş.,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V004,RFQ-0035,V004,Strömberg Hydraulics AB,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V010,RFQ-0035,V010,Adriatic Fastenings d.o.o.,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V001,RFQ-0035,V001,Kovacs Precision GmbH,2024-04-21,Mechanical Parts,3,True,bid
RFQ-0035-INV-V022,RFQ-0035,V022,Andean Precision SRL,2024-04-21,Mechanical Parts,3,False,no_response
RFQ-0036-INV-V002,RFQ-0036,V002,Tanaka Electrical KK,2024-04-16,Electrical Components,3,True,bid
RFQ-0036-INV-V018,RFQ-0036,V018,Guangzhou Mech & Elec Co.,2024-04-16,Electrical Components,3,True,bid
RFQ-0036-INV-V006,RFQ-0036,V006,Bright Spark Electronics Ltd,2024-04-16,Electrical Components,3,True,bid
RFQ-0036-INV-V011,RFQ-0036,V011,Solaris Power Components,2024-04-16,Electrical Components,3,False,no_response
RFQ-0036-INV-V013,RFQ-0036,V013,Vantage Sensors GmbH,2024-04-16,Electrical Components,3,True,bid
RFQ-0036-INV-V016,RFQ-0036,V016,Precision Arc Systems,2024-04-16,Electrical Components,3,True,bid
RFQ-0036-INV-V021,RFQ-0036,V021,Helios Micro Systems,2024-04-16,Electrical Components,3,False,no_response
RFQ-0037-INV-V013,RFQ-0037,V013,Vantage Sensors GmbH,2024-04-30,Electrical Components,3,True,bid
RFQ-0037-INV-V002,RFQ-0037,V002,Tanaka Electrical KK,2024-04-30,Electrical Components,3,True,bid
RFQ-0037-INV-V016,RFQ-0037,V016,Precision Arc Systems,2024-04-30,Electrical Components,3,True,bid
RFQ-0037-INV-V006,RFQ-0037,V006,Bright Spark Electronics Ltd,2024-04-30,Electrical Components,3,False,no_response
RFQ-0037-INV-V011,RFQ-0037,V011,Solaris Power Components,2024-04-30,Electrical Components,3,False,no_response
RFQ-0037-INV-V018,RFQ-0037,V018,Guangzhou Mech & Elec Co.,2024-04-30,Electrical Components,3,True,bid
RFQ-0037-INV-V021,RFQ-0037,V021,Helios Micro Systems,2024-04-30,Electrical Components,3,False,no_response
RFQ-0038-INV-V006,RFQ-0038,V006,Bright Spark Electronics Ltd,2024-05-02,Electrical Components,3,False,no_response
RFQ-0038-INV-V013,RFQ-0038,V013,Vantage Sensors GmbH,2024-05-02,Electrical Components,3,True,bid
RFQ-0038-INV-V011,RFQ-0038,V011,Solaris Power Components,2024-05-02,Electrical Components,3,True,bid
RFQ-0038-INV-V002,RFQ-0038,V002,Tanaka Electrical KK,2024-05-02,Electrical Components,3,False,no_response
RFQ-0038-INV-V016,RFQ-0038,V016,Precision Arc Systems,2024-05-02,Electrical Components,3,False,no_response
RFQ-0038-INV-V018,RFQ-0038,V018,Guangzhou Mech & Elec Co.,2024-05-02,Electrical Components,3,True,bid
RFQ-0038-INV-V021,RFQ-0038,V021,Helios Micro Systems,2024-05-02,Electrical Components,3,False,no_response
RFQ-0039-INV-V007,RFQ-0039,V007,Nakamura Tooling Co.,2024-04-29,Mechanical Parts,3,True,bid
RFQ-0039-INV-V009,RFQ-0039,V009,Fischer & Söhne KG,2024-04-29,Mechanical Parts,3,True,bid
RFQ-0039-INV-V017,RFQ-0039,V017,Türk Makina A.Ş.,2024-04-29,Mechanical Parts,3,True,bid
RFQ-0039-INV-V010,RFQ-0039,V010,Adriatic Fastenings d.o.o.,2024-04-29,Mechanical Parts,3,False,no_response
RFQ-0039-INV-V001,RFQ-0039,V001,Kovacs Precision GmbH,2024-04-29,Mechanical Parts,3,True,bid
RFQ-0039-INV-V004,RFQ-0039,V004,Strömberg Hydraulics AB,2024-04-29,Mechanical Parts,3,True,bid
RFQ-0039-INV-V019,RFQ-0039,V019,Emerald Isle Castings Ltd,2024-04-29,Mechanical Parts,3,True,bid
RFQ-0039-INV-V024,RFQ-0039,V024,BalticTech UAB,2024-04-29,Mechanical Parts,3,False,no_response
RFQ-0040-INV-V013,RFQ-0040,V013,Vantage Sensors GmbH,2024-04-12,Electrical Components,3,True,bid
RFQ-0040-INV-V006,RFQ-0040,V006,Bright Spark Electronics Ltd,2024-04-12,Electrical Components,3,True,bid
RFQ-0040-INV-V016,RFQ-0040,V016,Precision Arc Systems,2024-04-12,Electrical Components,3,False,no_response
RFQ-0040-INV-V002,RFQ-0040,V002,Tanaka Electrical KK,2024-04-12,Electrical Components,3,False,no_response
RFQ-0040-INV-V018,RFQ-0040,V018,Guangzhou Mech & Elec Co.,2024-04-12,Electrical Components,3,True,bid
RFQ-0040-INV-V011,RFQ-0040,V011,Solaris Power Components,2024-04-12,Electrical Components,3,False,no_response
RFQ-0040-INV-V021,RFQ-0040,V021,Helios Micro Systems,2024-04-12,Electrical Components,3,False,no_response
RFQ-0041-INV-V001,RFQ-0041,V001,Kovacs Precision GmbH,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0041-INV-V022,RFQ-0041,V022,Andean Precision SRL,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0041-INV-V017,RFQ-0041,V017,Türk Makina A.Ş.,2024-05-25,Mechanical Parts,4,False,no_response
RFQ-0041-INV-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0041-INV-V024,RFQ-0041,V024,BalticTech UAB,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0041-INV-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0041-INV-V009,RFQ-0041,V009,Fischer & Söhne KG,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0041-INV-V004,RFQ-0041,V004,Strömberg Hydraulics AB,2024-05-25,Mechanical Parts,4,True,bid
RFQ-0042-INV-V024,RFQ-0042,V024,BalticTech UAB,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V001,RFQ-0042,V001,Kovacs Precision GmbH,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V017,RFQ-0042,V017,Türk Makina A.Ş.,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V010,RFQ-0042,V010,Adriatic Fastenings d.o.o.,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V022,RFQ-0042,V022,Andean Precision SRL,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V007,RFQ-0042,V007,Nakamura Tooling Co.,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V004,RFQ-0042,V004,Strömberg Hydraulics AB,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0042-INV-V019,RFQ-0042,V019,Emerald Isle Castings Ltd,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0043-INV-V007,RFQ-0043,V007,Nakamura Tooling Co.,2024-05-23,Mechanical Parts,4,False,no_response
RFQ-0043-INV-V009,RFQ-0043,V009,Fischer & Söhne KG,2024-05-23,Mechanical Parts,4,True,bid
RFQ-0043-INV-V019,RFQ-0043,V019,Emerald Isle Castings Ltd,2024-05-23,Mechanical Parts,4,True,bid
RFQ-0043-INV-V004,RFQ-0043,V004,Strömberg Hydraulics AB,2024-05-23,Mechanical Parts,4,True,bid
RFQ-0043-INV-V024,RFQ-0043,V024,BalticTech UAB,2024-05-23,Mechanical Parts,4,False,no_response
RFQ-0043-INV-V017,RFQ-0043,V017,Türk Makina A.Ş.,2024-05-23,Mechanical Parts,4,True,bid
RFQ-0043-INV-V010,RFQ-0043,V010,Adriatic Fastenings d.o.o.,2024-05-23,Mechanical Parts,4,True,bid
RFQ-0043-INV-V022,RFQ-0043,V022,Andean Precision SRL,2024-05-23,Mechanical Parts,4,True,bid
RFQ-0044-INV-V016,RFQ-0044,V016,Precision Arc Systems,2024-05-05,Electrical Components,4,False,no_response
RFQ-0044-INV-V021,RFQ-0044,V021,Helios Micro Systems,2024-05-05,Electrical Components,4,True,bid
RFQ-0044-INV-V018,RFQ-0044,V018,Guangzhou Mech & Elec Co.,2024-05-05,Electrical Components,4,False,no_response
RFQ-0044-INV-V011,RFQ-0044,V011,Solaris Power Components,2024-05-05,Electrical Components,4,True,bid
RFQ-0044-INV-V006,RFQ-0044,V006,Bright Spark Electronics Ltd,2024-05-05,Electrical Components,4,True,bid
RFQ-0044-INV-V002,RFQ-0044,V002,Tanaka Electrical KK,2024-05-05,Electrical Components,4,True,bid
RFQ-0044-INV-V013,RFQ-0044,V013,Vantage Sensors GmbH,2024-05-05,Electrical Components,4,True,bid
RFQ-0045-INV-V007,RFQ-0045,V007,Nakamura Tooling Co.,2024-06-03,Mechanical Parts,4,False,no_response
RFQ-0045-INV-V022,RFQ-0045,V022,Andean Precision SRL,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0045-INV-V024,RFQ-0045,V024,BalticTech UAB,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0045-INV-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0045-INV-V001,RFQ-0045,V001,Kovacs Precision GmbH,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0045-INV-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0045-INV-V017,RFQ-0045,V017,Türk Makina A.Ş.,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0045-INV-V004,RFQ-0045,V004,Strömberg Hydraulics AB,2024-06-03,Mechanical Parts,4,True,bid
RFQ-0046-INV-V002,RFQ-0046,V002,Tanaka Electrical KK,2024-05-20,Electrical Components,4,True,bid
RFQ-0046-INV-V018,RFQ-0046,V018,Guangzhou Mech & Elec Co.,2024-05-20,Electrical Components,4,True,bid
RFQ-0046-INV-V013,RFQ-0046,V013,Vantage Sensors GmbH,2024-05-20,Electrical Components,4,True,bid
RFQ-0046-INV-V021,RFQ-0046,V021,Helios Micro Systems,2024-05-20,Electrical Components,4,True,bid
RFQ-0046-INV-V006,RFQ-0046,V006,Bright Spark Electronics Ltd,2024-05-20,Electrical Components,4,True,bid
RFQ-0046-INV-V016,RFQ-0046,V016,Precision Arc Systems,2024-05-20,Electrical Components,4,False,no_response
RFQ-0046-INV-V011,RFQ-0046,V011,Solaris Power Components,2024-05-20,Electrical Components,4,True,bid
RFQ-0047-INV-V009,RFQ-0047,V009,Fischer & Söhne KG,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0047-INV-V001,RFQ-0047,V001,Kovacs Precision GmbH,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0047-INV-V017,RFQ-0047,V017,Türk Makina A.Ş.,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0047-INV-V024,RFQ-0047,V024,BalticTech UAB,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0047-INV-V010,RFQ-0047,V010,Adriatic Fastenings d.o.o.,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0047-INV-V007,RFQ-0047,V007,Nakamura Tooling Co.,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0047-INV-V022,RFQ-0047,V022,Andean Precision SRL,2024-05-09,Mechanical Parts,4,False,no_response
RFQ-0047-INV-V019,RFQ-0047,V019,Emerald Isle Castings Ltd,2024-05-09,Mechanical Parts,4,True,bid
RFQ-0048-INV-V024,RFQ-0048,V024,BalticTech UAB,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0048-INV-V001,RFQ-0048,V001,Kovacs Precision GmbH,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0048-INV-V017,RFQ-0048,V017,Türk Makina A.Ş.,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0048-INV-V019,RFQ-0048,V019,Emerald Isle Castings Ltd,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0048-INV-V004,RFQ-0048,V004,Strömberg Hydraulics AB,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0048-INV-V010,RFQ-0048,V010,Adriatic Fastenings d.o.o.,2024-05-26,Mechanical Parts,4,False,no_response
RFQ-0048-INV-V007,RFQ-0048,V007,Nakamura Tooling Co.,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0048-INV-V009,RFQ-0048,V009,Fischer & Söhne KG,2024-05-26,Mechanical Parts,4,True,bid
RFQ-0049-INV-V006,RFQ-0049,V006,Bright Spark Electronics Ltd,2024-05-15,Electrical Components,4,False,no_response
RFQ-0049-INV-V013,RFQ-0049,V013,Vantage Sensors GmbH,2024-05-15,Electrical Components,4,True,bid
RFQ-0049-INV-V018,RFQ-0049,V018,Guangzhou Mech & Elec Co.,2024-05-15,Electrical Components,4,False,no_response
RFQ-0049-INV-V002,RFQ-0049,V002,Tanaka Electrical KK,2024-05-15,Electrical Components,4,True,bid
RFQ-0049-INV-V016,RFQ-0049,V016,Precision Arc Systems,2024-05-15,Electrical Components,4,True,bid
RFQ-0049-INV-V021,RFQ-0049,V021,Helios Micro Systems,2024-05-15,Electrical Components,4,False,no_response
RFQ-0049-INV-V011,RFQ-0049,V011,Solaris Power Components,2024-05-15,Electrical Components,4,True,bid
RFQ-0050-INV-V019,RFQ-0050,V019,Emerald Isle Castings Ltd,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0050-INV-V001,RFQ-0050,V001,Kovacs Precision GmbH,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0050-INV-V022,RFQ-0050,V022,Andean Precision SRL,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0050-INV-V024,RFQ-0050,V024,BalticTech UAB,2024-05-24,Mechanical Parts,4,False,no_response
RFQ-0050-INV-V007,RFQ-0050,V007,Nakamura Tooling Co.,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0050-INV-V004,RFQ-0050,V004,Strömberg Hydraulics AB,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0050-INV-V017,RFQ-0050,V017,Türk Makina A.Ş.,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0050-INV-V009,RFQ-0050,V009,Fischer & Söhne KG,2024-05-24,Mechanical Parts,4,True,bid
RFQ-0051-INV-V017,RFQ-0051,V017,Türk Makina A.Ş.,2024-05-18,Mechanical Parts,4,True,bid
RFQ-0051-INV-V001,RFQ-0051,V001,Kovacs Precision GmbH,2024-05-18,Mechanical Parts,4,True,bid
RFQ-0051-INV-V019,RFQ-0051,V019,Emerald Isle Castings Ltd,2024-05-18,Mechanical Parts,4,True,bid
RFQ-0051-INV-V007,RFQ-0051,V007,Nakamura Tooling Co.,2024-05-18,Mechanical Parts,4,False,no_response
RFQ-0051-INV-V010,RFQ-0051,V010,Adriatic Fastenings d.o.o.,2024-05-18,Mechanical Parts,4,False,no_response
RFQ-0051-INV-V004,RFQ-0051,V004,Strömberg Hydraulics AB,2024-05-18,Mechanical Parts,4,True,bid
RFQ-0051-INV-V009,RFQ-0051,V009,Fischer & Söhne KG,2024-05-18,Mechanical Parts,4,False,no_response
RFQ-0051-INV-V024,RFQ-0051,V024,BalticTech UAB,2024-05-18,Mechanical Parts,4,True,bid
RFQ-0052-INV-V013,RFQ-0052,V013,Vantage Sensors GmbH,2024-06-28,Electrical Components,5,True,bid
RFQ-0052-INV-V018,RFQ-0052,V018,Guangzhou Mech & Elec Co.,2024-06-28,Electrical Components,5,False,no_response
RFQ-0052-INV-V016,RFQ-0052,V016,Precision Arc Systems,2024-06-28,Electrical Components,5,True,bid
RFQ-0052-INV-V006,RFQ-0052,V006,Bright Spark Electronics Ltd,2024-06-28,Electrical Components,5,True,bid
RFQ-0052-INV-V002,RFQ-0052,V002,Tanaka Electrical KK,2024-06-28,Electrical Components,5,True,bid
RFQ-0052-INV-V021,RFQ-0052,V021,Helios Micro Systems,2024-06-28,Electrical Components,5,True,bid
RFQ-0052-INV-V011,RFQ-0052,V011,Solaris Power Components,2024-06-28,Electrical Components,5,True,bid
RFQ-0053-INV-V001,RFQ-0053,V001,Kovacs Precision GmbH,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V022,RFQ-0053,V022,Andean Precision SRL,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V009,RFQ-0053,V009,Fischer & Söhne KG,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V017,RFQ-0053,V017,Türk Makina A.Ş.,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V024,RFQ-0053,V024,BalticTech UAB,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V019,RFQ-0053,V019,Emerald Isle Castings Ltd,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V004,RFQ-0053,V004,Strömberg Hydraulics AB,2024-06-04,Mechanical Parts,5,True,bid
RFQ-0053-INV-V007,RFQ-0053,V007,Nakamura Tooling Co.,2024-06-04,Mechanical Parts,5,False,no_response
RFQ-0054-INV-V018,RFQ-0054,V018,Guangzhou Mech & Elec Co.,2024-06-09,Electrical Components,5,True,bid
RFQ-0054-INV-V013,RFQ-0054,V013,Vantage Sensors GmbH,2024-06-09,Electrical Components,5,True,bid
RFQ-0054-INV-V011,RFQ-0054,V011,Solaris Power Components,2024-06-09,Electrical Components,5,False,no_response
RFQ-0054-INV-V016,RFQ-0054,V016,Precision Arc Systems,2024-06-09,Electrical Components,5,True,bid
RFQ-0054-INV-V021,RFQ-0054,V021,Helios Micro Systems,2024-06-09,Electrical Components,5,True,bid
RFQ-0054-INV-V006,RFQ-0054,V006,Bright Spark Electronics Ltd,2024-06-09,Electrical Components,5,False,no_response
RFQ-0054-INV-V002,RFQ-0054,V002,Tanaka Electrical KK,2024-06-09,Electrical Components,5,True,bid
RFQ-0055-INV-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,2024-06-08,Electrical Components,5,True,bid
RFQ-0055-INV-V011,RFQ-0055,V011,Solaris Power Components,2024-06-08,Electrical Components,5,True,bid
RFQ-0055-INV-V021,RFQ-0055,V021,Helios Micro Systems,2024-06-08,Electrical Components,5,True,bid
RFQ-0055-INV-V016,RFQ-0055,V016,Precision Arc Systems,2024-06-08,Electrical Components,5,True,bid
RFQ-0055-INV-V002,RFQ-0055,V002,Tanaka Electrical KK,2024-06-08,Electrical Components,5,True,bid
RFQ-0055-INV-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,2024-06-08,Electrical Components,5,True,bid
RFQ-0055-INV-V013,RFQ-0055,V013,Vantage Sensors GmbH,2024-06-08,Electrical Components,5,True,bid
RFQ-0056-INV-V013,RFQ-0056,V013,Vantage Sensors GmbH,2024-06-08,Electrical Components,5,False,no_response
RFQ-0056-INV-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,2024-06-08,Electrical Components,5,True,bid
RFQ-0056-INV-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,2024-06-08,Electrical Components,5,True,bid
RFQ-0056-INV-V002,RFQ-0056,V002,Tanaka Electrical KK,2024-06-08,Electrical Components,5,False,no_response
RFQ-0056-INV-V011,RFQ-0056,V011,Solaris Power Components,2024-06-08,Electrical Components,5,True,bid
RFQ-0056-INV-V021,RFQ-0056,V021,Helios Micro Systems,2024-06-08,Electrical Components,5,False,no_response
RFQ-0056-INV-V016,RFQ-0056,V016,Precision Arc Systems,2024-06-08,Electrical Components,5,True,bid
RFQ-0057-INV-V007,RFQ-0057,V007,Nakamura Tooling Co.,2024-06-17,Mechanical Parts,5,True,bid
RFQ-0057-INV-V010,RFQ-0057,V010,Adriatic Fastenings d.o.o.,2024-06-17,Mechanical Parts,5,False,no_response
RFQ-0057-INV-V017,RFQ-0057,V017,Türk Makina A.Ş.,2024-06-17,Mechanical Parts,5,True,bid
RFQ-0057-INV-V009,RFQ-0057,V009,Fischer & Söhne KG,2024-06-17,Mechanical Parts,5,False,no_response
RFQ-0057-INV-V001,RFQ-0057,V001,Kovacs Precision GmbH,2024-06-17,Mechanical Parts,5,True,bid
RFQ-0057-INV-V004,RFQ-0057,V004,Strömberg Hydraulics AB,2024-06-17,Mechanical Parts,5,True,bid
RFQ-0057-INV-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,2024-06-17,Mechanical Parts,5,True,bid
RFQ-0057-INV-V022,RFQ-0057,V022,Andean Precision SRL,2024-06-17,Mechanical Parts,5,True,bid
RFQ-0058-INV-V015,RFQ-0058,V015,Nordic Steel AS,2024-06-20,Raw Materials,5,True,bid
RFQ-0058-INV-V023,RFQ-0058,V023,Sahara Industrial FZE,2024-06-20,Raw Materials,5,False,no_response
RFQ-0058-INV-V020,RFQ-0058,V020,Rajasthan Rare Earths Ltd,2024-06-20,Raw Materials,5,True,bid
RFQ-0058-INV-V005,RFQ-0058,V005,Cerro Negro Metals SA,2024-06-20,Raw Materials,5,True,bid
RFQ-0058-INV-V008,RFQ-0058,V008,Delta Composites Inc.,2024-06-20,Raw Materials,5,True,bid
RFQ-0058-INV-V003,RFQ-0058,V003,Patel Alloys Pvt Ltd,2024-06-20,Raw Materials,5,True,bid
RFQ-0058-INV-V012,RFQ-0058,V012,Indra Copper Works,2024-06-20,Raw Materials,5,True,bid
RFQ-0058-INV-V014,RFQ-0058,V014,Coastal Alloys Pty Ltd,2024-06-20,Raw Materials,5,True,bid
RFQ-0059-INV-V002,RFQ-0059,V002,Tanaka Electrical KK,2024-06-12,Electrical Components,5,False,no_response
RFQ-0059-INV-V011,RFQ-0059,V011,Solaris Power Components,2024-06-12,Electrical Components,5,True,bid
RFQ-0059-INV-V021,RFQ-0059,V021,Helios Micro Systems,2024-06-12,Electrical Components,5,True,bid
RFQ-0059-INV-V016,RFQ-0059,V016,Precision Arc Systems,2024-06-12,Electrical Components,5,False,no_response
RFQ-0059-INV-V006,RFQ-0059,V006,Bright Spark Electronics Ltd,2024-06-12,Electrical Components,5,True,bid
RFQ-0059-INV-V018,RFQ-0059,V018,Guangzhou Mech & Elec Co.,2024-06-12,Electrical Components,5,True,bid
RFQ-0059-INV-V013,RFQ-0059,V013,Vantage Sensors GmbH,2024-06-12,Electrical Components,5,True,bid
RFQ-0060-INV-V009,RFQ-0060,V009,Fischer & Söhne KG,2024-06-22,Mechanical Parts,5,True,bid
RFQ-0060-INV-V017,RFQ-0060,V017,Türk Makina A.Ş.,2024-06-22,Mechanical Parts,5,True,bid
RFQ-0060-INV-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2024-06-22,Mechanical Parts,5,True,bid
RFQ-0060-INV-V001,RFQ-0060,V001,Kovacs Precision GmbH,2024-06-22,Mechanical Parts,5,True,bid
RFQ-0060-INV-V024,RFQ-0060,V024,BalticTech UAB,2024-06-22,Mechanical Parts,5,False,no_response
RFQ-0060-INV-V004,RFQ-0060,V004,Strömberg Hydraulics AB,2024-06-22,Mechanical Parts,5,True,bid
RFQ-0060-INV-V007,RFQ-0060,V007,Nakamura Tooling Co.,2024-06-22,Mechanical Parts,5,False,no_response
RFQ-0060-INV-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,2024-06-22,Mechanical Parts,5,True,bid
RFQ-0061-INV-V023,RFQ-0061,V023,Sahara Industrial FZE,2024-06-19,Raw Materials,5,True,bid
RFQ-0061-INV-V020,RFQ-0061,V020,Rajasthan Rare Earths Ltd,2024-06-19,Raw Materials,5,True,bid
RFQ-0061-INV-V005,RFQ-0061,V005,Cerro Negro Metals SA,2024-06-19,Raw Materials,5,True,bid
RFQ-0061-INV-V008,RFQ-0061,V008,Delta Composites Inc.,2024-06-19,Raw Materials,5,True,bid
RFQ-0061-INV-V012,RFQ-0061,V012,Indra Copper Works,2024-06-19,Raw Materials,5,False,no_response
RFQ-0061-INV-V014,RFQ-0061,V014,Coastal Alloys Pty Ltd,2024-06-19,Raw Materials,5,True,bid
RFQ-0061-INV-V003,RFQ-0061,V003,Patel Alloys Pvt Ltd,2024-06-19,Raw Materials,5,True,bid
RFQ-0061-INV-V015,RFQ-0061,V015,Nordic Steel AS,2024-06-19,Raw Materials,5,True,bid
RFQ-0062-INV-V009,RFQ-0062,V009,Fischer & Söhne KG,2024-07-16,Mechanical Parts,6,True,bid
RFQ-0062-INV-V001,RFQ-0062,V001,Kovacs Precision GmbH,2024-07-16,Mechanical Parts,6,True,bid
RFQ-0062-INV-V004,RFQ-0062,V004,Strömberg Hydraulics AB,2024-07-16,Mechanical Parts,6,True,bid
RFQ-0062-INV-V007,RFQ-0062,V007,Nakamura Tooling Co.,2024-07-16,Mechanical Parts,6,False,no_response
RFQ-0062-INV-V024,RFQ-0062,V024,BalticTech UAB,2024-07-16,Mechanical Parts,6,True,bid
RFQ-0062-INV-V010,RFQ-0062,V010,Adriatic Fastenings d.o.o.,2024-07-16,Mechanical Parts,6,True,bid
RFQ-0062-INV-V017,RFQ-0062,V017,Türk Makina A.Ş.,2024-07-16,Mechanical Parts,6,True,bid
RFQ-0062-INV-V022,RFQ-0062,V022,Andean Precision SRL,2024-07-16,Mechanical Parts,6,True,bid
