bid_id,rfq_id,vendor_id,vendor_name,bid_date,bid_unit_price,bid_total_usd,delivery_days,validity_days,price_delta_pct,archetype,month_index
BID-RFQ-0039-V001,RFQ-0039,V001,Kovacs Precision GmbH,2024-05-12,94.74,33064.26,15,30,-5.43,reliable,3
BID-RFQ-0039-V004,RFQ-0039,V004,Strömberg Hydraulics AB,2024-05-13,95.8,33434.2,11,30,-4.37,reliable,3
BID-RFQ-0039-V019,RFQ-0039,V019,Emerald Isle Castings Ltd,2024-05-11,103.25,36034.25,54,30,3.06,conservative,3
BID-RFQ-0040-V013,RFQ-0040,V013,Vantage Sensors GmbH,2024-04-23,463.24,115346.76,39,30,5.87,conservative,3
BID-RFQ-0040-V006,RFQ-0040,V006,Bright Spark Electronics Ltd,2024-04-23,380.16,94659.84,18,30,-13.12,volatile,3
BID-RFQ-0040-V018,RFQ-0040,V018,Guangzhou Mech & Elec Co.,2024-04-24,493.69,122928.81,25,30,12.83,aggressive_bidder,3
BID-RFQ-0041-V001,RFQ-0041,V001,Kovacs Precision GmbH,2024-06-03,109.66,30924.12,55,30,-7.2,reliable,4
BID-RFQ-0041-V022,RFQ-0041,V022,Andean Precision SRL,2024-06-04,103.55,29201.1,13,30,-12.37,aggressive_bidder,4
BID-RFQ-0041-V010,RFQ-0041,V010,Adriatic Fastenings d.o.o.,2024-06-04,106.37,29996.34,26,30,-9.99,aggressive_bidder,4
BID-RFQ-0041-V024,RFQ-0041,V024,BalticTech UAB,2024-06-04,119.32,33648.24,47,30,0.97,reliable,4
BID-RFQ-0041-V019,RFQ-0041,V019,Emerald Isle Castings Ltd,2024-06-04,125.38,35357.16,30,30,6.11,conservative,4
BID-RFQ-0041-V009,RFQ-0041,V009,Fischer & Söhne KG,2024-06-02,108.18,30506.76,33,30,-8.45,relationship_focused,4
BID-RFQ-0041-V004,RFQ-0041,V004,Strömberg Hydraulics AB,2024-06-01,113.52,32012.64,20,30,-3.93,reliable,4
BID-RFQ-0042-V024,RFQ-0042,V024,BalticTech UAB,2024-06-06,101.69,25219.12,13,30,-3.36,reliable,4
BID-RFQ-0042-V001,RFQ-0042,V001,Kovacs Precision GmbH,2024-06-04,101.09,25070.32,12,30,-3.93,reliable,4
BID-RFQ-0042-V017,RFQ-0042,V017,Türk Makina A.Ş.,2024-06-06,90.43,22426.64,17,30,-14.06,aggressive_bidder,4
BID-RFQ-0042-V010,RFQ-0042,V010,Adriatic Fastenings d.o.o.,2024-06-05,93.11,23091.28,46,30,-11.52,aggressive_bidder,4
BID-RFQ-0042-V022,RFQ-0042,V022,Andean Precision SRL,2024-06-07,100.39,24896.72,25,30,-4.59,aggressive_bidder,4
BID-RFQ-0042-V007,RFQ-0042,V007,Nakamura Tooling Co.,2024-06-07,110.03,27287.44,30,30,4.56,conservative,4
BID-RFQ-0042-V004,RFQ-0042,V004,Strömberg Hydraulics AB,2024-06-04,105.52,26168.96,50,30,0.28,reliable,4
BID-RFQ-0042-V019,RFQ-0042,V019,Emerald Isle Castings Ltd,2024-06-04,110.08,27299.84,30,30,4.61,conservative,4
BID-RFQ-0043-V009,RFQ-0043,V009,Fischer & Söhne KG,2024-06-03,360.18,127143.54,15,30,-6.77,relationship_focused,4
BID-RFQ-0043-V019,RFQ-0043,V019,Emerald Isle Castings Ltd,2024-06-06,393.74,138990.22,23,30,1.92,conservative,4
BID-RFQ-0043-V004,RFQ-0043,V004,Strömberg Hydraulics AB,2024-06-03,372.95,131651.35,37,30,-3.46,reliable,4
BID-RFQ-0043-V017,RFQ-0043,V017,Türk Makina A.Ş.,2024-06-03,355.16,125371.48,38,30,-8.06,aggressive_bidder,4
BID-RFQ-0043-V010,RFQ-0043,V010,Adriatic Fastenings d.o.o.,2024-06-04,333.98,117894.94,49,30,-13.55,aggressive_bidder,4
BID-RFQ-0043-V022,RFQ-0043,V022,Andean Precision SRL,2024-06-03,338.65,119543.45,53,30,-12.34,aggressive_bidder,4
BID-RFQ-0044-V021,RFQ-0044,V021,Helios Micro Systems,2024-05-14,457.13,101482.86,29,30,4.54,conservative,4
BID-RFQ-0044-V011,RFQ-0044,V011,Solaris Power Components,2024-05-17,426.76,94740.72,42,30,-2.41,volatile,4
BID-RFQ-0044-V006,RFQ-0044,V006,Bright Spark Electronics Ltd,2024-05-15,412.17,91501.74,47,30,-5.75,volatile,4
BID-RFQ-0044-V002,RFQ-0044,V002,Tanaka Electrical KK,2024-05-16,453.55,100688.1,35,30,3.72,conservative,4
BID-RFQ-0044-V013,RFQ-0044,V013,Vantage Sensors GmbH,2024-05-14,456.26,101289.72,49,30,4.34,conservative,4
BID-RFQ-0045-V022,RFQ-0045,V022,Andean Precision SRL,2024-06-12,160.26,25321.08,37,30,-16.56,aggressive_bidder,4
BID-RFQ-0045-V024,RFQ-0045,V024,BalticTech UAB,2024-06-09,174.81,27619.98,52,30,-8.98,reliable,4
BID-RFQ-0045-V019,RFQ-0045,V019,Emerald Isle Castings Ltd,2024-06-11,200.81,31727.98,18,30,4.55,conservative,4
BID-RFQ-0045-V001,RFQ-0045,V001,Kovacs Precision GmbH,2024-06-09,182.05,28763.9,51,30,-5.21,reliable,4
BID-RFQ-0045-V010,RFQ-0045,V010,Adriatic Fastenings d.o.o.,2024-06-12,168.79,26668.82,29,30,-12.12,aggressive_bidder,4
BID-RFQ-0045-V017,RFQ-0045,V017,Türk Makina A.Ş.,2024-06-09,158.87,25101.46,40,30,-17.28,aggressive_bidder,4
BID-RFQ-0045-V004,RFQ-0045,V004,Strömberg Hydraulics AB,2024-06-09,183.05,28921.9,13,30,-4.69,reliable,4
BID-RFQ-0046-V002,RFQ-0046,V002,Tanaka Electrical KK,2024-06-03,44.38,12825.82,41,30,1.1,conservative,4
BID-RFQ-0046-V018,RFQ-0046,V018,Guangzhou Mech & Elec Co.,2024-06-02,48.63,14054.07,55,30,10.77,aggressive_bidder,4
BID-RFQ-0046-V013,RFQ-0046,V013,Vantage Sensors GmbH,2024-05-31,45.64,13189.96,40,30,3.97,conservative,4
BID-RFQ-0046-V021,RFQ-0046,V021,Helios Micro Systems,2024-06-01,44.09,12742.01,22,30,0.43,conservative,4
BID-RFQ-0046-V006,RFQ-0046,V006,Bright Spark Electronics Ltd,2024-05-31,45.2,13062.8,18,30,2.97,volatile,4
BID-RFQ-0046-V011,RFQ-0046,V011,Solaris Power Components,2024-06-02,43.77,12649.53,28,30,-0.29,volatile,4
BID-RFQ-0047-V009,RFQ-0047,V009,Fischer & Söhne KG,2024-05-20,200.09,27612.42,41,30,-7.57,relationship_focused,4
BID-RFQ-0047-V001,RFQ-0047,V001,Kovacs Precision GmbH,2024-05-21,211.36,29167.68,32,30,-2.37,reliable,4
BID-RFQ-0047-V017,RFQ-0047,V017,Türk Makina A.Ş.,2024-05-23,190.24,26253.12,49,30,-12.12,aggressive_bidder,4
BID-RFQ-0047-V024,RFQ-0047,V024,BalticTech UAB,2024-05-21,210.86,29098.68,19,30,-2.6,reliable,4
BID-RFQ-0047-V010,RFQ-0047,V010,Adriatic Fastenings d.o.o.,2024-05-20,210.57,29058.66,17,30,-2.73,aggressive_bidder,4
BID-RFQ-0047-V007,RFQ-0047,V007,Nakamura Tooling Co.,2024-05-23,214.45,29594.1,20,30,-0.93,conservative,4
BID-RFQ-0047-V019,RFQ-0047,V019,Emerald Isle Castings Ltd,2024-05-20,223.59,30855.42,16,30,3.29,conservative,4
BID-RFQ-0048-V024,RFQ-0048,V024,BalticTech UAB,2024-06-04,210.62,66977.16,10,30,-0.01,reliable,4
BID-RFQ-0048-V001,RFQ-0048,V001,Kovacs Precision GmbH,2024-06-05,202.74,64471.32,33,30,-3.75,reliable,4
BID-RFQ-0048-V017,RFQ-0048,V017,Türk Makina A.Ş.,2024-06-06,188.68,60000.24,18,30,-10.42,aggressive_bidder,4
BID-RFQ-0048-V019,RFQ-0048,V019,Emerald Isle Castings Ltd,2024-06-07,214.1,68083.8,38,30,1.65,conservative,4
BID-RFQ-0048-V004,RFQ-0048,V004,Strömberg Hydraulics AB,2024-06-05,200.02,63606.36,30,30,-5.04,reliable,4
BID-RFQ-0048-V007,RFQ-0048,V007,Nakamura Tooling Co.,2024-06-05,217.25,69085.5,36,30,3.14,conservative,4
BID-RFQ-0048-V009,RFQ-0048,V009,Fischer & Söhne KG,2024-06-05,204.38,64992.84,32,30,-2.97,relationship_focused,4
BID-RFQ-0049-V013,RFQ-0049,V013,Vantage Sensors GmbH,2024-05-27,54.24,17899.2,51,30,4.22,conservative,4
BID-RFQ-0049-V002,RFQ-0049,V002,Tanaka Electrical KK,2024-05-27,54.62,18024.6,23,30,4.95,conservative,4
BID-RFQ-0049-V016,RFQ-0049,V016,Precision Arc Systems,2024-05-28,57.24,18889.2,29,30,9.98,volatile,4
BID-RFQ-0049-V011,RFQ-0049,V011,Solaris Power Components,2024-05-29,61.69,20357.7,38,30,18.53,volatile,4
BID-RFQ-0050-V019,RFQ-0050,V019,Emerald Isle Castings Ltd,2024-06-05,139.67,29889.38,29,30,5.37,conservative,4
BID-RFQ-0050-V001,RFQ-0050,V001,Kovacs Precision GmbH,2024-06-06,126.63,27098.82,16,30,-4.47,reliable,4
BID-RFQ-0050-V022,RFQ-0050,V022,Andean Precision SRL,2024-06-07,123.32,26390.48,19,30,-6.97,aggressive_bidder,4
BID-RFQ-0050-V007,RFQ-0050,V007,Nakamura Tooling Co.,2024-06-04,136.43,29196.02,47,30,2.92,conservative,4
BID-RFQ-0050-V004,RFQ-0050,V004,Strömberg Hydraulics AB,2024-06-04,125.26,26805.64,38,30,-5.51,reliable,4
BID-RFQ-0050-V017,RFQ-0050,V017,Türk Makina A.Ş.,2024-06-06,119.37,25545.18,41,30,-9.95,aggressive_bidder,4
BID-RFQ-0050-V009,RFQ-0050,V009,Fischer & Söhne KG,2024-06-06,128.33,27462.62,39,30,-3.19,relationship_focused,4
BID-RFQ-0051-V017,RFQ-0051,V017,Türk Makina A.Ş.,2024-05-21,464.15,121607.3,17,30,-7.41,aggressive_bidder,4
BID-RFQ-0051-V001,RFQ-0051,V001,Kovacs Precision GmbH,2024-05-22,487.07,127612.34,33,30,-2.84,reliable,4
BID-RFQ-0051-V019,RFQ-0051,V019,Emerald Isle Castings Ltd,2024-05-21,494.77,129629.74,13,30,-1.3,conservative,4
BID-RFQ-0051-V004,RFQ-0051,V004,Strömberg Hydraulics AB,2024-05-22,499.08,130758.96,46,30,-0.45,reliable,4
BID-RFQ-0051-V024,RFQ-0051,V024,BalticTech UAB,2024-05-23,497.68,130392.16,42,30,-0.73,reliable,4
BID-RFQ-0052-V013,RFQ-0052,V013,Vantage Sensors GmbH,2024-07-09,259.39,80929.68,34,30,5.24,conservative,5
BID-RFQ-0052-V016,RFQ-0052,V016,Precision Arc Systems,2024-07-11,241.49,75344.88,55,30,-2.02,volatile,5
BID-RFQ-0052-V006,RFQ-0052,V006,Bright Spark Electronics Ltd,2024-07-11,276.81,86364.72,49,30,12.31,volatile,5
BID-RFQ-0052-V002,RFQ-0052,V002,Tanaka Electrical KK,2024-07-09,253.13,78976.56,42,30,2.7,conservative,5
BID-RFQ-0052-V021,RFQ-0052,V021,Helios Micro Systems,2024-07-11,259.93,81098.16,25,30,5.46,conservative,5
BID-RFQ-0052-V011,RFQ-0052,V011,Solaris Power Components,2024-07-12,230.02,71766.24,31,30,-6.67,volatile,5
BID-RFQ-0053-V001,RFQ-0053,V001,Kovacs Precision GmbH,2024-06-18,262.09,33285.43,44,30,-3.56,reliable,5
BID-RFQ-0053-V022,RFQ-0053,V022,Andean Precision SRL,2024-06-15,236.67,30057.09,53,30,-12.91,aggressive_bidder,5
BID-RFQ-0053-V009,RFQ-0053,V009,Fischer & Söhne KG,2024-06-18,259.31,32932.37,30,30,-4.58,relationship_focused,5
BID-RFQ-0053-V017,RFQ-0053,V017,Türk Makina A.Ş.,2024-06-17,235.86,29954.22,48,30,-13.21,aggressive_bidder,5
BID-RFQ-0053-V024,RFQ-0053,V024,BalticTech UAB,2024-06-16,266.28,33817.56,39,30,-2.02,reliable,5
BID-RFQ-0053-V019,RFQ-0053,V019,Emerald Isle Castings Ltd,2024-06-16,282.29,35850.83,45,30,3.87,conservative,5
BID-RFQ-0053-V004,RFQ-0053,V004,Strömberg Hydraulics AB,2024-06-15,274.44,34853.88,38,30,0.98,reliable,5
BID-RFQ-0054-V018,RFQ-0054,V018,Guangzhou Mech & Elec Co.,2024-06-15,123.8,34664.0,45,30,6.74,aggressive_bidder,5
BID-RFQ-0054-V013,RFQ-0054,V013,Vantage Sensors GmbH,2024-06-17,119.78,33538.4,10,30,3.28,conservative,5
BID-RFQ-0054-V016,RFQ-0054,V016,Precision Arc Systems,2024-06-16,108.67,30427.6,12,30,-6.3,volatile,5
BID-RFQ-0054-V021,RFQ-0054,V021,Helios Micro Systems,2024-06-18,124.22,34781.6,18,30,7.11,conservative,5
BID-RFQ-0054-V002,RFQ-0054,V002,Tanaka Electrical KK,2024-06-16,119.82,33549.6,50,30,3.31,conservative,5
BID-RFQ-0055-V006,RFQ-0055,V006,Bright Spark Electronics Ltd,2024-06-16,344.29,134961.68,11,30,-25.77,volatile,5
BID-RFQ-0055-V011,RFQ-0055,V011,Solaris Power Components,2024-06-15,396.34,155365.28,45,30,-14.54,volatile,5
BID-RFQ-0055-V021,RFQ-0055,V021,Helios Micro Systems,2024-06-15,502.25,196882.0,53,30,8.29,conservative,5
BID-RFQ-0055-V016,RFQ-0055,V016,Precision Arc Systems,2024-06-18,390.77,153181.84,17,30,-15.75,volatile,5
BID-RFQ-0055-V002,RFQ-0055,V002,Tanaka Electrical KK,2024-06-16,492.55,193079.6,53,30,6.2,conservative,5
BID-RFQ-0055-V018,RFQ-0055,V018,Guangzhou Mech & Elec Co.,2024-06-15,508.61,199375.12,33,30,9.66,aggressive_bidder,5
BID-RFQ-0055-V013,RFQ-0055,V013,Vantage Sensors GmbH,2024-06-17,477.77,187285.84,50,30,3.01,conservative,5
BID-RFQ-0056-V006,RFQ-0056,V006,Bright Spark Electronics Ltd,2024-06-21,376.42,179175.92,47,30,4.18,volatile,5
BID-RFQ-0056-V018,RFQ-0056,V018,Guangzhou Mech & Elec Co.,2024-06-20,406.2,193351.2,53,30,12.43,aggressive_bidder,5
BID-RFQ-0056-V011,RFQ-0056,V011,Solaris Power Components,2024-06-21,311.83,148431.08,30,30,-13.69,volatile,5
BID-RFQ-0056-V016,RFQ-0056,V016,Precision Arc Systems,2024-06-20,361.53,172088.28,13,30,0.06,volatile,5
BID-RFQ-0057-V007,RFQ-0057,V007,Nakamura Tooling Co.,2024-06-24,165.59,38416.88,24,30,5.14,conservative,5
BID-RFQ-0057-V017,RFQ-0057,V017,Türk Makina A.Ş.,2024-06-21,135.61,31461.52,11,30,-13.89,aggressive_bidder,5
BID-RFQ-0057-V001,RFQ-0057,V001,Kovacs Precision GmbH,2024-06-24,150.32,34874.24,48,30,-4.56,reliable,5
BID-RFQ-0057-V004,RFQ-0057,V004,Strömberg Hydraulics AB,2024-06-24,152.21,35312.72,12,30,-3.36,reliable,5
BID-RFQ-0057-V019,RFQ-0057,V019,Emerald Isle Castings Ltd,2024-06-21,159.12,36915.84,13,30,1.03,conservative,5
BID-RFQ-0057-V022,RFQ-0057,V022,Andean Precision SRL,2024-06-21,143.96,33398.72,35,30,-8.59,aggressive_bidder,5
BID-RFQ-0058-V015,RFQ-0058,V015,Nordic Steel AS,2024-07-01,249.01,44074.77,34,30,-4.13,reliable,5
BID-RFQ-0058-V020,RFQ-0058,V020,Rajasthan Rare Earths Ltd,2024-07-02,238.6,42232.2,47,30,-8.14,relationship_focused,5
BID-RFQ-0058-V005,RFQ-0058,V005,Cerro Negro Metals SA,2024-07-03,244.05,43196.85,46,30,-6.04,aggressive_bidder,5
BID-RFQ-0058-V008,RFQ-0058,V008,Delta Composites Inc.,2024-07-01,242.25,42878.25,21,30,-6.73,aggressive_bidder,5
BID-RFQ-0058-V003,RFQ-0058,V003,Patel Alloys Pvt Ltd,2024-07-02,244.02,43191.54,29,30,-6.05,relationship_focused,5
BID-RFQ-0058-V012,RFQ-0058,V012,Indra Copper Works,2024-07-02,253.04,44788.08,10,30,-2.58,reliable,5
BID-RFQ-0058-V014,RFQ-0058,V014,Coastal Alloys Pty Ltd,2024-07-04,242.13,42857.01,37,30,-6.78,relationship_focused,5
BID-RFQ-0059-V011,RFQ-0059,V011,Solaris Power Components,2024-06-24,691.15,44233.6,47,30,-14.92,volatile,5
BID-RFQ-0059-V021,RFQ-0059,V021,Helios Micro Systems,2024-06-26,834.18,53387.52,41,30,2.68,conservative,5
BID-RFQ-0059-V006,RFQ-0059,V006,Bright Spark Electronics Ltd,2024-06-23,665.52,42593.28,23,30,-18.08,volatile,5
BID-RFQ-0059-V018,RFQ-0059,V018,Guangzhou Mech & Elec Co.,2024-06-26,861.29,55122.56,19,30,6.02,aggressive_bidder,5
BID-RFQ-0059-V013,RFQ-0059,V013,Vantage Sensors GmbH,2024-06-26,849.64,54376.96,22,30,4.59,conservative,5
BID-RFQ-0060-V009,RFQ-0060,V009,Fischer & Söhne KG,2024-07-04,90.69,26028.03,21,30,-1.58,relationship_focused,5
BID-RFQ-0060-V017,RFQ-0060,V017,Türk Makina A.Ş.,2024-07-04,82.15,23577.05,34,30,-10.85,aggressive_bidder,5
BID-RFQ-0060-V019,RFQ-0060,V019,Emerald Isle Castings Ltd,2024-07-03,93.88,26943.56,52,30,1.87,conservative,5
BID-RFQ-0060-V001,RFQ-0060,V001,Kovacs Precision GmbH,2024-07-05,86.95,24954.65,19,30,-5.65,reliable,5
BID-RFQ-0060-V004,RFQ-0060,V004,Strömberg Hydraulics AB,2024-07-05,88.06,25273.22,49,30,-4.44,reliable,5
BID-RFQ-0060-V010,RFQ-0060,V010,Adriatic Fastenings d.o.o.,2024-07-04,79.54,22827.98,15,30,-13.68,aggressive_bidder,5
BID-RFQ-0061-V023,RFQ-0061,V023,Sahara Industrial FZE,2024-06-26,19.07,2955.85,41,30,3.89,volatile,5
BID-RFQ-0061-V020,RFQ-0061,V020,Rajasthan Rare Earths Ltd,2024-06-25,17.23,2670.65,55,30,-6.15,relationship_focused,5
BID-RFQ-0061-V005,RFQ-0061,V005,Cerro Negro Metals SA,2024-06-27,16.23,2515.65,24,30,-11.59,aggressive_bidder,5
BID-RFQ-0061-V008,RFQ-0061,V008,Delta Composites Inc.,2024-06-25,16.03,2484.65,46,30,-12.68,aggressive_bidder,5
BID-RFQ-0061-V014,RFQ-0061,V014,Coastal Alloys Pty Ltd,2024-06-26,17.22,2669.1,24,30,-6.19,relationship_focused,5
BID-RFQ-0061-V003,RFQ-0061,V003,Patel Alloys Pvt Ltd,2024-06-25,17.05,2642.75,33,30,-7.13,relationship_focused,5
BID-RFQ-0061-V015,RFQ-0061,V015,Nordic Steel AS,2024-06-28,18.2,2821.0,32,30,-0.82,reliable,5
BID-RFQ-0062-V009,RFQ-0062,V009,Fischer & Söhne KG,2024-07-29,45.4,10623.6,16,30,-0.36,relationship_focused,6
BID-RFQ-0062-V001,RFQ-0062,V001,Kovacs Precision GmbH,2024-07-28,44.75,10471.5,26,30,-1.81,reliable,6
BID-RFQ-0062-V004,RFQ-0062,V004,Strömberg Hydraulics AB,2024-07-29,45.58,10665.72,55,30,0.02,reliable,6
BID-RFQ-0062-V024,RFQ-0062,V024,BalticTech UAB,2024-07-27,44.47,10405.98,47,30,-2.41,reliable,6
BID-RFQ-0062-V010,RFQ-0062,V010,Adriatic Fastenings d.o.o.,2024-07-29,35.73,8360.82,24,30,-21.6,aggressive_bidder,6
BID-RFQ-0062-V017,RFQ-0062,V017,Türk Makina A.Ş.,2024-07-27,42.96,10052.64,31,30,-5.73,aggressive_bidder,6
BID-RFQ-0062-V022,RFQ-0062,V022,Andean Precision SRL,2024-07-27,42.05,9839.7,45,30,-7.71,aggressive_bidder,6
BID-RFQ-0063-V018,RFQ-0063,V018,Guangzhou Mech & Elec Co.,2024-07-17,359.04,161208.96,31,30,3.03,aggressive_bidder,6
BID-RFQ-0063-V013,RFQ-0063,V013,Vantage Sensors GmbH,2024-07-17,362.17,162614.33,30,30,3.92,conservative,6
BID-RFQ-0063-V006,RFQ-0063,V006,Bright Spark Electronics Ltd,2024-07-16,343.41,154191.09,34,30,-1.46,volatile,6
BID-RFQ-0063-V021,RFQ-0063,V021,Helios Micro Systems,2024-07-17,361.59,162353.91,15,30,3.76,conservative,6
BID-RFQ-0063-V002,RFQ-0063,V002,Tanaka Electrical KK,2024-07-18,362.69,162847.81,22,30,4.08,conservative,6
BID-RFQ-0064-V013,RFQ-0064,V013,Vantage Sensors GmbH,2024-07-19,106.74,5977.44,20,30,7.97,conservative,6
BID-RFQ-0064-V016,RFQ-0064,V016,Precision Arc Systems,2024-07-16,85.54,4790.24,23,30,-13.47,volatile,6
BID-RFQ-0064-V006,RFQ-0064,V006,Bright Spark Electronics Ltd,2024-07-17,84.32,4721.92,22,30,-14.71,volatile,6
BID-RFQ-0065-V007,RFQ-0065,V007,Nakamura Tooling Co.,2024-07-23,172.67,48347.6,46,30,3.95,conservative,6
BID-RFQ-0065-V019,RFQ-0065,V019,Emerald Isle Castings Ltd,2024-07-24,173.21,48498.8,35,30,4.27,conservative,6
BID-RFQ-0065-V001,RFQ-0065,V001,Kovacs Precision GmbH,2024-07-23,163.45,45766.0,34,30,-1.61,reliable,6
BID-RFQ-0065-V010,RFQ-0065,V010,Adriatic Fastenings d.o.o.,2024-07-25,163.93,45900.4,27,30,-1.32,aggressive_bidder,6
BID-RFQ-0065-V024,RFQ-0065,V024,BalticTech UAB,2024-07-26,163.8,45864.0,33,30,-1.4,reliable,6
BID-RFQ-0065-V009,RFQ-0065,V009,Fischer & Söhne KG,2024-07-26,156.71,43878.8,39,30,-5.66,relationship_focused,6
BID-RFQ-0065-V004,RFQ-0065,V004,Strömberg Hydraulics AB,2024-07-23,155.77,43615.6,22,30,-6.23,reliable,6
BID-RFQ-0066-V016,RFQ-0066,V016,Precision Arc Systems,2024-07-12,458.53,128388.4,39,30,-10.56,volatile,6
BID-RFQ-0066-V021,RFQ-0066,V021,Helios Micro Systems,2024-07-13,531.08,148702.4,20,30,3.59,conservative,6
BID-RFQ-0066-V002,RFQ-0066,V002,Tanaka Electrical KK,2024-07-15,523.46,146568.8,53,30,2.11,conservative,6
BID-RFQ-0066-V018,RFQ-0066,V018,Guangzhou Mech & Elec Co.,2024-07-12,572.5,160300.0,54,30,11.67,aggressive_bidder,6
BID-RFQ-0066-V006,RFQ-0066,V006,Bright Spark Electronics Ltd,2024-07-12,554.98,155394.4,13,30,8.26,volatile,6
BID-RFQ-0067-V011,RFQ-0067,V011,Solaris Power Components,2024-07-11,141.88,33767.44,53,30,0.09,volatile,6
BID-RFQ-0067-V006,RFQ-0067,V006,Bright Spark Electronics Ltd,2024-07-11,134.17,31932.46,12,30,-5.35,volatile,6
BID-RFQ-0067-V021,RFQ-0067,V021,Helios Micro Systems,2024-07-09,144.29,34341.02,37,30,1.78,conservative,6
BID-RFQ-0067-V016,RFQ-0067,V016,Precision Arc Systems,2024-07-12,161.87,38525.06,34,30,14.19,volatile,6
BID-RFQ-0067-V013,RFQ-0067,V013,Vantage Sensors GmbH,2024-07-10,149.05,35473.9,12,30,5.14,conservative,6
BID-RFQ-0068-V013,RFQ-0068,V013,Vantage Sensors GmbH,2024-08-05,211.18,75813.62,26,30,2.57,conservative,6
BID-RFQ-0068-V011,RFQ-0068,V011,Solaris Power Components,2024-08-03,196.8,70651.2,14,30,-4.42,volatile,6
BID-RFQ-0068-V021,RFQ-0068,V021,Helios Micro Systems,2024-08-06,211.06,75770.54,24,30,2.51,conservative,6
BID-RFQ-0068-V016,RFQ-0068,V016,Precision Arc Systems,2024-08-06,198.53,71272.27,18,30,-3.58,volatile,6
BID-RFQ-0068-V002,RFQ-0068,V002,Tanaka Electrical KK,2024-08-05,210.66,75626.94,48,30,2.31,conservative,6
BID-RFQ-0068-V018,RFQ-0068,V018,Guangzhou Mech & Elec Co.,2024-08-03,224.45,80577.55,51,30,9.01,aggressive_bidder,6
BID-RFQ-0069-V021,RFQ-0069,V021,Helios Micro Systems,2024-07-31,58.72,6459.2,52,30,3.3,conservative,6
BID-RFQ-0069-V013,RFQ-0069,V013,Vantage Sensors GmbH,2024-07-28,58.26,6408.6,43,30,2.48,conservative,6
BID-RFQ-0069-V006,RFQ-0069,V006,Bright Spark Electronics Ltd,2024-07-31,53.97,5936.7,50,30,-5.05,volatile,6
BID-RFQ-0069-V016,RFQ-0069,V016,Precision Arc Systems,2024-07-31,53.99,5938.9,37,30,-5.02,volatile,6
BID-RFQ-0069-V011,RFQ-0069,V011,Solaris Power Components,2024-07-29,65.59,7214.9,28,30,15.39,volatile,6
BID-RFQ-0070-V005,RFQ-0070,V005,Cerro Negro Metals SA,2024-07-20,102.3,11662.2,42,30,-9.16,aggressive_bidder,6
BID-RFQ-0070-V014,RFQ-0070,V014,Coastal Alloys Pty Ltd,2024-07-23,109.55,12488.7,29,30,-2.72,relationship_focused,6
BID-RFQ-0070-V008,RFQ-0070,V008,Delta Composites Inc.,2024-07-20,101.09,11524.26,28,30,-10.24,aggressive_bidder,6
BID-RFQ-0070-V003,RFQ-0070,V003,Patel Alloys Pvt Ltd,2024-07-22,100.16,11418.24,19,30,-11.07,relationship_focused,6
BID-RFQ-0070-V015,RFQ-0070,V015,Nordic Steel AS,2024-07-20,110.06,12546.84,36,30,-2.27,reliable,6
BID-RFQ-0070-V023,RFQ-0070,V023,Sahara Industrial FZE,2024-07-23,112.43,12817.02,34,30,-0.17,volatile,6
BID-RFQ-0070-V020,RFQ-0070,V020,Rajasthan Rare Earths Ltd,2024-07-21,106.28,12115.92,42,30,-5.63,relationship_focused,6
BID-RFQ-0071-V009,RFQ-0071,V009,Fischer & Söhne KG,2024-08-13,114.19,30717.11,40,30,-6.19,relationship_focused,7
BID-RFQ-0071-V007,RFQ-0071,V007,Nakamura Tooling Co.,2024-08-12,127.22,34222.18,25,30,4.52,conservative,7
BID-RFQ-0071-V001,RFQ-0071,V001,Kovacs Precision GmbH,2024-08-14,121.97,32809.93,43,30,0.21,reliable,7
BID-RFQ-0071-V010,RFQ-0071,V010,Adriatic Fastenings d.o.o.,2024-08-12,108.57,29205.33,42,30,-10.8,aggressive_bidder,7
BID-RFQ-0071-V017,RFQ-0071,V017,Türk Makina A.Ş.,2024-08-14,111.13,29893.97,16,30,-8.7,aggressive_bidder,7
BID-RFQ-0072-V003,RFQ-0072,V003,Patel Alloys Pvt Ltd,2024-09-06,180.35,67450.9,54,30,-4.76,relationship_focused,7
BID-RFQ-0072-V015,RFQ-0072,V015,Nordic Steel AS,2024-09-04,185.06,69212.44,21,30,-2.28,reliable,7
BID-RFQ-0072-V014,RFQ-0072,V014,Coastal Alloys Pty Ltd,2024-09-05,186.28,69668.72,21,30,-1.63,relationship_focused,7
BID-RFQ-0072-V012,RFQ-0072,V012,Indra Copper Works,2024-09-03,187.27,70038.98,38,30,-1.11,reliable,7
BID-RFQ-0072-V005,RFQ-0072,V005,Cerro Negro Metals SA,2024-09-04,172.86,64649.64,14,30,-8.72,aggressive_bidder,7
BID-RFQ-0072-V008,RFQ-0072,V008,Delta Composites Inc.,2024-09-04,173.1,64739.4,10,30,-8.59,aggressive_bidder,7
BID-RFQ-0072-V023,RFQ-0072,V023,Sahara Industrial FZE,2024-09-04,183.8,68741.2,41,30,-2.94,volatile,7
BID-RFQ-0073-V013,RFQ-0073,V013,Vantage Sensors GmbH,2024-09-01,106.12,54757.92,52,30,-0.56,conservative,7
BID-RFQ-0073-V011,RFQ-0073,V011,Solaris Power Components,2024-09-03,101.97,52616.52,39,30,-4.45,volatile,7
