delivery_id,po_id,vendor_id,promised_date,actual_date,days_late,on_time,condition,quality_issue,invoice_value_usd,month_index
DEL-PO-RFQ-0045-V017,PO-RFQ-0045-V017,V017,2024-06-15,2024-06-15,0,True,accepted,False,25375.0,4
DEL-PO-RFQ-0046-V006,PO-RFQ-0046-V006,V006,2024-05-24,2024-06-02,9,False,accepted,False,13012.37,4
DEL-PO-RFQ-0046-V021,PO-RFQ-0046-V021,V021,2024-05-30,2024-05-30,0,True,accepted,False,12633.64,4
DEL-PO-RFQ-0046-V002,PO-RFQ-0046-V002,V002,2024-06-16,2024-06-16,0,True,accepted,False,12783.68,4
DEL-PO-RFQ-0046-V011,PO-RFQ-0046-V011,V011,2024-06-07,2024-06-07,0,True,accepted,False,12653.92,4
DEL-PO-RFQ-0046-V013,PO-RFQ-0046-V013,V013,2024-06-18,2024-06-18,0,True,accepted,False,13162.28,4
DEL-PO-RFQ-0047-V019,PO-RFQ-0047-V019,V019,2024-05-23,2024-05-23,0,True,accepted,False,30746.1,4
DEL-PO-RFQ-0047-V007,PO-RFQ-0047-V007,V007,2024-05-29,2024-05-29,0,True,accepted,False,28813.77,4
DEL-PO-RFQ-0047-V010,PO-RFQ-0047-V010,V010,2024-05-22,2024-05-22,0,True,accepted,False,28714.35,4
DEL-PO-RFQ-0047-V024,PO-RFQ-0047-V024,V024,2024-05-22,2024-05-22,0,True,accepted,False,28259.73,4
DEL-PO-RFQ-0047-V001,PO-RFQ-0047-V001,V001,2024-06-08,2024-06-08,0,True,accepted,False,28486.18,4
DEL-PO-RFQ-0048-V024,PO-RFQ-0048-V024,V024,2024-05-19,2024-05-31,12,False,accepted,False,66715.87,4
DEL-PO-RFQ-0048-V017,PO-RFQ-0048-V017,V017,2024-05-25,2024-05-25,0,True,accepted_with_note,False,59108.41,4
DEL-PO-RFQ-0048-V004,PO-RFQ-0048-V004,V004,2024-06-06,2024-06-06,0,True,accepted_with_note,False,64816.15,4
DEL-PO-RFQ-0048-V001,PO-RFQ-0048-V001,V001,2024-06-07,2024-06-07,0,True,accepted_with_note,False,65064.34,4
DEL-PO-RFQ-0048-V009,PO-RFQ-0048-V009,V009,2024-06-04,2024-06-04,0,True,accepted,False,63425.79,4
DEL-PO-RFQ-0049-V002,PO-RFQ-0049-V002,V002,2024-05-27,2024-05-27,0,True,accepted,False,18157.94,4
DEL-PO-RFQ-0049-V016,PO-RFQ-0049-V016,V016,2024-06-08,2024-06-08,0,True,accepted,False,18393.01,4
DEL-PO-RFQ-0049-V013,PO-RFQ-0049-V013,V013,2024-06-27,2024-06-27,0,True,accepted,False,17491.68,4
DEL-PO-RFQ-0049-V011,PO-RFQ-0049-V011,V011,2024-06-17,2024-06-17,0,True,accepted,False,19887.2,4
DEL-PO-RFQ-0050-V001,PO-RFQ-0050-V001,V001,2024-05-23,2024-05-23,0,True,accepted,False,26932.88,4
DEL-PO-RFQ-0050-V022,PO-RFQ-0050-V022,V022,2024-05-28,2024-05-28,0,True,accepted,False,26531.84,4
DEL-PO-RFQ-0050-V004,PO-RFQ-0050-V004,V004,2024-06-12,2024-06-21,9,False,accepted,False,27229.5,4
DEL-PO-RFQ-0050-V009,PO-RFQ-0050-V009,V009,2024-06-14,2024-06-14,0,True,accepted,False,27150.71,4
DEL-PO-RFQ-0050-V019,PO-RFQ-0050-V019,V019,2024-06-03,2024-06-03,0,True,accepted,False,29748.6,4
DEL-PO-RFQ-0051-V019,PO-RFQ-0051-V019,V019,2024-05-19,2024-05-19,0,True,accepted,False,131377.43,4
DEL-PO-RFQ-0051-V017,PO-RFQ-0051-V017,V017,2024-05-26,2024-05-26,0,True,accepted,False,123663.05,4
DEL-PO-RFQ-0051-V001,PO-RFQ-0051-V001,V001,2024-06-07,2024-06-07,0,True,accepted,False,128276.73,4
DEL-PO-RFQ-0051-V004,PO-RFQ-0051-V004,V004,2024-06-22,2024-06-22,0,True,accepted,False,127958.61,4
DEL-PO-RFQ-0051-V024,PO-RFQ-0051-V024,V024,2024-06-18,2024-06-18,0,True,accepted,False,132947.06,4
DEL-PO-RFQ-0052-V021,PO-RFQ-0052-V021,V021,2024-07-01,2024-07-01,0,True,accepted_with_note,False,82263.64,5
DEL-PO-RFQ-0052-V013,PO-RFQ-0052-V013,V013,2024-07-10,2024-07-10,0,True,accepted,False,80466.26,5
DEL-PO-RFQ-0052-V011,PO-RFQ-0052-V011,V011,2024-07-03,2024-07-03,0,True,accepted_with_note,False,70190.68,5
DEL-PO-RFQ-0052-V002,PO-RFQ-0052-V002,V002,2024-07-15,2024-07-15,0,True,accepted,False,80531.16,5
DEL-PO-RFQ-0052-V016,PO-RFQ-0052-V016,V016,2024-07-31,2024-07-31,0,True,rejected,False,76592.71,5
DEL-PO-RFQ-0053-V009,PO-RFQ-0053-V009,V009,2024-07-05,2024-07-05,0,True,accepted,False,33239.14,5
DEL-PO-RFQ-0053-V004,PO-RFQ-0053-V004,V004,2024-07-12,2024-07-12,0,True,accepted,False,33911.09,5
DEL-PO-RFQ-0053-V001,PO-RFQ-0053-V001,V001,2024-07-16,2024-07-16,0,True,accepted,True,32583.11,5
DEL-PO-RFQ-0053-V017,PO-RFQ-0053-V017,V017,2024-07-20,2024-07-20,0,True,accepted,False,30039.5,5
DEL-PO-RFQ-0053-V024,PO-RFQ-0053-V024,V024,2024-07-17,2024-07-17,0,True,accepted,False,32876.79,5
DEL-PO-RFQ-0054-V013,PO-RFQ-0054-V013,V013,2024-06-17,2024-06-17,0,True,rejected,False,33271.08,5
DEL-PO-RFQ-0054-V016,PO-RFQ-0054-V016,V016,2024-06-21,2024-06-26,5,False,accepted,True,29622.61,5
DEL-PO-RFQ-0054-V021,PO-RFQ-0054-V021,V021,2024-06-22,2024-06-22,0,True,accepted,True,35402.42,5
DEL-PO-RFQ-0054-V002,PO-RFQ-0054-V002,V002,2024-07-26,2024-07-26,0,True,accepted,False,32688.42,5
DEL-PO-RFQ-0054-V018,PO-RFQ-0054-V018,V018,2024-07-21,2024-07-21,0,True,accepted,False,34191.23,5
DEL-PO-RFQ-0055-V006,PO-RFQ-0055-V006,V006,2024-06-16,2024-06-16,0,True,accepted,False,134742.28,5
DEL-PO-RFQ-0055-V016,PO-RFQ-0055-V016,V016,2024-06-24,2024-06-24,0,True,accepted,False,155213.07,5
DEL-PO-RFQ-0055-V011,PO-RFQ-0055-V011,V011,2024-07-23,2024-07-23,0,True,accepted,False,158135.05,5
DEL-PO-RFQ-0055-V013,PO-RFQ-0055-V013,V013,2024-07-25,2024-07-25,0,True,accepted,False,190650.77,5
DEL-PO-RFQ-0055-V002,PO-RFQ-0055-V002,V002,2024-07-30,2024-07-30,0,True,accepted,False,191864.5,5
DEL-PO-RFQ-0056-V016,PO-RFQ-0056-V016,V016,2024-06-20,2024-07-08,18,False,accepted,False,173166.87,5
DEL-PO-RFQ-0056-V011,PO-RFQ-0056-V011,V011,2024-07-09,2024-07-09,0,True,accepted,False,146589.01,5
DEL-PO-RFQ-0056-V006,PO-RFQ-0056-V006,V006,2024-07-24,2024-07-24,0,True,accepted,False,175441.68,5
DEL-PO-RFQ-0056-V018,PO-RFQ-0056-V018,V018,2024-07-28,2024-07-28,0,True,accepted,False,195126.86,5
DEL-PO-RFQ-0057-V004,PO-RFQ-0057-V004,V004,2024-06-14,2024-06-14,0,True,accepted,False,35809.41,5
DEL-PO-RFQ-0057-V017,PO-RFQ-0057-V017,V017,2024-06-14,2024-06-14,0,True,accepted_with_note,False,31351.31,5
DEL-PO-RFQ-0057-V019,PO-RFQ-0057-V019,V019,2024-06-17,2024-06-17,0,True,accepted,False,35880.2,5
DEL-PO-RFQ-0057-V007,PO-RFQ-0057-V007,V007,2024-07-02,2024-07-02,0,True,accepted,False,39165.48,5
DEL-PO-RFQ-0057-V001,PO-RFQ-0057-V001,V001,2024-07-23,2024-08-02,10,False,accepted_with_note,False,34782.11,5
DEL-PO-RFQ-0058-V012,PO-RFQ-0058-V012,V012,2024-06-18,2024-06-29,11,False,accepted,False,45642.18,5
DEL-PO-RFQ-0058-V008,PO-RFQ-0058-V008,V008,2024-06-24,2024-07-04,10,False,accepted,False,41693.59,5
DEL-PO-RFQ-0058-V015,PO-RFQ-0058-V015,V015,2024-07-13,2024-07-13,0,True,accepted,False,43362.3,5
DEL-PO-RFQ-0058-V003,PO-RFQ-0058-V003,V003,2024-07-04,2024-07-04,0,True,accepted,False,42656.91,5
DEL-PO-RFQ-0058-V014,PO-RFQ-0058-V014,V014,2024-07-12,2024-07-12,0,True,accepted,False,41962.95,5
DEL-PO-RFQ-0059-V006,PO-RFQ-0059-V006,V006,2024-06-26,2024-07-16,20,False,accepted,False,43237.11,5
DEL-PO-RFQ-0059-V013,PO-RFQ-0059-V013,V013,2024-06-28,2024-06-28,0,True,accepted,False,53587.06,5
DEL-PO-RFQ-0059-V018,PO-RFQ-0059-V018,V018,2024-06-27,2024-06-27,0,True,rejected,True,54112.63,5
DEL-PO-RFQ-0059-V011,PO-RFQ-0059-V011,V011,2024-07-23,2024-07-27,4,False,accepted,False,43764.5,5
DEL-PO-RFQ-0059-V021,PO-RFQ-0059-V021,V021,2024-07-20,2024-07-20,0,True,accepted,False,53935.92,5
DEL-PO-RFQ-0060-V010,PO-RFQ-0060-V010,V010,2024-06-18,2024-06-18,0,True,accepted,False,22926.98,5
DEL-PO-RFQ-0060-V001,PO-RFQ-0060-V001,V001,2024-06-24,2024-06-24,0,True,accepted,False,24980.83,5
DEL-PO-RFQ-0060-V009,PO-RFQ-0060-V009,V009,2024-06-24,2024-06-24,0,True,accepted,False,25596.03,5
DEL-PO-RFQ-0060-V004,PO-RFQ-0060-V004,V004,2024-07-25,2024-07-25,0,True,accepted,False,25643.43,5
DEL-PO-RFQ-0060-V017,PO-RFQ-0060-V017,V017,2024-07-09,2024-07-09,0,True,accepted,False,23795.06,5
DEL-PO-RFQ-0061-V005,PO-RFQ-0061-V005,V005,2024-07-03,2024-07-15,12,False,accepted_with_note,False,2460.04,5
DEL-PO-RFQ-0061-V014,PO-RFQ-0061-V014,V014,2024-06-28,2024-06-28,0,True,accepted,False,2599.56,5
DEL-PO-RFQ-0061-V015,PO-RFQ-0061-V015,V015,2024-07-11,2024-07-11,0,True,accepted,False,2762.2,5
DEL-PO-RFQ-0061-V003,PO-RFQ-0061-V003,V003,2024-07-11,2024-08-01,21,False,accepted,False,2621.63,5
DEL-PO-RFQ-0061-V008,PO-RFQ-0061-V008,V008,2024-07-19,2024-07-30,11,False,accepted,False,2528.86,5
DEL-PO-RFQ-0062-V009,PO-RFQ-0062-V009,V009,2024-07-21,2024-07-21,0,True,accepted,False,10753.49,6
DEL-PO-RFQ-0062-V010,PO-RFQ-0062-V010,V010,2024-07-30,2024-07-30,0,True,accepted,False,8406.09,6
DEL-PO-RFQ-0062-V001,PO-RFQ-0062-V001,V001,2024-08-03,2024-08-03,0,True,accepted,True,10278.09,6
DEL-PO-RFQ-0062-V017,PO-RFQ-0062-V017,V017,2024-08-07,2024-08-07,0,True,accepted,True,9948.43,6
DEL-PO-RFQ-0062-V004,PO-RFQ-0062-V004,V004,2024-08-28,2024-09-17,20,False,accepted,False,10730.44,6
DEL-PO-RFQ-0063-V021,PO-RFQ-0063-V021,V021,2024-07-18,2024-07-18,0,True,accepted_with_note,False,159735.42,6
DEL-PO-RFQ-0063-V002,PO-RFQ-0063-V002,V002,2024-07-24,2024-07-24,0,True,accepted,False,158333.73,6
DEL-PO-RFQ-0063-V013,PO-RFQ-0063-V013,V013,2024-08-04,2024-08-04,0,True,rejected,False,158321.38,6
DEL-PO-RFQ-0063-V006,PO-RFQ-0063-V006,V006,2024-08-07,2024-08-07,0,True,accepted,False,151272.11,6
DEL-PO-RFQ-0063-V018,PO-RFQ-0063-V018,V018,2024-08-02,2024-08-02,0,True,accepted_with_note,False,157777.32,6
DEL-PO-RFQ-0064-V013,PO-RFQ-0064-V013,V013,2024-07-25,2024-07-25,0,True,accepted,False,6069.88,6
DEL-PO-RFQ-0064-V006,PO-RFQ-0064-V006,V006,2024-07-27,2024-07-27,0,True,accepted,False,4671.85,6
DEL-PO-RFQ-0064-V016,PO-RFQ-0064-V016,V016,2024-07-29,2024-07-29,0,True,accepted,False,4871.81,6
DEL-PO-RFQ-0065-V004,PO-RFQ-0065-V004,V004,2024-07-24,2024-07-24,0,True,accepted,False,44363.4,6
DEL-PO-RFQ-0065-V001,PO-RFQ-0065-V001,V001,2024-08-08,2024-08-08,0,True,accepted,False,45278.27,6
DEL-PO-RFQ-0065-V009,PO-RFQ-0065-V009,V009,2024-08-12,2024-08-12,0,True,accepted,False,44526.97,6
DEL-PO-RFQ-0065-V010,PO-RFQ-0065-V010,V010,2024-07-30,2024-08-16,17,False,accepted,False,46168.13,6
DEL-PO-RFQ-0065-V019,PO-RFQ-0065-V019,V019,2024-08-11,2024-08-18,7,False,accepted,False,48452.86,6
DEL-PO-RFQ-0066-V006,PO-RFQ-0066-V006,V006,2024-07-21,2024-08-02,12,False,accepted_with_note,True,153783.2,6
DEL-PO-RFQ-0066-V021,PO-RFQ-0066-V021,V021,2024-07-23,2024-07-23,0,True,accepted,False,146725.95,6
DEL-PO-RFQ-0066-V002,PO-RFQ-0066-V002,V002,2024-08-31,2024-08-31,0,True,accepted,False,142252.75,6
DEL-PO-RFQ-0066-V016,PO-RFQ-0066-V016,V016,2024-08-10,2024-08-10,0,True,rejected,False,125371.32,6
DEL-PO-RFQ-0066-V018,PO-RFQ-0066-V018,V018,2024-08-30,2024-08-30,0,True,accepted,False,157532.99,6
DEL-PO-RFQ-0067-V013,PO-RFQ-0067-V013,V013,2024-07-16,2024-07-16,0,True,accepted,False,35425.45,6
DEL-PO-RFQ-0067-V006,PO-RFQ-0067-V006,V006,2024-07-15,2024-07-15,0,True,accepted,False,31503.02,6
DEL-PO-RFQ-0067-V021,PO-RFQ-0067-V021,V021,2024-08-10,2024-08-10,0,True,accepted,False,34291.77,6
DEL-PO-RFQ-0067-V011,PO-RFQ-0067-V011,V011,2024-08-25,2024-08-25,0,True,accepted_with_note,False,32832.75,6
DEL-PO-RFQ-0067-V016,PO-RFQ-0067-V016,V016,2024-08-11,2024-08-11,0,True,accepted,False,38439.89,6
DEL-PO-RFQ-0068-V011,PO-RFQ-0068-V011,V011,2024-07-22,2024-07-22,0,True,accepted,True,71662.92,6
DEL-PO-RFQ-0068-V016,PO-RFQ-0068-V016,V016,2024-07-22,2024-07-22,0,True,accepted,False,71965.67,6
DEL-PO-RFQ-0068-V013,PO-RFQ-0068-V013,V013,2024-08-02,2024-08-02,0,True,accepted,False,74807.24,6
DEL-PO-RFQ-0068-V021,PO-RFQ-0068-V021,V021,2024-07-28,2024-08-12,15,False,accepted,False,75628.75,6
DEL-PO-RFQ-0068-V002,PO-RFQ-0068-V002,V002,2024-08-22,2024-08-22,0,True,accepted,False,75496.84,6
DEL-PO-RFQ-0069-V013,PO-RFQ-0069-V013,V013,2024-08-20,2024-08-20,0,True,accepted,False,6463.41,6
DEL-PO-RFQ-0069-V011,PO-RFQ-0069-V011,V011,2024-08-06,2024-08-06,0,True,accepted,False,7302.62,6
DEL-PO-RFQ-0069-V016,PO-RFQ-0069-V016,V016,2024-08-13,2024-08-13,0,True,accepted,False,5763.25,6
DEL-PO-RFQ-0069-V006,PO-RFQ-0069-V006,V006,2024-08-24,2024-08-24,0,True,accepted,False,5813.97,6
DEL-PO-RFQ-0069-V021,PO-RFQ-0069-V021,V021,2024-08-26,2024-08-26,0,True,rejected,False,6489.85,6
DEL-PO-RFQ-0070-V003,PO-RFQ-0070-V003,V003,2024-07-25,2024-07-25,0,True,accepted_with_note,False,11533.08,6
DEL-PO-RFQ-0070-V008,PO-RFQ-0070-V008,V008,2024-08-06,2024-08-14,8,False,accepted,False,11282.79,6
DEL-PO-RFQ-0070-V015,PO-RFQ-0070-V015,V015,2024-08-08,2024-08-08,0,True,rejected,False,12669.34,6
DEL-PO-RFQ-0070-V014,PO-RFQ-0070-V014,V014,2024-07-31,2024-07-31,0,True,accepted,False,12682.52,6
DEL-PO-RFQ-0070-V005,PO-RFQ-0070-V005,V005,2024-08-14,2024-08-14,0,True,accepted,False,11733.8,6
DEL-PO-RFQ-0071-V017,PO-RFQ-0071-V017,V017,2024-08-24,2024-08-24,0,True,accepted,False,30152.26,7
DEL-PO-RFQ-0071-V007,PO-RFQ-0071-V007,V007,2024-08-28,2024-08-28,0,True,accepted,False,34137.03,7
DEL-PO-RFQ-0071-V009,PO-RFQ-0071-V009,V009,2024-09-12,2024-09-12,0,True,accepted,False,30946.91,7
DEL-PO-RFQ-0071-V001,PO-RFQ-0071-V001,V001,2024-09-16,2024-09-16,0,True,accepted,False,31980.16,7
DEL-PO-RFQ-0071-V010,PO-RFQ-0071-V010,V010,2024-09-15,2024-09-15,0,True,accepted,False,29778.36,7
DEL-PO-RFQ-0072-V008,PO-RFQ-0072-V008,V008,2024-08-12,2024-08-12,0,True,accepted,False,65413.65,7
DEL-PO-RFQ-0072-V005,PO-RFQ-0072-V005,V005,2024-08-16,2024-08-16,0,True,accepted,False,63923.75,7
DEL-PO-RFQ-0072-V015,PO-RFQ-0072-V015,V015,2024-08-23,2024-09-09,17,False,accepted_with_note,False,67732.6,7
DEL-PO-RFQ-0072-V014,PO-RFQ-0072-V014,V014,2024-08-26,2024-08-26,0,True,accepted,False,70596.12,7
DEL-PO-RFQ-0072-V012,PO-RFQ-0072-V012,V012,2024-09-10,2024-09-10,0,True,rejected,False,70467.56,7
DEL-PO-RFQ-0073-V002,PO-RFQ-0073-V002,V002,2024-08-25,2024-08-25,0,True,accepted,False,55937.09,7
DEL-PO-RFQ-0073-V013,PO-RFQ-0073-V013,V013,2024-09-29,2024-09-29,0,True,accepted,False,55796.63,7
DEL-PO-RFQ-0073-V011,PO-RFQ-0073-V011,V011,2024-09-11,2024-09-11,0,True,rejected,False,51271.33,7
DEL-PO-RFQ-0073-V006,PO-RFQ-0073-V006,V006,2024-09-21,2024-09-21,0,True,rejected,False,51855.25,7
DEL-PO-RFQ-0073-V018,PO-RFQ-0073-V018,V018,2024-09-05,2024-09-22,17,False,accepted,True,60806.91,7
DEL-PO-RFQ-0074-V002,PO-RFQ-0074-V002,V002,2024-08-24,2024-09-12,19,False,accepted,False,7170.15,7
DEL-PO-RFQ-0074-V013,PO-RFQ-0074-V013,V013,2024-09-28,2024-09-28,0,True,accepted,True,6972.1,7
DEL-PO-RFQ-0074-V016,PO-RFQ-0074-V016,V016,2024-09-12,2024-09-12,0,True,accepted,False,6472.78,7
DEL-PO-RFQ-0074-V018,PO-RFQ-0074-V018,V018,2024-09-15,2024-09-15,0,True,accepted,False,7825.34,7
DEL-PO-RFQ-0075-V006,PO-RFQ-0075-V006,V006,2024-08-18,2024-08-23,5,False,accepted,False,21692.8,7
DEL-PO-RFQ-0075-V013,PO-RFQ-0075-V013,V013,2024-08-31,2024-08-31,0,True,accepted_with_note,False,26360.78,7
DEL-PO-RFQ-0075-V016,PO-RFQ-0075-V016,V016,2024-08-25,2024-08-25,0,True,accepted_with_note,False,24581.72,7
DEL-PO-RFQ-0075-V002,PO-RFQ-0075-V002,V002,2024-09-23,2024-09-23,0,True,rejected,False,26589.14,7
DEL-PO-RFQ-0075-V011,PO-RFQ-0075-V011,V011,2024-09-17,2024-09-17,0,True,accepted_with_note,False,26730.38,7
DEL-PO-RFQ-0076-V002,PO-RFQ-0076-V002,V002,2024-09-20,2024-09-20,0,True,accepted,False,240051.86,7
DEL-PO-RFQ-0076-V013,PO-RFQ-0076-V013,V013,2024-09-16,2024-09-16,0,True,accepted,False,260017.27,7
DEL-PO-RFQ-0076-V016,PO-RFQ-0076-V016,V016,2024-09-16,2024-09-16,0,True,accepted,False,225597.7,7
DEL-PO-RFQ-0076-V021,PO-RFQ-0076-V021,V021,2024-09-12,2024-09-12,0,True,accepted,False,237553.47,7
DEL-PO-RFQ-0076-V006,PO-RFQ-0076-V006,V006,2024-09-29,2024-10-18,19,False,accepted,False,222657.75,7
DEL-PO-RFQ-0077-V006,PO-RFQ-0077-V006,V006,2024-08-14,2024-08-23,9,False,accepted,False,67692.39,7
DEL-PO-RFQ-0077-V021,PO-RFQ-0077-V021,V021,2024-08-28,2024-08-28,0,True,accepted,False,74153.29,7
DEL-PO-RFQ-0077-V002,PO-RFQ-0077-V002,V002,2024-09-15,2024-09-15,0,True,accepted_with_note,False,74578.59,7
DEL-PO-RFQ-0077-V013,PO-RFQ-0077-V013,V013,2024-09-21,2024-09-21,0,True,accepted,False,76288.54,7
DEL-PO-RFQ-0078-V012,PO-RFQ-0078-V012,V012,2024-08-16,2024-08-30,14,False,accepted_with_note,False,92590.15,7
DEL-PO-RFQ-0078-V015,PO-RFQ-0078-V015,V015,2024-09-22,2024-09-22,0,True,accepted_with_note,False,91566.04,7
DEL-PO-RFQ-0078-V005,PO-RFQ-0078-V005,V005,2024-09-22,2024-09-25,3,False,accepted,False,83901.84,7
DEL-PO-RFQ-0078-V003,PO-RFQ-0078-V003,V003,2024-09-25,2024-09-25,0,True,accepted,False,95494.82,7
DEL-PO-RFQ-0078-V020,PO-RFQ-0078-V020,V020,2024-09-20,2024-09-20,0,True,accepted,False,91219.26,7
DEL-PO-RFQ-0079-V021,PO-RFQ-0079-V021,V021,2024-08-17,2024-08-17,0,True,accepted,False,16646.04,7
DEL-PO-RFQ-0079-V002,PO-RFQ-0079-V002,V002,2024-09-16,2024-09-16,0,True,accepted,False,16298.08,7
DEL-PO-RFQ-0079-V013,PO-RFQ-0079-V013,V013,2024-09-14,2024-09-14,0,True,accepted,False,15976.66,7
DEL-PO-RFQ-0079-V011,PO-RFQ-0079-V011,V011,2024-09-10,2024-09-10,0,True,accepted_with_note,False,15956.2,7
DEL-PO-RFQ-0079-V006,PO-RFQ-0079-V006,V006,2024-09-24,2024-09-24,0,True,accepted,False,15825.14,7
DEL-PO-RFQ-0080-V009,PO-RFQ-0080-V009,V009,2024-08-24,2024-08-24,0,True,rejected,False,4346.73,7
DEL-PO-RFQ-0080-V001,PO-RFQ-0080-V001,V001,2024-08-20,2024-08-20,0,True,accepted,False,4557.42,7
DEL-PO-RFQ-0080-V017,PO-RFQ-0080-V017,V017,2024-08-22,2024-08-24,2,False,accepted,False,4348.65,7
DEL-PO-RFQ-0080-V024,PO-RFQ-0080-V024,V024,2024-08-29,2024-09-18,20,False,accepted,False,4424.85,7
DEL-PO-RFQ-0080-V007,PO-RFQ-0080-V007,V007,2024-09-30,2024-09-30,0,True,accepted,False,4840.21,7
DEL-PO-RFQ-0081-V019,PO-RFQ-0081-V019,V019,2024-08-21,2024-08-21,0,True,accepted,False,43527.32,7
DEL-PO-RFQ-0081-V001,PO-RFQ-0081-V001,V001,2024-09-04,2024-09-04,0,True,accepted,False,42958.38,7
DEL-PO-RFQ-0081-V024,PO-RFQ-0081-V024,V024,2024-08-24,2024-09-03,10,False,rejected,False,43147.85,7
DEL-PO-RFQ-0081-V004,PO-RFQ-0081-V004,V004,2024-09-07,2024-09-07,0,True,accepted,False,42599.61,7
DEL-PO-RFQ-0081-V017,PO-RFQ-0081-V017,V017,2024-09-03,2024-09-03,0,True,accepted,False,40512.94,7
DEL-PO-RFQ-0082-V005,PO-RFQ-0082-V005,V005,2024-09-19,2024-09-19,0,True,accepted,False,2794.33,8
DEL-PO-RFQ-0082-V003,PO-RFQ-0082-V003,V003,2024-10-07,2024-10-07,0,True,accepted,False,2992.82,8
DEL-PO-RFQ-0082-V014,PO-RFQ-0082-V014,V014,2024-10-25,2024-10-25,0,True,accepted,False,2939.25,8
DEL-PO-RFQ-0082-V020,PO-RFQ-0082-V020,V020,2024-10-21,2024-10-21,0,True,accepted,False,2954.92,8
DEL-PO-RFQ-0083-V021,PO-RFQ-0083-V021,V021,2024-09-21,2024-09-21,0,True,accepted_with_note,False,200442.66,8
DEL-PO-RFQ-0083-V002,PO-RFQ-0083-V002,V002,2024-10-11,2024-10-11,0,True,accepted_with_note,False,204239.54,8
DEL-PO-RFQ-0083-V018,PO-RFQ-0083-V018,V018,2024-09-23,2024-09-23,0,True,accepted,False,206969.16,8
DEL-PO-RFQ-0084-V006,PO-RFQ-0084-V006,V006,2024-10-04,2024-10-17,13,False,accepted,False,144983.1,8
DEL-PO-RFQ-0084-V016,PO-RFQ-0084-V016,V016,2024-09-27,2024-09-27,0,True,accepted,False,149243.64,8
DEL-PO-RFQ-0084-V011,PO-RFQ-0084-V011,V011,2024-09-22,2024-09-22,0,True,accepted,False,168344.15,8
DEL-PO-RFQ-0084-V013,PO-RFQ-0084-V013,V013,2024-10-15,2024-10-15,0,True,accepted,False,158888.43,8
DEL-PO-RFQ-0084-V002,PO-RFQ-0084-V002,V002,2024-10-18,2024-10-18,0,True,accepted_with_note,False,161779.91,8
DEL-PO-RFQ-0085-V012,PO-RFQ-0085-V012,V012,2024-09-24,2024-09-24,0,True,accepted,False,98540.12,8
DEL-PO-RFQ-0085-V015,PO-RFQ-0085-V015,V015,2024-09-29,2024-09-29,0,True,accepted,False,95347.29,8
DEL-PO-RFQ-0085-V005,PO-RFQ-0085-V005,V005,2024-10-05,2024-10-05,0,True,accepted_with_note,True,86202.43,8
DEL-PO-RFQ-0085-V020,PO-RFQ-0085-V020,V020,2024-10-20,2024-10-20,0,True,accepted,False,100129.52,8
DEL-PO-RFQ-0086-V010,PO-RFQ-0086-V010,V010,2024-09-16,2024-09-16,0,True,accepted,False,4712.83,8
DEL-PO-RFQ-0086-V004,PO-RFQ-0086-V004,V004,2024-09-24,2024-09-24,0,True,accepted,False,4815.15,8
DEL-PO-RFQ-0086-V001,PO-RFQ-0086-V001,V001,2024-09-27,2024-09-27,0,True,accepted,False,4944.33,8
DEL-PO-RFQ-0086-V009,PO-RFQ-0086-V009,V009,2024-10-04,2024-10-04,0,True,accepted,False,4793.62,8
DEL-PO-RFQ-0086-V024,PO-RFQ-0086-V024,V024,2024-09-22,2024-09-22,0,True,accepted,False,4905.93,8
DEL-PO-RFQ-0087-V001,PO-RFQ-0087-V001,V001,2024-09-27,2024-09-27,0,True,accepted,False,9820.03,8
DEL-PO-RFQ-0087-V010,PO-RFQ-0087-V010,V010,2024-10-05,2024-10-05,0,True,accepted,False,8560.98,8
DEL-PO-RFQ-0087-V019,PO-RFQ-0087-V019,V019,2024-10-02,2024-10-02,0,True,accepted,False,10481.17,8
DEL-PO-RFQ-0087-V004,PO-RFQ-0087-V004,V004,2024-10-14,2024-10-14,0,True,accepted,False,9661.39,8
DEL-PO-RFQ-0087-V007,PO-RFQ-0087-V007,V007,2024-10-24,2024-10-24,0,True,accepted,False,9939.38,8
DEL-PO-RFQ-0088-V015,PO-RFQ-0088-V015,V015,2024-09-19,2024-09-19,0,True,accepted,False,65767.07,8
DEL-PO-RFQ-0088-V020,PO-RFQ-0088-V020,V020,2024-09-28,2024-09-28,0,True,accepted,False,66558.28,8
DEL-PO-RFQ-0088-V005,PO-RFQ-0088-V005,V005,2024-10-09,2024-10-25,16,False,accepted,False,63700.23,8
DEL-PO-RFQ-0088-V003,PO-RFQ-0088-V003,V003,2024-10-16,2024-10-16,0,True,accepted,False,62188.45,8
DEL-PO-RFQ-0088-V023,PO-RFQ-0088-V023,V023,2024-10-20,2024-10-20,0,True,accepted,False,69971.93,8
DEL-PO-RFQ-0089-V005,PO-RFQ-0089-V005,V005,2024-09-14,2024-09-14,0,True,accepted,False,61878.4,8
DEL-PO-RFQ-0089-V015,PO-RFQ-0089-V015,V015,2024-09-22,2024-09-22,0,True,accepted,False,61635.52,8
DEL-PO-RFQ-0089-V003,PO-RFQ-0089-V003,V003,2024-09-20,2024-09-20,0,True,accepted_with_note,False,63239.56,8
