week_start,commodity,unit,categories,price,base_price,shock_premium_pct,shock_flag
2024-07-29,Neodymium Magnets,USD/KG,Electrical Components,60.849,74.394,0.0,0
2024-08-05,Neodymium Magnets,USD/KG,Electrical Components,59.827,74.617,0.0,0
2024-08-12,Neodymium Magnets,USD/KG,Electrical Components,60.358,74.841,0.0,0
2024-08-19,Neodymium Magnets,USD/KG,Electrical Components,64.454,75.065,0.0,0
2024-08-26,Neodymium Magnets,USD/KG,Electrical Components,60.483,75.291,0.0,0
2024-09-02,Neodymium Magnets,USD/KG,Electrical Components,63.83,75.516,0.0,0
2024-09-09,Neodymium Magnets,USD/KG,Electrical Components,64.051,75.743,0.0,0
2024-09-16,Neodymium Magnets,USD/KG,Electrical Components,61.414,75.97,0.0,0
2024-09-23,Neodymium Magnets,USD/KG,Electrical Components,62.875,76.198,0.0,0
2024-09-30,Neodymium Magnets,USD/KG,Electrical Components,63.627,76.427,0.0,0
2024-10-07,Neodymium Magnets,USD/KG,Electrical Components,62.1,76.656,0.0,0
2024-10-14,Neodymium Magnets,USD/KG,Electrical Components,66.23,76.886,6.0,1
2024-10-21,Neodymium Magnets,USD/KG,Electrical Components,65.049,77.117,5.62,1
2024-10-28,Neodymium Magnets,USD/KG,Electrical Components,65.344,77.348,5.25,1
2024-11-04,Neodymium Magnets,USD/KG,Electrical Components,67.246,77.58,4.88,1
2024-11-11,Neodymium Magnets,USD/KG,Electrical Components,71.989,77.813,4.5,1
2024-11-18,Neodymium Magnets,USD/KG,Electrical Components,67.951,78.046,4.13,1
2024-11-25,Neodymium Magnets,USD/KG,Electrical Components,74.408,78.28,3.75,1
2024-12-02,Neodymium Magnets,USD/KG,Electrical Components,67.849,78.515,3.37,1
2024-12-09,Neodymium Magnets,USD/KG,Electrical Components,67.344,78.751,3.0,0
2024-12-16,Neodymium Magnets,USD/KG,Electrical Components,69.076,78.987,2.63,0
2024-12-23,Neodymium Magnets,USD/KG,Electrical Components,69.9,79.224,2.25,0
2024-12-30,Neodymium Magnets,USD/KG,Electrical Components,67.901,79.462,1.88,0
2025-01-06,Neodymium Magnets,USD/KG,Electrical Components,67.221,79.7,1.5,0
2025-01-13,Neodymium Magnets,USD/KG,Electrical Components,70.235,79.939,8.13,1
2025-01-20,Neodymium Magnets,USD/KG,Electrical Components,68.067,80.179,7.31,1
2025-01-27,Neodymium Magnets,USD/KG,Electrical Components,70.337,80.419,6.5,1
2025-02-03,Neodymium Magnets,USD/KG,Electrical Components,71.131,80.661,5.69,1
2025-02-10,Neodymium Magnets,USD/KG,Electrical Components,68.841,80.903,5.25,1
2025-02-17,Neodymium Magnets,USD/KG,Electrical Components,71.535,81.145,4.81,1
2025-02-24,Neodymium Magnets,USD/KG,Electrical Components,72.436,81.389,4.37,1
2025-03-03,Neodymium Magnets,USD/KG,Electrical Components,74.987,81.633,3.94,1
2025-03-10,Neodymium Magnets,USD/KG,Electrical Components,90.404,81.878,21.5,1
2025-03-17,Neodymium Magnets,USD/KG,Electrical Components,86.18,82.124,19.94,1
2025-03-24,Neodymium Magnets,USD/KG,Electrical Components,83.168,82.37,18.38,1
2025-03-31,Neodymium Magnets,USD/KG,Electrical Components,85.077,82.617,16.81,1
2025-04-07,Neodymium Magnets,USD/KG,Electrical Components,86.496,82.865,15.25,1
2025-04-14,Neodymium Magnets,USD/KG,Electrical Components,82.491,83.113,9.69,1
2025-04-21,Neodymium Magnets,USD/KG,Electrical Components,82.179,83.363,8.38,1
2025-04-28,Neodymium Magnets,USD/KG,Electrical Components,86.095,83.613,7.06,1
2025-05-05,Neodymium Magnets,USD/KG,Electrical Components,83.03,83.864,5.75,1
2025-05-12,Neodymium Magnets,USD/KG,Electrical Components,84.618,84.115,4.88,1
2025-05-19,Neodymium Magnets,USD/KG,Electrical Components,83.4,84.368,4.0,1
2025-05-26,Neodymium Magnets,USD/KG,Electrical Components,82.136,84.621,3.12,1
2025-06-02,Neodymium Magnets,USD/KG,Electrical Components,85.71,84.875,2.25,0
2025-06-09,Neodymium Magnets,USD/KG,Electrical Components,88.388,85.129,1.37,0
2025-06-16,Neodymium Magnets,USD/KG,Electrical Components,91.096,85.385,0.5,0
2025-06-23,Neodymium Magnets,USD/KG,Electrical Components,95.879,85.641,-0.38,0
2025-06-30,Neodymium Magnets,USD/KG,Electrical Components,95.412,85.898,-1.25,0
2024-01-01,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3151.159,3100.0,0.0,0
2024-01-08,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3134.377,3104.65,0.0,0
2024-01-15,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3161.431,3109.307,0.0,0
2024-01-22,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3157.122,3113.971,0.0,0
2024-01-29,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3168.595,3118.642,0.0,0
2024-02-05,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3214.835,3123.32,0.0,0
2024-02-12,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3161.788,3128.005,0.0,0
2024-02-19,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3312.076,3132.697,0.0,0
2024-02-26,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3243.74,3137.396,0.0,0
2024-03-04,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3161.958,3142.102,0.0,0
2024-03-11,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3247.263,3146.815,0.0,0
2024-03-18,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3308.69,3151.535,0.0,0
2024-03-25,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3359.083,3156.263,0.0,0
2024-04-01,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3410.556,3160.997,0.0,0
2024-04-08,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3414.753,3165.739,0.0,0
2024-04-15,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3352.47,3170.487,0.0,0
2024-04-22,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3363.089,3175.243,0.0,0
2024-04-29,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3318.032,3180.006,0.0,0
2024-05-06,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3394.19,3184.776,0.0,0
2024-05-13,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3625.481,3189.553,7.0,1
2024-05-20,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3550.5,3194.337,6.56,1
2024-05-27,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3516.226,3199.129,6.13,1
2024-06-03,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3538.795,3203.927,5.69,1
2024-06-10,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3485.726,3208.733,5.25,1
2024-06-17,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3413.653,3213.546,4.81,1
2024-06-24,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3422.727,3218.367,4.37,1
2024-07-01,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3431.862,3223.194,3.94,1
2024-07-08,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3547.928,3228.029,8.5,1
2024-07-15,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3492.175,3232.871,7.75,1
2024-07-22,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3490.774,3237.72,7.0,1
2024-07-29,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3361.076,3242.577,6.25,1
2024-08-05,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3239.018,3247.441,5.5,1
2024-08-12,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3169.985,3252.312,4.75,1
2024-08-19,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3137.23,3257.191,4.0,1
2024-08-26,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3140.581,3262.076,3.25,1
2024-09-02,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3601.043,3266.969,14.5,1
2024-09-09,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3640.294,3271.87,13.44,1
2024-09-16,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3598.918,3276.778,12.38,1
2024-09-23,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3568.747,3281.693,11.31,1
2024-09-30,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3462.025,3286.615,10.25,1
2024-10-07,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3432.407,3291.545,9.19,1
2024-10-14,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3570.22,3296.483,14.13,1
2024-10-21,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3555.566,3301.427,12.69,1
2024-10-28,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3451.593,3306.38,11.25,1
2024-11-04,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3460.852,3311.339,10.13,1
2024-11-11,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3546.144,3316.306,9.0,1
2024-11-18,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3506.41,3321.281,7.88,1
2024-11-25,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3505.713,3326.262,6.75,1
2024-12-02,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3526.638,3331.252,5.62,1
2024-12-09,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3463.512,3336.249,4.5,1
2024-12-16,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3448.256,3341.253,3.38,1
2024-12-23,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3416.791,3346.265,2.25,0
2024-12-30,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3416.681,3351.284,1.88,0
2025-01-06,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3351.32,3356.311,1.5,0
2025-01-13,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3577.344,3361.346,8.13,1
2025-01-20,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3594.686,3366.388,7.31,1
2025-01-27,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3686.713,3371.437,6.5,1
2025-02-03,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3741.285,3376.495,5.69,1
2025-02-10,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3907.878,3381.559,5.25,1
2025-02-17,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3831.774,3386.632,4.81,1
2025-02-24,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3894.732,3391.712,4.37,1
2025-03-03,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3899.868,3396.799,3.94,1
2025-03-10,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,4076.366,3401.894,3.5,1
2025-03-17,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3993.042,3406.997,3.06,1
2025-03-24,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3908.601,3412.108,2.63,0
2025-03-31,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3846.455,3417.226,2.19,0
2025-04-07,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3656.773,3422.352,1.75,0
2025-04-14,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3462.089,3427.485,-2.69,0
2025-04-21,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3402.893,3432.626,-2.87,0
2025-04-28,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3412.655,3437.775,-3.06,0
2025-05-05,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3330.206,3442.932,-6.25,0
2025-05-12,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3488.863,3448.096,-5.81,0
2025-05-19,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3583.615,3453.269,-5.37,0
2025-05-26,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3559.891,3458.448,-4.94,0
2025-06-02,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3510.954,3463.636,-4.5,0
2025-06-09,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3570.499,3468.832,-4.06,0
2025-06-16,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3307.024,3474.035,-8.63,0
2025-06-23,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3473.51,3479.246,-7.87,0
2025-06-30,Stainless 316L,USD/MT,Mechanical Parts|Raw Materials,3597.904,3484.465,-7.12,0
2024-01-01,HDPE Granules,USD/MT,Raw Materials,1141.438,1150.0,0.0,0
2024-01-08,HDPE Granules,USD/MT,Raw Materials,1107.382,1151.15,0.0,0
2024-01-15,HDPE Granules,USD/MT,Raw Materials,1135.476,1152.301,0.0,0
2024-01-22,HDPE Granules,USD/MT,Raw Materials,1134.27,1153.453,0.0,0
2024-01-29,HDPE Granules,USD/MT,Raw Materials,1160.677,1154.607,0.0,0
2024-02-05,HDPE Granules,USD/MT,Raw Materials,1128.526,1155.762,0.0,0
2024-02-12,HDPE Granules,USD/MT,Raw Materials,1117.479,1156.917,0.0,0
2024-02-19,HDPE Granules,USD/MT,Raw Materials,1118.702,1158.074,0.0,0
2024-02-26,HDPE Granules,USD/MT,Raw Materials,1120.767,1159.232,0.0,0
2024-03-04,HDPE Granules,USD/MT,Raw Materials,1112.808,1160.391,0.0,0
2024-03-11,HDPE Granules,USD/MT,Raw Materials,1126.397,1161.552,0.0,0
2024-03-18,HDPE Granules,USD/MT,Raw Materials,1105.877,1162.713,0.0,0
2024-03-25,HDPE Granules,USD/MT,Raw Materials,1104.149,1163.876,0.0,0
2024-04-01,HDPE Granules,USD/MT,Raw Materials,1107.644,1165.04,0.0,0
2024-04-08,HDPE Granules,USD/MT,Raw Materials,1119.008,1166.205,0.0,0
2024-04-15,HDPE Granules,USD/MT,Raw Materials,1134.461,1167.371,0.0,0
2024-04-22,HDPE Granules,USD/MT,Raw Materials,1112.63,1168.539,0.0,0
2024-04-29,HDPE Granules,USD/MT,Raw Materials,1083.018,1169.707,0.0,0
2024-05-06,HDPE Granules,USD/MT,Raw Materials,1109.009,1170.877,0.0,0
2024-05-13,HDPE Granules,USD/MT,Raw Materials,1194.924,1172.048,7.0,1
2024-05-20,HDPE Granules,USD/MT,Raw Materials,1175.195,1173.22,6.56,1
2024-05-27,HDPE Granules,USD/MT,Raw Materials,1204.218,1174.393,6.13,1
2024-06-03,HDPE Granules,USD/MT,Raw Materials,1202.95,1175.567,5.69,1
2024-06-10,HDPE Granules,USD/MT,Raw Materials,1224.598,1176.743,5.25,1
2024-06-17,HDPE Granules,USD/MT,Raw Materials,1222.209,1177.92,4.81,1
2024-06-24,HDPE Granules,USD/MT,Raw Materials,1263.472,1179.098,4.37,1
2024-07-01,HDPE Granules,USD/MT,Raw Materials,1299.187,1180.277,3.94,1
2024-07-08,HDPE Granules,USD/MT,Raw Materials,1351.496,1181.457,8.5,1
2024-07-15,HDPE Granules,USD/MT,Raw Materials,1366.968,1182.638,7.75,1
2024-07-22,HDPE Granules,USD/MT,Raw Materials,1374.579,1183.821,7.0,1
2024-07-29,HDPE Granules,USD/MT,Raw Materials,1399.935,1185.005,6.25,1
2024-08-05,HDPE Granules,USD/MT,Raw Materials,1367.3,1186.19,5.5,1
2024-08-12,HDPE Granules,USD/MT,Raw Materials,1375.702,1187.376,4.75,1
2024-08-19,HDPE Granules,USD/MT,Raw Materials,1393.24,1188.564,4.0,1
2024-08-26,HDPE Granules,USD/MT,Raw Materials,1340.788,1189.752,3.25,1
2024-09-02,HDPE Granules,USD/MT,Raw Materials,1456.697,1190.942,14.5,1
2024-09-09,HDPE Granules,USD/MT,Raw Materials,1391.649,1192.133,13.44,1
2024-09-16,HDPE Granules,USD/MT,Raw Materials,1373.307,1193.325,12.38,1
2024-09-23,HDPE Granules,USD/MT,Raw Materials,1379.253,1194.518,11.31,1
2024-09-30,HDPE Granules,USD/MT,Raw Materials,1404.396,1195.713,10.25,1
2024-10-07,HDPE Granules,USD/MT,Raw Materials,1394.107,1196.908,9.19,1
2024-10-14,HDPE Granules,USD/MT,Raw Materials,1501.323,1198.105,14.13,1
2024-10-21,HDPE Granules,USD/MT,Raw Materials,1447.069,1199.303,12.69,1
2024-10-28,HDPE Granules,USD/MT,Raw Materials,1386.236,1200.503,11.25,1
2024-11-04,HDPE Granules,USD/MT,Raw Materials,1372.218,1201.703,10.13,1
2024-11-11,HDPE Granules,USD/MT,Raw Materials,1368.947,1202.905,9.0,1
2024-11-18,HDPE Granules,USD/MT,Raw Materials,1355.376,1204.108,7.88,1
2024-11-25,HDPE Granules,USD/MT,Raw Materials,1292.669,1205.312,6.75,1
2024-12-02,HDPE Granules,USD/MT,Raw Materials,1278.274,1206.517,5.62,1
2024-12-09,HDPE Granules,USD/MT,Raw Materials,1236.229,1207.724,4.5,1
2024-12-16,HDPE Granules,USD/MT,Raw Materials,1238.884,1208.932,3.38,1
2024-12-23,HDPE Granules,USD/MT,Raw Materials,1234.713,1210.14,2.25,0
2024-12-30,HDPE Granules,USD/MT,Raw Materials,1210.603,1211.351,1.88,0
2025-01-06,HDPE Granules,USD/MT,Raw Materials,1196.197,1212.562,1.5,0
2025-01-13,HDPE Granules,USD/MT,Raw Materials,1170.247,1213.775,1.12,0
2025-01-20,HDPE Granules,USD/MT,Raw Materials,1165.758,1214.988,0.75,0
2025-01-27,HDPE Granules,USD/MT,Raw Materials,1182.548,1216.203,0.37,0
2025-02-03,HDPE Granules,USD/MT,Raw Materials,1158.404,1217.42,0.0,0
2025-02-10,HDPE Granules,USD/MT,Raw Materials,1170.073,1218.637,0.0,0
2025-02-17,HDPE Granules,USD/MT,Raw Materials,1160.075,1219.856,0.0,0
2025-02-24,HDPE Granules,USD/MT,Raw Materials,1144.679,1221.075,0.0,0
2025-03-03,HDPE Granules,USD/MT,Raw Materials,1143.618,1222.296,0.0,0
2025-03-10,HDPE Granules,USD/MT,Raw Materials,1123.451,1223.519,0.0,0
2025-03-17,HDPE Granules,USD/MT,Raw Materials,1113.379,1224.742,0.0,0
2025-03-24,HDPE Granules,USD/MT,Raw Materials,1090.486,1225.967,0.0,0
2025-03-31,HDPE Granules,USD/MT,Raw Materials,1130.141,1227.193,0.0,0
2025-04-07,HDPE Granules,USD/MT,Raw Materials,1131.989,1228.42,0.0,0
2025-04-14,HDPE Granules,USD/MT,Raw Materials,1074.109,1229.649,-4.0,0
2025-04-21,HDPE Granules,USD/MT,Raw Materials,1082.131,1230.878,-3.75,0
2025-04-28,HDPE Granules,USD/MT,Raw Materials,1083.833,1232.109,-3.5,0
2025-05-05,HDPE Granules,USD/MT,Raw Materials,1049.811,1233.341,-6.25,0
2025-05-12,HDPE Granules,USD/MT,Raw Materials,1067.425,1234.575,-5.81,0
2025-05-19,HDPE Granules,USD/MT,Raw Materials,1088.077,1235.809,-5.37,0
2025-05-26,HDPE Granules,USD/MT,Raw Materials,1083.763,1237.045,-4.94,0
2025-06-02,HDPE Granules,USD/MT,Raw Materials,1078.555,1238.282,-4.5,0
2025-06-09,HDPE Granules,USD/MT,Raw Materials,1079.215,1239.52,-4.06,0
2025-06-16,HDPE Granules,USD/MT,Raw Materials,986.329,1240.76,-8.63,0
2025-06-23,HDPE Granules,USD/MT,Raw Materials,968.297,1242.001,-7.87,0
2025-06-30,HDPE Granules,USD/MT,Raw Materials,1001.174,1243.243,-7.12,0
2024-01-01,Titanium Sponge,USD/KG,Mechanical Parts,12.191,11.5,0.0,0
2024-01-08,Titanium Sponge,USD/KG,Mechanical Parts,12.115,11.529,0.0,0
2024-01-15,Titanium Sponge,USD/KG,Mechanical Parts,12.39,11.558,0.0,0
2024-01-22,Titanium Sponge,USD/KG,Mechanical Parts,12.556,11.586,0.0,0
2024-01-29,Titanium Sponge,USD/KG,Mechanical Parts,13.94,11.615,0.0,0
2024-02-05,Titanium Sponge,USD/KG,Mechanical Parts,14.521,11.644,0.0,0
2024-02-12,Titanium Sponge,USD/KG,Mechanical Parts,14.493,11.674,0.0,0
2024-02-19,Titanium Sponge,USD/KG,Mechanical Parts,14.044,11.703,0.0,0
2024-02-26,Titanium Sponge,USD/KG,Mechanical Parts,13.29,11.732,0.0,0
2024-03-04,Titanium Sponge,USD/KG,Mechanical Parts,13.417,11.761,0.0,0
2024-03-11,Titanium Sponge,USD/KG,Mechanical Parts,13.096,11.791,0.0,0
2024-03-18,Titanium Sponge,USD/KG,Mechanical Parts,12.477,11.82,0.0,0
2024-03-25,Titanium Sponge,USD/KG,Mechanical Parts,12.225,11.85,0.0,0
2024-04-01,Titanium Sponge,USD/KG,Mechanical Parts,11.793,11.879,0.0,0
2024-04-08,Titanium Sponge,USD/KG,Mechanical Parts,12.519,11.909,0.0,0
2024-04-15,Titanium Sponge,USD/KG,Mechanical Parts,12.937,11.939,0.0,0
2024-04-22,Titanium Sponge,USD/KG,Mechanical Parts,12.965,11.969,0.0,0
2024-04-29,Titanium Sponge,USD/KG,Mechanical Parts,13.669,11.999,0.0,0
2024-05-06,Titanium Sponge,USD/KG,Mechanical Parts,13.741,12.029,0.0,0
2024-05-13,Titanium Sponge,USD/KG,Mechanical Parts,13.361,12.059,0.0,0
2024-05-20,Titanium Sponge,USD/KG,Mechanical Parts,14.106,12.089,0.0,0
2024-05-27,Titanium Sponge,USD/KG,Mechanical Parts,14.408,12.119,0.0,0
2024-06-03,Titanium Sponge,USD/KG,Mechanical Parts,13.921,12.149,0.0,0
2024-06-10,Titanium Sponge,USD/KG,Mechanical Parts,13.863,12.18,0.0,0
2024-06-17,Titanium Sponge,USD/KG,Mechanical Parts,13.473,12.21,0.0,0
2024-06-24,Titanium Sponge,USD/KG,Mechanical Parts,12.854,12.241,0.0,0
2024-07-01,Titanium Sponge,USD/KG,Mechanical Parts,13.303,12.271,0.0,0
2024-07-08,Titanium Sponge,USD/KG,Mechanical Parts,14.937,12.302,5.0,1
2024-07-15,Titanium Sponge,USD/KG,Mechanical Parts,14.2,12.333,4.69,1
2024-07-22,Titanium Sponge,USD/KG,Mechanical Parts,14.472,12.364,4.37,1
2024-07-29,Titanium Sponge,USD/KG,Mechanical Parts,14.137,12.395,4.06,1
2024-08-05,Titanium Sponge,USD/KG,Mechanical Parts,13.889,12.425,3.75,1
2024-08-12,Titanium Sponge,USD/KG,Mechanical Parts,13.595,12.457,3.44,1
2024-08-19,Titanium Sponge,USD/KG,Mechanical Parts,13.178,12.488,3.12,1
2024-08-26,Titanium Sponge,USD/KG,Mechanical Parts,13.193,12.519,2.81,0
2024-09-02,Titanium Sponge,USD/KG,Mechanical Parts,14.302,12.55,14.5,1
2024-09-09,Titanium Sponge,USD/KG,Mechanical Parts,14.339,12.582,13.44,1
2024-09-16,Titanium Sponge,USD/KG,Mechanical Parts,14.215,12.613,12.38,1
2024-09-23,Titanium Sponge,USD/KG,Mechanical Parts,13.998,12.645,11.31,1
2024-09-30,Titanium Sponge,USD/KG,Mechanical Parts,13.459,12.676,10.25,1
2024-10-07,Titanium Sponge,USD/KG,Mechanical Parts,13.093,12.708,9.19,1
2024-10-14,Titanium Sponge,USD/KG,Mechanical Parts,13.341,12.74,8.13,1
2024-10-21,Titanium Sponge,USD/KG,Mechanical Parts,13.475,12.771,7.06,1
2024-10-28,Titanium Sponge,USD/KG,Mechanical Parts,12.918,12.803,6.0,1
2024-11-04,Titanium Sponge,USD/KG,Mechanical Parts,12.903,12.835,5.25,1
2024-11-11,Titanium Sponge,USD/KG,Mechanical Parts,13.18,12.868,4.5,1
2024-11-18,Titanium Sponge,USD/KG,Mechanical Parts,12.354,12.9,3.75,1
2024-11-25,Titanium Sponge,USD/KG,Mechanical Parts,12.528,12.932,3.0,0
2024-12-02,Titanium Sponge,USD/KG,Mechanical Parts,12.18,12.964,2.25,0
2024-12-09,Titanium Sponge,USD/KG,Mechanical Parts,12.362,12.997,1.5,0
2024-12-16,Titanium Sponge,USD/KG,Mechanical Parts,11.974,13.029,0.75,0
2024-12-23,Titanium Sponge,USD/KG,Mechanical Parts,11.163,13.062,0.0,0
2024-12-30,Titanium Sponge,USD/KG,Mechanical Parts,10.555,13.094,0.0,0
2025-01-06,Titanium Sponge,USD/KG,Mechanical Parts,10.6,13.127,0.0,0
2025-01-13,Titanium Sponge,USD/KG,Mechanical Parts,11.473,13.16,7.0,1
2025-01-20,Titanium Sponge,USD/KG,Mechanical Parts,11.093,13.193,6.56,1
2025-01-27,Titanium Sponge,USD/KG,Mechanical Parts,11.322,13.226,6.13,1
2025-02-03,Titanium Sponge,USD/KG,Mechanical Parts,10.648,13.259,5.69,1
2025-02-10,Titanium Sponge,USD/KG,Mechanical Parts,10.606,13.292,5.25,1
2025-02-17,Titanium Sponge,USD/KG,Mechanical Parts,10.14,13.325,4.81,1
2025-02-24,Titanium Sponge,USD/KG,Mechanical Parts,9.893,13.359,4.37,1
2025-03-03,Titanium Sponge,USD/KG,Mechanical Parts,9.892,13.392,3.94,1
2025-03-10,Titanium Sponge,USD/KG,Mechanical Parts,9.579,13.425,3.5,1
2025-03-17,Titanium Sponge,USD/KG,Mechanical Parts,9.434,13.459,3.06,1
2025-03-24,Titanium Sponge,USD/KG,Mechanical Parts,9.748,13.493,2.63,0
2025-03-31,Titanium Sponge,USD/KG,Mechanical Parts,9.535,13.526,2.19,0
2025-04-07,Titanium Sponge,USD/KG,Mechanical Parts,9.795,13.56,1.75,0
2025-04-14,Titanium Sponge,USD/KG,Mechanical Parts,9.392,13.594,1.31,0
2025-04-21,Titanium Sponge,USD/KG,Mechanical Parts,9.548,13.628,0.88,0
2025-04-28,Titanium Sponge,USD/KG,Mechanical Parts,10.01,13.662,0.44,0
2025-05-05,Titanium Sponge,USD/KG,Mechanical Parts,9.129,13.696,0.0,0
2025-05-12,Titanium Sponge,USD/KG,Mechanical Parts,8.898,13.731,0.0,0
2025-05-19,Titanium Sponge,USD/KG,Mechanical Parts,9.099,13.765,0.0,0
2025-05-26,Titanium Sponge,USD/KG,Mechanical Parts,9.058,13.799,0.0,0
2025-06-02,Titanium Sponge,USD/KG,Mechanical Parts,9.198,13.834,0.0,0
2025-06-09,Titanium Sponge,USD/KG,Mechanical Parts,9.026,13.868,0.0,0
2025-06-16,Titanium Sponge,USD/KG,Mechanical Parts,9.076,13.903,0.0,0
2025-06-23,Titanium Sponge,USD/KG,Mechanical Parts,9.05,13.938,0.0,0
2025-06-30,Titanium Sponge,USD/KG,Mechanical Parts,9.442,13.973,0.0,0
2024-01-01,PCB FR4 Laminate,USD/SQM,Electrical Components,4.219,4.2,0.0,0
2024-01-08,PCB FR4 Laminate,USD/SQM,Electrical Components,4.244,4.203,0.0,0
2024-01-15,PCB FR4 Laminate,USD/SQM,Electrical Components,4.221,4.207,0.0,0
2024-01-22,PCB FR4 Laminate,USD/SQM,Electrical Components,4.194,4.21,0.0,0
2024-01-29,PCB FR4 Laminate,USD/SQM,Electrical Components,4.17,4.213,0.0,0
2024-02-05,PCB FR4 Laminate,USD/SQM,Electrical Components,4.198,4.217,0.0,0
2024-02-12,PCB FR4 Laminate,USD/SQM,Electrical Components,4.175,4.22,0.0,0
2024-02-19,PCB FR4 Laminate,USD/SQM,Electrical Components,4.196,4.224,0.0,0
2024-02-26,PCB FR4 Laminate,USD/SQM,Electrical Components,4.33,4.227,0.0,0
2024-03-04,PCB FR4 Laminate,USD/SQM,Electrical Components,4.39,4.23,0.0,0
2024-03-11,PCB FR4 Laminate,USD/SQM,Electrical Components,4.372,4.234,0.0,0
2024-03-18,PCB FR4 Laminate,USD/SQM,Electrical Components,4.455,4.237,0.0,0
