payment_id,po_id,vendor_id,po_value_usd,payment_terms,due_date,actual_payment_date,days_late,days_early,payment_status,meridian_stress_index,month_index
PAY-PO-RFQ-0041-V010,PO-RFQ-0041-V010,V010,29996.34,Net30,2024-06-09,2024-06-06,0,3,on_time,0.0,4
PAY-PO-RFQ-0041-V001,PO-RFQ-0041-V001,V001,30924.12,2/10 Net30,2024-06-03,2024-05-30,0,4,on_time,0.0,4
PAY-PO-RFQ-0042-V001,PO-RFQ-0042-V001,V001,25070.32,Net60,2024-07-05,2024-07-05,0,0,on_time,0.0,4
PAY-PO-RFQ-0042-V024,PO-RFQ-0042-V024,V024,25219.12,LC at sight,2024-05-05,2024-05-01,0,4,on_time,0.0,4
PAY-PO-RFQ-0042-V017,PO-RFQ-0042-V017,V017,22426.64,LC at sight,2024-05-05,2024-04-30,0,5,on_time,0.0,4
PAY-PO-RFQ-0042-V007,PO-RFQ-0042-V007,V007,27287.44,Net45,2024-06-18,2024-06-14,0,4,on_time,0.0,4
PAY-PO-RFQ-0042-V004,PO-RFQ-0042-V004,V004,26168.96,Net30,2024-06-04,2024-06-01,0,3,on_time,0.0,4
PAY-PO-RFQ-0043-V009,PO-RFQ-0043-V009,V009,127143.54,Net45,2024-06-20,2024-06-20,0,0,on_time,0.0,4
PAY-PO-RFQ-0043-V019,PO-RFQ-0043-V019,V019,138990.22,Net30,2024-06-02,2024-06-01,0,1,on_time,0.0,4
PAY-PO-RFQ-0043-V004,PO-RFQ-0043-V004,V004,131651.35,Net45,2024-06-23,2024-06-28,5,0,slightly_late,0.0,4
PAY-PO-RFQ-0043-V017,PO-RFQ-0043-V017,V017,125371.48,Net60,2024-07-05,2024-06-30,0,5,on_time,0.0,4
PAY-PO-RFQ-0043-V010,PO-RFQ-0043-V010,V010,117894.94,LC at sight,2024-05-04,2024-05-03,0,1,on_time,0.0,4
PAY-PO-RFQ-0044-V002,PO-RFQ-0044-V002,V002,100688.1,Net45,2024-06-17,2024-06-12,0,5,on_time,0.0,4
PAY-PO-RFQ-0044-V021,PO-RFQ-0044-V021,V021,101482.86,Net30,2024-06-03,2024-06-03,0,0,on_time,0.0,4
PAY-PO-RFQ-0044-V013,PO-RFQ-0044-V013,V013,101289.72,Net30,2024-06-08,2024-06-07,0,1,on_time,0.0,4
PAY-PO-RFQ-0044-V006,PO-RFQ-0044-V006,V006,91501.74,Net45,2024-06-22,2024-06-18,0,4,on_time,0.0,4
PAY-PO-RFQ-0044-V011,PO-RFQ-0044-V011,V011,94740.72,Net45,2024-06-24,2024-07-01,7,0,slightly_late,0.0,4
PAY-PO-RFQ-0045-V004,PO-RFQ-0045-V004,V004,28921.9,Net30,2024-06-04,2024-06-03,0,1,on_time,0.0,4
PAY-PO-RFQ-0045-V019,PO-RFQ-0045-V019,V019,31727.98,Net60,2024-07-07,2024-07-28,21,0,late,0.0,4
PAY-PO-RFQ-0045-V010,PO-RFQ-0045-V010,V010,26668.82,2/10 Net30,2024-06-08,2024-06-05,0,3,on_time,0.0,4
PAY-PO-RFQ-0045-V001,PO-RFQ-0045-V001,V001,28763.9,2/10 Net30,2024-06-06,2024-06-07,1,0,slightly_late,0.0,4
PAY-PO-RFQ-0045-V017,PO-RFQ-0045-V017,V017,25101.46,Net45,2024-06-20,2024-06-18,0,2,on_time,0.0,4
PAY-PO-RFQ-0046-V006,PO-RFQ-0046-V006,V006,13062.8,2/10 Net30,2024-06-05,2024-06-05,0,0,on_time,0.0,4
PAY-PO-RFQ-0046-V021,PO-RFQ-0046-V021,V021,12742.01,Net45,2024-06-22,2024-06-20,0,2,on_time,0.0,4
PAY-PO-RFQ-0046-V002,PO-RFQ-0046-V002,V002,12825.82,2/10 Net30,2024-06-05,2024-06-04,0,1,on_time,0.0,4
PAY-PO-RFQ-0046-V011,PO-RFQ-0046-V011,V011,12649.53,Net60,2024-07-09,2024-07-08,0,1,on_time,0.0,4
PAY-PO-RFQ-0046-V013,PO-RFQ-0046-V013,V013,13189.96,Net30,2024-06-08,2024-06-05,0,3,on_time,0.0,4
PAY-PO-RFQ-0047-V019,PO-RFQ-0047-V019,V019,30855.42,Net30,2024-06-06,2024-06-05,0,1,on_time,0.0,4
PAY-PO-RFQ-0047-V007,PO-RFQ-0047-V007,V007,29594.1,2/10 Net30,2024-06-08,2024-06-08,0,0,on_time,0.0,4
PAY-PO-RFQ-0047-V010,PO-RFQ-0047-V010,V010,29058.66,Net30,2024-06-04,2024-06-01,0,3,on_time,0.0,4
PAY-PO-RFQ-0047-V024,PO-RFQ-0047-V024,V024,29098.68,2/10 Net30,2024-06-02,2024-06-02,0,0,on_time,0.0,4
PAY-PO-RFQ-0047-V001,PO-RFQ-0047-V001,V001,29167.68,Net45,2024-06-21,2024-06-23,2,0,slightly_late,0.0,4
PAY-PO-RFQ-0048-V024,PO-RFQ-0048-V024,V024,66977.16,Net30,2024-06-08,2024-06-04,0,4,on_time,0.0,4
PAY-PO-RFQ-0048-V017,PO-RFQ-0048-V017,V017,60000.24,Net45,2024-06-21,2024-06-20,0,1,on_time,0.0,4
PAY-PO-RFQ-0048-V004,PO-RFQ-0048-V004,V004,63606.36,Net60,2024-07-06,2024-07-04,0,2,on_time,0.0,4
PAY-PO-RFQ-0048-V001,PO-RFQ-0048-V001,V001,64471.32,2/10 Net30,2024-06-04,2024-06-03,0,1,on_time,0.0,4
PAY-PO-RFQ-0048-V009,PO-RFQ-0048-V009,V009,64992.84,2/10 Net30,2024-06-02,2024-05-30,0,3,on_time,0.0,4
PAY-PO-RFQ-0049-V002,PO-RFQ-0049-V002,V002,18024.6,LC at sight,2024-05-04,2024-04-30,0,4,on_time,0.0,4
PAY-PO-RFQ-0049-V016,PO-RFQ-0049-V016,V016,18889.2,Net60,2024-07-09,2024-07-15,6,0,slightly_late,0.0,4
PAY-PO-RFQ-0049-V013,PO-RFQ-0049-V013,V013,17899.2,Net45,2024-06-21,2024-06-27,6,0,slightly_late,0.0,4
PAY-PO-RFQ-0049-V011,PO-RFQ-0049-V011,V011,20357.7,Net45,2024-06-24,2024-06-23,0,1,on_time,0.0,4
PAY-PO-RFQ-0050-V001,PO-RFQ-0050-V001,V001,27098.82,2/10 Net30,2024-06-06,2024-06-05,0,1,on_time,0.0,4
PAY-PO-RFQ-0050-V022,PO-RFQ-0050-V022,V022,26390.48,Net60,2024-07-08,2024-07-04,0,4,on_time,0.0,4
PAY-PO-RFQ-0050-V004,PO-RFQ-0050-V004,V004,26805.64,2/10 Net30,2024-06-04,2024-06-05,1,0,slightly_late,0.0,4
PAY-PO-RFQ-0050-V009,PO-RFQ-0050-V009,V009,27462.62,2/10 Net30,2024-06-05,2024-06-04,0,1,on_time,0.0,4
PAY-PO-RFQ-0050-V019,PO-RFQ-0050-V019,V019,29889.38,Net30,2024-06-04,2024-06-04,0,0,on_time,0.0,4
PAY-PO-RFQ-0051-V019,PO-RFQ-0051-V019,V019,129629.74,2/10 Net30,2024-06-05,2024-06-11,6,0,slightly_late,0.0,4
PAY-PO-RFQ-0051-V017,PO-RFQ-0051-V017,V017,121607.3,Net45,2024-06-23,2024-06-20,0,3,on_time,0.0,4
PAY-PO-RFQ-0051-V001,PO-RFQ-0051-V001,V001,127612.34,Net30,2024-06-04,2024-06-03,0,1,on_time,0.0,4
PAY-PO-RFQ-0051-V004,PO-RFQ-0051-V004,V004,130758.96,Net60,2024-07-06,2024-07-05,0,1,on_time,0.0,4
PAY-PO-RFQ-0051-V024,PO-RFQ-0051-V024,V024,130392.16,Net30,2024-06-06,2024-06-02,0,4,on_time,0.0,4
PAY-PO-RFQ-0052-V021,PO-RFQ-0052-V021,V021,81098.16,LC at sight,2024-06-06,2024-06-01,0,5,on_time,0.0,5
PAY-PO-RFQ-0052-V013,PO-RFQ-0052-V013,V013,80929.68,2/10 Net30,2024-07-06,2024-07-08,2,0,slightly_late,0.0,5
PAY-PO-RFQ-0052-V011,PO-RFQ-0052-V011,V011,71766.24,Net30,2024-07-02,2024-07-04,2,0,slightly_late,0.0,5
PAY-PO-RFQ-0052-V002,PO-RFQ-0052-V002,V002,78976.56,Net45,2024-07-18,2024-07-19,1,0,slightly_late,0.0,5
PAY-PO-RFQ-0052-V016,PO-RFQ-0052-V016,V016,75344.88,Net60,2024-08-05,2024-08-04,0,1,on_time,0.0,5
PAY-PO-RFQ-0053-V009,PO-RFQ-0053-V009,V009,32932.37,LC at sight,2024-06-05,2024-05-31,0,5,on_time,0.0,5
PAY-PO-RFQ-0053-V004,PO-RFQ-0053-V004,V004,34853.88,2/10 Net30,2024-07-04,2024-07-03,0,1,on_time,0.0,5
PAY-PO-RFQ-0053-V001,PO-RFQ-0053-V001,V001,33285.43,Net45,2024-07-17,2024-07-15,0,2,on_time,0.0,5
PAY-PO-RFQ-0053-V017,PO-RFQ-0053-V017,V017,29954.22,Net60,2024-08-01,2024-08-01,0,0,on_time,0.0,5
PAY-PO-RFQ-0053-V024,PO-RFQ-0053-V024,V024,33817.56,LC at sight,2024-06-08,2024-06-04,0,4,on_time,0.0,5
PAY-PO-RFQ-0054-V013,PO-RFQ-0054-V013,V013,33538.4,Net30,2024-07-07,2024-07-02,0,5,on_time,0.0,5
PAY-PO-RFQ-0054-V016,PO-RFQ-0054-V016,V016,30427.6,Net45,2024-07-24,2024-07-21,0,3,on_time,0.0,5
PAY-PO-RFQ-0054-V021,PO-RFQ-0054-V021,V021,34781.6,Net30,2024-07-04,2024-07-05,1,0,slightly_late,0.0,5
PAY-PO-RFQ-0054-V002,PO-RFQ-0054-V002,V002,33549.6,2/10 Net30,2024-07-06,2024-07-25,19,0,late,0.0,5
PAY-PO-RFQ-0054-V018,PO-RFQ-0054-V018,V018,34664.0,Net60,2024-08-05,2024-08-01,0,4,on_time,0.0,5
PAY-PO-RFQ-0055-V006,PO-RFQ-0055-V006,V006,134961.68,2/10 Net30,2024-07-05,2024-07-02,0,3,on_time,0.0,5
PAY-PO-RFQ-0055-V016,PO-RFQ-0055-V016,V016,153181.84,Net30,2024-07-07,2024-07-02,0,5,on_time,0.0,5
PAY-PO-RFQ-0055-V011,PO-RFQ-0055-V011,V011,155365.28,2/10 Net30,2024-07-08,2024-07-07,0,1,on_time,0.0,5
PAY-PO-RFQ-0055-V013,PO-RFQ-0055-V013,V013,187285.84,Net45,2024-07-20,2024-07-20,0,0,on_time,0.0,5
PAY-PO-RFQ-0055-V002,PO-RFQ-0055-V002,V002,193079.6,Net30,2024-07-07,2024-07-06,0,1,on_time,0.0,5
PAY-PO-RFQ-0056-V016,PO-RFQ-0056-V016,V016,172088.28,Net60,2024-08-06,2024-08-03,0,3,on_time,0.0,5
PAY-PO-RFQ-0056-V011,PO-RFQ-0056-V011,V011,148431.08,Net45,2024-07-24,2024-07-23,0,1,on_time,0.0,5
PAY-PO-RFQ-0056-V006,PO-RFQ-0056-V006,V006,179175.92,2/10 Net30,2024-07-07,2024-07-03,0,4,on_time,0.0,5
PAY-PO-RFQ-0056-V018,PO-RFQ-0056-V018,V018,193351.2,2/10 Net30,2024-07-05,2024-07-03,0,2,on_time,0.0,5
PAY-PO-RFQ-0057-V004,PO-RFQ-0057-V004,V004,35312.72,Net30,2024-07-02,2024-07-01,0,1,on_time,0.0,5
PAY-PO-RFQ-0057-V017,PO-RFQ-0057-V017,V017,31461.52,LC at sight,2024-06-03,2024-05-29,0,5,on_time,0.0,5
PAY-PO-RFQ-0057-V019,PO-RFQ-0057-V019,V019,36915.84,Net45,2024-07-19,2024-07-17,0,2,on_time,0.0,5
PAY-PO-RFQ-0057-V007,PO-RFQ-0057-V007,V007,38416.88,Net30,2024-07-08,2024-08-01,24,0,late,0.0,5
PAY-PO-RFQ-0057-V001,PO-RFQ-0057-V001,V001,34874.24,2/10 Net30,2024-07-05,2024-07-03,0,2,on_time,0.0,5
PAY-PO-RFQ-0058-V012,PO-RFQ-0058-V012,V012,44788.08,LC at sight,2024-06-08,2024-06-05,0,3,on_time,0.0,5
PAY-PO-RFQ-0058-V008,PO-RFQ-0058-V008,V008,42878.25,Net30,2024-07-03,2024-07-01,0,2,on_time,0.0,5
PAY-PO-RFQ-0058-V015,PO-RFQ-0058-V015,V015,44074.77,Net45,2024-07-24,2024-07-24,0,0,on_time,0.0,5
PAY-PO-RFQ-0058-V003,PO-RFQ-0058-V003,V003,43191.54,Net45,2024-07-20,2024-07-15,0,5,on_time,0.0,5
PAY-PO-RFQ-0058-V014,PO-RFQ-0058-V014,V014,42857.01,Net60,2024-08-04,2024-08-02,0,2,on_time,0.0,5
PAY-PO-RFQ-0059-V006,PO-RFQ-0059-V006,V006,42593.28,Net30,2024-07-03,2024-07-07,4,0,slightly_late,0.0,5
PAY-PO-RFQ-0059-V013,PO-RFQ-0059-V013,V013,54376.96,Net30,2024-07-06,2024-07-06,0,0,on_time,0.0,5
PAY-PO-RFQ-0059-V018,PO-RFQ-0059-V018,V018,55122.56,Net30,2024-07-08,2024-07-05,0,3,on_time,0.0,5
PAY-PO-RFQ-0059-V011,PO-RFQ-0059-V011,V011,44233.6,LC at sight,2024-06-06,2024-06-05,0,1,on_time,0.0,5
PAY-PO-RFQ-0059-V021,PO-RFQ-0059-V021,V021,53387.52,Net45,2024-07-24,2024-07-22,0,2,on_time,0.0,5
PAY-PO-RFQ-0060-V010,PO-RFQ-0060-V010,V010,22827.98,Net60,2024-08-02,2024-07-30,0,3,on_time,0.0,5
PAY-PO-RFQ-0060-V001,PO-RFQ-0060-V001,V001,24954.65,LC at sight,2024-06-05,2024-06-03,0,2,on_time,0.0,5
PAY-PO-RFQ-0060-V009,PO-RFQ-0060-V009,V009,26028.03,Net30,2024-07-03,2024-07-09,6,0,slightly_late,0.0,5
PAY-PO-RFQ-0060-V004,PO-RFQ-0060-V004,V004,25273.22,LC at sight,2024-06-06,2024-06-02,0,4,on_time,0.0,5
PAY-PO-RFQ-0060-V017,PO-RFQ-0060-V017,V017,23577.05,Net30,2024-07-05,2024-07-01,0,4,on_time,0.0,5
PAY-PO-RFQ-0061-V005,PO-RFQ-0061-V005,V005,2515.65,Net60,2024-08-08,2024-08-22,14,0,late,0.0,5
PAY-PO-RFQ-0061-V014,PO-RFQ-0061-V014,V014,2669.1,Net30,2024-07-04,2024-06-29,0,5,on_time,0.0,5
PAY-PO-RFQ-0061-V015,PO-RFQ-0061-V015,V015,2821.0,Net45,2024-07-24,2024-07-23,0,1,on_time,0.0,5
PAY-PO-RFQ-0061-V003,PO-RFQ-0061-V003,V003,2642.75,Net60,2024-08-07,2024-08-07,0,0,on_time,0.0,5
PAY-PO-RFQ-0061-V008,PO-RFQ-0061-V008,V008,2484.65,Net30,2024-07-03,2024-07-01,0,2,on_time,0.0,5
PAY-PO-RFQ-0062-V009,PO-RFQ-0062-V009,V009,10623.6,LC at sight,2024-07-05,2024-07-01,0,4,on_time,0.0,6
PAY-PO-RFQ-0062-V010,PO-RFQ-0062-V010,V010,8360.82,Net30,2024-08-05,2024-08-03,0,2,on_time,0.0,6
PAY-PO-RFQ-0062-V001,PO-RFQ-0062-V001,V001,10471.5,Net60,2024-09-06,2024-09-03,0,3,on_time,0.0,6
PAY-PO-RFQ-0062-V017,PO-RFQ-0062-V017,V017,10052.64,2/10 Net30,2024-08-06,2024-08-06,0,0,on_time,0.0,6
PAY-PO-RFQ-0062-V004,PO-RFQ-0062-V004,V004,10665.72,Net30,2024-08-03,2024-07-30,0,4,on_time,0.0,6
PAY-PO-RFQ-0063-V021,PO-RFQ-0063-V021,V021,162353.91,LC at sight,2024-07-03,2024-07-03,0,0,on_time,0.0,6
PAY-PO-RFQ-0063-V002,PO-RFQ-0063-V002,V002,162847.81,Net60,2024-08-31,2024-09-05,5,0,slightly_late,0.0,6
PAY-PO-RFQ-0063-V013,PO-RFQ-0063-V013,V013,162614.33,Net45,2024-08-19,2024-08-17,0,2,on_time,0.0,6
PAY-PO-RFQ-0063-V006,PO-RFQ-0063-V006,V006,154191.09,Net45,2024-08-18,2024-08-25,7,0,slightly_late,0.0,6
PAY-PO-RFQ-0063-V018,PO-RFQ-0063-V018,V018,161208.96,Net45,2024-08-16,2024-08-16,0,0,on_time,0.0,6
PAY-PO-RFQ-0064-V013,PO-RFQ-0064-V013,V013,5977.44,Net45,2024-08-19,2024-08-16,0,3,on_time,0.0,6
PAY-PO-RFQ-0064-V006,PO-RFQ-0064-V006,V006,4721.92,Net45,2024-08-19,2024-08-15,0,4,on_time,0.0,6
PAY-PO-RFQ-0064-V016,PO-RFQ-0064-V016,V016,4790.24,2/10 Net30,2024-08-05,2024-07-31,0,5,on_time,0.0,6
PAY-PO-RFQ-0065-V004,PO-RFQ-0065-V004,V004,43615.6,2/10 Net30,2024-08-01,2024-08-05,4,0,slightly_late,0.0,6
PAY-PO-RFQ-0065-V001,PO-RFQ-0065-V001,V001,45766.0,LC at sight,2024-07-05,2024-07-09,4,0,slightly_late,0.0,6
PAY-PO-RFQ-0065-V009,PO-RFQ-0065-V009,V009,43878.8,Net30,2024-08-03,2024-07-31,0,3,on_time,0.0,6
PAY-PO-RFQ-0065-V010,PO-RFQ-0065-V010,V010,45900.4,Net45,2024-08-17,2024-08-16,0,1,on_time,0.0,6
PAY-PO-RFQ-0065-V019,PO-RFQ-0065-V019,V019,48498.8,Net60,2024-09-05,2024-08-31,0,5,on_time,0.0,6
PAY-PO-RFQ-0066-V006,PO-RFQ-0066-V006,V006,155394.4,Net45,2024-08-22,2024-08-26,4,0,slightly_late,0.0,6
PAY-PO-RFQ-0066-V021,PO-RFQ-0066-V021,V021,148702.4,Net45,2024-08-17,2024-08-16,0,1,on_time,0.0,6
PAY-PO-RFQ-0066-V002,PO-RFQ-0066-V002,V002,146568.8,2/10 Net30,2024-08-08,2024-08-05,0,3,on_time,0.0,6
PAY-PO-RFQ-0066-V016,PO-RFQ-0066-V016,V016,128388.4,Net45,2024-08-16,2024-08-11,0,5,on_time,0.0,6
PAY-PO-RFQ-0066-V018,PO-RFQ-0066-V018,V018,160300.0,Net30,2024-08-06,2024-08-09,3,0,slightly_late,0.0,6
PAY-PO-RFQ-0067-V013,PO-RFQ-0067-V013,V013,35473.9,2/10 Net30,2024-08-03,2024-08-01,0,2,on_time,0.0,6
PAY-PO-RFQ-0067-V006,PO-RFQ-0067-V006,V006,31932.46,Net30,2024-08-02,2024-07-30,0,3,on_time,0.0,6
PAY-PO-RFQ-0067-V021,PO-RFQ-0067-V021,V021,34341.02,Net45,2024-08-18,2024-08-16,0,2,on_time,0.0,6
PAY-PO-RFQ-0067-V011,PO-RFQ-0067-V011,V011,33767.44,Net45,2024-08-17,2024-08-14,0,3,on_time,0.0,6
PAY-PO-RFQ-0067-V016,PO-RFQ-0067-V016,V016,38525.06,Net30,2024-08-07,2024-08-04,0,3,on_time,0.0,6
PAY-PO-RFQ-0068-V011,PO-RFQ-0068-V011,V011,70651.2,Net45,2024-08-22,2024-08-27,5,0,slightly_late,0.0,6
PAY-PO-RFQ-0068-V016,PO-RFQ-0068-V016,V016,71272.27,Net60,2024-09-02,2024-09-07,5,0,slightly_late,0.0,6
PAY-PO-RFQ-0068-V013,PO-RFQ-0068-V013,V013,75813.62,2/10 Net30,2024-08-06,2024-08-05,0,1,on_time,0.0,6
PAY-PO-RFQ-0068-V021,PO-RFQ-0068-V021,V021,75770.54,LC at sight,2024-07-04,2024-06-29,0,5,on_time,0.0,6
PAY-PO-RFQ-0068-V002,PO-RFQ-0068-V002,V002,75626.94,2/10 Net30,2024-08-04,2024-08-01,0,3,on_time,0.0,6
PAY-PO-RFQ-0069-V013,PO-RFQ-0069-V013,V013,6408.6,Net45,2024-08-22,2024-08-19,0,3,on_time,0.0,6
PAY-PO-RFQ-0069-V011,PO-RFQ-0069-V011,V011,7214.9,Net60,2024-09-07,2024-09-05,0,2,on_time,0.0,6
PAY-PO-RFQ-0069-V016,PO-RFQ-0069-V016,V016,5938.9,Net60,2024-09-05,2024-09-07,2,0,slightly_late,0.0,6
PAY-PO-RFQ-0069-V006,PO-RFQ-0069-V006,V006,5936.7,Net30,2024-08-04,2024-08-03,0,1,on_time,0.0,6
PAY-PO-RFQ-0069-V021,PO-RFQ-0069-V021,V021,6459.2,2/10 Net30,2024-08-04,2024-08-04,0,0,on_time,0.0,6
PAY-PO-RFQ-0070-V003,PO-RFQ-0070-V003,V003,11418.24,2/10 Net30,2024-08-05,2024-08-01,0,4,on_time,0.0,6
PAY-PO-RFQ-0070-V008,PO-RFQ-0070-V008,V008,11524.26,Net30,2024-08-08,2024-08-08,0,0,on_time,0.0,6
PAY-PO-RFQ-0070-V015,PO-RFQ-0070-V015,V015,12546.84,Net45,2024-08-17,2024-08-12,0,5,on_time,0.0,6
PAY-PO-RFQ-0070-V014,PO-RFQ-0070-V014,V014,12488.7,Net45,2024-08-16,2024-08-11,0,5,on_time,0.0,6
PAY-PO-RFQ-0070-V005,PO-RFQ-0070-V005,V005,11662.2,LC at sight,2024-07-03,2024-06-29,0,4,on_time,0.0,6
PAY-PO-RFQ-0071-V017,PO-RFQ-0071-V017,V017,29893.97,2/10 Net30,2024-09-07,2024-09-04,0,3,on_time,0.0,7
PAY-PO-RFQ-0071-V007,PO-RFQ-0071-V007,V007,34222.18,Net30,2024-09-02,2024-08-30,0,3,on_time,0.0,7
PAY-PO-RFQ-0071-V009,PO-RFQ-0071-V009,V009,30717.11,LC at sight,2024-08-03,2024-07-31,0,3,on_time,0.0,7
PAY-PO-RFQ-0071-V001,PO-RFQ-0071-V001,V001,32809.93,Net45,2024-09-18,2024-09-16,0,2,on_time,0.0,7
PAY-PO-RFQ-0071-V010,PO-RFQ-0071-V010,V010,29205.33,Net30,2024-09-03,2024-08-30,0,4,on_time,0.0,7
PAY-PO-RFQ-0072-V008,PO-RFQ-0072-V008,V008,64739.4,Net45,2024-09-16,2024-09-15,0,1,on_time,0.0,7
PAY-PO-RFQ-0072-V005,PO-RFQ-0072-V005,V005,64649.64,Net60,2024-10-01,2024-09-26,0,5,on_time,0.0,7
PAY-PO-RFQ-0072-V015,PO-RFQ-0072-V015,V015,69212.44,Net60,2024-10-01,2024-09-27,0,4,on_time,0.0,7
PAY-PO-RFQ-0072-V014,PO-RFQ-0072-V014,V014,69668.72,Net60,2024-10-04,2024-09-29,0,5,on_time,0.0,7
PAY-PO-RFQ-0072-V012,PO-RFQ-0072-V012,V012,70038.98,Net45,2024-09-17,2024-09-15,0,2,on_time,0.0,7
PAY-PO-RFQ-0073-V002,PO-RFQ-0073-V002,V002,57038.64,2/10 Net30,2024-08-31,2024-08-29,0,2,on_time,0.0,7
PAY-PO-RFQ-0073-V013,PO-RFQ-0073-V013,V013,54757.92,Net45,2024-09-22,2024-09-28,6,0,slightly_late,0.0,7
PAY-PO-RFQ-0073-V011,PO-RFQ-0073-V011,V011,52616.52,Net45,2024-09-17,2024-09-12,0,5,on_time,0.0,7
PAY-PO-RFQ-0073-V006,PO-RFQ-0073-V006,V006,51517.44,LC at sight,2024-08-02,2024-07-31,0,2,on_time,0.0,7
PAY-PO-RFQ-0073-V018,PO-RFQ-0073-V018,V018,59690.88,LC at sight,2024-08-03,2024-08-02,0,1,on_time,0.0,7
PAY-PO-RFQ-0074-V002,PO-RFQ-0074-V002,V002,7388.02,Net30,2024-09-07,2024-09-03,0,4,on_time,0.0,7
PAY-PO-RFQ-0074-V013,PO-RFQ-0074-V013,V013,7174.38,LC at sight,2024-08-07,2024-08-05,0,2,on_time,0.0,7
PAY-PO-RFQ-0074-V016,PO-RFQ-0074-V016,V016,6441.9,Net60,2024-10-01,2024-09-26,0,5,on_time,0.0,7
PAY-PO-RFQ-0074-V018,PO-RFQ-0074-V018,V018,7865.44,Net45,2024-09-22,2024-09-20,0,2,on_time,0.0,7
PAY-PO-RFQ-0075-V006,PO-RFQ-0075-V006,V006,21941.92,Net60,2024-10-04,2024-10-11,7,0,slightly_late,0.0,7
PAY-PO-RFQ-0075-V013,PO-RFQ-0075-V013,V013,26488.8,Net30,2024-08-31,2024-08-29,0,2,on_time,0.0,7
PAY-PO-RFQ-0075-V016,PO-RFQ-0075-V016,V016,24835.2,Net30,2024-08-31,2024-08-29,0,2,on_time,0.0,7
PAY-PO-RFQ-0075-V002,PO-RFQ-0075-V002,V002,26436.8,Net30,2024-08-31,2024-09-02,2,0,slightly_late,0.0,7
PAY-PO-RFQ-0075-V011,PO-RFQ-0075-V011,V011,26919.36,Net60,2024-10-01,2024-09-29,0,2,on_time,0.0,7
PAY-PO-RFQ-0076-V002,PO-RFQ-0076-V002,V002,244648.25,LC at sight,2024-08-03,2024-08-01,0,2,on_time,0.0,7
PAY-PO-RFQ-0076-V013,PO-RFQ-0076-V013,V013,255035.55,Net30,2024-09-01,2024-08-27,0,5,on_time,0.0,7
PAY-PO-RFQ-0076-V016,PO-RFQ-0076-V016,V016,221409.95,2/10 Net30,2024-09-03,2024-08-31,0,3,on_time,0.0,7
PAY-PO-RFQ-0076-V021,PO-RFQ-0076-V021,V021,244385.55,2/10 Net30,2024-09-01,2024-09-02,1,0,slightly_late,0.0,7
PAY-PO-RFQ-0076-V006,PO-RFQ-0076-V006,V006,228140.75,Net30,2024-09-05,2024-09-04,0,1,on_time,0.0,7
PAY-PO-RFQ-0077-V006,PO-RFQ-0077-V006,V006,67891.95,Net45,2024-09-15,2024-09-14,0,1,on_time,0.0,7
PAY-PO-RFQ-0077-V021,PO-RFQ-0077-V021,V021,75856.9,Net60,2024-10-05,2024-09-30,0,5,on_time,0.0,7
PAY-PO-RFQ-0077-V002,PO-RFQ-0077-V002,V002,75256.65,Net30,2024-09-06,2024-09-04,0,2,on_time,0.0,7
PAY-PO-RFQ-0077-V013,PO-RFQ-0077-V013,V013,75217.45,Net60,2024-10-04,2024-10-06,2,0,slightly_late,0.0,7
PAY-PO-RFQ-0078-V012,PO-RFQ-0078-V012,V012,93240.48,Net45,2024-09-19,2024-09-14,0,5,on_time,0.0,7
PAY-PO-RFQ-0078-V015,PO-RFQ-0078-V015,V015,91108.56,LC at sight,2024-08-02,2024-08-01,0,1,on_time,0.0,7
PAY-PO-RFQ-0078-V005,PO-RFQ-0078-V005,V005,84912.08,LC at sight,2024-08-03,2024-07-29,0,5,on_time,0.0,7
PAY-PO-RFQ-0078-V003,PO-RFQ-0078-V003,V003,94627.92,Net60,2024-10-07,2024-10-07,0,0,on_time,0.0,7
PAY-PO-RFQ-0078-V020,PO-RFQ-0078-V020,V020,92180.16,LC at sight,2024-08-08,2024-08-13,5,0,slightly_late,0.0,7
PAY-PO-RFQ-0079-V021,PO-RFQ-0079-V021,V021,16549.0,Net45,2024-09-16,2024-09-13,0,3,on_time,0.0,7
PAY-PO-RFQ-0079-V002,PO-RFQ-0079-V002,V002,16294.4,Net60,2024-10-02,2024-10-21,19,0,late,0.0,7
PAY-PO-RFQ-0079-V013,PO-RFQ-0079-V013,V013,16150.0,Net60,2024-09-30,2024-09-28,0,2,on_time,0.0,7
PAY-PO-RFQ-0079-V011,PO-RFQ-0079-V011,V011,15667.4,2/10 Net30,2024-09-06,2024-09-01,0,5,on_time,0.0,7
PAY-PO-RFQ-0079-V006,PO-RFQ-0079-V006,V006,15576.2,LC at sight,2024-08-01,2024-07-28,0,4,on_time,0.0,7
PAY-PO-RFQ-0080-V009,PO-RFQ-0080-V009,V009,4408.32,2/10 Net30,2024-09-06,2024-09-04,0,2,on_time,0.0,7
PAY-PO-RFQ-0080-V001,PO-RFQ-0080-V001,V001,4577.28,Net30,2024-08-31,2024-08-27,0,4,on_time,0.0,7
PAY-PO-RFQ-0080-V017,PO-RFQ-0080-V017,V017,4266.24,Net30,2024-08-31,2024-08-29,0,2,on_time,0.0,7
PAY-PO-RFQ-0080-V024,PO-RFQ-0080-V024,V024,4467.84,Net45,2024-09-19,2024-09-17,0,2,on_time,0.0,7
