burden_id,rfq_id,vendor_id,responded,clarification_rounds,days_to_respond,spec_complete_flag,bid_submitted,month_index
BUR-RFQ-0048-V019,RFQ-0048,V019,True,2,12.0,False,True,4
BUR-RFQ-0048-V004,RFQ-0048,V004,True,1,10.0,False,True,4
BUR-RFQ-0048-V010,RFQ-0048,V010,False,0,,True,False,4
BUR-RFQ-0048-V007,RFQ-0048,V007,True,1,10.0,False,True,4
BUR-RFQ-0048-V009,RFQ-0048,V009,True,0,10.0,True,True,4
BUR-RFQ-0049-V006,RFQ-0049,V006,False,0,,True,False,4
BUR-RFQ-0049-V013,RFQ-0049,V013,True,2,12.0,False,True,4
BUR-RFQ-0049-V018,RFQ-0049,V018,False,0,,False,False,4
BUR-RFQ-0049-V002,RFQ-0049,V002,True,0,12.0,True,True,4
BUR-RFQ-0049-V016,RFQ-0049,V016,True,2,13.0,True,True,4
BUR-RFQ-0049-V021,RFQ-0049,V021,False,0,,True,False,4
BUR-RFQ-0049-V011,RFQ-0049,V011,True,1,14.0,True,True,4
BUR-RFQ-0050-V019,RFQ-0050,V019,True,1,12.0,False,True,4
BUR-RFQ-0050-V001,RFQ-0050,V001,True,0,13.0,True,True,4
BUR-RFQ-0050-V022,RFQ-0050,V022,True,0,14.0,True,True,4
BUR-RFQ-0050-V024,RFQ-0050,V024,False,0,,True,False,4
BUR-RFQ-0050-V007,RFQ-0050,V007,True,0,11.0,True,True,4
BUR-RFQ-0050-V004,RFQ-0050,V004,True,0,11.0,True,True,4
BUR-RFQ-0050-V017,RFQ-0050,V017,True,0,13.0,True,True,4
BUR-RFQ-0050-V009,RFQ-0050,V009,True,0,13.0,True,True,4
BUR-RFQ-0051-V017,RFQ-0051,V017,True,0,3.0,True,True,4
BUR-RFQ-0051-V001,RFQ-0051,V001,True,0,4.0,True,True,4
BUR-RFQ-0051-V019,RFQ-0051,V019,True,0,3.0,True,True,4
BUR-RFQ-0051-V007,RFQ-0051,V007,False,0,,True,False,4
BUR-RFQ-0051-V010,RFQ-0051,V010,False,0,,True,False,4
BUR-RFQ-0051-V004,RFQ-0051,V004,True,0,4.0,True,True,4
BUR-RFQ-0051-V009,RFQ-0051,V009,False,0,,False,False,4
BUR-RFQ-0051-V024,RFQ-0051,V024,True,0,5.0,True,True,4
BUR-RFQ-0052-V013,RFQ-0052,V013,True,0,11.0,True,True,5
BUR-RFQ-0052-V018,RFQ-0052,V018,False,0,,True,False,5
BUR-RFQ-0052-V016,RFQ-0052,V016,True,1,13.0,True,True,5
BUR-RFQ-0052-V006,RFQ-0052,V006,True,1,13.0,True,True,5
BUR-RFQ-0052-V002,RFQ-0052,V002,True,0,11.0,True,True,5
BUR-RFQ-0052-V021,RFQ-0052,V021,True,0,13.0,True,True,5
BUR-RFQ-0052-V011,RFQ-0052,V011,True,2,14.0,True,True,5
BUR-RFQ-0053-V001,RFQ-0053,V001,True,0,14.0,True,True,5
BUR-RFQ-0053-V022,RFQ-0053,V022,True,0,11.0,True,True,5
BUR-RFQ-0053-V009,RFQ-0053,V009,True,0,14.0,True,True,5
BUR-RFQ-0053-V017,RFQ-0053,V017,True,0,13.0,True,True,5
BUR-RFQ-0053-V024,RFQ-0053,V024,True,0,12.0,True,True,5
BUR-RFQ-0053-V019,RFQ-0053,V019,True,1,12.0,False,True,5
BUR-RFQ-0053-V004,RFQ-0053,V004,True,0,11.0,True,True,5
BUR-RFQ-0053-V007,RFQ-0053,V007,False,0,,True,False,5
BUR-RFQ-0054-V018,RFQ-0054,V018,True,0,6.0,True,True,5
BUR-RFQ-0054-V013,RFQ-0054,V013,True,0,8.0,True,True,5
BUR-RFQ-0054-V011,RFQ-0054,V011,False,0,,True,False,5
BUR-RFQ-0054-V016,RFQ-0054,V016,True,1,7.0,False,True,5
BUR-RFQ-0054-V021,RFQ-0054,V021,True,0,9.0,True,True,5
BUR-RFQ-0054-V006,RFQ-0054,V006,False,0,,False,False,5
BUR-RFQ-0054-V002,RFQ-0054,V002,True,0,7.0,True,True,5
BUR-RFQ-0055-V006,RFQ-0055,V006,True,2,8.0,True,True,5
BUR-RFQ-0055-V011,RFQ-0055,V011,True,1,7.0,False,True,5
BUR-RFQ-0055-V021,RFQ-0055,V021,True,0,7.0,True,True,5
BUR-RFQ-0055-V016,RFQ-0055,V016,True,1,10.0,True,True,5
BUR-RFQ-0055-V002,RFQ-0055,V002,True,0,8.0,True,True,5
BUR-RFQ-0055-V018,RFQ-0055,V018,True,0,7.0,True,True,5
BUR-RFQ-0055-V013,RFQ-0055,V013,True,0,9.0,True,True,5
BUR-RFQ-0056-V013,RFQ-0056,V013,False,0,,True,False,5
BUR-RFQ-0056-V006,RFQ-0056,V006,True,1,13.0,True,True,5
BUR-RFQ-0056-V018,RFQ-0056,V018,True,2,12.0,False,True,5
BUR-RFQ-0056-V002,RFQ-0056,V002,False,0,,True,False,5
BUR-RFQ-0056-V011,RFQ-0056,V011,True,2,13.0,True,True,5
BUR-RFQ-0056-V021,RFQ-0056,V021,False,0,,True,False,5
BUR-RFQ-0056-V016,RFQ-0056,V016,True,1,12.0,True,True,5
BUR-RFQ-0057-V007,RFQ-0057,V007,True,0,7.0,True,True,5
BUR-RFQ-0057-V010,RFQ-0057,V010,False,0,,False,False,5
BUR-RFQ-0057-V017,RFQ-0057,V017,True,0,4.0,True,True,5
BUR-RFQ-0057-V009,RFQ-0057,V009,False,0,,True,False,5
BUR-RFQ-0057-V001,RFQ-0057,V001,True,1,7.0,False,True,5
BUR-RFQ-0057-V004,RFQ-0057,V004,True,0,7.0,True,True,5
BUR-RFQ-0057-V019,RFQ-0057,V019,True,0,4.0,True,True,5
BUR-RFQ-0057-V022,RFQ-0057,V022,True,2,4.0,False,True,5
BUR-RFQ-0058-V015,RFQ-0058,V015,True,0,11.0,True,True,5
BUR-RFQ-0058-V023,RFQ-0058,V023,False,0,,False,False,5
BUR-RFQ-0058-V020,RFQ-0058,V020,True,0,12.0,True,True,5
BUR-RFQ-0058-V005,RFQ-0058,V005,True,0,13.0,True,True,5
BUR-RFQ-0058-V008,RFQ-0058,V008,True,0,11.0,True,True,5
BUR-RFQ-0058-V003,RFQ-0058,V003,True,0,12.0,True,True,5
BUR-RFQ-0058-V012,RFQ-0058,V012,True,0,12.0,True,True,5
BUR-RFQ-0058-V014,RFQ-0058,V014,True,0,14.0,True,True,5
BUR-RFQ-0059-V002,RFQ-0059,V002,False,0,,True,False,5
BUR-RFQ-0059-V011,RFQ-0059,V011,True,2,12.0,True,True,5
BUR-RFQ-0059-V021,RFQ-0059,V021,True,0,14.0,True,True,5
BUR-RFQ-0059-V016,RFQ-0059,V016,False,0,,True,False,5
BUR-RFQ-0059-V006,RFQ-0059,V006,True,2,11.0,True,True,5
BUR-RFQ-0059-V018,RFQ-0059,V018,True,0,14.0,True,True,5
BUR-RFQ-0059-V013,RFQ-0059,V013,True,0,14.0,True,True,5
BUR-RFQ-0060-V009,RFQ-0060,V009,True,0,12.0,True,True,5
BUR-RFQ-0060-V017,RFQ-0060,V017,True,0,12.0,True,True,5
BUR-RFQ-0060-V019,RFQ-0060,V019,True,0,11.0,True,True,5
BUR-RFQ-0060-V001,RFQ-0060,V001,True,1,13.0,False,True,5
BUR-RFQ-0060-V024,RFQ-0060,V024,False,0,,True,False,5
BUR-RFQ-0060-V004,RFQ-0060,V004,True,1,13.0,False,True,5
BUR-RFQ-0060-V007,RFQ-0060,V007,False,0,,True,False,5
BUR-RFQ-0060-V010,RFQ-0060,V010,True,2,12.0,False,True,5
BUR-RFQ-0061-V023,RFQ-0061,V023,True,3,7.0,False,True,5
BUR-RFQ-0061-V020,RFQ-0061,V020,True,0,6.0,True,True,5
BUR-RFQ-0061-V005,RFQ-0061,V005,True,0,8.0,True,True,5
BUR-RFQ-0061-V008,RFQ-0061,V008,True,0,6.0,True,True,5
BUR-RFQ-0061-V012,RFQ-0061,V012,False,0,,True,False,5
BUR-RFQ-0061-V014,RFQ-0061,V014,True,0,7.0,True,True,5
BUR-RFQ-0061-V003,RFQ-0061,V003,True,0,6.0,True,True,5
BUR-RFQ-0061-V015,RFQ-0061,V015,True,0,9.0,True,True,5
BUR-RFQ-0062-V009,RFQ-0062,V009,True,0,13.0,True,True,6
BUR-RFQ-0062-V001,RFQ-0062,V001,True,0,12.0,True,True,6
BUR-RFQ-0062-V004,RFQ-0062,V004,True,0,13.0,True,True,6
BUR-RFQ-0062-V007,RFQ-0062,V007,False,0,,True,False,6
BUR-RFQ-0062-V024,RFQ-0062,V024,True,0,11.0,True,True,6
BUR-RFQ-0062-V010,RFQ-0062,V010,True,2,13.0,False,True,6
BUR-RFQ-0062-V017,RFQ-0062,V017,True,0,11.0,True,True,6
BUR-RFQ-0062-V022,RFQ-0062,V022,True,0,11.0,True,True,6
BUR-RFQ-0063-V018,RFQ-0063,V018,True,0,12.0,True,True,6
BUR-RFQ-0063-V013,RFQ-0063,V013,True,0,12.0,True,True,6
BUR-RFQ-0063-V006,RFQ-0063,V006,True,2,11.0,True,True,6
BUR-RFQ-0063-V011,RFQ-0063,V011,False,0,,True,False,6
BUR-RFQ-0063-V021,RFQ-0063,V021,True,3,12.0,False,True,6
BUR-RFQ-0063-V002,RFQ-0063,V002,True,0,13.0,True,True,6
BUR-RFQ-0063-V016,RFQ-0063,V016,False,0,,True,False,6
BUR-RFQ-0064-V013,RFQ-0064,V013,True,0,7.0,True,True,6
BUR-RFQ-0064-V021,RFQ-0064,V021,False,0,,True,False,6
BUR-RFQ-0064-V016,RFQ-0064,V016,True,1,4.0,True,True,6
BUR-RFQ-0064-V011,RFQ-0064,V011,False,0,,True,False,6
BUR-RFQ-0064-V018,RFQ-0064,V018,False,0,,True,False,6
BUR-RFQ-0064-V006,RFQ-0064,V006,True,2,5.0,True,True,6
BUR-RFQ-0064-V002,RFQ-0064,V002,False,0,,True,False,6
BUR-RFQ-0065-V007,RFQ-0065,V007,True,2,6.0,False,True,6
BUR-RFQ-0065-V019,RFQ-0065,V019,True,0,7.0,True,True,6
BUR-RFQ-0065-V001,RFQ-0065,V001,True,0,6.0,True,True,6
BUR-RFQ-0065-V010,RFQ-0065,V010,True,0,8.0,True,True,6
BUR-RFQ-0065-V024,RFQ-0065,V024,True,2,9.0,False,True,6
BUR-RFQ-0065-V017,RFQ-0065,V017,False,0,,True,False,6
BUR-RFQ-0065-V009,RFQ-0065,V009,True,0,9.0,True,True,6
BUR-RFQ-0065-V004,RFQ-0065,V004,True,0,6.0,True,True,6
BUR-RFQ-0066-V016,RFQ-0066,V016,True,2,4.0,True,True,6
BUR-RFQ-0066-V021,RFQ-0066,V021,True,0,5.0,True,True,6
BUR-RFQ-0066-V013,RFQ-0066,V013,False,0,,True,False,6
BUR-RFQ-0066-V002,RFQ-0066,V002,True,0,7.0,True,True,6
BUR-RFQ-0066-V018,RFQ-0066,V018,True,1,4.0,False,True,6
BUR-RFQ-0066-V011,RFQ-0066,V011,False,0,,False,False,6
BUR-RFQ-0066-V006,RFQ-0066,V006,True,2,4.0,True,True,6
BUR-RFQ-0067-V018,RFQ-0067,V018,False,0,,False,False,6
BUR-RFQ-0067-V002,RFQ-0067,V002,False,0,,True,False,6
BUR-RFQ-0067-V011,RFQ-0067,V011,True,2,5.0,False,True,6
BUR-RFQ-0067-V006,RFQ-0067,V006,True,1,5.0,False,True,6
BUR-RFQ-0067-V021,RFQ-0067,V021,True,3,3.0,False,True,6
BUR-RFQ-0067-V016,RFQ-0067,V016,True,2,6.0,True,True,6
BUR-RFQ-0067-V013,RFQ-0067,V013,True,0,4.0,True,True,6
BUR-RFQ-0068-V013,RFQ-0068,V013,True,0,9.0,True,True,6
BUR-RFQ-0068-V011,RFQ-0068,V011,True,2,7.0,True,True,6
BUR-RFQ-0068-V021,RFQ-0068,V021,True,1,10.0,False,True,6
BUR-RFQ-0068-V016,RFQ-0068,V016,True,1,10.0,True,True,6
BUR-RFQ-0068-V002,RFQ-0068,V002,True,0,9.0,True,True,6
BUR-RFQ-0068-V006,RFQ-0068,V006,False,0,,True,False,6
BUR-RFQ-0068-V018,RFQ-0068,V018,True,0,7.0,True,True,6
BUR-RFQ-0069-V021,RFQ-0069,V021,True,0,14.0,True,True,6
BUR-RFQ-0069-V013,RFQ-0069,V013,True,0,11.0,True,True,6
BUR-RFQ-0069-V006,RFQ-0069,V006,True,1,14.0,True,True,6
BUR-RFQ-0069-V002,RFQ-0069,V002,False,0,,True,False,6
BUR-RFQ-0069-V016,RFQ-0069,V016,True,1,14.0,False,True,6
BUR-RFQ-0069-V011,RFQ-0069,V011,True,1,12.0,True,True,6
BUR-RFQ-0069-V018,RFQ-0069,V018,False,0,,True,False,6
BUR-RFQ-0070-V005,RFQ-0070,V005,True,0,11.0,True,True,6
BUR-RFQ-0070-V014,RFQ-0070,V014,True,0,14.0,True,True,6
BUR-RFQ-0070-V008,RFQ-0070,V008,True,0,11.0,True,True,6
BUR-RFQ-0070-V003,RFQ-0070,V003,True,0,13.0,True,True,6
BUR-RFQ-0070-V015,RFQ-0070,V015,True,0,11.0,True,True,6
BUR-RFQ-0070-V012,RFQ-0070,V012,False,0,,True,False,6
BUR-RFQ-0070-V023,RFQ-0070,V023,True,1,14.0,True,True,6
BUR-RFQ-0070-V020,RFQ-0070,V020,True,0,12.0,True,True,6
BUR-RFQ-0071-V009,RFQ-0071,V009,True,0,8.0,True,True,7
BUR-RFQ-0071-V024,RFQ-0071,V024,False,0,,True,False,7
BUR-RFQ-0071-V022,RFQ-0071,V022,False,0,,True,False,7
BUR-RFQ-0071-V007,RFQ-0071,V007,True,1,7.0,False,True,7
BUR-RFQ-0071-V001,RFQ-0071,V001,True,0,9.0,True,True,7
BUR-RFQ-0071-V010,RFQ-0071,V010,True,0,7.0,True,True,7
BUR-RFQ-0071-V017,RFQ-0071,V017,True,0,9.0,True,True,7
BUR-RFQ-0071-V019,RFQ-0071,V019,False,0,,True,False,7
BUR-RFQ-0072-V020,RFQ-0072,V020,False,0,,True,False,7
BUR-RFQ-0072-V003,RFQ-0072,V003,True,0,13.0,True,True,7
BUR-RFQ-0072-V015,RFQ-0072,V015,True,0,11.0,True,True,7
BUR-RFQ-0072-V014,RFQ-0072,V014,True,0,12.0,True,True,7
BUR-RFQ-0072-V012,RFQ-0072,V012,True,0,10.0,True,True,7
BUR-RFQ-0072-V005,RFQ-0072,V005,True,0,11.0,True,True,7
BUR-RFQ-0072-V008,RFQ-0072,V008,True,0,11.0,True,True,7
BUR-RFQ-0072-V023,RFQ-0072,V023,True,3,11.0,True,True,7
BUR-RFQ-0073-V013,RFQ-0073,V013,True,1,9.0,False,True,7
BUR-RFQ-0073-V011,RFQ-0073,V011,True,1,11.0,False,True,7
BUR-RFQ-0073-V016,RFQ-0073,V016,False,0,,False,False,7
BUR-RFQ-0073-V018,RFQ-0073,V018,True,0,10.0,True,True,7
BUR-RFQ-0073-V006,RFQ-0073,V006,True,1,11.0,True,True,7
BUR-RFQ-0073-V002,RFQ-0073,V002,True,2,8.0,False,True,7
BUR-RFQ-0073-V021,RFQ-0073,V021,True,0,8.0,True,True,7
BUR-RFQ-0074-V016,RFQ-0074,V016,True,1,13.0,False,True,7
BUR-RFQ-0074-V018,RFQ-0074,V018,True,2,13.0,False,True,7
BUR-RFQ-0074-V002,RFQ-0074,V002,True,0,14.0,True,True,7
BUR-RFQ-0074-V021,RFQ-0074,V021,False,0,,True,False,7
BUR-RFQ-0074-V006,RFQ-0074,V006,False,0,,True,False,7
BUR-RFQ-0074-V013,RFQ-0074,V013,True,0,14.0,True,True,7
BUR-RFQ-0074-V011,RFQ-0074,V011,False,0,,True,False,7
BUR-RFQ-0075-V021,RFQ-0075,V021,True,3,12.0,False,True,7
BUR-RFQ-0075-V016,RFQ-0075,V016,True,2,11.0,True,True,7
BUR-RFQ-0075-V011,RFQ-0075,V011,True,1,12.0,True,True,7
BUR-RFQ-0075-V006,RFQ-0075,V006,True,1,10.0,True,True,7
BUR-RFQ-0075-V002,RFQ-0075,V002,True,0,10.0,True,True,7
BUR-RFQ-0075-V013,RFQ-0075,V013,True,0,9.0,True,True,7
BUR-RFQ-0075-V018,RFQ-0075,V018,False,0,,True,False,7
BUR-RFQ-0076-V002,RFQ-0076,V002,True,0,9.0,True,True,7
BUR-RFQ-0076-V021,RFQ-0076,V021,True,0,8.0,True,True,7
BUR-RFQ-0076-V006,RFQ-0076,V006,True,1,8.0,True,True,7
BUR-RFQ-0076-V018,RFQ-0076,V018,False,0,,False,False,7
BUR-RFQ-0076-V011,RFQ-0076,V011,False,0,,True,False,7
BUR-RFQ-0076-V013,RFQ-0076,V013,True,0,9.0,True,True,7
BUR-RFQ-0076-V016,RFQ-0076,V016,True,2,9.0,True,True,7
BUR-RFQ-0077-V016,RFQ-0077,V016,False,0,,True,False,7
BUR-RFQ-0077-V011,RFQ-0077,V011,False,0,,True,False,7
BUR-RFQ-0077-V002,RFQ-0077,V002,True,0,12.0,True,True,7
BUR-RFQ-0077-V021,RFQ-0077,V021,True,1,13.0,False,True,7
BUR-RFQ-0077-V006,RFQ-0077,V006,True,2,13.0,True,True,7
BUR-RFQ-0077-V013,RFQ-0077,V013,True,0,12.0,True,True,7
BUR-RFQ-0077-V018,RFQ-0077,V018,False,0,,True,False,7
BUR-RFQ-0078-V015,RFQ-0078,V015,True,0,13.0,True,True,7
BUR-RFQ-0078-V014,RFQ-0078,V014,False,0,,False,False,7
BUR-RFQ-0078-V005,RFQ-0078,V005,True,2,12.0,False,True,7
BUR-RFQ-0078-V012,RFQ-0078,V012,True,0,13.0,True,True,7
BUR-RFQ-0078-V023,RFQ-0078,V023,True,2,11.0,True,True,7
BUR-RFQ-0078-V008,RFQ-0078,V008,True,1,11.0,False,True,7
BUR-RFQ-0078-V020,RFQ-0078,V020,True,0,14.0,True,True,7
BUR-RFQ-0078-V003,RFQ-0078,V003,True,1,13.0,False,True,7
BUR-RFQ-0079-V021,RFQ-0079,V021,True,3,13.0,False,True,7
BUR-RFQ-0079-V002,RFQ-0079,V002,True,0,12.0,True,True,7
BUR-RFQ-0079-V018,RFQ-0079,V018,True,0,12.0,True,True,7
BUR-RFQ-0079-V006,RFQ-0079,V006,True,2,13.0,True,True,7
BUR-RFQ-0079-V016,RFQ-0079,V016,True,1,13.0,True,True,7
BUR-RFQ-0079-V011,RFQ-0079,V011,True,2,12.0,True,True,7
BUR-RFQ-0079-V013,RFQ-0079,V013,True,0,13.0,True,True,7
BUR-RFQ-0080-V019,RFQ-0080,V019,True,0,13.0,True,True,7
BUR-RFQ-0080-V001,RFQ-0080,V001,True,0,11.0,True,True,7
BUR-RFQ-0080-V010,RFQ-0080,V010,False,0,,True,False,7
BUR-RFQ-0080-V022,RFQ-0080,V022,True,0,14.0,True,True,7
BUR-RFQ-0080-V024,RFQ-0080,V024,True,2,13.0,False,True,7
BUR-RFQ-0080-V009,RFQ-0080,V009,True,0,14.0,True,True,7
BUR-RFQ-0080-V007,RFQ-0080,V007,True,0,12.0,True,True,7
BUR-RFQ-0080-V017,RFQ-0080,V017,True,0,11.0,True,True,7
BUR-RFQ-0081-V024,RFQ-0081,V024,True,3,8.0,False,True,7
BUR-RFQ-0081-V007,RFQ-0081,V007,True,0,8.0,True,True,7
BUR-RFQ-0081-V017,RFQ-0081,V017,True,0,7.0,True,True,7
BUR-RFQ-0081-V001,RFQ-0081,V001,True,2,9.0,False,True,7
BUR-RFQ-0081-V022,RFQ-0081,V022,False,0,,False,False,7
BUR-RFQ-0081-V019,RFQ-0081,V019,True,1,9.0,False,True,7
BUR-RFQ-0081-V009,RFQ-0081,V009,True,0,6.0,True,True,7
BUR-RFQ-0081-V004,RFQ-0081,V004,True,0,9.0,True,True,7
BUR-RFQ-0082-V015,RFQ-0082,V015,False,0,,True,False,8
BUR-RFQ-0082-V020,RFQ-0082,V020,True,0,14.0,True,True,8
BUR-RFQ-0082-V023,RFQ-0082,V023,False,0,,True,False,8
BUR-RFQ-0082-V005,RFQ-0082,V005,True,0,12.0,True,True,8
BUR-RFQ-0082-V003,RFQ-0082,V003,True,0,14.0,True,True,8
BUR-RFQ-0082-V012,RFQ-0082,V012,False,0,,False,False,8
BUR-RFQ-0082-V008,RFQ-0082,V008,False,0,,True,False,8
BUR-RFQ-0082-V014,RFQ-0082,V014,True,0,12.0,True,True,8
BUR-RFQ-0083-V016,RFQ-0083,V016,False,0,,False,False,8
BUR-RFQ-0083-V006,RFQ-0083,V006,False,0,,True,False,8
BUR-RFQ-0083-V018,RFQ-0083,V018,True,0,12.0,True,True,8
BUR-RFQ-0083-V002,RFQ-0083,V002,True,0,13.0,True,True,8
BUR-RFQ-0083-V013,RFQ-0083,V013,False,0,,True,False,8
BUR-RFQ-0083-V011,RFQ-0083,V011,False,0,,True,False,8
BUR-RFQ-0083-V021,RFQ-0083,V021,True,3,12.0,False,True,8
BUR-RFQ-0084-V011,RFQ-0084,V011,True,1,13.0,True,True,8
BUR-RFQ-0084-V021,RFQ-0084,V021,True,1,12.0,False,True,8
BUR-RFQ-0084-V013,RFQ-0084,V013,True,0,10.0,True,True,8
BUR-RFQ-0084-V002,RFQ-0084,V002,True,0,11.0,True,True,8
BUR-RFQ-0084-V018,RFQ-0084,V018,False,0,,True,False,8
BUR-RFQ-0084-V006,RFQ-0084,V006,True,2,10.0,True,True,8
BUR-RFQ-0084-V016,RFQ-0084,V016,True,1,12.0,True,True,8
BUR-RFQ-0085-V003,RFQ-0085,V003,False,0,,True,False,8
BUR-RFQ-0085-V014,RFQ-0085,V014,False,0,,True,False,8
BUR-RFQ-0085-V023,RFQ-0085,V023,False,0,,False,False,8
BUR-RFQ-0085-V012,RFQ-0085,V012,True,1,10.0,False,True,8
BUR-RFQ-0085-V020,RFQ-0085,V020,True,2,11.0,False,True,8
BUR-RFQ-0085-V015,RFQ-0085,V015,True,0,10.0,True,True,8
BUR-RFQ-0085-V005,RFQ-0085,V005,True,0,9.0,True,True,8
BUR-RFQ-0085-V008,RFQ-0085,V008,False,0,,True,False,8
BUR-RFQ-0086-V001,RFQ-0086,V001,True,0,12.0,True,True,8
BUR-RFQ-0086-V009,RFQ-0086,V009,True,0,11.0,True,True,8
BUR-RFQ-0086-V022,RFQ-0086,V022,True,1,12.0,False,True,8
BUR-RFQ-0086-V004,RFQ-0086,V004,True,0,12.0,True,True,8
BUR-RFQ-0086-V024,RFQ-0086,V024,True,0,13.0,True,True,8
BUR-RFQ-0086-V019,RFQ-0086,V019,False,0,,True,False,8
BUR-RFQ-0086-V010,RFQ-0086,V010,True,1,13.0,False,True,8
BUR-RFQ-0086-V007,RFQ-0086,V007,True,2,12.0,False,True,8
BUR-RFQ-0087-V024,RFQ-0087,V024,True,1,11.0,False,True,8
BUR-RFQ-0087-V004,RFQ-0087,V004,True,0,10.0,True,True,8
BUR-RFQ-0087-V009,RFQ-0087,V009,False,0,,False,False,8
BUR-RFQ-0087-V001,RFQ-0087,V001,True,0,11.0,True,True,8
BUR-RFQ-0087-V019,RFQ-0087,V019,True,2,11.0,False,True,8
BUR-RFQ-0087-V010,RFQ-0087,V010,True,0,12.0,True,True,8
BUR-RFQ-0087-V007,RFQ-0087,V007,True,0,13.0,True,True,8
BUR-RFQ-0087-V022,RFQ-0087,V022,False,0,,True,False,8
BUR-RFQ-0088-V015,RFQ-0088,V015,True,0,12.0,True,True,8
BUR-RFQ-0088-V014,RFQ-0088,V014,False,0,,True,False,8
BUR-RFQ-0088-V012,RFQ-0088,V012,False,0,,True,False,8
BUR-RFQ-0088-V003,RFQ-0088,V003,True,0,14.0,True,True,8
BUR-RFQ-0088-V020,RFQ-0088,V020,True,1,11.0,False,True,8
BUR-RFQ-0088-V005,RFQ-0088,V005,True,0,13.0,True,True,8
BUR-RFQ-0088-V023,RFQ-0088,V023,True,1,13.0,True,True,8
BUR-RFQ-0088-V008,RFQ-0088,V008,False,0,,True,False,8
BUR-RFQ-0089-V020,RFQ-0089,V020,True,1,9.0,False,True,8
BUR-RFQ-0089-V005,RFQ-0089,V005,True,1,8.0,False,True,8
BUR-RFQ-0089-V015,RFQ-0089,V015,True,0,9.0,True,True,8
BUR-RFQ-0089-V014,RFQ-0089,V014,False,0,,True,False,8
BUR-RFQ-0089-V012,RFQ-0089,V012,False,0,,True,False,8
BUR-RFQ-0089-V023,RFQ-0089,V023,False,0,,True,False,8
BUR-RFQ-0089-V008,RFQ-0089,V008,False,0,,True,False,8
BUR-RFQ-0089-V003,RFQ-0089,V003,True,0,6.0,True,True,8
BUR-RFQ-0090-V020,RFQ-0090,V020,True,0,14.0,True,True,8
BUR-RFQ-0090-V008,RFQ-0090,V008,True,0,13.0,True,True,8
BUR-RFQ-0090-V015,RFQ-0090,V015,True,0,11.0,True,True,8
BUR-RFQ-0090-V003,RFQ-0090,V003,True,0,12.0,True,True,8
BUR-RFQ-0090-V014,RFQ-0090,V014,False,0,,False,False,8
BUR-RFQ-0090-V023,RFQ-0090,V023,False,0,,True,False,8
BUR-RFQ-0090-V005,RFQ-0090,V005,True,0,13.0,True,True,8
BUR-RFQ-0090-V012,RFQ-0090,V012,True,0,11.0,True,True,8
BUR-RFQ-0091-V013,RFQ-0091,V013,False,0,,True,False,8
BUR-RFQ-0091-V021,RFQ-0091,V021,True,3,10.0,False,True,8
BUR-RFQ-0091-V006,RFQ-0091,V006,True,1,11.0,False,True,8
BUR-RFQ-0091-V002,RFQ-0091,V002,False,0,,True,False,8
BUR-RFQ-0091-V018,RFQ-0091,V018,True,0,8.0,True,True,8
BUR-RFQ-0091-V011,RFQ-0091,V011,False,0,,True,False,8
BUR-RFQ-0091-V016,RFQ-0091,V016,False,0,,True,False,8
BUR-RFQ-0092-V022,RFQ-0092,V022,True,0,4.0,True,True,8
BUR-RFQ-0092-V019,RFQ-0092,V019,True,0,4.0,True,True,8
BUR-RFQ-0092-V009,RFQ-0092,V009,True,1,5.0,False,True,8
BUR-RFQ-0092-V007,RFQ-0092,V007,False,0,,False,False,8
BUR-RFQ-0092-V001,RFQ-0092,V001,True,2,4.0,False,True,8
BUR-RFQ-0092-V024,RFQ-0092,V024,True,0,5.0,True,True,8
BUR-RFQ-0092-V010,RFQ-0092,V010,True,0,4.0,True,True,8
BUR-RFQ-0092-V004,RFQ-0092,V004,True,0,2.0,True,True,8
BUR-RFQ-0093-V023,RFQ-0093,V023,True,3,9.0,True,True,9
BUR-RFQ-0093-V012,RFQ-0093,V012,True,0,10.0,True,True,9
BUR-RFQ-0093-V020,RFQ-0093,V020,True,0,9.0,True,True,9
BUR-RFQ-0093-V003,RFQ-0093,V003,True,0,11.0,True,True,9
BUR-RFQ-0093-V008,RFQ-0093,V008,False,0,,True,False,9
BUR-RFQ-0093-V005,RFQ-0093,V005,True,0,11.0,True,True,9
BUR-RFQ-0093-V015,RFQ-0093,V015,True,0,9.0,True,True,9
BUR-RFQ-0093-V014,RFQ-0093,V014,True,0,9.0,True,True,9
BUR-RFQ-0094-V014,RFQ-0094,V014,True,0,12.0,True,True,9
BUR-RFQ-0094-V003,RFQ-0094,V003,True,1,11.0,False,True,9
BUR-RFQ-0094-V012,RFQ-0094,V012,True,0,11.0,True,True,9
BUR-RFQ-0094-V015,RFQ-0094,V015,True,1,12.0,False,True,9
BUR-RFQ-0094-V020,RFQ-0094,V020,True,0,14.0,True,True,9
BUR-RFQ-0094-V005,RFQ-0094,V005,True,1,13.0,False,True,9
BUR-RFQ-0094-V008,RFQ-0094,V008,True,0,12.0,True,True,9
BUR-RFQ-0094-V023,RFQ-0094,V023,True,3,11.0,True,True,9
BUR-RFQ-0095-V002,RFQ-0095,V002,False,0,,True,False,9
BUR-RFQ-0095-V006,RFQ-0095,V006,False,0,,True,False,9
BUR-RFQ-0095-V013,RFQ-0095,V013,True,0,11.0,True,True,9
